Date,YUM_Open_average,YUM_Open_max,YUM_Open_min,YUM_Open_volatility,YUM_Open_change,YUM_High_average,YUM_High_max,YUM_High_min,YUM_High_volatility,YUM_High_change,YUM_Low_average,YUM_Low_max,YUM_Low_min,YUM_Low_volatility,YUM_Low_change,YUM_Close_average,YUM_Close_max,YUM_Close_min,YUM_Close_volatility,YUM_Close_change,YUM_Volume_average,YUM_Volume_max,YUM_Volume_min,YUM_Volume_volatility,YUM_Volume_change
2018-01-14,83.562,84.07,83.18,0.8899999999999864,-0.2599999999999909,84.024,84.92,83.43,1.4899999999999949,0.5799999999999983,83.068,83.67,82.64,1.0300000000000011,1.0300000000000011,83.568,84.91,82.93,1.9799999999999898,1.9799999999999898,1446368,1678525,1015220,663305,78101
2018-01-21,85.556,86.09,84.72,1.3700000000000045,1.3700000000000045,86.286,86.93,85.82,1.1100000000000136,0.5900000000000034,85.074,85.93,84.62,1.3100000000000023,1.2700000000000102,85.884,86.48,85.24,1.240000000000009,0.6400000000000006,1553765,2303333,929863,1373470,293279
2018-01-28,83.966,85.0,82.07,2.930000000000007,-2.930000000000007,84.508,85.48,82.95,2.530000000000001,-2.530000000000001,82.8,84.37,79.49,4.88000000000001,-4.88000000000001,83.118,84.59,79.8,4.790000000000006,-4.790000000000006,2325733,3161369,1685275,1476094,1090743
2018-02-04,78.594,80.07,77.29,2.779999999999987,0.9000000000000057,80.864,81.94,80.09,1.8499999999999943,-0.480000000000004,77.216,80.0,75.88,4.1200000000000045,1.0700000000000074,78.878,80.58,76.3,4.280000000000001,-2.510000000000005,3873652,5100433,3023822,2076611,-26274
2018-02-11,77.89,78.74,77.14,1.5999999999999943,1.2999999999999972,78.735,79.29,77.97,1.3200000000000074,1.0300000000000011,77.39,78.22,76.32,1.9000000000000057,1.0900000000000034,78.2175,78.97,77.77,1.2000000000000028,0.480000000000004,2552874,3108012,1512668,1595344,1176254
2018-02-18,78.51,80.02,77.9,2.1199999999999903,1.9500000000000028,79.458,80.78,78.74,2.0400000000000063,2.0400000000000063,78.308,79.91,77.37,2.539999999999992,2.539999999999992,78.916,80.57,77.81,2.759999999999991,2.489999999999995,2152885,2553725,1790024,763701,-763701
2018-02-25,80.172,80.98,78.63,2.3500000000000085,-0.6499999999999915,81.402,82.69,80.73,1.9599999999999937,-0.15000000000000568,79.572,80.62,78.1,2.5200000000000102,-0.46000000000000796,80.436,81.38,79.7,1.6799999999999926,0.44999999999998863,2658395,3629428,1896081,1733347,-419708
2018-03-04,81.88,83.29,80.72,2.5700000000000074,2.200000000000003,82.59,83.93,81.56,2.3700000000000045,2.2900000000000063,81.456,82.31,80.44,1.8700000000000045,1.6599999999999966,82.114,82.95,81.38,1.5700000000000074,1.0300000000000011,2153298,2666809,1855847,810962,698062
2018-03-11,82.78,83.28,82.37,0.9099999999999966,0.4399999999999977,83.42999999999999,83.9,82.77,1.1300000000000097,0.23999999999999488,82.122,82.82,81.4,1.4199999999999875,-0.7199999999999989,82.628,83.5,82.14,1.3599999999999994,-0.20999999999999375,2067416,2344144,1692456,651688,286057
2018-03-18,82.544,83.14,82.09,1.0499999999999972,0.0799999999999983,83.50999999999999,84.22,82.96,1.2600000000000051,0.75,82.242,82.7,81.68,1.019999999999996,0.37000000000000455,82.75800000000001,84.03,81.68,2.3499999999999943,0.9399999999999977,1984984,2720558,1302576,1417982,194388
2018-03-25,84.535,85.22,83.96,1.2600000000000051,0.980000000000004,85.5175,85.82,85.14,0.6799999999999926,0.37999999999999545,83.605,84.06,82.89,1.1700000000000017,-0.6200000000000045,84.25,85.13,83.74,1.3900000000000006,-0.14000000000000057,2371093,3006206,1718883,1287323,-723280
2018-04-01,84.688,85.95,83.45,2.5,1.0999999999999943,85.532,86.35,84.34,2.009999999999991,1.0799999999999983,83.918,85.09,82.9,2.1899999999999977,1.4499999999999886,84.89,86.01,84.11,1.9000000000000057,0.3400000000000034,2086794,2610391,1490097,1120294,-973275
2018-04-08,85.828,86.11,85.5,0.6099999999999994,0.5,86.346,86.8,85.88,0.9200000000000017,0.9200000000000017,85.4,85.95,85.0,0.9500000000000028,0.9500000000000028,85.69,86.26,85.42,0.8400000000000034,0.6800000000000068,1779311,2352061,1586486,765575,-707093
2018-04-15,86.526,86.66,86.29,0.36999999999999034,-0.1699999999999875,86.962,87.45,86.58,0.8700000000000045,-0.480000000000004,86.142,86.66,85.7,0.9599999999999937,-0.6099999999999994,86.442,86.99,85.89,1.0999999999999943,-0.7099999999999937,1720755,1848425,1568415,280010,214814
