Date,RiverFront Dynamic US Flex-Cap_Open_average,RiverFront Dynamic US Flex-Cap_Open_max,RiverFront Dynamic US Flex-Cap_Open_min,RiverFront Dynamic US Flex-Cap_Open_volatility,RiverFront Dynamic US Flex-Cap_Open_change,RiverFront Dynamic US Flex-Cap_High_average,RiverFront Dynamic US Flex-Cap_High_max,RiverFront Dynamic US Flex-Cap_High_min,RiverFront Dynamic US Flex-Cap_High_volatility,RiverFront Dynamic US Flex-Cap_High_change,RiverFront Dynamic US Flex-Cap_Low_average,RiverFront Dynamic US Flex-Cap_Low_max,RiverFront Dynamic US Flex-Cap_Low_min,RiverFront Dynamic US Flex-Cap_Low_volatility,RiverFront Dynamic US Flex-Cap_Low_change,RiverFront Dynamic US Flex-Cap_Close_average,RiverFront Dynamic US Flex-Cap_Close_max,RiverFront Dynamic US Flex-Cap_Close_min,RiverFront Dynamic US Flex-Cap_Close_volatility,RiverFront Dynamic US Flex-Cap_Close_change
2018-01-14,34.55,34.55,34.55,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-01-21,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-01-28,33.25,33.25,33.25,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-02-04,31.66,31.66,31.66,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.66,31.66,31.66,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-02-11,33.12,33.12,33.12,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-02-18,33.45,33.45,33.45,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2018-02-25,32.97,32.97,32.97,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-03-04,34.0,34.0,34.0,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-03-11,33.33,33.33,33.33,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-03-18,32.12,32.12,32.12,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.84,31.84,31.84,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-03-25,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-04-01,32.07,32.07,32.07,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-04-08,32.57,32.57,32.57,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-04-15,32.71,32.71,32.71,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-04-22,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-04-29,32.58,32.58,32.58,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-05-06,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-05-13,33.38,33.38,33.38,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-05-20,33.71,33.71,33.71,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-05-27,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-06-03,34.97,34.97,34.97,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-06-10,34.93,34.93,34.93,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-06-17,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-06-24,34.04,34.04,34.04,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-07-01,35.08,35.08,35.08,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-07-08,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2018-07-15,35.2,35.2,35.2,0.0,0.0,36.59,36.59,36.59,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-07-22,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-07-29,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-08-05,35.32,35.32,35.32,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2018-08-12,35.59,35.59,35.59,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-08-19,36.05,36.05,36.05,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2018-08-26,36.2,36.2,36.2,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-09-02,35.78,35.78,35.78,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-09-09,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-09-16,35.99,35.99,35.99,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-09-23,36.22,36.22,36.22,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2018-09-30,35.33,35.33,35.33,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-10-07,33.89,33.89,33.89,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-10-14,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-10-21,32.75,32.75,32.75,0.0,0.0,32.8,32.8,32.8,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-10-28,33.33,33.33,33.33,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-11-04,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2018-11-11,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-11-18,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2018-11-25,33.12,33.12,33.12,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-12-02,30.97,30.97,30.97,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.71,30.71,30.71,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-12-09,29.98,29.98,29.98,0.0,0.0,30.34,30.34,30.34,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2018-12-16,27.56,27.56,27.56,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-12-23,29.1,29.1,29.1,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-12-30,29.94,29.94,29.94,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-01-06,30.56,30.56,30.56,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-01-13,31.36,31.36,31.36,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-01-20,31.18,31.18,31.18,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2019-01-27,31.94,31.94,31.94,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-02-03,31.89,31.89,31.89,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-02-10,32.81,32.81,32.81,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-02-17,33.26,33.26,33.26,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-02-24,33.15,33.15,33.15,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-03-03,32.38,32.38,32.38,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-03-10,32.94,32.94,32.94,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-03-17,32.33,32.33,32.33,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-03-24,33.23,33.23,33.23,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-03-31,33.64,33.64,33.64,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-04-07,33.67,33.67,33.67,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-04-14,33.7,33.7,33.7,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-04-21,34.19,34.19,34.19,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-04-28,33.59,33.59,33.59,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-05-05,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-05-12,32.48,32.48,32.48,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-05-19,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-05-26,30.93,30.93,30.93,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-06-02,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-06-09,32.55,32.55,32.55,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-06-16,33.19,33.19,33.19,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-06-23,33.61,33.61,33.61,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-06-30,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-07-07,33.96,33.96,33.96,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-07-14,33.62,33.62,33.62,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-07-21,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-07-28,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-08-04,32.03,32.03,32.03,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-08-11,32.25,32.25,32.25,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-08-18,31.36,31.36,31.36,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-08-25,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-09-01,32.92,32.92,32.92,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-09-08,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-09-15,33.2,33.2,33.2,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-09-22,32.9,32.9,32.9,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-09-29,32.43,32.43,32.43,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-10-06,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-10-13,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-10-20,33.9,33.9,33.9,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-10-27,34.27,34.27,34.27,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-11-03,34.27,34.27,34.27,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-11-10,34.45,34.45,34.45,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-11-17,34.53,34.53,34.53,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-11-24,34.49,34.49,34.49,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-12-01,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-12-08,35.31,35.31,35.31,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-12-15,35.69,35.69,35.69,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-12-22,35.64,35.64,35.64,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-12-29,35.78,35.78,35.78,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.82,35.82,35.82,0.0,0.0
