Date,NKE_stock_Open_average,NKE_stock_Open_max,NKE_stock_Open_min,NKE_stock_Open_volatility,NKE_stock_Open_change,NKE_stock_High_average,NKE_stock_High_max,NKE_stock_High_min,NKE_stock_High_volatility,NKE_stock_High_change,NKE_stock_Low_average,NKE_stock_Low_max,NKE_stock_Low_min,NKE_stock_Low_volatility,NKE_stock_Low_change,NKE_stock_Close_average,NKE_stock_Close_max,NKE_stock_Close_min,NKE_stock_Close_volatility,NKE_stock_Close_change,NKE_stock_Volume_average,NKE_stock_Volume_max,NKE_stock_Volume_min,NKE_stock_Volume_volatility,NKE_stock_Volume_change
2018-01-14,64.44,65.31,63.67,1.6400000000000006,0.5300000000000011,65.205,67.24,64.01,3.2299999999999898,1.8799999999999955,63.7775,65.12,63.08,2.0400000000000063,1.750000000000007,64.6375,67.21,63.42,3.789999999999992,3.789999999999992,8773132,12896073,5656889,7239184,3779100
2018-01-21,67.35,68.2,66.53,1.6700000000000017,1.6500000000000057,67.924,68.64,66.83,1.8100000000000023,1.8100000000000023,66.928,67.92,65.76,2.1599999999999966,2.1599999999999966,67.456,68.04,66.39,1.6500000000000057,1.6500000000000057,6864736,8491799,5707632,2784167,-2201282
2018-01-28,67.542,67.82,67.22,0.5999999999999943,-0.5999999999999943,68.208,68.83,67.79,1.039999999999992,-0.3499999999999943,67.15,67.47,66.7,0.769999999999996,-0.4200000000000017,67.6,68.22,67.22,1.0,-0.35999999999999943,7518588,11036394,5067258,5969136,4281032
2018-02-04,64.71,66.63,62.48,4.149999999999999,-2.8699999999999974,66.246,67.21,65.42,1.789999999999992,-1.1599999999999966,63.376,65.1,62.09,3.009999999999991,-1.5499999999999972,64.644,65.63,62.49,3.1399999999999935,1.0999999999999943,12521398,14121779,8845725,5276054,1183854
2018-02-11,66.76,68.39,65.72,2.6700000000000017,1.960000000000008,67.766,69.0,66.23,2.769999999999996,2.1899999999999977,66.33,67.74,65.43,2.309999999999988,2.059999999999988,67.28,68.3,65.87,2.4299999999999926,2.319999999999993,8445101,9792198,6842134,2950064,-2950064
2018-02-18,67.485,67.66,67.25,0.4099999999999966,-0.25,67.9075,68.16,67.48,0.6799999999999926,0.18999999999999773,66.91749999999999,67.05,66.74,0.3100000000000023,-0.20000000000000284,67.4575,68.16,67.05,1.1099999999999994,0.6700000000000017,5227837,6515829,4428501,2087328,-430602
2018-02-25,67.728,70.0,64.91,5.090000000000003,-3.480000000000004,68.424,70.25,66.09,4.159999999999997,-3.719999999999999,66.652,68.34,64.21,4.13000000000001,-4.13000000000001,67.384,69.65,65.89,3.760000000000005,-3.760000000000005,7027778,8380732,6091771,2288961,1881259
2018-03-04,65.054,65.51,64.51,1.0,0.030000000000001137,65.48,66.51,64.79,1.7199999999999989,1.0200000000000102,64.54,65.36,63.89,1.4699999999999989,1.019999999999996,65.17399999999999,66.3,64.17,2.1299999999999955,1.25,6651499,8838383,5573005,3265378,-2999992
2018-03-11,66.68,67.3,66.31,0.9899999999999949,-0.3400000000000034,67.1,67.69,66.61,1.0799999999999983,-0.9200000000000017,66.032,66.32,65.67,0.6499999999999915,-0.4099999999999966,66.298,66.82,65.91,0.9099999999999966,-0.9099999999999966,7455120,12860940,5167304,7693636,5338213
2018-03-18,66.134,66.73,65.6,1.1300000000000097,1.0,66.758,67.22,66.15,1.0699999999999932,0.8799999999999955,65.224,66.31,64.23,2.0799999999999983,-0.730000000000004,65.582,66.8,64.42,2.3799999999999955,-1.0799999999999983,9924836,17343848,5805245,11538603,10088221
2018-03-25,65.815,66.59,65.08,1.5100000000000051,0.6200000000000045,66.85,67.64,66.06,1.5799999999999983,0.4899999999999949,65.325,65.61,64.99,0.6200000000000045,0.6200000000000045,65.9875,66.44,65.44,1.0,0.539999999999992,9551287,10795962,7208406,3587556,-47656
2018-04-01,66.684,68.51,64.47,4.040000000000006,2.5400000000000063,68.074,69.78,66.05,3.730000000000004,3.260000000000005,65.76400000000001,68.39,63.21,5.18,3.720000000000006,67.276,69.59,64.12,5.469999999999999,3.4299999999999926,10047752,12383944,8766360,3617584,-2664679
2018-04-08,67.594,68.39,66.58,1.8100000000000023,-0.269999999999996,67.992,68.55,67.2,1.3499999999999943,-0.21999999999999886,66.842,67.15,66.49,0.6600000000000108,-0.1700000000000017,67.206,67.77,66.83,0.9399999999999977,0.06999999999999318,6303529,10382253,4300162,6082091,-2204314
