Date,SPDR Portfolio Europe_etf_Open_average,SPDR Portfolio Europe_etf_Open_max,SPDR Portfolio Europe_etf_Open_min,SPDR Portfolio Europe_etf_Open_volatility,SPDR Portfolio Europe_etf_Open_change,SPDR Portfolio Europe_etf_High_average,SPDR Portfolio Europe_etf_High_max,SPDR Portfolio Europe_etf_High_min,SPDR Portfolio Europe_etf_High_volatility,SPDR Portfolio Europe_etf_High_change,SPDR Portfolio Europe_etf_Low_average,SPDR Portfolio Europe_etf_Low_max,SPDR Portfolio Europe_etf_Low_min,SPDR Portfolio Europe_etf_Low_volatility,SPDR Portfolio Europe_etf_Low_change,SPDR Portfolio Europe_etf_Close_average,SPDR Portfolio Europe_etf_Close_max,SPDR Portfolio Europe_etf_Close_min,SPDR Portfolio Europe_etf_Close_volatility,SPDR Portfolio Europe_etf_Close_change
2019-01-20,30.84,30.84,30.84,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-01-27,31.34,31.34,31.34,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-02-03,31.27,31.27,31.27,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-02-10,32.01,32.01,32.01,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-02-17,32.41,32.41,32.41,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2019-02-24,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-03-03,32.31,32.31,32.31,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-03-10,33.48,33.48,33.48,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-03-17,33.09,33.09,33.09,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-03-24,33.05,33.05,33.05,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-03-31,33.68,33.68,33.68,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-04-07,33.79,33.79,33.79,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-04-14,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-04-21,33.72,33.72,33.72,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-04-28,33.97,33.97,33.97,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-05-05,33.17,33.17,33.17,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-05-12,33.39,33.39,33.39,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-05-19,33.37,33.37,33.37,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-05-26,32.59,32.59,32.59,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-06-02,33.9,33.9,33.9,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-06-09,33.86,33.86,33.86,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-06-16,34.69,34.69,34.69,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-06-23,34.12,34.12,34.12,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-06-30,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-07-07,33.91,33.91,33.91,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-07-14,33.91,33.91,33.91,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-07-21,33.88,33.88,33.88,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-07-28,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-08-04,32.62,32.62,32.62,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-08-11,32.04,32.04,32.04,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-08-18,32.59,32.59,32.59,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-08-25,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-09-01,33.31,33.31,33.31,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-09-08,33.68,33.68,33.68,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-09-15,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-09-22,33.24,33.24,33.24,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-09-29,32.34,32.34,32.34,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-10-06,33.38,33.38,33.38,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-10-13,34.0,34.0,34.0,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-10-20,34.15,34.15,34.15,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-10-27,34.65,34.65,34.65,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-11-03,34.79,34.79,34.79,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-11-10,34.88,34.88,34.88,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2019-11-17,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-11-24,35.07,35.07,35.07,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-12-01,35.24,35.24,35.24,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2019-12-08,35.89,35.89,35.89,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-12-15,36.16,36.16,36.16,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-12-22,36.54,36.54,36.54,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-12-29,36.25,36.25,36.25,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.32,36.32,36.32,0.0,0.0
