Date,FTV_Open_average,FTV_Open_max,FTV_Open_min,FTV_Open_volatility,FTV_Open_change,FTV_High_average,FTV_High_max,FTV_High_min,FTV_High_volatility,FTV_High_change,FTV_Low_average,FTV_Low_max,FTV_Low_min,FTV_Low_volatility,FTV_Low_change,FTV_Close_average,FTV_Close_max,FTV_Close_min,FTV_Close_volatility,FTV_Close_change,FTV_Volume_average,FTV_Volume_max,FTV_Volume_min,FTV_Volume_volatility,FTV_Volume_change
2018-01-14,74.666,74.86,74.47,0.39000000000000057,-0.269999999999996,75.22399999999999,75.63,74.94,0.6899999999999977,-0.5600000000000023,73.968,74.25,73.72,0.5300000000000011,0.12999999999999545,74.39,74.74,73.99,0.75,0.21000000000000796,1381124,1811811,864250,947561,25387
2018-01-21,75.424,76.2,74.44,1.7600000000000051,1.7600000000000051,76.21600000000001,76.68,75.25,1.4300000000000068,1.4200000000000017,74.794,76.0,73.78,2.219999999999999,2.219999999999999,75.636,76.57,74.81,1.759999999999991,1.3199999999999932,1687835,2205243,1440561,764682,34671
2018-01-28,75.626,76.33,75.04,1.289999999999992,-0.8599999999999994,76.248,76.57,75.42,1.1499999999999915,-1.0100000000000051,74.62,75.63,71.65,3.9799999999999898,-3.9799999999999898,74.922,76.03,71.66,4.3700000000000045,-4.3700000000000045,1489928,1982141,1287240,694901,648661
2018-02-04,72.514,75.81,70.33,5.480000000000004,2.469999999999999,73.746,75.81,72.3,3.510000000000005,2.3900000000000006,70.494,72.8,69.03,3.769999999999996,3.3499999999999943,71.938,74.3,69.14,5.159999999999997,2.1899999999999977,3072100,4139709,2367748,1771961,613940
2018-02-11,74.445,75.08,73.75,1.3299999999999983,0.9899999999999949,75.06,75.98,74.42,1.5600000000000023,1.230000000000004,74.045,74.81,73.47,1.3400000000000034,1.0100000000000051,74.765,75.65,74.14,1.5100000000000051,1.5100000000000051,2204912,3149174,1765099,1384075,-1032544
2018-02-18,76.446,77.29,75.34,1.9500000000000028,1.9500000000000028,77.194,78.13,76.21,1.9200000000000017,1.9200000000000017,76.154,76.97,75.27,1.7000000000000028,1.7000000000000028,76.728,77.96,75.85,2.1099999999999994,2.1099999999999994,1346979,1647248,1058139,589109,-185540
2018-02-25,76.144,78.08,73.53,4.549999999999997,-4.549999999999997,76.662,78.83,74.48,4.349999999999994,-4.219999999999999,75.03,77.74,73.11,4.6299999999999955,-4.6299999999999955,75.502,77.76,73.99,3.7700000000000102,-3.5,1530456,1936227,1013262,922965,266999
2018-03-04,77.364,80.2,74.67,5.530000000000001,5.530000000000001,78.514,80.31,75.49,4.820000000000007,4.730000000000004,76.204,78.13,73.41,4.719999999999999,3.8799999999999955,78.048,80.27,75.12,5.1499999999999915,3.4099999999999966,1982953,2932633,1216490,1716143,-187931
2018-03-11,78.234,78.74,77.77,0.9699999999999989,-0.5499999999999972,78.632,79.22,78.19,1.0300000000000011,-1.0300000000000011,77.414,77.81,77.01,0.7999999999999972,-0.7999999999999972,77.942,78.23,77.61,0.6200000000000045,-0.20999999999999375,1295854,2018011,725235,1292776,-681841
2018-03-18,77.586,78.21,76.75,1.4599999999999937,-0.789999999999992,78.35600000000001,79.2,77.68,1.519999999999996,-0.29000000000000625,76.888,77.78,75.97,1.8100000000000023,-1.1400000000000006,77.462,78.35,76.02,2.3299999999999983,-0.06999999999999318,1565059,2109047,1149010,960037,434876
