Date,ETFS Physical Platinum Shares_etf_Open_average,ETFS Physical Platinum Shares_etf_Open_max,ETFS Physical Platinum Shares_etf_Open_min,ETFS Physical Platinum Shares_etf_Open_volatility,ETFS Physical Platinum Shares_etf_Open_change,ETFS Physical Platinum Shares_etf_High_average,ETFS Physical Platinum Shares_etf_High_max,ETFS Physical Platinum Shares_etf_High_min,ETFS Physical Platinum Shares_etf_High_volatility,ETFS Physical Platinum Shares_etf_High_change,ETFS Physical Platinum Shares_etf_Low_average,ETFS Physical Platinum Shares_etf_Low_max,ETFS Physical Platinum Shares_etf_Low_min,ETFS Physical Platinum Shares_etf_Low_volatility,ETFS Physical Platinum Shares_etf_Low_change,ETFS Physical Platinum Shares_etf_Close_average,ETFS Physical Platinum Shares_etf_Close_max,ETFS Physical Platinum Shares_etf_Close_min,ETFS Physical Platinum Shares_etf_Close_volatility,ETFS Physical Platinum Shares_etf_Close_change
2018-04-22,86.75,86.75,86.75,0.0,0.0,87.07,87.07,87.07,0.0,0.0,86.64,86.64,86.64,0.0,0.0,86.97,86.97,86.97,0.0,0.0
2018-04-29,85.65,85.65,85.65,0.0,0.0,86.5,86.5,86.5,0.0,0.0,85.55,85.55,85.55,0.0,0.0,86.48,86.48,86.48,0.0,0.0
2018-05-06,88.25,88.25,88.25,0.0,0.0,88.25,88.25,88.25,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.77,87.77,87.77,0.0,0.0
2018-05-13,84.24,84.24,84.24,0.0,0.0,84.38,84.38,84.38,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2018-05-20,86.3,86.3,86.3,0.0,0.0,86.3,86.3,86.3,0.0,0.0,85.5,85.5,85.5,0.0,0.0,85.62,85.62,85.62,0.0,0.0
2018-05-27,86.2,86.2,86.2,0.0,0.0,86.45,86.45,86.45,0.0,0.0,85.82,85.82,85.82,0.0,0.0,85.89,85.89,85.89,0.0,0.0
2018-06-03,85.99,85.99,85.99,0.0,0.0,86.13,86.13,86.13,0.0,0.0,85.86,85.86,85.86,0.0,0.0,86.12,86.12,86.12,0.0,0.0
2018-06-10,85.35,85.35,85.35,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.18,84.18,84.18,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2018-06-17,82.65,82.65,82.65,0.0,0.0,83.22,83.22,83.22,0.0,0.0,82.5,82.5,82.5,0.0,0.0,83.19,83.19,83.19,0.0,0.0
2018-06-24,80.85,80.85,80.85,0.0,0.0,81.22,81.22,81.22,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.14,81.14,81.14,0.0,0.0
2018-07-01,79.8,79.8,79.8,0.0,0.0,80.33,80.33,80.33,0.0,0.0,79.61,79.61,79.61,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2018-07-08,79.0,79.0,79.0,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.94,78.94,78.94,0.0,0.0
2018-07-15,78.3,78.3,78.3,0.0,0.0,78.87,78.87,78.87,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2018-07-22,78.85,78.85,78.85,0.0,0.0,79.06,79.06,79.06,0.0,0.0,78.6,78.6,78.6,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2018-07-29,79.25,79.25,79.25,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.05,79.05,79.05,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2018-08-05,78.88,78.88,78.88,0.0,0.0,79.5,79.5,79.5,0.0,0.0,78.67,78.67,78.67,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2018-08-12,74.15,74.15,74.15,0.0,0.0,75.01,75.01,75.01,0.0,0.0,73.8,73.8,73.8,0.0,0.0,75.01,75.01,75.01,0.0,0.0
2018-08-19,74.99,74.99,74.99,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.76,74.76,74.76,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2018-08-26,75.08,75.08,75.08,0.0,0.0,75.55,75.55,75.55,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2018-09-02,73.97,73.97,73.97,0.0,0.0,74.55,74.55,74.55,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2018-09-09,76.49,76.49,76.49,0.0,0.0,76.49,76.49,76.49,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2018-09-16,78.2,78.2,78.2,0.0,0.0,78.87,78.87,78.87,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2018-09-23,77.21,77.21,77.21,0.0,0.0,78.0,78.0,78.0,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2018-09-30,78.21,78.21,78.21,0.0,0.0,78.31,78.31,78.31,0.0,0.0,77.77,77.77,77.77,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-10-07,79.82,79.82,79.82,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2018-10-14,79.24,79.24,79.24,0.0,0.0,79.34,79.34,79.34,0.0,0.0,78.81,78.81,78.81,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2018-10-21,78.47,78.47,78.47,0.0,0.0,79.26,79.26,79.26,0.0,0.0,78.47,78.47,78.47,0.0,0.0,79.08,79.08,79.08,0.0,0.0
2018-10-28,81.93,81.93,81.93,0.0,0.0,82.89,82.89,82.89,0.0,0.0,81.9,81.9,81.9,0.0,0.0,82.5,82.5,82.5,0.0,0.0
2018-11-04,81.38,81.38,81.38,0.0,0.0,81.47,81.47,81.47,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-11-11,80.11,80.11,80.11,0.0,0.0,80.36,80.36,80.36,0.0,0.0,79.93,79.93,79.93,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2018-11-18,79.8,79.8,79.8,0.0,0.0,80.18,80.18,80.18,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2018-11-25,76.24,76.24,76.24,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2018-12-02,75.1,75.1,75.1,0.0,0.0,75.41,75.41,75.41,0.0,0.0,74.7,74.7,74.7,0.0,0.0,75.16,75.16,75.16,0.0,0.0
2018-12-09,74.27,74.27,74.27,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2018-12-16,75.18,75.18,75.18,0.0,0.0,75.45,75.45,75.45,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2018-12-23,75.19,75.19,75.19,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-12-30,75.88,75.88,75.88,0.0,0.0,78.06,78.06,78.06,0.0,0.0,75.5,75.5,75.5,0.0,0.0,77.87,77.87,77.87,0.0,0.0
2019-01-06,77.48,77.48,77.48,0.0,0.0,77.52,77.52,77.52,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.86,76.86,76.86,0.0,0.0
2019-01-13,76.26,76.26,76.26,0.0,0.0,76.28,76.28,76.28,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2019-01-20,77.13,77.13,77.13,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.06,77.06,77.06,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2019-01-27,78.27,78.27,78.27,0.0,0.0,78.84,78.84,78.84,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2019-02-03,75.61,75.61,75.61,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2019-02-10,75.0,75.0,75.0,0.0,0.0,76.55,76.55,76.55,0.0,0.0,74.9,74.9,74.9,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2019-02-17,78.9,78.9,78.9,0.0,0.0,80.01,80.01,80.01,0.0,0.0,78.82,78.82,78.82,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2019-02-24,81.9,81.9,81.9,0.0,0.0,82.39,82.39,82.39,0.0,0.0,81.07,81.07,81.07,0.0,0.0,81.07,81.07,81.07,0.0,0.0
2019-03-03,77.33,77.33,77.33,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2019-03-10,78.64,78.64,78.64,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.73,78.73,78.73,0.0,0.0
2019-03-17,80.65,80.65,80.65,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.12,80.12,80.12,0.0,0.0
2019-03-24,80.85,80.85,80.85,0.0,0.0,80.85,80.85,80.85,0.0,0.0,79.98,79.98,79.98,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2019-03-31,85.39,85.39,85.39,0.0,0.0,85.67,85.67,85.67,0.0,0.0,84.52,84.52,84.52,0.0,0.0,85.09,85.09,85.09,0.0,0.0
2019-04-07,84.85,84.85,84.85,0.0,0.0,85.18,85.18,85.18,0.0,0.0,84.32,84.32,84.32,0.0,0.0,84.46,84.46,84.46,0.0,0.0
2019-04-14,84.21,84.21,84.21,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.19,84.19,84.19,0.0,0.0,85.35,85.35,85.35,0.0,0.0
2019-04-21,84.32,84.32,84.32,0.0,0.0,85.05,85.05,85.05,0.0,0.0,84.19,84.19,84.19,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2019-04-28,80.82,80.82,80.82,0.0,0.0,82.46,82.46,82.46,0.0,0.0,80.58,80.58,80.58,0.0,0.0,82.36,82.36,82.36,0.0,0.0
2019-05-05,81.01,81.01,81.01,0.0,0.0,81.92,81.92,81.92,0.0,0.0,80.7,80.7,80.7,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2019-05-12,77.74,77.74,77.74,0.0,0.0,77.75,77.75,77.75,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.39,77.39,77.39,0.0,0.0
2019-05-19,75.71,75.71,75.71,0.0,0.0,76.12,76.12,76.12,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.12,76.12,76.12,0.0,0.0
2019-05-26,75.11,75.11,75.11,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.83,74.83,74.83,0.0,0.0,74.99,74.99,74.99,0.0,0.0
2019-06-02,76.14,76.14,76.14,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.18,76.18,76.18,0.0,0.0
2019-06-09,76.35,76.35,76.35,0.0,0.0,76.56,76.56,76.56,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-06-16,75.76,75.76,75.76,0.0,0.0,76.68,76.68,76.68,0.0,0.0,75.51,75.51,75.51,0.0,0.0,76.46,76.46,76.46,0.0,0.0
2019-06-23,77.62,77.62,77.62,0.0,0.0,79.4,79.4,79.4,0.0,0.0,77.58,77.58,77.58,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2019-06-30,77.05,77.05,77.05,0.0,0.0,77.05,77.05,77.05,0.0,0.0,76.06,76.06,76.06,0.0,0.0,76.56,76.56,76.56,0.0,0.0
2019-07-07,77.43,77.43,77.43,0.0,0.0,78.73,78.73,78.73,0.0,0.0,77.37,77.37,77.37,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2019-07-14,80.96,80.96,80.96,0.0,0.0,81.22,81.22,81.22,0.0,0.0,79.89,79.89,79.89,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2019-07-21,81.99,81.99,81.99,0.0,0.0,82.16,82.16,82.16,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.58,81.58,81.58,0.0,0.0
2019-07-28,79.86,79.86,79.86,0.0,0.0,80.42,80.42,80.42,0.0,0.0,79.35,79.35,79.35,0.0,0.0,79.66,79.66,79.66,0.0,0.0
2019-08-04,81.86,81.86,81.86,0.0,0.0,81.86,81.86,81.86,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.35,81.35,81.35,0.0,0.0
2019-08-11,78.94,78.94,78.94,0.0,0.0,80.41,80.41,80.41,0.0,0.0,78.93,78.93,78.93,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2019-08-18,80.86,80.86,80.86,0.0,0.0,82.03,82.03,82.03,0.0,0.0,80.48,80.48,80.48,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2019-08-25,88.21,88.21,88.21,0.0,0.0,88.67,88.67,88.67,0.0,0.0,87.5,87.5,87.5,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2019-09-01,89.84,89.84,89.84,0.0,0.0,91.09,91.09,91.09,0.0,0.0,89.09,89.09,89.09,0.0,0.0,89.33,89.33,89.33,0.0,0.0
2019-09-08,90.63,90.63,90.63,0.0,0.0,91.02,91.02,91.02,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2019-09-15,88.94,88.94,88.94,0.0,0.0,89.47,89.47,89.47,0.0,0.0,88.66,88.66,88.66,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2019-09-22,86.98,86.98,86.98,0.0,0.0,88.33,88.33,88.33,0.0,0.0,86.78,86.78,86.78,0.0,0.0,87.74,87.74,87.74,0.0,0.0
2019-09-29,82.77,82.77,82.77,0.0,0.0,83.33,83.33,83.33,0.0,0.0,82.4,82.4,82.4,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2019-10-06,83.74,83.74,83.74,0.0,0.0,84.75,84.75,84.75,0.0,0.0,83.4,83.4,83.4,0.0,0.0,84.52,84.52,84.52,0.0,0.0
2019-10-13,83.69,83.69,83.69,0.0,0.0,84.39,84.39,84.39,0.0,0.0,83.4,83.4,83.4,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2019-10-20,88.21,88.21,88.21,0.0,0.0,88.48,88.48,88.48,0.0,0.0,87.17,87.17,87.17,0.0,0.0,87.25,87.25,87.25,0.0,0.0
2019-10-27,88.14,88.14,88.14,0.0,0.0,89.96,89.96,89.96,0.0,0.0,87.88,87.88,87.88,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2019-11-03,83.9,83.9,83.9,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2019-11-10,83.09,83.09,83.09,0.0,0.0,84.5,84.5,84.5,0.0,0.0,83.09,83.09,83.09,0.0,0.0,83.85,83.85,83.85,0.0,0.0
2019-11-17,84.58,84.58,84.58,0.0,0.0,85.15,85.15,85.15,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.99,83.99,83.99,0.0,0.0
2019-11-24,84.68,84.68,84.68,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.4,84.4,84.4,0.0,0.0,84.58,84.58,84.58,0.0,0.0
2019-12-01,84.33,84.33,84.33,0.0,0.0,84.52,84.52,84.52,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.48,84.48,84.48,0.0,0.0
2019-12-08,87.9,87.9,87.9,0.0,0.0,88.36,88.36,88.36,0.0,0.0,87.0,87.0,87.0,0.0,0.0,87.31,87.31,87.31,0.0,0.0
2019-12-15,88.25,88.25,88.25,0.0,0.0,88.31,88.31,88.31,0.0,0.0,85.65,85.65,85.65,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2019-12-22,89.03,89.03,89.03,0.0,0.0,89.59,89.59,89.59,0.0,0.0,88.78,88.78,88.78,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2019-12-29,93.27,93.27,93.27,0.0,0.0,93.35,93.35,93.35,0.0,0.0,92.3,92.3,92.3,0.0,0.0,92.36,92.36,92.36,0.0,0.0
