Date,Hartford Multifactor Low Volatility International_Open_average,Hartford Multifactor Low Volatility International_Open_max,Hartford Multifactor Low Volatility International_Open_min,Hartford Multifactor Low Volatility International_Open_volatility,Hartford Multifactor Low Volatility International_Open_change,Hartford Multifactor Low Volatility International_High_average,Hartford Multifactor Low Volatility International_High_max,Hartford Multifactor Low Volatility International_High_min,Hartford Multifactor Low Volatility International_High_volatility,Hartford Multifactor Low Volatility International_High_change,Hartford Multifactor Low Volatility International_Low_average,Hartford Multifactor Low Volatility International_Low_max,Hartford Multifactor Low Volatility International_Low_min,Hartford Multifactor Low Volatility International_Low_volatility,Hartford Multifactor Low Volatility International_Low_change,Hartford Multifactor Low Volatility International_Close_average,Hartford Multifactor Low Volatility International_Close_max,Hartford Multifactor Low Volatility International_Close_min,Hartford Multifactor Low Volatility International_Close_volatility,Hartford Multifactor Low Volatility International_Close_change
2018-01-14,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-01-21,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-01-28,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-02-04,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-02-11,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-02-18,28.27,28.27,28.27,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-02-25,27.46,27.46,27.46,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-03-04,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-03-11,27.75,27.75,27.75,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-03-18,27.59,27.59,27.59,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.59,27.59,27.59,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-03-25,27.45,27.45,27.45,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2018-04-01,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-04-08,28.0,28.0,28.0,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-15,27.77,27.77,27.77,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-22,27.76,27.76,27.76,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-29,27.63,27.63,27.63,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.63,27.63,27.63,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-06,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-13,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-20,27.81,27.81,27.81,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-27,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-06-03,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-06-10,27.65,27.65,27.65,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-06-17,26.92,26.92,26.92,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-06-24,26.66,26.66,26.66,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.66,26.66,26.66,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-07-01,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-08,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-15,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-22,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-07-29,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-08-05,26.7,26.7,26.7,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-08-12,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-08-19,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-08-26,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-09-02,26.78,26.78,26.78,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-09-09,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-09-16,27.37,27.37,27.37,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-09-23,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-09-30,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-10-07,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-10-14,25.79,25.79,25.79,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-10-21,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-10-28,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-11-04,25.41,25.41,25.41,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-11,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-18,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-25,26.24,26.24,26.24,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-12-02,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-12-09,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-12-16,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-12-23,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
