Date,Hartford Multifactor Low Volatility International_Open_average,Hartford Multifactor Low Volatility International_Open_max,Hartford Multifactor Low Volatility International_Open_min,Hartford Multifactor Low Volatility International_Open_volatility,Hartford Multifactor Low Volatility International_Open_change,Hartford Multifactor Low Volatility International_High_average,Hartford Multifactor Low Volatility International_High_max,Hartford Multifactor Low Volatility International_High_min,Hartford Multifactor Low Volatility International_High_volatility,Hartford Multifactor Low Volatility International_High_change,Hartford Multifactor Low Volatility International_Low_average,Hartford Multifactor Low Volatility International_Low_max,Hartford Multifactor Low Volatility International_Low_min,Hartford Multifactor Low Volatility International_Low_volatility,Hartford Multifactor Low Volatility International_Low_change,Hartford Multifactor Low Volatility International_Close_average,Hartford Multifactor Low Volatility International_Close_max,Hartford Multifactor Low Volatility International_Close_min,Hartford Multifactor Low Volatility International_Close_volatility,Hartford Multifactor Low Volatility International_Close_change
2018-12-30,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-01-06,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-01-13,25.83,25.83,25.83,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-01-20,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-01-27,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-02-03,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-02-10,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-02-17,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-02-24,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-03-03,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-03-10,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-03-17,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-03-24,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-03-31,26.77,26.77,26.77,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-04-07,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-04-14,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-04-21,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-04-28,26.53,26.53,26.53,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-05-05,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-05-12,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-05-19,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-05-26,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-06-02,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-06-09,26.77,26.77,26.77,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-06-16,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-06-23,27.27,27.27,27.27,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-06-30,27.2,27.2,27.2,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-07-07,27.31,27.31,27.31,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-07-14,27.17,27.17,27.17,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-07-21,27.14,27.14,27.14,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-07-28,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-08-04,26.13,26.13,26.13,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-08-11,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-08-18,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-08-25,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-09-01,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-09-08,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-09-15,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-09-22,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-09-29,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-10-06,26.73,26.73,26.73,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-10-13,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-10-20,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-10-27,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-11-03,27.51,27.51,27.51,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-11-10,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-11-17,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-11-24,27.19,27.19,27.19,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-12-01,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-12-08,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-12-15,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-12-22,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-12-29,27.74,27.74,27.74,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.75,27.75,27.75,0.0,0.0
