Date,Vanguard Small-Cap_Open_average,Vanguard Small-Cap_Open_max,Vanguard Small-Cap_Open_min,Vanguard Small-Cap_Open_volatility,Vanguard Small-Cap_Open_change,Vanguard Small-Cap_High_average,Vanguard Small-Cap_High_max,Vanguard Small-Cap_High_min,Vanguard Small-Cap_High_volatility,Vanguard Small-Cap_High_change,Vanguard Small-Cap_Low_average,Vanguard Small-Cap_Low_max,Vanguard Small-Cap_Low_min,Vanguard Small-Cap_Low_volatility,Vanguard Small-Cap_Low_change,Vanguard Small-Cap_Close_average,Vanguard Small-Cap_Close_max,Vanguard Small-Cap_Close_min,Vanguard Small-Cap_Close_volatility,Vanguard Small-Cap_Close_change
2018-05-27,156.69,156.69,156.69,0.0,0.0,156.9,156.9,156.9,0.0,0.0,155.89,155.89,155.89,0.0,0.0,156.85,156.85,156.85,0.0,0.0
2018-06-03,159.22,159.22,159.22,0.0,0.0,159.59,159.59,159.59,0.0,0.0,159.02,159.02,159.02,0.0,0.0,159.37,159.37,159.37,0.0,0.0
2018-06-10,158.73,158.73,158.73,0.0,0.0,160.08,160.08,160.08,0.0,0.0,158.58,158.58,158.58,0.0,0.0,160.07,160.07,160.07,0.0,0.0
2018-06-17,158.5,158.5,158.5,0.0,0.0,158.53,158.53,158.53,0.0,0.0,155.62,155.62,155.62,0.0,0.0,156.27,156.27,156.27,0.0,0.0
2018-06-24,154.84,154.84,154.84,0.0,0.0,156.3,156.3,156.3,0.0,0.0,154.42,154.42,154.42,0.0,0.0,156.29,156.29,156.29,0.0,0.0
2018-07-01,160.34,160.34,160.34,0.0,0.0,160.81,160.81,160.81,0.0,0.0,159.98,159.98,159.98,0.0,0.0,160.81,160.81,160.81,0.0,0.0
2018-07-08,160.11,160.11,160.11,0.0,0.0,160.31,160.31,160.31,0.0,0.0,158.67,158.67,158.67,0.0,0.0,159.15,159.15,159.15,0.0,0.0
2018-07-15,160.48,160.48,160.48,0.0,0.0,160.87,160.87,160.87,0.0,0.0,159.94,159.94,159.94,0.0,0.0,160.52,160.52,160.52,0.0,0.0
2018-07-22,158.21,158.21,158.21,0.0,0.0,158.61,158.61,158.61,0.0,0.0,156.86,156.86,156.86,0.0,0.0,156.97,156.97,156.97,0.0,0.0
2018-07-29,159.8,159.8,159.8,0.0,0.0,160.85,160.85,160.85,0.0,0.0,159.52,159.52,159.52,0.0,0.0,160.7,160.7,160.7,0.0,0.0
2018-08-05,160.63,160.63,160.63,0.0,0.0,160.92,160.92,160.92,0.0,0.0,159.0,159.0,159.0,0.0,0.0,159.52,159.52,159.52,0.0,0.0
2018-08-12,162.0,162.0,162.0,0.0,0.0,162.49,162.49,162.49,0.0,0.0,161.37,161.37,161.37,0.0,0.0,162.08,162.08,162.08,0.0,0.0
2018-08-19,164.84,164.84,164.84,0.0,0.0,165.68,165.68,165.68,0.0,0.0,164.84,164.84,164.84,0.0,0.0,165.05,165.05,165.05,0.0,0.0
2018-08-26,164.89,164.89,164.89,0.0,0.0,165.87,165.87,165.87,0.0,0.0,164.84,164.84,164.84,0.0,0.0,165.66,165.66,165.66,0.0,0.0
2018-09-02,164.38,164.38,164.38,0.0,0.0,164.97,164.97,164.97,0.0,0.0,163.73,163.73,163.73,0.0,0.0,164.14,164.14,164.14,0.0,0.0
2018-09-09,165.26,165.26,165.26,0.0,0.0,165.49,165.49,165.49,0.0,0.0,163.41,163.41,163.41,0.0,0.0,163.5,163.5,163.5,0.0,0.0
2018-09-16,164.08,164.08,164.08,0.0,0.0,164.12,164.12,164.12,0.0,0.0,162.8,162.8,162.8,0.0,0.0,163.47,163.47,163.47,0.0,0.0
2018-09-23,163.25,163.25,163.25,0.0,0.0,163.73,163.73,163.73,0.0,0.0,160.54,160.54,160.54,0.0,0.0,160.95,160.95,160.95,0.0,0.0
2018-09-30,156.83,156.83,156.83,0.0,0.0,157.27,157.27,157.27,0.0,0.0,155.64,155.64,155.64,0.0,0.0,156.83,156.83,156.83,0.0,0.0
2018-10-07,149.14,149.14,149.14,0.0,0.0,150.94,150.94,150.94,0.0,0.0,148.57,148.57,148.57,0.0,0.0,149.83,149.83,149.83,0.0,0.0
2018-10-14,149.75,149.75,149.75,0.0,0.0,150.19,150.19,150.19,0.0,0.0,148.42,148.42,148.42,0.0,0.0,148.67,148.67,148.67,0.0,0.0
2018-10-21,145.01,145.01,145.01,0.0,0.0,146.19,146.19,146.19,0.0,0.0,140.9,140.9,140.9,0.0,0.0,142.45,142.45,142.45,0.0,0.0
2018-10-28,149.26,149.26,149.26,0.0,0.0,150.0,150.0,150.0,0.0,0.0,148.14,148.14,148.14,0.0,0.0,149.3,149.3,149.3,0.0,0.0
2018-11-04,149.77,149.77,149.77,0.0,0.0,149.92,149.92,149.92,0.0,0.0,146.97,146.97,146.97,0.0,0.0,147.13,147.13,147.13,0.0,0.0
2018-11-11,147.78,147.78,147.78,0.0,0.0,148.12,148.12,148.12,0.0,0.0,144.65,144.65,144.65,0.0,0.0,145.05,145.05,145.05,0.0,0.0
2018-11-18,145.5,145.5,145.5,0.0,0.0,146.62,146.62,146.62,0.0,0.0,145.31,145.31,145.31,0.0,0.0,146.32,146.32,146.32,0.0,0.0
2018-11-25,151.54,151.54,151.54,0.0,0.0,151.94,151.94,151.94,0.0,0.0,149.13,149.13,149.13,0.0,0.0,150.88,150.88,150.88,0.0,0.0
2018-12-02,142.03,142.03,142.03,0.0,0.0,142.43,142.43,142.43,0.0,0.0,139.26,139.26,139.26,0.0,0.0,141.25,141.25,141.25,0.0,0.0
2018-12-09,138.01,138.01,138.01,0.0,0.0,138.67,138.67,138.67,0.0,0.0,134.4,134.4,134.4,0.0,0.0,135.08,135.08,135.08,0.0,0.0
2018-12-16,126.05,126.05,126.05,0.0,0.0,126.53,126.53,126.53,0.0,0.0,123.8,123.8,123.8,0.0,0.0,123.92,123.92,123.92,0.0,0.0
2018-12-23,131.54,131.54,131.54,0.0,0.0,131.99,131.99,131.99,0.0,0.0,129.89,129.89,129.89,0.0,0.0,131.99,131.99,131.99,0.0,0.0
2018-12-30,134.48,134.48,134.48,0.0,0.0,137.39,137.39,137.39,0.0,0.0,134.0,134.0,134.0,0.0,0.0,136.46,136.46,136.46,0.0,0.0
2019-01-06,140.09,140.09,140.09,0.0,0.0,140.88,140.88,140.88,0.0,0.0,139.74,139.74,139.74,0.0,0.0,140.0,140.0,140.0,0.0,0.0
2019-01-13,144.22,144.22,144.22,0.0,0.0,145.58,145.58,145.58,0.0,0.0,143.83,143.83,143.83,0.0,0.0,145.2,145.2,145.2,0.0,0.0
2019-01-20,144.19,144.19,144.19,0.0,0.0,145.27,145.27,145.27,0.0,0.0,144.0,144.0,144.0,0.0,0.0,145.12,145.12,145.12,0.0,0.0
2019-01-27,148.21,148.21,148.21,0.0,0.0,149.63,149.63,149.63,0.0,0.0,147.7,147.7,147.7,0.0,0.0,149.58,149.58,149.58,0.0,0.0
2019-02-03,149.51,149.51,149.51,0.0,0.0,150.09,150.09,150.09,0.0,0.0,149.04,149.04,149.04,0.0,0.0,150.01,150.01,150.01,0.0,0.0
2019-02-10,153.25,153.25,153.25,0.0,0.0,154.31,154.31,154.31,0.0,0.0,152.87,152.87,152.87,0.0,0.0,154.31,154.31,154.31,0.0,0.0
2019-02-17,156.73,156.73,156.73,0.0,0.0,157.08,157.08,157.08,0.0,0.0,155.79,155.79,155.79,0.0,0.0,155.89,155.89,155.89,0.0,0.0
2019-02-24,156.3,156.3,156.3,0.0,0.0,156.56,156.56,156.56,0.0,0.0,153.47,153.47,153.47,0.0,0.0,154.77,154.77,154.77,0.0,0.0
2019-03-03,150.83,150.83,150.83,0.0,0.0,152.74,152.74,152.74,0.0,0.0,150.65,150.65,150.65,0.0,0.0,152.74,152.74,152.74,0.0,0.0
2019-03-10,153.97,153.97,153.97,0.0,0.0,155.05,155.05,155.05,0.0,0.0,153.51,153.51,153.51,0.0,0.0,154.62,154.62,154.62,0.0,0.0
2019-03-17,149.92,149.92,149.92,0.0,0.0,151.19,151.19,151.19,0.0,0.0,148.87,148.87,148.87,0.0,0.0,150.31,150.31,150.31,0.0,0.0
2019-03-24,153.92,153.92,153.92,0.0,0.0,154.83,154.83,154.83,0.0,0.0,153.6,153.6,153.6,0.0,0.0,154.71,154.71,154.71,0.0,0.0
2019-03-31,156.53,156.53,156.53,0.0,0.0,156.81,156.81,156.81,0.0,0.0,155.81,155.81,155.81,0.0,0.0,156.81,156.81,156.81,0.0,0.0
2019-04-07,158.02,158.02,158.02,0.0,0.0,158.18,158.18,158.18,0.0,0.0,156.97,156.97,156.97,0.0,0.0,157.41,157.41,157.41,0.0,0.0
2019-04-14,155.65,155.65,155.65,0.0,0.0,155.94,155.94,155.94,0.0,0.0,154.95,154.95,154.95,0.0,0.0,155.45,155.45,155.45,0.0,0.0
2019-04-21,158.6,158.6,158.6,0.0,0.0,159.24,159.24,159.24,0.0,0.0,158.42,158.42,158.42,0.0,0.0,158.75,158.75,158.75,0.0,0.0
2019-04-28,157.22,157.22,157.22,0.0,0.0,159.92,159.92,159.92,0.0,0.0,157.22,157.22,157.22,0.0,0.0,159.65,159.65,159.65,0.0,0.0
2019-05-05,153.03,153.03,153.03,0.0,0.0,153.32,153.32,153.32,0.0,0.0,150.8,150.8,150.8,0.0,0.0,151.23,151.23,151.23,0.0,0.0
2019-05-12,151.92,151.92,151.92,0.0,0.0,152.57,152.57,152.57,0.0,0.0,151.18,151.18,151.18,0.0,0.0,151.56,151.56,151.56,0.0,0.0
2019-05-19,150.57,150.57,150.57,0.0,0.0,151.24,151.24,151.24,0.0,0.0,150.08,150.08,150.08,0.0,0.0,150.83,150.83,150.83,0.0,0.0
2019-05-26,146.96,146.96,146.96,0.0,0.0,148.03,148.03,148.03,0.0,0.0,146.38,146.38,146.38,0.0,0.0,147.23,147.23,147.23,0.0,0.0
2019-06-02,153.27,153.27,153.27,0.0,0.0,154.65,154.65,154.65,0.0,0.0,153.23,153.23,153.23,0.0,0.0,153.47,153.47,153.47,0.0,0.0
2019-06-09,153.58,153.58,153.58,0.0,0.0,154.35,154.35,154.35,0.0,0.0,153.44,153.44,153.44,0.0,0.0,153.69,153.69,153.69,0.0,0.0
2019-06-16,156.16,156.16,156.16,0.0,0.0,156.4,156.4,156.4,0.0,0.0,154.23,154.23,154.23,0.0,0.0,154.3,154.3,154.3,0.0,0.0
2019-06-23,158.6,158.6,158.6,0.0,0.0,159.02,159.02,159.02,0.0,0.0,156.64,156.64,156.64,0.0,0.0,157.47,157.47,157.47,0.0,0.0
2019-06-30,157.98,157.98,157.98,0.0,0.0,158.25,158.25,158.25,0.0,0.0,156.92,156.92,156.92,0.0,0.0,157.18,157.18,157.18,0.0,0.0
2019-07-07,158.9,158.9,158.9,0.0,0.0,158.91,158.91,158.91,0.0,0.0,157.59,157.59,157.59,0.0,0.0,157.95,157.95,157.95,0.0,0.0
2019-07-14,156.95,156.95,156.95,0.0,0.0,157.42,157.42,157.42,0.0,0.0,156.5,156.5,156.5,0.0,0.0,156.64,156.64,156.64,0.0,0.0
2019-07-21,160.01,160.01,160.01,0.0,0.0,160.21,160.21,160.21,0.0,0.0,158.68,158.68,158.68,0.0,0.0,159.03,159.03,159.03,0.0,0.0
2019-07-28,151.86,151.86,151.86,0.0,0.0,152.33,152.33,152.33,0.0,0.0,148.42,148.42,148.42,0.0,0.0,149.96,149.96,149.96,0.0,0.0
2019-08-04,152.72,152.72,152.72,0.0,0.0,152.93,152.93,152.93,0.0,0.0,150.91,150.91,150.91,0.0,0.0,151.26,151.26,151.26,0.0,0.0
2019-08-11,153.07,153.07,153.07,0.0,0.0,153.35,153.35,153.35,0.0,0.0,152.51,152.51,152.51,0.0,0.0,152.75,152.75,152.75,0.0,0.0
2019-08-18,150.25,150.25,150.25,0.0,0.0,150.38,150.38,150.38,0.0,0.0,149.0,149.0,149.0,0.0,0.0,150.11,150.11,150.11,0.0,0.0
2019-08-25,152.98,152.98,152.98,0.0,0.0,153.21,153.21,153.21,0.0,0.0,151.49,151.49,151.49,0.0,0.0,152.25,152.25,152.25,0.0,0.0
2019-09-01,154.62,154.62,154.62,0.0,0.0,154.97,154.97,154.97,0.0,0.0,153.74,153.74,153.74,0.0,0.0,154.76,154.76,154.76,0.0,0.0
2019-09-08,157.15,157.15,157.15,0.0,0.0,158.35,158.35,158.35,0.0,0.0,156.72,156.72,156.72,0.0,0.0,158.01,158.01,158.01,0.0,0.0
2019-09-15,155.88,155.88,155.88,0.0,0.0,156.94,156.94,156.94,0.0,0.0,155.61,155.61,155.61,0.0,0.0,156.36,156.36,156.36,0.0,0.0
2019-09-22,153.58,153.58,153.58,0.0,0.0,154.52,154.52,154.52,0.0,0.0,153.25,153.25,153.25,0.0,0.0,153.89,153.89,153.89,0.0,0.0
2019-09-29,151.79,151.79,151.79,0.0,0.0,152.72,152.72,152.72,0.0,0.0,151.11,151.11,151.11,0.0,0.0,151.51,151.51,151.51,0.0,0.0
2019-10-06,152.77,152.77,152.77,0.0,0.0,153.01,153.01,153.01,0.0,0.0,151.96,151.96,151.96,0.0,0.0,152.56,152.56,152.56,0.0,0.0
2019-10-13,155.54,155.54,155.54,0.0,0.0,156.16,156.16,156.16,0.0,0.0,155.36,155.36,155.36,0.0,0.0,155.47,155.47,155.47,0.0,0.0
2019-10-20,157.13,157.13,157.13,0.0,0.0,158.04,158.04,158.04,0.0,0.0,157.11,157.11,157.11,0.0,0.0,157.48,157.48,157.48,0.0,0.0
2019-10-27,159.99,159.99,159.99,0.0,0.0,160.26,160.26,160.26,0.0,0.0,159.3,159.3,159.3,0.0,0.0,159.79,159.79,159.79,0.0,0.0
2019-11-03,159.24,159.24,159.24,0.0,0.0,160.17,160.17,160.17,0.0,0.0,158.99,158.99,158.99,0.0,0.0,160.0,160.0,160.0,0.0,0.0
2019-11-10,160.91,160.91,160.91,0.0,0.0,160.91,160.91,160.91,0.0,0.0,160.26,160.26,160.26,0.0,0.0,160.73,160.73,160.73,0.0,0.0
2019-11-17,160.85,160.85,160.85,0.0,0.0,162.77,162.77,162.77,0.0,0.0,160.77,160.77,160.77,0.0,0.0,162.63,162.63,162.63,0.0,0.0
2019-11-24,163.41,163.41,163.41,0.0,0.0,163.41,163.41,163.41,0.0,0.0,161.28,161.28,161.28,0.0,0.0,161.28,161.28,161.28,0.0,0.0
2019-12-01,163.25,163.25,163.25,0.0,0.0,163.37,163.37,163.37,0.0,0.0,162.63,162.63,162.63,0.0,0.0,162.73,162.73,162.73,0.0,0.0
2019-12-08,164.45,164.45,164.45,0.0,0.0,165.09,165.09,165.09,0.0,0.0,164.26,164.26,164.26,0.0,0.0,164.34,164.34,164.34,0.0,0.0
2019-12-15,166.93,166.93,166.93,0.0,0.0,166.99,166.99,166.99,0.0,0.0,166.17,166.17,166.17,0.0,0.0,166.74,166.74,166.74,0.0,0.0
2019-12-22,165.95,165.95,165.95,0.0,0.0,166.0,166.0,166.0,0.0,0.0,164.61,164.61,164.61,0.0,0.0,165.26,165.26,165.26,0.0,0.0
2019-12-29,164.13,164.13,164.13,0.0,0.0,165.65,165.65,165.65,0.0,0.0,164.1,164.1,164.1,0.0,0.0,165.33,165.33,165.33,0.0,0.0
