Date,BRN_Open_average,BRN_Open_max,BRN_Open_min,BRN_Open_volatility,BRN_Open_change,BRN_High_average,BRN_High_max,BRN_High_min,BRN_High_volatility,BRN_High_change,BRN_Low_average,BRN_Low_max,BRN_Low_min,BRN_Low_volatility,BRN_Low_change,BRN_Close_average,BRN_Close_max,BRN_Close_min,BRN_Close_volatility,BRN_Close_change,BRN_Volume_average,BRN_Volume_max,BRN_Volume_min,BRN_Volume_volatility,BRN_Volume_change
2018-01-14,2.382,2.77,2.19,0.5800000000000001,0.5800000000000001,2.453,2.95,2.3,0.6500000000000004,0.6500000000000004,2.3351599999999997,2.59,2.19,0.3999999999999999,0.3999999999999999,2.37816,2.67,2.2701,0.39990000000000014,0.3700000000000001,11696,57173,118,57055,56803
2018-01-21,2.512,2.75,2.3,0.4500000000000002,-0.2799999999999998,2.5620000000000003,2.75,2.47,0.2799999999999998,-0.2799999999999998,2.42,2.64,2.3,0.3400000000000003,-0.2200000000000002,2.48064,2.6532,2.3,0.3532000000000002,-0.19320000000000004,2450,5404,577,4827,-4501
2018-01-28,2.372,2.44,2.28,0.16000000000000014,-0.13000000000000034,2.3918,2.44,2.28,0.16000000000000014,-0.13000000000000034,2.342,2.42,2.27,0.1499999999999999,-0.1200000000000001,2.3537,2.42,2.27,0.1499999999999999,-0.13949999999999996,1319,3607,174,3433,474
2018-02-04,2.3,2.44,2.2,0.23999999999999977,-0.10000000000000009,2.338,2.44,2.21,0.22999999999999998,-0.10000000000000009,2.19112,2.2656,2.05,0.21560000000000024,-0.21560000000000024,2.2451,2.3899,2.05,0.3399000000000001,-0.21560000000000024,1902,5342,341,5001,5001
2018-02-11,2.0625,2.1,2.0,0.10000000000000009,0.10000000000000009,2.129975,2.15,2.1099,0.0400999999999998,0.0400999999999998,2.0625,2.1,2.0,0.10000000000000009,0.10000000000000009,2.1174749999999998,2.14,2.1099,0.030100000000000016,9.999999999976694e-05,1445,4501,116,4385,-4001
2018-02-18,2.102,2.14,2.05,0.0900000000000003,0.020000000000000018,2.112,2.14,2.09,0.050000000000000266,0.020000000000000018,2.046,2.06,2.01,0.050000000000000266,0.010000000000000231,2.056,2.09,2.02,0.06999999999999984,0.010000000000000231,1496,5050,416,4634,4140
2018-02-25,2.016,2.04,2.0,0.040000000000000036,-0.020000000000000018,2.02998,2.0699,2.01,0.059900000000000286,-0.020000000000000018,1.962,2.0,1.91,0.09000000000000008,0.010000000000000009,1.99576,2.0699,1.96,0.10990000000000011,0.04999999999999982,1729,4158,94,4064,-3352
2018-03-04,1.998,2.04,1.92,0.1200000000000001,0.040000000000000036,2.018,2.06,1.99,0.07000000000000006,0.050000000000000266,1.94424,2.0112,1.92,0.09120000000000017,-0.010000000000000009,1.95824,2.0112,1.92,0.09120000000000017,-0.010000000000000009,682,1501,140,1361,-632
2018-03-11,1.898,1.97,1.82,0.1499999999999999,-0.10999999999999988,1.928,1.97,1.85,0.11999999999999988,-0.10999999999999988,1.89322,1.95,1.82,0.1299999999999999,-0.10999999999999988,1.91322,1.96,1.85,0.10999999999999988,-0.10999999999999988,1148,3137,137,3000,-63
2018-03-18,1.902,1.98,1.85,0.1299999999999999,0.1299999999999999,1.946,1.98,1.92,0.06000000000000005,0.030000000000000027,1.8780000000000001,1.93,1.85,0.07999999999999985,0.07999999999999985,1.926,1.96,1.87,0.08999999999999986,-0.020000000000000018,479,1090,44,1046,-9
2018-03-25,1.92,1.95,1.89,0.06000000000000005,-0.010000000000000009,1.9425,1.99,1.89,0.10000000000000009,-0.10000000000000009,1.8525,1.9,1.83,0.06999999999999984,-0.020000000000000018,1.89875,1.99,1.83,0.15999999999999992,-0.15999999999999992,812,2150,1,2149,-1053
2018-04-01,1.9,2.0,1.84,0.15999999999999992,0.15999999999999992,1.926,2.0,1.84,0.15999999999999992,0.1399999999999999,1.896,1.98,1.84,0.1399999999999999,0.1399999999999999,1.922,1.98,1.84,0.1399999999999999,0.11999999999999988,586,1080,79,1001,183
2018-04-08,1.9625,2.0,1.95,0.050000000000000044,-0.050000000000000044,1.975,2.0,1.95,0.050000000000000044,-0.050000000000000044,1.954975,2.0,1.93,0.07000000000000006,-0.06010000000000004,1.9674749999999999,2.0,1.93,0.07000000000000006,-0.06010000000000004,234,539,89,450,66
2018-04-15,1.97,1.99,1.94,0.050000000000000044,-0.010000000000000009,1.97,1.99,1.94,0.050000000000000044,-0.010000000000000009,1.94,1.99,1.9,0.09000000000000008,-0.09000000000000008,1.94,1.99,1.9,0.09000000000000008,-0.09000000000000008,322,473,228,245,-208
2018-04-22,1.902,1.99,1.83,0.15999999999999992,-0.06999999999999984,1.928,1.99,1.88,0.1100000000000001,-0.10000000000000009,1.85606,1.9,1.83,0.06999999999999984,-0.06999999999999984,1.88206,1.98,1.83,0.1499999999999999,-0.10000000000000009,505,895,144,751,124
2018-04-29,1.9024999999999999,1.93,1.87,0.05999999999999983,0.050000000000000044,1.9775,2.17,1.89,0.28,0.25,1.892375,1.93,1.84,0.08999999999999986,0.05999999999999983,1.924875,1.96,1.89,0.07000000000000006,0.040000000000000036,5614,18578,243,18335,17562
2018-05-06,1.892,1.95,1.82,0.1299999999999999,-0.1299999999999999,1.9162,1.99,1.831,0.15900000000000003,-0.15900000000000003,1.86598,1.94,1.8,0.1399999999999999,-0.1399999999999999,1.87568,1.9534,1.8201,0.13329999999999997,-0.12240000000000006,1926,4944,474,4470,4419
2018-05-13,1.784,1.9,1.67,0.22999999999999998,0.04999999999999982,1.8880000000000001,2.12,1.76,0.3600000000000001,0.04999999999999982,1.73084,1.8042,1.67,0.1342000000000001,-0.07420000000000004,1.7711000000000001,1.85,1.71,0.14000000000000012,-0.06289999999999996,7042,20996,211,20785,5472
2018-05-20,1.7375,1.79,1.67,0.1200000000000001,-0.1200000000000001,1.755,1.79,1.74,0.050000000000000044,-0.050000000000000044,1.69775,1.74,1.67,0.07000000000000006,-0.030000000000000027,1.7029999999999998,1.74,1.681,0.05899999999999994,-0.009000000000000119,1301,3134,169,2965,-2402
2018-05-27,1.68,1.73,1.64,0.09000000000000008,0.030000000000000027,1.712,1.77,1.64,0.13000000000000012,-0.010000000000000009,1.648,1.7,1.63,0.07000000000000006,-0.06000000000000005,1.664,1.74,1.63,0.1100000000000001,-0.10000000000000009,590,1678,210,1468,-35
2018-06-03,1.708,1.77,1.66,0.1100000000000001,0.0,1.734,1.78,1.7,0.08000000000000007,-0.08000000000000007,1.672,1.71,1.64,0.07000000000000006,-0.06000000000000005,1.7,1.78,1.65,0.13000000000000012,-0.13000000000000012,2121,3612,393,3219,-368
