Date,Columbia Sustainable International Equity Income_etf_Open_average,Columbia Sustainable International Equity Income_etf_Open_max,Columbia Sustainable International Equity Income_etf_Open_min,Columbia Sustainable International Equity Income_etf_Open_volatility,Columbia Sustainable International Equity Income_etf_Open_change,Columbia Sustainable International Equity Income_etf_High_average,Columbia Sustainable International Equity Income_etf_High_max,Columbia Sustainable International Equity Income_etf_High_min,Columbia Sustainable International Equity Income_etf_High_volatility,Columbia Sustainable International Equity Income_etf_High_change,Columbia Sustainable International Equity Income_etf_Low_average,Columbia Sustainable International Equity Income_etf_Low_max,Columbia Sustainable International Equity Income_etf_Low_min,Columbia Sustainable International Equity Income_etf_Low_volatility,Columbia Sustainable International Equity Income_etf_Low_change,Columbia Sustainable International Equity Income_etf_Close_average,Columbia Sustainable International Equity Income_etf_Close_max,Columbia Sustainable International Equity Income_etf_Close_min,Columbia Sustainable International Equity Income_etf_Close_volatility,Columbia Sustainable International Equity Income_etf_Close_change
2018-03-25,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2018-04-01,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-04-08,30.12,30.12,30.12,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-04-15,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-04-22,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-04-29,30.13,30.13,30.13,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-05-06,30.5,30.5,30.5,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-05-13,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-05-20,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-05-27,29.56,29.56,29.56,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-06-03,29.97,29.97,29.97,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-06-10,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-06-17,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-06-24,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-07-01,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-07-08,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2018-07-15,28.56,28.56,28.56,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-07-22,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-07-29,28.81,28.81,28.81,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-08-05,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-08-12,28.02,28.02,28.02,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-08-19,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-08-26,28.66,28.66,28.66,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-09-02,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-09-09,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-09-16,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-09-23,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-09-30,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-10-07,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-10-14,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-10-21,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-10-28,26.85,26.85,26.85,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-11-04,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-11-11,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-11-18,26.49,26.49,26.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-11-25,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-12-02,25.75,25.75,25.75,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-12-09,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-12-16,22.98,22.98,22.98,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-12-23,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-12-30,23.99,23.99,23.99,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-01-06,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-01-13,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-01-20,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-01-27,25.64,25.64,25.64,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-02-03,24.93,24.93,24.93,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-02-10,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-02-17,25.97,25.97,25.97,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-02-24,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-03-03,24.87,24.87,24.87,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-03-10,25.53,25.53,25.53,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-03-17,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-03-24,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-03-31,25.84,25.84,25.84,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.84,25.84,25.84,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-04-07,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-04-14,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-04-21,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-04-28,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-05-05,25.03,25.03,25.03,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-05-12,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-05-19,24.51,24.51,24.51,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-05-26,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-06-02,24.97,24.97,24.97,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-06-09,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-06-16,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-06-23,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-06-30,25.22,25.22,25.22,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-07-07,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-07-14,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-07-21,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-07-28,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-08-04,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-08-11,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-08-18,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-08-25,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-09-01,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-09-08,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-09-15,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-09-22,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-09-29,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-10-06,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-10-13,25.09,25.09,25.09,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-10-20,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-10-27,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-11-03,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-11-10,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-11-17,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-11-24,26.07,26.07,26.07,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-12-01,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-12-08,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-12-15,26.12,26.12,26.12,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-12-22,26.42,26.42,26.42,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-12-29,26.18,26.18,26.18,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
