Date,Direxion Daily Transportation Bull 3X Shares_Open_average,Direxion Daily Transportation Bull 3X Shares_Open_max,Direxion Daily Transportation Bull 3X Shares_Open_min,Direxion Daily Transportation Bull 3X Shares_Open_volatility,Direxion Daily Transportation Bull 3X Shares_Open_change,Direxion Daily Transportation Bull 3X Shares_High_average,Direxion Daily Transportation Bull 3X Shares_High_max,Direxion Daily Transportation Bull 3X Shares_High_min,Direxion Daily Transportation Bull 3X Shares_High_volatility,Direxion Daily Transportation Bull 3X Shares_High_change,Direxion Daily Transportation Bull 3X Shares_Low_average,Direxion Daily Transportation Bull 3X Shares_Low_max,Direxion Daily Transportation Bull 3X Shares_Low_min,Direxion Daily Transportation Bull 3X Shares_Low_volatility,Direxion Daily Transportation Bull 3X Shares_Low_change,Direxion Daily Transportation Bull 3X Shares_Close_average,Direxion Daily Transportation Bull 3X Shares_Close_max,Direxion Daily Transportation Bull 3X Shares_Close_min,Direxion Daily Transportation Bull 3X Shares_Close_volatility,Direxion Daily Transportation Bull 3X Shares_Close_change
2018-04-15,32.63,32.63,32.63,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-04-22,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-04-29,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-05-06,34.02,34.02,34.02,0.0,0.0,34.04,34.04,34.04,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-05-13,34.5,34.5,34.5,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-05-20,34.89,34.89,34.89,0.0,0.0,35.7,35.7,35.7,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-05-27,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-06-03,35.71,35.71,35.71,0.0,0.0,37.15,37.15,37.15,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2018-06-10,36.61,36.61,36.61,0.0,0.0,36.8,36.8,36.8,0.0,0.0,35.51,35.51,35.51,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-06-17,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-06-24,29.04,29.04,29.04,0.0,0.0,30.56,30.56,30.56,0.0,0.0,29.04,29.04,29.04,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-07-01,31.37,31.37,31.37,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.37,31.37,31.37,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-07-08,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-07-15,32.35,32.35,32.35,0.0,0.0,33.78,33.78,33.78,0.0,0.0,32.35,32.35,32.35,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-07-22,35.0,35.0,35.0,0.0,0.0,36.18,36.18,36.18,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-07-29,36.2,36.2,36.2,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-08-05,36.16,36.16,36.16,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-08-12,38.3,38.3,38.3,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-08-19,39.53,39.53,39.53,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2018-08-26,37.23,37.23,37.23,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.23,37.23,37.23,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-09-02,40.0,40.0,40.0,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-09-09,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-09-16,39.19,39.19,39.19,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2018-09-23,39.74,39.74,39.74,0.0,0.0,39.85,39.85,39.85,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2018-09-30,36.3,36.3,36.3,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-10-07,30.6,30.6,30.6,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-10-14,28.82,28.82,28.82,0.0,0.0,29.78,29.78,29.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2018-10-21,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-10-28,28.6,28.6,28.6,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-11-04,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-11-11,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2018-11-18,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.63,28.63,28.63,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2018-11-25,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-12-02,24.3,24.3,24.3,0.0,0.0,24.4,24.4,24.4,0.0,0.0,22.82,22.82,22.82,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-12-09,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-12-16,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-12-23,19.01,19.01,19.01,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-12-30,19.42,19.42,19.42,0.0,0.0,19.91,19.91,19.91,0.0,0.0,18.75,18.75,18.75,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-01-06,21.6,21.6,21.6,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-01-13,23.38,23.38,23.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2019-01-20,22.93,22.93,22.93,0.0,0.0,23.48,23.48,23.48,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-01-27,25.22,25.22,25.22,0.0,0.0,25.52,25.52,25.52,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-02-03,25.76,25.76,25.76,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.76,25.76,25.76,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-02-10,28.25,28.25,28.25,0.0,0.0,28.44,28.44,28.44,0.0,0.0,27.87,27.87,27.87,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-02-17,28.86,28.86,28.86,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-02-24,27.99,27.99,27.99,0.0,0.0,28.15,28.15,28.15,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-03-03,24.87,24.87,24.87,0.0,0.0,26.41,26.41,26.41,0.0,0.0,24.87,24.87,24.87,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-03-10,26.35,26.35,26.35,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.35,26.35,26.35,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-03-17,24.25,24.25,24.25,0.0,0.0,24.69,24.69,24.69,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-03-24,27.2,27.2,27.2,0.0,0.0,28.65,28.65,28.65,0.0,0.0,27.19,27.19,27.19,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-31,28.87,28.87,28.87,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-04-07,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-04-14,31.0,31.0,31.0,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-04-21,30.3,30.3,30.3,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-04-28,28.92,28.92,28.92,0.0,0.0,30.6,30.6,30.6,0.0,0.0,28.5,28.5,28.5,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-05-05,25.87,25.87,25.87,0.0,0.0,26.24,26.24,26.24,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-05-12,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-05-19,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-05-26,21.51,21.51,21.51,0.0,0.0,22.35,22.35,22.35,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-06-02,25.21,25.21,25.21,0.0,0.0,25.64,25.64,25.64,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-06-09,24.94,24.94,24.94,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-06-16,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-06-23,27.34,27.34,27.34,0.0,0.0,27.5,27.5,27.5,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-06-30,25.98,25.98,25.98,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-07-07,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-07-14,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-07-21,28.08,28.08,28.08,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-07-28,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-08-04,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-08-11,23.09,23.09,23.09,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-08-18,21.2,21.2,21.2,0.0,0.0,21.28,21.28,21.28,0.0,0.0,20.6,20.6,20.6,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-08-25,23.46,23.46,23.46,0.0,0.0,23.65,23.65,23.65,0.0,0.0,22.83,22.83,22.83,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-09-01,25.06,25.06,25.06,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-09-08,27.0,27.0,27.0,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-09-15,24.66,24.66,24.66,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-09-22,24.53,24.53,24.53,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-09-29,21.69,21.69,21.69,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-10-06,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-10-13,25.24,25.24,25.24,0.0,0.0,26.46,26.46,26.46,0.0,0.0,25.24,25.24,25.24,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-10-20,27.79,27.79,27.79,0.0,0.0,28.31,28.31,28.31,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-10-27,27.26,27.26,27.26,0.0,0.0,28.5,28.5,28.5,0.0,0.0,27.26,27.26,27.26,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-11-03,28.55,28.55,28.55,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-11-10,27.15,27.15,27.15,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-11-17,27.59,27.59,27.59,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.18,27.18,27.18,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-11-24,27.39,27.39,27.39,0.0,0.0,27.49,27.49,27.49,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-12-01,26.0,26.0,26.0,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-12-08,27.08,27.08,27.08,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-12-22,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-12-29,26.9,26.9,26.9,0.0,0.0,27.87,27.87,27.87,0.0,0.0,26.64,26.64,26.64,0.0,0.0,27.87,27.87,27.87,0.0,0.0
