Date,Guggenheim Invest S&P 500 Equal Weight Utilities_Open_average,Guggenheim Invest S&P 500 Equal Weight Utilities_Open_max,Guggenheim Invest S&P 500 Equal Weight Utilities_Open_min,Guggenheim Invest S&P 500 Equal Weight Utilities_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Utilities_Open_change,Guggenheim Invest S&P 500 Equal Weight Utilities_High_average,Guggenheim Invest S&P 500 Equal Weight Utilities_High_max,Guggenheim Invest S&P 500 Equal Weight Utilities_High_min,Guggenheim Invest S&P 500 Equal Weight Utilities_High_volatility,Guggenheim Invest S&P 500 Equal Weight Utilities_High_change,Guggenheim Invest S&P 500 Equal Weight Utilities_Low_average,Guggenheim Invest S&P 500 Equal Weight Utilities_Low_max,Guggenheim Invest S&P 500 Equal Weight Utilities_Low_min,Guggenheim Invest S&P 500 Equal Weight Utilities_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Utilities_Low_change,Guggenheim Invest S&P 500 Equal Weight Utilities_Close_average,Guggenheim Invest S&P 500 Equal Weight Utilities_Close_max,Guggenheim Invest S&P 500 Equal Weight Utilities_Close_min,Guggenheim Invest S&P 500 Equal Weight Utilities_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Utilities_Close_change
2018-04-15,82.84,82.84,82.84,0.0,0.0,82.84,82.84,82.84,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.28,82.28,82.28,0.0,0.0
2018-04-22,84.16,84.16,84.16,0.0,0.0,85.24,85.24,85.24,0.0,0.0,84.16,84.16,84.16,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2018-04-29,84.47,84.47,84.47,0.0,0.0,84.77,84.77,84.77,0.0,0.0,84.37,84.37,84.37,0.0,0.0,84.77,84.77,84.77,0.0,0.0
2018-05-06,83.16,83.16,83.16,0.0,0.0,83.33,83.33,83.33,0.0,0.0,83.05,83.05,83.05,0.0,0.0,83.1,83.1,83.1,0.0,0.0
2018-05-13,80.99,80.99,80.99,0.0,0.0,81.17,81.17,81.17,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2018-05-20,82.54,82.54,82.54,0.0,0.0,83.15,83.15,83.15,0.0,0.0,82.54,82.54,82.54,0.0,0.0,83.03,83.03,83.03,0.0,0.0
2018-05-27,83.16,83.16,83.16,0.0,0.0,83.16,83.16,83.16,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2018-06-03,80.38,80.38,80.38,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.13,80.13,80.13,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2018-06-10,80.74,80.74,80.74,0.0,0.0,81.48,81.48,81.48,0.0,0.0,80.31,80.31,80.31,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2018-06-17,82.82,82.82,82.82,0.0,0.0,83.3,83.3,83.3,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.3,83.3,83.3,0.0,0.0
2018-06-24,85.35,85.35,85.35,0.0,0.0,85.78,85.78,85.78,0.0,0.0,84.87,84.87,84.87,0.0,0.0,85.28,85.28,85.28,0.0,0.0
2018-07-01,87.0,87.0,87.0,0.0,0.0,87.4,87.4,87.4,0.0,0.0,86.98,86.98,86.98,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2018-07-08,86.25,86.25,86.25,0.0,0.0,86.25,86.25,86.25,0.0,0.0,85.85,85.85,85.85,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2018-07-15,85.47,85.47,85.47,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.47,85.47,85.47,0.0,0.0
2018-07-22,86.4,86.4,86.4,0.0,0.0,86.82,86.82,86.82,0.0,0.0,86.14,86.14,86.14,0.0,0.0,86.31,86.31,86.31,0.0,0.0
2018-07-29,86.93,86.93,86.93,0.0,0.0,87.6,87.6,87.6,0.0,0.0,86.93,86.93,86.93,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2018-08-05,87.83,87.83,87.83,0.0,0.0,88.46,88.46,88.46,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.61,87.61,87.61,0.0,0.0
2018-08-12,89.64,89.64,89.64,0.0,0.0,90.35,90.35,90.35,0.0,0.0,89.64,89.64,89.64,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2018-08-19,88.57,88.57,88.57,0.0,0.0,89.0,89.0,89.0,0.0,0.0,88.47,88.47,88.47,0.0,0.0,89.0,89.0,89.0,0.0,0.0
2018-08-26,89.13,89.13,89.13,0.0,0.0,89.2,89.2,89.2,0.0,0.0,88.3,88.3,88.3,0.0,0.0,88.36,88.36,88.36,0.0,0.0
2018-09-02,89.61,89.61,89.61,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2018-09-09,90.21,90.21,90.21,0.0,0.0,90.21,90.21,90.21,0.0,0.0,89.22,89.22,89.22,0.0,0.0,89.88,89.88,89.88,0.0,0.0
2018-09-16,88.03,88.03,88.03,0.0,0.0,89.04,89.04,89.04,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.98,88.98,88.98,0.0,0.0
2018-09-23,86.51,86.51,86.51,0.0,0.0,87.76,87.76,87.76,0.0,0.0,86.51,86.51,86.51,0.0,0.0,87.72,87.72,87.72,0.0,0.0
2018-09-30,88.6,88.6,88.6,0.0,0.0,89.51,89.51,89.51,0.0,0.0,88.6,88.6,88.6,0.0,0.0,89.41,89.41,89.41,0.0,0.0
2018-10-07,88.22,88.22,88.22,0.0,0.0,88.23,88.23,88.23,0.0,0.0,87.65,87.65,87.65,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2018-10-14,89.78,89.78,89.78,0.0,0.0,91.4,91.4,91.4,0.0,0.0,89.78,89.78,89.78,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2018-10-21,91.99,91.99,91.99,0.0,0.0,91.99,91.99,91.99,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2018-10-28,89.38,89.38,89.38,0.0,0.0,89.5,89.5,89.5,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.77,88.77,88.77,0.0,0.0
2018-11-04,91.86,91.86,91.86,0.0,0.0,91.86,91.86,91.86,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2018-11-11,91.17,91.17,91.17,0.0,0.0,91.8,91.8,91.8,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2018-11-18,90.25,90.25,90.25,0.0,0.0,90.29,90.29,90.29,0.0,0.0,89.89,89.89,89.89,0.0,0.0,90.29,90.29,90.29,0.0,0.0
2018-11-25,91.75,91.75,91.75,0.0,0.0,92.72,92.72,92.72,0.0,0.0,91.62,91.62,91.62,0.0,0.0,92.55,92.55,92.55,0.0,0.0
2018-12-02,93.94,93.94,93.94,0.0,0.0,94.83,94.83,94.83,0.0,0.0,93.5,93.5,93.5,0.0,0.0,94.44,94.44,94.44,0.0,0.0
2018-12-09,95.45,95.45,95.45,0.0,0.0,95.45,95.45,95.45,0.0,0.0,94.68,94.68,94.68,0.0,0.0,95.16,95.16,95.16,0.0,0.0
2018-12-16,91.65,91.65,91.65,0.0,0.0,93.43,93.43,93.43,0.0,0.0,90.45,90.45,90.45,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2018-12-23,89.08,89.08,89.08,0.0,0.0,89.5,89.5,89.5,0.0,0.0,88.33,88.33,88.33,0.0,0.0,88.56,88.56,88.56,0.0,0.0
2018-12-30,87.12,87.12,87.12,0.0,0.0,88.55,88.55,88.55,0.0,0.0,87.12,87.12,87.12,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2019-01-06,89.12,89.12,89.12,0.0,0.0,89.59,89.59,89.59,0.0,0.0,88.86,88.86,88.86,0.0,0.0,89.36,89.36,89.36,0.0,0.0
2019-01-13,88.62,88.62,88.62,0.0,0.0,88.64,88.64,88.64,0.0,0.0,88.11,88.11,88.11,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-01-20,89.8,89.8,89.8,0.0,0.0,89.88,89.88,89.88,0.0,0.0,88.75,88.75,88.75,0.0,0.0,88.94,88.94,88.94,0.0,0.0
2019-01-27,91.05,91.05,91.05,0.0,0.0,91.7,91.7,91.7,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.97,90.97,90.97,0.0,0.0
2019-02-03,91.95,91.95,91.95,0.0,0.0,92.68,92.68,92.68,0.0,0.0,91.83,91.83,91.83,0.0,0.0,92.68,92.68,92.68,0.0,0.0
2019-02-10,92.64,92.64,92.64,0.0,0.0,93.1,93.1,93.1,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.82,92.82,92.82,0.0,0.0
2019-02-17,94.58,94.58,94.58,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2019-02-24,94.81,94.81,94.81,0.0,0.0,94.92,94.92,94.92,0.0,0.0,94.09,94.09,94.09,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2019-03-03,95.35,95.35,95.35,0.0,0.0,95.5,95.5,95.5,0.0,0.0,94.67,94.67,94.67,0.0,0.0,95.5,95.5,95.5,0.0,0.0
2019-03-10,97.17,97.17,97.17,0.0,0.0,97.81,97.81,97.81,0.0,0.0,96.78,96.78,96.78,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2019-03-17,97.31,97.31,97.31,0.0,0.0,98.05,98.05,98.05,0.0,0.0,97.31,97.31,97.31,0.0,0.0,97.34,97.34,97.34,0.0,0.0
2019-03-24,96.38,96.38,96.38,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.12,96.12,96.12,0.0,0.0,96.87,96.87,96.87,0.0,0.0
2019-03-31,95.82,95.82,95.82,0.0,0.0,96.58,96.58,96.58,0.0,0.0,95.56,95.56,95.56,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2019-04-07,96.09,96.09,96.09,0.0,0.0,96.83,96.83,96.83,0.0,0.0,95.57,95.57,95.57,0.0,0.0,96.74,96.74,96.74,0.0,0.0
2019-04-14,95.39,95.39,95.39,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2019-04-21,96.58,96.58,96.58,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.24,96.24,96.24,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2019-04-28,96.25,96.25,96.25,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.19,96.19,96.19,0.0,0.0,96.67,96.67,96.67,0.0,0.0
2019-05-05,94.25,94.25,94.25,0.0,0.0,96.15,96.15,96.15,0.0,0.0,94.22,94.22,94.22,0.0,0.0,95.98,95.98,95.98,0.0,0.0
2019-05-12,96.37,96.37,96.37,0.0,0.0,97.63,97.63,97.63,0.0,0.0,96.37,96.37,96.37,0.0,0.0,97.29,97.29,97.29,0.0,0.0
2019-05-19,99.0,99.0,99.0,0.0,0.0,99.4,99.4,99.4,0.0,0.0,98.65,98.65,98.65,0.0,0.0,98.65,98.65,98.65,0.0,0.0
2019-05-26,95.9,95.9,95.9,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.37,95.37,95.37,0.0,0.0,96.17,96.17,96.17,0.0,0.0
2019-06-02,100.83,100.83,100.83,0.0,0.0,101.02,101.02,101.02,0.0,0.0,99.25,99.25,99.25,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2019-06-09,99.4,99.4,99.4,0.0,0.0,100.51,100.51,100.51,0.0,0.0,99.4,99.4,99.4,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2019-06-16,101.17,101.17,101.17,0.0,0.0,101.63,101.63,101.63,0.0,0.0,100.5,100.5,100.5,0.0,0.0,101.55,101.55,101.55,0.0,0.0
2019-06-23,98.21,98.21,98.21,0.0,0.0,99.02,99.02,99.02,0.0,0.0,98.19,98.19,98.19,0.0,0.0,98.79,98.79,98.79,0.0,0.0
2019-06-30,100.0,100.0,100.0,0.0,0.0,100.5,100.5,100.5,0.0,0.0,98.86,98.86,98.86,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2019-07-07,101.0,101.0,101.0,0.0,0.0,101.0,101.0,101.0,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2019-07-14,101.32,101.32,101.32,0.0,0.0,101.4,101.4,101.4,0.0,0.0,99.92,99.92,99.92,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2019-07-21,99.08,99.08,99.08,0.0,0.0,99.84,99.84,99.84,0.0,0.0,98.97,98.97,98.97,0.0,0.0,99.47,99.47,99.47,0.0,0.0
2019-07-28,100.24,100.24,100.24,0.0,0.0,100.68,100.68,100.68,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.79,99.79,99.79,0.0,0.0
2019-08-04,100.59,100.59,100.59,0.0,0.0,100.96,100.96,100.96,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.48,100.48,100.48,0.0,0.0
2019-08-11,100.88,100.88,100.88,0.0,0.0,101.55,101.55,101.55,0.0,0.0,100.88,100.88,100.88,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-08-18,102.89,102.89,102.89,0.0,0.0,103.01,103.01,103.01,0.0,0.0,100.87,100.87,100.87,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2019-08-25,103.4,103.4,103.4,0.0,0.0,103.55,103.55,103.55,0.0,0.0,102.94,102.94,102.94,0.0,0.0,103.26,103.26,103.26,0.0,0.0
2019-09-01,104.43,104.43,104.43,0.0,0.0,104.48,104.48,104.48,0.0,0.0,103.25,103.25,103.25,0.0,0.0,103.51,103.51,103.51,0.0,0.0
2019-09-08,104.33,104.33,104.33,0.0,0.0,104.41,104.41,104.41,0.0,0.0,103.59,103.59,103.59,0.0,0.0,103.83,103.83,103.83,0.0,0.0
2019-09-15,105.87,105.87,105.87,0.0,0.0,106.14,106.14,106.14,0.0,0.0,105.47,105.47,105.47,0.0,0.0,106.14,106.14,106.14,0.0,0.0
2019-09-22,107.22,107.22,107.22,0.0,0.0,107.22,107.22,107.22,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-09-29,105.18,105.18,105.18,0.0,0.0,106.61,106.61,106.61,0.0,0.0,104.99,104.99,104.99,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2019-10-06,105.21,105.21,105.21,0.0,0.0,105.48,105.48,105.48,0.0,0.0,104.62,104.62,104.62,0.0,0.0,104.98,104.98,104.98,0.0,0.0
2019-10-13,104.3,104.3,104.3,0.0,0.0,104.88,104.88,104.88,0.0,0.0,104.12,104.12,104.12,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-10-20,106.36,106.36,106.36,0.0,0.0,106.36,106.36,106.36,0.0,0.0,104.89,104.89,104.89,0.0,0.0,105.28,105.28,105.28,0.0,0.0
2019-10-27,105.62,105.62,105.62,0.0,0.0,105.64,105.64,105.64,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.3,105.3,105.3,0.0,0.0
2019-11-03,101.8,101.8,101.8,0.0,0.0,101.99,101.99,101.99,0.0,0.0,101.23,101.23,101.23,0.0,0.0,101.58,101.58,101.58,0.0,0.0
2019-11-10,102.88,102.88,102.88,0.0,0.0,103.1,103.1,103.1,0.0,0.0,102.62,102.62,102.62,0.0,0.0,103.1,103.1,103.1,0.0,0.0
2019-11-17,103.18,103.18,103.18,0.0,0.0,103.34,103.34,103.34,0.0,0.0,102.51,102.51,102.51,0.0,0.0,103.21,103.21,103.21,0.0,0.0
2019-11-24,103.41,103.41,103.41,0.0,0.0,103.81,103.81,103.81,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2019-12-01,103.12,103.12,103.12,0.0,0.0,103.95,103.95,103.95,0.0,0.0,103.12,103.12,103.12,0.0,0.0,103.41,103.41,103.41,0.0,0.0
2019-12-08,103.06,103.06,103.06,0.0,0.0,103.93,103.93,103.93,0.0,0.0,102.75,102.75,102.75,0.0,0.0,103.84,103.84,103.84,0.0,0.0
2019-12-15,106.2,106.2,106.2,0.0,0.0,107.44,107.44,107.44,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.96,106.96,106.96,0.0,0.0
2019-12-22,105.56,105.56,105.56,0.0,0.0,105.67,105.67,105.67,0.0,0.0,105.37,105.37,105.37,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2019-12-29,104.84,104.84,104.84,0.0,0.0,105.24,105.24,105.24,0.0,0.0,104.72,104.72,104.72,0.0,0.0,104.91,104.91,104.91,0.0,0.0
