Date,Direxion Daily FTSE CHINA Bear 3x Shares_Open_average,Direxion Daily FTSE CHINA Bear 3x Shares_Open_max,Direxion Daily FTSE CHINA Bear 3x Shares_Open_min,Direxion Daily FTSE CHINA Bear 3x Shares_Open_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_Open_change,Direxion Daily FTSE CHINA Bear 3x Shares_High_average,Direxion Daily FTSE CHINA Bear 3x Shares_High_max,Direxion Daily FTSE CHINA Bear 3x Shares_High_min,Direxion Daily FTSE CHINA Bear 3x Shares_High_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_High_change,Direxion Daily FTSE CHINA Bear 3x Shares_Low_average,Direxion Daily FTSE CHINA Bear 3x Shares_Low_max,Direxion Daily FTSE CHINA Bear 3x Shares_Low_min,Direxion Daily FTSE CHINA Bear 3x Shares_Low_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_Low_change,Direxion Daily FTSE CHINA Bear 3x Shares_Close_average,Direxion Daily FTSE CHINA Bear 3x Shares_Close_max,Direxion Daily FTSE CHINA Bear 3x Shares_Close_min,Direxion Daily FTSE CHINA Bear 3x Shares_Close_volatility,Direxion Daily FTSE CHINA Bear 3x Shares_Close_change
2018-01-14,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-01-21,38.4,38.4,38.4,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-01-28,41.4,41.4,41.4,0.0,0.0,46.1,46.1,46.1,0.0,0.0,40.2,40.2,40.2,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2018-02-04,54.8,54.8,54.8,0.0,0.0,56.4,56.4,56.4,0.0,0.0,52.7,52.7,52.7,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2018-02-11,45.3,45.3,45.3,0.0,0.0,45.7,45.7,45.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-02-18,43.7,43.7,43.7,0.0,0.0,44.2,44.2,44.2,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-02-25,53.3,53.3,53.3,0.0,0.0,53.3,53.3,53.3,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-03-04,44.8,44.8,44.8,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2018-03-11,45.6,45.6,45.6,0.0,0.0,47.05,47.05,47.05,0.0,0.0,45.4,45.4,45.4,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2018-03-18,49.3,49.3,49.3,0.0,0.0,51.2,51.2,51.2,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-03-25,50.48,50.48,50.48,0.0,0.0,53.76,53.76,53.76,0.0,0.0,49.39,49.39,49.39,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-04-01,50.69,50.69,50.69,0.0,0.0,51.81,51.81,51.81,0.0,0.0,49.06,49.06,49.06,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2018-04-08,49.77,49.77,49.77,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-04-15,50.94,50.94,50.94,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-04-22,47.38,47.38,47.38,0.0,0.0,49.31,49.31,49.31,0.0,0.0,47.3,47.3,47.3,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-04-29,51.44,51.44,51.44,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.65,50.65,50.65,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2018-05-06,43.7,43.7,43.7,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-05-13,44.96,44.96,44.96,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-05-20,48.78,48.78,48.78,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-05-27,46.0,46.0,46.0,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-06-03,45.55,45.55,45.55,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-06-10,51.02,51.02,51.02,0.0,0.0,52.14,52.14,52.14,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2018-06-17,58.4,58.4,58.4,0.0,0.0,60.57,60.57,60.57,0.0,0.0,58.32,58.32,58.32,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2018-06-24,63.5,63.5,63.5,0.0,0.0,64.79,64.79,64.79,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2018-07-01,59.94,59.94,59.94,0.0,0.0,60.46,60.46,60.46,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-07-08,61.42,61.42,61.42,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2018-07-15,62.27,62.27,62.27,0.0,0.0,62.6,62.6,62.6,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2018-07-22,56.7,56.7,56.7,0.0,0.0,57.75,57.75,57.75,0.0,0.0,56.31,56.31,56.31,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2018-07-29,63.66,63.66,63.66,0.0,0.0,64.06,64.06,64.06,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2018-08-05,60.4,60.4,60.4,0.0,0.0,62.01,62.01,62.01,0.0,0.0,59.94,59.94,59.94,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-08-12,64.17,64.17,64.17,0.0,0.0,64.46,64.46,64.46,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-08-19,55.65,55.65,55.65,0.0,0.0,56.13,56.13,56.13,0.0,0.0,54.35,54.35,54.35,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2018-08-26,60.24,60.24,60.24,0.0,0.0,61.38,61.38,61.38,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-09-02,66.57,66.57,66.57,0.0,0.0,68.42,68.42,68.42,0.0,0.0,66.57,66.57,66.57,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2018-09-09,65.34,65.34,65.34,0.0,0.0,65.55,65.55,65.55,0.0,0.0,63.85,63.85,63.85,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2018-09-16,58.0,58.0,58.0,0.0,0.0,59.09,59.09,59.09,0.0,0.0,57.8,57.8,57.8,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2018-09-23,56.15,56.15,56.15,0.0,0.0,56.9,56.9,56.9,0.0,0.0,55.6,55.6,55.6,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2018-09-30,68.49,68.49,68.49,0.0,0.0,68.75,68.75,68.75,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2018-10-07,71.95,71.95,71.95,0.0,0.0,72.76,72.76,72.76,0.0,0.0,70.44,70.44,70.44,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2018-10-14,65.07,65.07,65.07,0.0,0.0,66.94,66.94,66.94,0.0,0.0,64.65,64.65,64.65,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2018-10-21,72.88,72.88,72.88,0.0,0.0,79.4,79.4,79.4,0.0,0.0,72.27,72.27,72.27,0.0,0.0,77.18,77.18,77.18,0.0,0.0
2018-10-28,62.15,62.15,62.15,0.0,0.0,62.31,62.31,62.31,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2018-11-04,66.71,66.71,66.71,0.0,0.0,68.8,68.8,68.8,0.0,0.0,66.26,66.26,66.26,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2018-11-11,60.26,60.26,60.26,0.0,0.0,62.83,62.83,62.83,0.0,0.0,59.98,59.98,59.98,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2018-11-18,60.47,60.47,60.47,0.0,0.0,60.94,60.94,60.94,0.0,0.0,59.57,59.57,59.57,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2018-11-25,52.18,52.18,52.18,0.0,0.0,54.34,54.34,54.34,0.0,0.0,51.9,51.9,51.9,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2018-12-02,62.98,62.98,62.98,0.0,0.0,65.52,65.52,65.52,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.74,62.74,62.74,0.0,0.0
