Date,SLS_stock_Open_average,SLS_stock_Open_max,SLS_stock_Open_min,SLS_stock_Open_volatility,SLS_stock_Open_change,SLS_stock_High_average,SLS_stock_High_max,SLS_stock_High_min,SLS_stock_High_volatility,SLS_stock_High_change,SLS_stock_Low_average,SLS_stock_Low_max,SLS_stock_Low_min,SLS_stock_Low_volatility,SLS_stock_Low_change,SLS_stock_Close_average,SLS_stock_Close_max,SLS_stock_Close_min,SLS_stock_Close_volatility,SLS_stock_Close_change,SLS_stock_Volume_average,SLS_stock_Volume_max,SLS_stock_Volume_min,SLS_stock_Volume_volatility,SLS_stock_Volume_change
2018-01-14,373.8625,387.5,364.0,23.5,-23.0,375.6675,391.01,364.5,26.50999999999999,-26.50999999999999,354.875,374.5,341.5,33.0,-33.0,357.8875,378.0,342.5,35.5,-35.5,457,487,429,58,-11
2018-01-21,343.758,348.54,339.0,9.54000000000002,-4.25,354.408,362.0,348.54,13.45999999999998,-12.5,335.1,342.5,327.5,15.0,-7.5,339.9,343.5,335.0,8.5,-7.5,1071,3265,379,2886,-103
2018-01-28,333.802,348.0,313.0,35.0,-34.5,334.206,348.0,313.5,34.5,-34.0,317.372,333.0,294.5,38.5,-38.5,320.65,336.5,296.5,40.0,-40.0,496,1046,240,806,806
2018-02-04,281.5,295.0,275.0,20.0,-20.0,293.19,310.0,279.5,30.5,-20.5,265.652,280.0,253.0,27.0,-25.0,273.414,281.14,263.0,18.139999999999986,-18.139999999999986,423,725,283,442,5
2018-02-11,274.044,275.5,271.0,4.5,1.0,279.1,285.0,273.5,11.5,5.5,260.78,264.5,253.56,10.939999999999998,-4.5,277.4,285.0,273.5,11.5,1.5,333,496,219,277,184
2018-02-18,264.875,274.0,261.0,13.0,-12.0,267.0675,274.0,263.99,10.009999999999991,-10.0,254.2625,259.55,247.5,12.050000000000011,-12.050000000000011,264.25,267.0,262.5,4.5,-3.0,335,468,249,219,158
2018-02-25,254.5,272.0,245.0,27.0,3.0,260.79,284.5,250.0,34.5,-10.949999999999989,239.602,243.51,235.0,8.509999999999991,-3.509999999999991,251.2,258.5,245.0,13.5,-6.0,531,755,347,408,-83
2018-03-04,258.4,275.0,249.0,26.0,0.0,278.7,308.5,265.0,43.5,-10.0,245.862,255.0,241.04,13.960000000000008,4.460000000000008,265.6,300.0,250.5,49.5,-3.5,2731,5675,929,4746,-508
2018-03-11,256.1,260.0,243.0,17.0,-17.0,261.836,266.0,249.76,16.24000000000001,-12.670000000000016,246.316,255.0,231.0,24.0,-19.05000000000001,251.8,262.0,239.5,22.5,-20.0,1883,5228,557,4671,1339
2018-03-18,223.3,267.0,200.0,67.0,-62.0,232.0,267.0,210.0,57.0,-57.0,205.898,237.5,193.5,44.0,-37.5,209.5,237.5,193.5,44.0,-36.5,1748,3924,426,3498,-3026
2018-03-25,193.125,202.5,175.5,27.0,-27.0,195.825,204.5,179.8,24.69999999999999,-24.69999999999999,181.5,192.5,171.5,21.0,-20.5,186.625,198.5,172.5,26.0,-26.0,754,833,641,192,-160
2018-04-01,366.8,435.0,280.0,155.0,69.5,453.0,554.5,364.0,190.5,-157.5,321.4,388.5,270.0,118.5,47.5,380.7,448.5,335.0,113.5,-90.0,119477,347689,12368,335321,-333205
2018-04-08,305.4,330.0,290.0,40.0,-20.0,320.76,342.0,309.8,32.19999999999999,-32.0,290.436,306.74,277.5,29.24000000000001,-26.74000000000001,297.0,309.5,281.0,28.5,-28.5,4919,6554,3373,3181,-230
