Date,PROStock_Open_average,PROStock_Open_max,PROStock_Open_min,PROStock_Open_volatility,PROStock_Open_change,PROStock_High_average,PROStock_High_max,PROStock_High_min,PROStock_High_volatility,PROStock_High_change,PROStock_Low_average,PROStock_Low_max,PROStock_Low_min,PROStock_Low_volatility,PROStock_Low_change,PROStock_Close_average,PROStock_Close_max,PROStock_Close_min,PROStock_Close_volatility,PROStock_Close_change,PROStock_Volume_average,PROStock_Volume_max,PROStock_Volume_min,PROStock_Volume_volatility,PROStock_Volume_change
2018-01-14,28.4325,28.59,28.06,0.5300000000000011,0.03999999999999915,28.955,29.26,28.75,0.5100000000000016,0.28000000000000114,28.080000000000002,28.39,27.76,0.629999999999999,0.39000000000000057,28.58,29.15,27.95,1.1999999999999993,1.1999999999999993,132710,158734,78046,80688,1081
2018-01-21,29.098,29.36,28.9,0.46000000000000085,-0.05999999999999872,29.328,29.44,29.11,0.33000000000000185,0.26000000000000156,28.718,28.84,28.5,0.33999999999999986,-0.08999999999999986,29.018,29.28,28.81,0.4700000000000024,0.39000000000000057,188980,355414,69061,286353,-67146
2018-01-28,28.958,29.61,28.56,1.0500000000000007,0.16000000000000014,29.442,29.77,28.79,0.9800000000000004,-0.7899999999999991,28.59,28.91,27.77,1.1400000000000006,-0.7899999999999991,28.974,29.5,27.79,1.7100000000000009,-1.620000000000001,217488,392619,96095,296524,293523
2018-02-04,29.124,31.95,26.8,5.149999999999999,4.529999999999998,30.71,33.2,27.44,5.760000000000002,4.239999999999998,28.628,30.94,26.35,4.59,3.530000000000001,29.945999999999998,31.83,27.33,4.5,4.5,571360,801928,298601,503327,503327
2018-02-11,31.574,32.53,30.46,2.0700000000000003,0.5899999999999999,32.162,32.99,31.27,1.7200000000000024,0.6000000000000014,30.964,32.25,30.24,2.0100000000000016,1.4299999999999997,31.632,32.59,30.78,1.8100000000000023,1.3099999999999952,316687,625130,188503,436627,-436627
2018-02-18,31.9525,32.26,31.74,0.5199999999999996,-0.5199999999999996,32.1625,32.74,31.78,0.9600000000000009,-0.9600000000000009,31.552500000000002,31.89,31.32,0.5700000000000003,-0.5700000000000003,31.697499999999998,31.9,31.48,0.41999999999999815,-0.14999999999999858,172272,213162,142463,70699,-35472
2018-02-25,31.646,31.81,31.34,0.46999999999999886,-0.2699999999999996,32.048,32.56,31.75,0.8100000000000023,0.5500000000000043,31.222,31.45,30.62,0.8299999999999983,-0.030000000000001137,31.77,32.41,31.35,1.0599999999999952,0.7099999999999973,233618,284156,164767,119389,-75480
2018-03-04,33.106,34.33,32.35,1.9799999999999969,1.8599999999999994,33.752,34.54,32.91,1.6300000000000026,1.5900000000000034,32.916,34.01,31.97,2.039999999999999,2.039999999999999,33.564,34.32,32.86,1.4600000000000009,1.4600000000000009,197147,247004,150534,96470,24465
2018-03-11,33.88,34.72,33.14,1.5799999999999983,-1.0,34.164,34.84,33.41,1.4300000000000068,-1.3800000000000026,33.174,34.03,32.59,1.4399999999999977,-1.2700000000000031,33.674,34.59,33.11,1.480000000000004,-1.3100000000000023,304790,519927,148265,371662,-223697
2018-03-18,33.392,34.34,32.82,1.5200000000000031,1.480000000000004,33.866,34.48,33.12,1.3599999999999994,1.3599999999999994,32.878,33.62,32.32,1.2999999999999972,1.1999999999999957,33.424,33.77,33.0,0.7700000000000031,0.6799999999999997,162540,260625,78355,182270,176743
