Date,Guggenheim Invest BRIC_etf_Open_average,Guggenheim Invest BRIC_etf_Open_max,Guggenheim Invest BRIC_etf_Open_min,Guggenheim Invest BRIC_etf_Open_volatility,Guggenheim Invest BRIC_etf_Open_change,Guggenheim Invest BRIC_etf_High_average,Guggenheim Invest BRIC_etf_High_max,Guggenheim Invest BRIC_etf_High_min,Guggenheim Invest BRIC_etf_High_volatility,Guggenheim Invest BRIC_etf_High_change,Guggenheim Invest BRIC_etf_Low_average,Guggenheim Invest BRIC_etf_Low_max,Guggenheim Invest BRIC_etf_Low_min,Guggenheim Invest BRIC_etf_Low_volatility,Guggenheim Invest BRIC_etf_Low_change,Guggenheim Invest BRIC_etf_Close_average,Guggenheim Invest BRIC_etf_Close_max,Guggenheim Invest BRIC_etf_Close_min,Guggenheim Invest BRIC_etf_Close_volatility,Guggenheim Invest BRIC_etf_Close_change
2018-01-14,40.28,40.28,40.28,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-01-21,41.61,41.61,41.61,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-01-28,40.56,40.56,40.56,0.0,0.0,40.57,40.57,40.57,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-02-04,37.59,37.59,37.59,0.0,0.0,37.85,37.85,37.85,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-02-11,39.62,39.62,39.62,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-02-18,40.39,40.39,40.39,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2018-02-25,38.7,38.7,38.7,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.49,38.49,38.49,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2018-03-04,39.7,39.7,39.7,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-03-11,39.51,39.51,39.51,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2018-03-18,38.54,38.54,38.54,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-03-25,38.07,38.07,38.07,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-04-01,38.05,38.05,38.05,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-04-08,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-04-15,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-04-22,38.02,38.02,38.02,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-04-29,37.26,37.26,37.26,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-05-06,38.85,38.85,38.85,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-05-13,37.91,37.91,37.91,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-05-20,37.61,37.61,37.61,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-05-27,37.57,37.57,37.57,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-06-03,37.71,37.71,37.71,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.67,37.67,37.67,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2018-06-10,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-06-17,36.92,36.92,36.92,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-06-24,36.06,36.06,36.06,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-07-01,36.21,36.21,36.21,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-07-08,36.91,36.91,36.91,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-07-15,36.72,36.72,36.72,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-07-22,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-07-29,36.75,36.75,36.75,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-08-05,35.61,35.61,35.61,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-08-12,34.69,34.69,34.69,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.56,34.56,34.56,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-08-19,35.09,35.09,35.09,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.21,35.21,35.21,0.0,0.0
