Date,MUStock_Open_average,MUStock_Open_max,MUStock_Open_min,MUStock_Open_volatility,MUStock_Open_change,MUStock_High_average,MUStock_High_max,MUStock_High_min,MUStock_High_volatility,MUStock_High_change,MUStock_Low_average,MUStock_Low_max,MUStock_Low_min,MUStock_Low_volatility,MUStock_Low_change,MUStock_Close_average,MUStock_Close_max,MUStock_Close_min,MUStock_Close_volatility,MUStock_Close_change,MUStock_Volume_average,MUStock_Volume_max,MUStock_Volume_min,MUStock_Volume_volatility,MUStock_Volume_change
2018-01-14,43.6275,44.21,43.14,1.0700000000000003,0.8100000000000023,44.2725,44.65,43.86,0.7899999999999991,0.3400000000000034,42.989999999999995,43.91,42.42,1.4899999999999949,0.22999999999999687,43.480000000000004,44.26,42.75,1.509999999999998,-0.1700000000000017,35718271,41469156,25152064,16317092,3294388
2018-01-21,43.385999999999996,44.23,42.47,1.759999999999998,0.75,44.002,44.72,42.88,1.8399999999999963,0.9199999999999946,42.608,43.03,41.68,1.3500000000000014,1.3500000000000014,43.318,43.95,42.88,1.0700000000000003,0.7899999999999991,35643179,41334108,27177472,14156636,-10701896
2018-01-28,42.652,43.25,41.99,1.259999999999998,-1.25,43.296,44.09,42.21,1.8800000000000026,-1.2100000000000009,41.866,42.77,40.61,2.1600000000000037,-1.7700000000000031,42.398,43.72,40.82,2.8999999999999986,-2.469999999999999,37960489,45114640,29455004,15659636,11202376
2018-02-04,41.504,43.26,40.14,3.1199999999999974,0.9099999999999966,42.648,43.93,41.19,2.740000000000002,-0.3400000000000034,39.764,41.74,37.52,4.219999999999999,-1.4899999999999949,41.14,43.88,39.4,4.480000000000004,1.009999999999998,56621548,66972800,45796836,21175964,19392416
2018-02-11,42.402,43.73,41.01,2.719999999999999,2.280000000000001,43.652,45.11,42.68,2.4299999999999997,2.4299999999999997,42.036,43.13,40.88,2.25,2.25,43.196,44.21,42.19,2.020000000000003,2.020000000000003,39896141,49404592,30296776,19107816,1463532
2018-02-18,44.8375,45.37,44.02,1.3499999999999943,1.1599999999999966,45.6125,46.8,44.83,1.9699999999999989,1.529999999999994,44.370000000000005,45.02,43.9,1.1200000000000045,1.1200000000000045,45.055,46.53,44.25,2.280000000000001,1.6300000000000026,35167721,48476672,24359578,24117094,12260776
2018-02-25,47.711999999999996,48.8,46.36,2.4399999999999977,-0.6099999999999994,48.948,49.46,48.23,1.230000000000004,1.0200000000000031,47.038000000000004,48.35,45.95,2.3999999999999986,-0.75,48.42,49.11,47.62,1.490000000000002,1.1300000000000026,49100091,61278848,41966128,19312720,10526796
2018-03-04,53.178,55.76,48.8,6.960000000000001,6.960000000000001,54.66,55.83,52.36,3.469999999999999,3.469999999999999,52.594,54.3,48.72,5.579999999999998,4.899999999999999,53.910000000000004,55.22,52.03,3.1899999999999977,2.5600000000000023,64588168,73096296,51685912,21410384,-5479464
2018-03-11,59.552,62.17,56.5,5.670000000000002,3.5,61.098,63.42,60.06,3.3599999999999994,-0.480000000000004,57.974000000000004,59.21,56.35,2.8599999999999994,2.8599999999999994,59.6,60.58,58.84,1.7399999999999949,1.2100000000000009,96312246,142315824,50963688,91352136,-69328512
2018-03-18,59.914,61.35,57.69,3.6600000000000037,-2.6700000000000017,60.612,61.72,58.8,2.9200000000000017,-2.190000000000005,58.188,60.6,53.68,6.920000000000002,-5.07,59.098,61.15,54.21,6.939999999999998,-5.93,73825636,118369488,51220156,67149332,46996160
2018-03-25,53.8525,56.26,51.93,4.329999999999998,-4.100000000000001,54.5525,56.71,52.68,4.030000000000001,-4.030000000000001,51.56,52.72,50.7,2.019999999999996,-1.5799999999999983,52.8975,55.56,51.49,4.07,-3.4200000000000017,65623022,70260720,61458760,8801960,-8801960
2018-04-01,50.348,52.06,47.72,4.340000000000003,-3.8200000000000003,51.934,53.5,50.48,3.020000000000003,-1.240000000000002,49.118,50.32,47.26,3.0600000000000023,-2.3000000000000043,50.660000000000004,53.39,48.46,4.93,-1.6000000000000014,68236069,89203496,52436388,36767108,19516696
2018-04-08,50.636,53.4,49.13,4.269999999999996,4.269999999999996,51.758,53.49,49.83,3.6600000000000037,3.6600000000000037,49.868,51.58,47.92,3.6599999999999966,3.6599999999999966,50.748,52.59,47.96,4.630000000000003,4.269999999999996,46044258,50532860,38942200,11590660,-6933968
2018-04-15,51.99,52.9,51.45,1.4499999999999957,-0.75,53.124,54.27,52.07,2.200000000000003,-0.4099999999999966,50.974,51.74,50.15,1.5900000000000034,-1.1700000000000017,51.992,54.01,50.62,3.3900000000000006,-1.0300000000000011,42148822,55393632,30879466,24514166,7631286
2018-04-22,49.684,51.11,47.56,3.549999999999997,0.29999999999999716,50.21,51.39,48.34,3.049999999999997,0.509999999999998,47.47,48.83,46.08,2.75,-1.6200000000000045,48.278,50.14,47.11,3.030000000000001,-1.5,47696140,61915376,39041384,22873992,6356832
2018-04-29,46.124,47.06,45.59,1.4699999999999989,-0.740000000000002,47.174,47.7,46.74,0.9600000000000009,0.010000000000005116,45.574,46.14,45.31,0.8299999999999983,0.8299999999999983,46.571999999999996,47.58,45.89,1.6899999999999977,1.6000000000000014,35932256,54743792,28632166,26111626,-26111626
2018-05-06,50.006,52.38,48.26,4.1200000000000045,4.1200000000000045,50.896,52.8,48.86,3.9399999999999977,3.6899999999999977,49.652,51.68,47.88,3.799999999999997,3.5700000000000003,50.507999999999996,52.66,48.48,4.18,3.3400000000000034,32096843,37146280,25205522,11940758,-6350520
2018-05-13,54.398,56.01,52.99,3.019999999999996,0.6099999999999994,55.176,56.91,53.71,3.1999999999999957,0.9399999999999977,53.562,55.48,52.69,2.789999999999999,-0.00999999999999801,54.32,56.5,53.0,3.5,0.39000000000000057,47323304,59011916,33376280,25635636,12712552
