Date,SPDR MSCI EAFE StrategicFactors_Open_average,SPDR MSCI EAFE StrategicFactors_Open_max,SPDR MSCI EAFE StrategicFactors_Open_min,SPDR MSCI EAFE StrategicFactors_Open_volatility,SPDR MSCI EAFE StrategicFactors_Open_change,SPDR MSCI EAFE StrategicFactors_High_average,SPDR MSCI EAFE StrategicFactors_High_max,SPDR MSCI EAFE StrategicFactors_High_min,SPDR MSCI EAFE StrategicFactors_High_volatility,SPDR MSCI EAFE StrategicFactors_High_change,SPDR MSCI EAFE StrategicFactors_Low_average,SPDR MSCI EAFE StrategicFactors_Low_max,SPDR MSCI EAFE StrategicFactors_Low_min,SPDR MSCI EAFE StrategicFactors_Low_volatility,SPDR MSCI EAFE StrategicFactors_Low_change,SPDR MSCI EAFE StrategicFactors_Close_average,SPDR MSCI EAFE StrategicFactors_Close_max,SPDR MSCI EAFE StrategicFactors_Close_min,SPDR MSCI EAFE StrategicFactors_Close_volatility,SPDR MSCI EAFE StrategicFactors_Close_change
2018-01-14,67.76,67.76,67.76,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.51,67.51,67.51,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2018-01-21,68.24,68.24,68.24,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2018-01-28,65.68,65.68,65.68,0.0,0.0,65.98,65.98,65.98,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2018-02-04,63.74,63.74,63.74,0.0,0.0,64.33,64.33,64.33,0.0,0.0,63.63,63.63,63.63,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-02-11,66.01,66.01,66.01,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2018-02-18,65.98,65.98,65.98,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2018-02-25,63.86,63.86,63.86,0.0,0.0,64.7,64.7,64.7,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2018-03-04,65.51,65.51,65.51,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-03-11,65.08,65.08,65.08,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-03-18,64.04,64.04,64.04,0.0,0.0,64.38,64.38,64.38,0.0,0.0,63.64,63.64,63.64,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2018-03-25,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.39,63.39,63.39,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2018-04-01,65.22,65.22,65.22,0.0,0.0,65.56,65.56,65.56,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2018-04-08,65.6,65.6,65.6,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2018-04-15,65.54,65.54,65.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.27,65.27,65.27,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-04-22,65.62,65.62,65.62,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-04-29,65.57,65.57,65.57,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2018-05-06,66.27,66.27,66.27,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2018-05-13,66.08,66.08,66.08,0.0,0.0,66.16,66.16,66.16,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2018-05-20,65.1,65.1,65.1,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-05-27,64.39,64.39,64.39,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2018-06-03,64.53,64.53,64.53,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2018-06-10,63.44,63.44,63.44,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2018-06-17,63.19,63.19,63.19,0.0,0.0,63.19,63.19,63.19,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2018-06-24,61.99,61.99,61.99,0.0,0.0,62.3,62.3,62.3,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2018-07-01,63.88,63.88,63.88,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-07-08,63.62,63.62,63.62,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2018-07-15,64.13,64.13,64.13,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2018-07-22,64.81,64.81,64.81,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.59,64.59,64.59,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2018-07-29,63.65,63.65,63.65,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2018-08-05,62.76,62.76,62.76,0.0,0.0,62.89,62.89,62.89,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2018-08-12,62.93,62.93,62.93,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-08-19,63.97,63.97,63.97,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2018-08-26,63.84,63.84,63.84,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2018-09-02,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2018-09-09,63.52,63.52,63.52,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2018-09-16,64.4,64.4,64.4,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2018-09-23,64.33,64.33,64.33,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2018-09-30,61.93,61.93,61.93,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-10-07,60.07,60.07,60.07,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-10-14,60.29,60.29,60.29,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2018-10-21,58.97,58.97,58.97,0.0,0.0,59.09,59.09,59.09,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-10-28,60.02,60.02,60.02,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2018-11-04,59.71,59.71,59.71,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.33,59.33,59.33,0.0,0.0
