Date,JOE_Open_average,JOE_Open_max,JOE_Open_min,JOE_Open_volatility,JOE_Open_change,JOE_High_average,JOE_High_max,JOE_High_min,JOE_High_volatility,JOE_High_change,JOE_Low_average,JOE_Low_max,JOE_Low_min,JOE_Low_volatility,JOE_Low_change,JOE_Close_average,JOE_Close_max,JOE_Close_min,JOE_Close_volatility,JOE_Close_change,JOE_Volume_average,JOE_Volume_max,JOE_Volume_min,JOE_Volume_volatility,JOE_Volume_change
2018-01-14,18.04,18.2,17.9,0.3000000000000007,0.14999999999999858,18.264,18.35,18.15,0.20000000000000284,0.05000000000000071,17.938,18.1,17.85,0.25,0.20000000000000284,18.104,18.27,17.95,0.3200000000000003,0.3000000000000007,253834,386312,130502,255810,-255810
2018-01-21,18.16,18.35,18.0,0.3500000000000014,0.15000000000000213,18.37,18.7,18.15,0.5500000000000007,0.3999999999999986,18.016,18.18,17.9,0.28000000000000114,0.0799999999999983,18.22,18.6,17.95,0.6500000000000021,0.45000000000000284,213761,271066,145190,125876,125876
2018-01-28,18.53,18.8,18.1,0.6999999999999993,-0.4499999999999993,18.63,18.9,18.2,0.6999999999999993,-0.4499999999999993,18.236,18.55,17.75,0.8000000000000007,-0.629999999999999,18.38,18.8,17.75,1.0500000000000007,-0.8500000000000014,317407,435618,185680,249938,249938
2018-02-04,17.82,18.0,17.65,0.3500000000000014,0.3500000000000014,18.09,18.2,18.0,0.1999999999999993,0.10000000000000142,17.634,17.75,17.39,0.35999999999999943,0.33999999999999986,17.9,18.1,17.7,0.40000000000000213,0.40000000000000213,393783,574606,234955,339651,-232507
2018-02-11,18.2375,18.6,18.05,0.5500000000000007,0.09999999999999787,18.625,19.05,18.25,0.8000000000000007,0.8000000000000007,18.0625,18.2,17.95,0.25,0.25,18.425,18.8,18.15,0.6500000000000021,0.6500000000000021,305082,575810,122408,453402,142735
2018-02-18,18.35,18.8,18.1,0.6999999999999993,-0.5,18.55,18.8,18.4,0.40000000000000213,-0.40000000000000213,18.126,18.2,18.05,0.14999999999999858,-0.0799999999999983,18.21,18.35,18.05,0.3000000000000007,-0.15000000000000213,212301,259897,120073,139824,33179
2018-02-25,17.94,18.3,17.55,0.75,0.05000000000000071,18.27,18.7,17.77,0.9299999999999997,0.3200000000000003,17.656,18.23,17.2,1.0300000000000011,0.28000000000000114,17.990000000000002,18.6,17.35,1.25,0.6000000000000014,419398,549235,229407,319828,83096
2018-03-04,19.03,19.3,18.65,0.6500000000000021,0.6500000000000021,19.3,19.8,19.1,0.6999999999999993,0.6500000000000021,18.942,19.3,18.55,0.75,0.75,19.23,19.75,19.0,0.75,0.6499999999999986,405620,634240,267140,367100,-335391
2018-03-11,19.64,19.8,19.5,0.3000000000000007,-0.1999999999999993,19.77,19.95,19.6,0.34999999999999787,-0.29999999999999716,19.4,19.55,19.3,0.25,0.0,19.55,19.6,19.45,0.15000000000000213,-0.10000000000000142,304703,427859,239565,188294,27510
2018-03-18,19.509999999999998,19.65,19.25,0.3999999999999986,-0.3500000000000014,19.772,20.0,19.55,0.4499999999999993,-0.21000000000000085,19.308,19.6,19.05,0.5500000000000007,-0.25,19.45,19.75,19.1,0.6499999999999986,-0.1999999999999993,357067,580481,188430,392051,-81660
2018-03-25,19.200000000000003,19.35,18.8,0.5500000000000007,-0.5,19.3125,19.5,18.9,0.6000000000000014,-0.5500000000000007,18.8875,19.25,18.3,0.9499999999999993,-0.8499999999999979,19.0,19.35,18.5,0.8500000000000014,-0.8500000000000014,260718,315891,198393,117498,3815
2018-04-01,18.54,18.85,17.95,0.9000000000000021,0.10000000000000142,18.85,19.05,18.55,0.5,0.14999999999999858,18.33,18.8,17.9,0.9000000000000021,0.5,18.57,18.9,18.15,0.75,0.25,325884,382873,236669,146204,-111452
2018-04-08,18.21,18.6,18.05,0.5500000000000007,-0.5500000000000007,18.34,18.75,18.15,0.6000000000000014,-0.5500000000000007,18.026,18.18,17.95,0.23000000000000043,-0.23000000000000043,18.1,18.25,18.05,0.1999999999999993,-0.1999999999999993,295441,462027,193527,268500,-173493
2018-04-15,18.029999999999998,18.2,17.9,0.3000000000000007,-0.25,18.136,18.25,18.05,0.1999999999999993,-0.14999999999999858,17.888,18.02,17.82,0.1999999999999993,-0.120000000000001,18.02,18.15,17.95,0.1999999999999993,-0.14999999999999858,236722,276111,191120,84991,14845
2018-04-22,17.13,17.55,16.85,0.6999999999999993,-0.5500000000000007,17.314,17.6,17.0,0.6000000000000014,-0.20000000000000284,16.88,17.0,16.75,0.25,0.05000000000000071,17.07,17.35,16.8,0.5500000000000007,-0.10000000000000142,835260,2087909,269025,1818884,-1554797
2018-04-29,17.5,17.7,17.4,0.3000000000000007,0.25,17.81,18.2,17.6,0.5999999999999979,0.5999999999999979,17.426,17.7,17.3,0.3999999999999986,0.3999999999999986,17.63,18.1,17.45,0.6500000000000021,0.6500000000000021,399132,514746,350050,164696,-164696
2018-05-06,17.96,18.05,17.8,0.25,-0.05000000000000071,18.108,18.2,18.05,0.14999999999999858,-0.14999999999999858,17.83,17.9,17.75,0.14999999999999858,-0.04999999999999716,17.95,18.05,17.85,0.1999999999999993,-0.10000000000000142,309131,469638,241468,228170,-228170
2018-05-13,17.98,18.1,17.85,0.25,0.05000000000000071,18.084,18.12,18.05,0.07000000000000028,-0.05000000000000071,17.876,17.9,17.85,0.04999999999999716,0.04999999999999716,17.99,18.05,17.9,0.15000000000000213,-0.05000000000000071,312208,397163,244771,152392,-140274
2018-05-20,18.0375,18.1,18.0,0.10000000000000142,0.0,18.080000000000002,18.1,18.05,0.05000000000000071,-0.030000000000001137,17.9,17.95,17.8,0.14999999999999858,0.05000000000000071,18.0125,18.05,17.9,0.15000000000000213,0.0,264768,443219,176868,266351,-266351
2018-05-27,17.89,18.1,17.8,0.3000000000000007,-0.09999999999999787,18.046,18.3,17.93,0.370000000000001,-0.1700000000000017,17.736,17.9,17.68,0.21999999999999886,-0.21999999999999886,17.830000000000002,18.0,17.75,0.25,-0.1999999999999993,506037,926417,315847,610570,7410
2018-06-03,17.87,17.9,17.8,0.09999999999999787,0.09999999999999787,17.954,17.98,17.94,0.03999999999999915,-0.03999999999999915,17.746,17.8,17.68,0.120000000000001,0.05000000000000071,17.87,17.9,17.8,0.09999999999999787,-0.09999999999999787,430085,553622,348447,205175,-132668
2018-06-10,17.94,18.1,17.8,0.3000000000000007,0.14999999999999858,18.05,18.1,17.95,0.15000000000000213,0.10000000000000142,17.866,17.95,17.7,0.25,0.1999999999999993,17.95,18.0,17.9,0.10000000000000142,0.05000000000000071,342606,451508,232027,219481,-183860
2018-06-17,18.03,18.1,17.95,0.15000000000000213,0.10000000000000142,18.130000000000003,18.3,18.05,0.25,-0.05000000000000071,17.93,17.97,17.9,0.07000000000000028,0.0,18.01,18.1,17.9,0.20000000000000284,-0.10000000000000142,401456,855717,188585,667132,-51749
2018-06-24,17.97,18.15,17.9,0.25,-0.05000000000000071,18.098,18.15,18.05,0.09999999999999787,-0.0799999999999983,17.87,17.9,17.85,0.04999999999999716,0.0,17.98,18.1,17.9,0.20000000000000284,-0.10000000000000142,252444,295857,143916,151941,-151941
2018-07-01,18.2625,18.45,18.05,0.3999999999999986,0.3999999999999986,18.375,18.45,18.3,0.14999999999999858,0.14999999999999858,18.13,18.3,17.9,0.40000000000000213,0.3000000000000007,18.2875,18.4,18.2,0.1999999999999993,-0.05000000000000071,168753,228113,136144,91969,34623
2018-07-08,18.06,18.25,17.95,0.3000000000000007,-0.3000000000000007,18.12,18.25,18.05,0.1999999999999993,-0.1999999999999993,17.96,18.0,17.95,0.05000000000000071,-0.05000000000000071,18.01,18.05,17.95,0.10000000000000142,-0.05000000000000071,155653,264611,93508,171103,-78027
2018-07-15,18.03,18.15,17.95,0.1999999999999993,0.0,18.11,18.2,18.05,0.14999999999999858,0.05000000000000071,17.936,18.05,17.85,0.1999999999999993,0.09999999999999787,18.03,18.1,17.95,0.15000000000000213,-0.05000000000000071,194335,340618,100462,240156,-240156
2018-07-22,17.599999999999998,17.95,17.15,0.8000000000000007,-0.8000000000000007,17.764,18.05,17.52,0.5300000000000011,-0.5,17.394,17.8,17.15,0.6500000000000021,-0.6500000000000021,17.5,17.95,17.15,0.8000000000000007,-0.5500000000000007,236757,317202,181356,135846,-100102
2018-07-29,17.75,18.15,17.45,0.6999999999999993,0.6999999999999993,18.036,18.43,17.65,0.7800000000000011,0.6000000000000014,17.62,17.95,17.4,0.5500000000000007,0.5500000000000007,17.84,18.05,17.6,0.4499999999999993,0.3500000000000014,291517,604215,179460,424755,-13470
2018-08-05,18.03,18.05,18.0,0.05000000000000071,0.0,18.144,18.2,18.1,0.09999999999999787,-0.04999999999999716,17.91,18.0,17.8,0.1999999999999993,-0.05000000000000071,18.01,18.1,17.85,0.25,-0.14999999999999858,163708,216557,113614,102943,11355
2018-08-12,17.66,17.85,17.4,0.45000000000000284,-0.10000000000000142,17.82,17.93,17.7,0.23000000000000043,-0.10999999999999943,17.5,17.7,17.35,0.34999999999999787,-0.14999999999999858,17.65,17.75,17.45,0.3000000000000007,0.0,276531,416853,209487,207366,28337
2018-08-19,17.86,18.1,17.65,0.45000000000000284,0.05000000000000071,18.022,18.15,17.86,0.28999999999999915,-0.240000000000002,17.71,17.95,17.45,0.5,-0.1999999999999993,17.82,18.05,17.5,0.5500000000000007,-0.5,172835,254057,123159,130898,-38855
2018-08-26,17.5375,17.7,17.4,0.3000000000000007,-0.10000000000000142,17.585,17.7,17.44,0.259999999999998,-0.2099999999999973,17.3425,17.52,17.1,0.41999999999999815,-0.29999999999999716,17.45,17.65,17.2,0.4499999999999993,-0.4499999999999993,200649,323899,143958,179941,156986
2018-09-02,16.92,17.2,16.6,0.5999999999999979,-0.34999999999999787,17.006,17.23,16.85,0.379999999999999,-0.379999999999999,16.64,17.0,16.2,0.8000000000000007,-0.8000000000000007,16.74,17.0,16.3,0.6999999999999993,-0.6999999999999993,188725,236315,108655,127660,69786
2018-09-09,16.46,16.65,16.3,0.34999999999999787,0.29999999999999716,16.64,16.85,16.45,0.40000000000000213,0.40000000000000213,16.41,16.6,16.25,0.3500000000000014,0.3000000000000007,16.56,16.8,16.3,0.5,0.4499999999999993,178890,232244,109926,122318,-31124
2018-09-16,16.97,17.15,16.8,0.34999999999999787,0.3000000000000007,17.124,17.25,17.0,0.25,0.14999999999999858,16.864,17.05,16.8,0.25,0.0,17.009999999999998,17.15,16.85,0.29999999999999716,0.14999999999999858,269489,603629,157143,446486,-31337
2018-09-23,16.832,17.05,16.65,0.40000000000000213,-0.240000000000002,16.942,17.1,16.81,0.2900000000000027,-0.2900000000000027,16.628,16.7,16.49,0.21000000000000085,-0.21000000000000085,16.738,16.85,16.64,0.21000000000000085,-0.10999999999999943,223784,479858,137047,342811,38733
2018-09-30,16.538,16.61,16.34,0.2699999999999996,-0.2699999999999996,16.605999999999998,16.74,16.4,0.33999999999999986,-0.25,16.336000000000002,16.51,15.95,0.5600000000000023,-0.490000000000002,16.402,16.63,16.01,0.6199999999999974,-0.5199999999999996,180145,249305,116994,132311,75007
