Date,First Trust NASDAQ Clean Edge Green EnergyEtf_Open_average,First Trust NASDAQ Clean Edge Green EnergyEtf_Open_max,First Trust NASDAQ Clean Edge Green EnergyEtf_Open_min,First Trust NASDAQ Clean Edge Green EnergyEtf_Open_volatility,First Trust NASDAQ Clean Edge Green EnergyEtf_Open_change,First Trust NASDAQ Clean Edge Green EnergyEtf_High_average,First Trust NASDAQ Clean Edge Green EnergyEtf_High_max,First Trust NASDAQ Clean Edge Green EnergyEtf_High_min,First Trust NASDAQ Clean Edge Green EnergyEtf_High_volatility,First Trust NASDAQ Clean Edge Green EnergyEtf_High_change,First Trust NASDAQ Clean Edge Green EnergyEtf_Low_average,First Trust NASDAQ Clean Edge Green EnergyEtf_Low_max,First Trust NASDAQ Clean Edge Green EnergyEtf_Low_min,First Trust NASDAQ Clean Edge Green EnergyEtf_Low_volatility,First Trust NASDAQ Clean Edge Green EnergyEtf_Low_change,First Trust NASDAQ Clean Edge Green EnergyEtf_Close_average,First Trust NASDAQ Clean Edge Green EnergyEtf_Close_max,First Trust NASDAQ Clean Edge Green EnergyEtf_Close_min,First Trust NASDAQ Clean Edge Green EnergyEtf_Close_volatility,First Trust NASDAQ Clean Edge Green EnergyEtf_Close_change
2018-01-14,21.4,21.4,21.4,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-01-21,20.94,20.94,20.94,0.0,0.0,21.25,21.25,21.25,0.0,0.0,20.88,20.88,20.88,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-01-28,20.4,20.4,20.4,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-02-04,18.76,18.76,18.76,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-02-11,20.1,20.1,20.1,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2018-02-18,19.97,19.97,19.97,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2018-02-25,19.52,19.52,19.52,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2018-03-04,20.44,20.44,20.44,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-03-11,20.44,20.44,20.44,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-03-18,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-03-25,19.01,19.01,19.01,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-04-01,19.65,19.65,19.65,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2018-04-08,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2018-04-15,19.88,19.88,19.88,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-04-22,19.58,19.58,19.58,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-04-29,19.27,19.27,19.27,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2018-05-06,20.17,20.17,20.17,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2018-05-13,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2018-05-20,20.0,20.0,20.0,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-05-27,20.21,20.21,20.21,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-06-03,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2018-06-10,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-06-17,20.0,20.0,20.0,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2018-06-24,19.58,19.58,19.58,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2018-07-01,19.97,19.97,19.97,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.75,19.75,19.75,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-07-08,19.91,19.91,19.91,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.91,19.91,19.91,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-07-15,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-07-22,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-07-29,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2018-08-05,20.39,20.39,20.39,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-08-12,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2018-08-19,20.31,20.31,20.31,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2018-08-26,20.48,20.48,20.48,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-09-02,19.8,19.8,19.8,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2018-09-09,20.16,20.16,20.16,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-09-16,20.59,20.59,20.59,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-09-23,19.47,19.47,19.47,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2018-09-30,19.36,19.36,19.36,0.0,0.0,19.4,19.4,19.4,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2018-10-07,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2018-10-14,18.49,18.49,18.49,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-10-21,17.7,17.7,17.7,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-10-28,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2018-11-04,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-11-11,18.84,18.84,18.84,0.0,0.0,19.23,19.23,19.23,0.0,0.0,18.84,18.84,18.84,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-11-18,18.76,18.76,18.76,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-11-25,19.21,19.21,19.21,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2018-12-02,19.27,19.27,19.27,0.0,0.0,19.3,19.3,19.3,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2018-12-09,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-12-16,17.12,17.12,17.12,0.0,0.0,17.37,17.37,17.37,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2018-12-23,17.47,17.47,17.47,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.44,17.44,17.44,0.0,0.0
