Date,US Coffee CCommodity_Open_average,US Coffee CCommodity_Open_max,US Coffee CCommodity_Open_min,US Coffee CCommodity_Open_volatility,US Coffee CCommodity_Open_change,US Coffee CCommodity_High_average,US Coffee CCommodity_High_max,US Coffee CCommodity_High_min,US Coffee CCommodity_High_volatility,US Coffee CCommodity_High_change,US Coffee CCommodity_Low_average,US Coffee CCommodity_Low_max,US Coffee CCommodity_Low_min,US Coffee CCommodity_Low_volatility,US Coffee CCommodity_Low_change,US Coffee CCommodity_Close_average,US Coffee CCommodity_Close_max,US Coffee CCommodity_Close_min,US Coffee CCommodity_Close_volatility,US Coffee CCommodity_Close_change,US Coffee CCommodity_Volume_average,US Coffee CCommodity_Volume_max,US Coffee CCommodity_Volume_min,US Coffee CCommodity_Volume_volatility,US Coffee CCommodity_Volume_change
2018-01-14,121.8875,123.65,121.0,2.6500000000000057,-0.7000000000000028,122.825,123.9,121.75,2.1500000000000057,-0.09999999999999432,120.1375,120.95,119.6,1.3500000000000085,-0.25,121.475,123.1,120.45,2.6499999999999915,0.7999999999999972,23415,29301,17460,11841,-10818
2018-01-21,122.28,123.65,121.25,2.4000000000000057,2.0,123.94,125.5,122.4,3.0999999999999943,2.0,121.59,123.5,120.5,3.0,1.9500000000000028,122.96000000000001,125.15,120.95,4.200000000000003,2.6000000000000085,20960,26645,16537,10108,8834
2018-01-28,123.21,125.55,121.55,4.0,-4.0,123.64999999999999,125.85,121.6,4.25,-4.25,121.31,123.65,119.85,3.8000000000000114,-3.8000000000000114,122.18,124.95,120.4,4.549999999999997,-4.549999999999997,25831,32822,19028,13794,-5816
2018-02-04,121.78,122.95,120.0,2.950000000000003,2.299999999999997,123.24,124.4,120.7,3.700000000000003,3.3999999999999915,120.94,122.6,119.1,3.5,2.25,122.13,123.3,119.8,3.5,2.049999999999997,35020,39216,32416,6800,-370
2018-02-11,122.11,122.85,121.4,1.4499999999999886,0.09999999999999432,122.99,123.4,122.25,1.1500000000000057,-0.9500000000000028,120.26,121.45,117.65,3.799999999999997,-3.1499999999999915,121.33,122.8,117.95,4.849999999999994,-3.450000000000003,20200,37899,11971,25928,-21996
2018-02-18,118.3,119.8,117.65,2.1499999999999915,2.049999999999997,119.1625,121.0,118.0,3.0,1.8499999999999943,117.4125,118.75,116.5,2.25,1.7999999999999972,118.55,119.6,116.95,2.6499999999999915,1.25,351,951,27,924,-852
2018-02-25,120.51,121.55,119.5,2.049999999999997,2.049999999999997,121.06,122.0,120.2,1.7999999999999972,0.5,120.32,121.35,119.5,1.8499999999999943,1.4500000000000028,120.86,122.45,119.95,2.5,-0.15000000000000568,18,59,3,56,-12
2018-03-04,119.31,120.1,118.5,1.5999999999999943,0.6500000000000057,119.55,120.1,119.1,1.0,0.5499999999999972,118.98,120.1,118.15,1.9499999999999886,1.25,119.26,119.95,118.85,1.1000000000000085,-0.3500000000000085,4,12,1,11,-9
2018-03-11,119.16,120.45,117.25,3.200000000000003,-0.9000000000000057,119.18,120.45,117.25,3.200000000000003,-0.9000000000000057,119.13,120.45,117.25,3.200000000000003,-0.9000000000000057,118.63000000000001,120.45,116.95,3.5,-1.2000000000000028,5,25,0,25,1
2018-03-18,118.88,119.35,118.35,1.0,0.5500000000000114,119.59,120.75,118.35,2.4000000000000057,0.8000000000000114,118.04,118.65,116.5,2.1500000000000057,-1.8499999999999943,118.47,119.0,117.2,1.7999999999999972,-1.1499999999999915,13572,23226,2,23224,23224
2018-03-25,118.1375,119.15,117.2,1.9500000000000028,0.5999999999999943,119.125,119.75,118.75,1.0,-0.04999999999999716,117.275,117.7,116.65,1.0499999999999972,0.75,118.25,118.95,117.75,1.2000000000000028,0.0,17552,24624,12657,11967,-11618
2018-04-01,117.41,118.7,116.7,2.0,-1.1000000000000085,118.03,119.1,117.15,1.9499999999999886,-1.0499999999999972,116.38,117.0,115.95,1.0499999999999972,0.6499999999999915,116.98,117.55,116.4,1.1499999999999915,1.0499999999999972,27675,36465,18077,18388,13273
2018-04-08,118.11999999999999,118.6,117.85,0.75,0.15000000000000568,118.78,119.45,118.35,1.1000000000000085,-0.5,117.18,117.7,116.5,1.2000000000000028,-0.6000000000000085,117.92,118.65,117.3,1.3500000000000085,-1.3500000000000085,36758,43027,26048,16979,-1835
2018-04-15,115.05,117.3,113.75,3.549999999999997,-2.299999999999997,115.55,117.35,114.6,2.75,-2.0999999999999943,113.67,114.45,113.05,1.4000000000000057,0.29999999999999716,114.54,115.75,113.55,2.200000000000003,1.5,14208,20639,632,20007,-20007
2018-04-22,117.69,119.8,116.3,3.5,3.5,118.25,120.3,117.1,3.200000000000003,3.200000000000003,117.14,119.15,116.0,3.1500000000000057,2.8500000000000085,118.06,120.35,116.85,3.5,3.3499999999999943,99,317,18,299,-297
