Date,MHK_Open_average,MHK_Open_max,MHK_Open_min,MHK_Open_volatility,MHK_Open_change,MHK_High_average,MHK_High_max,MHK_High_min,MHK_High_volatility,MHK_High_change,MHK_Low_average,MHK_Low_max,MHK_Low_min,MHK_Low_volatility,MHK_Low_change,MHK_Close_average,MHK_Close_max,MHK_Close_min,MHK_Close_volatility,MHK_Close_change,MHK_Volume_average,MHK_Volume_max,MHK_Volume_min,MHK_Volume_volatility,MHK_Volume_change
2018-01-14,277.598,279.28,275.71,3.569999999999993,3.569999999999993,279.158,280.8,277.95,2.8500000000000227,2.8500000000000227,276.17199999999997,277.93,274.46,3.4700000000000273,3.4700000000000273,277.824,279.56,274.49,5.069999999999993,5.069999999999993,479193,579199,339532,239667,65293
2018-01-21,278.498,280.17,274.49,5.680000000000007,-0.05000000000001137,280.172,281.29,276.95,4.340000000000032,0.6500000000000341,275.98,278.45,272.45,6.0,0.37000000000000455,277.99399999999997,280.69,274.56,6.1299999999999955,0.3299999999999841,619462,662643,591622,71021,33004
2018-01-28,276.168,280.27,269.24,11.029999999999973,-7.689999999999998,278.138,281.48,271.83,9.650000000000034,-8.819999999999993,271.956,277.16,262.77,14.390000000000043,-13.210000000000036,273.882,281.06,263.35,17.70999999999998,-14.989999999999952,719412,924211,483996,440215,386696
2018-02-04,260.818,267.12,253.02,14.099999999999994,-4.890000000000015,265.29,270.92,257.46,13.460000000000036,-10.870000000000005,252.91,266.06,238.63,27.430000000000007,-7.3300000000000125,259.25800000000004,268.05,249.46,18.590000000000003,-13.5,1373099,2167116,758689,1408427,134165
2018-02-11,252.3725,254.46,249.49,4.969999999999999,-1.9399999999999977,253.695,254.46,252.2,2.2600000000000193,-2.1500000000000057,249.54,250.42,249.17,1.25,0.17000000000001592,251.76,253.5,249.76,3.740000000000009,-1.5200000000000102,892886,1067949,670320,397629,102700
2018-02-18,249.212,251.93,247.0,4.930000000000007,1.9300000000000068,251.24,252.38,250.0,2.3799999999999955,0.5,246.76,247.87,246.01,1.8600000000000136,1.170000000000016,248.88,251.39,246.4,4.989999999999981,3.469999999999999,700836,902492,564888,337604,-337604
2018-02-25,242.45,251.1,235.96,15.139999999999986,-15.139999999999986,244.382,253.01,238.88,14.129999999999995,-14.109999999999985,238.462,246.54,233.68,12.859999999999985,-11.389999999999986,240.504,246.54,236.56,9.97999999999999,-8.099999999999994,917200,1196514,622712,573802,9204
2018-03-04,240.432,245.0,237.66,7.340000000000003,5.900000000000006,243.444,248.81,240.64,8.170000000000016,7.469999999999999,239.466,245.0,236.99,8.009999999999991,7.110000000000014,242.304,247.93,237.22,10.710000000000008,6.640000000000015,577911,683641,486082,197559,53975
2018-03-11,248.728,251.2,246.25,4.949999999999989,-2.789999999999992,250.406,253.55,247.8,5.75,-5.75,245.814,248.91,241.83,7.079999999999984,-7.079999999999984,247.36,250.59,243.02,7.569999999999993,-7.569999999999993,599516,1104773,437085,667688,-667688
2018-03-18,242.558,247.18,234.59,12.590000000000003,-9.389999999999986,244.642,249.65,237.87,11.780000000000001,-9.240000000000009,237.832,245.69,230.04,15.650000000000006,-12.060000000000002,239.78799999999998,247.1,230.57,16.53,-12.590000000000003,791817,1172643,418087,754556,264035
2018-03-25,231.4725,235.36,227.9,7.460000000000008,-3.140000000000015,233.1775,235.36,231.52,3.8400000000000034,-3.140000000000015,226.725,228.92,223.99,4.929999999999978,-2.6299999999999955,229.155,232.22,227.61,4.609999999999985,-0.28999999999999204,805836,1193559,563688,629871,-414823
2018-04-01,234.522,239.65,227.85,11.800000000000011,10.129999999999995,238.152,241.09,231.41,9.680000000000007,8.060000000000002,232.296,237.25,226.84,10.409999999999997,7.099999999999994,236.112,239.5,230.7,8.800000000000011,4.670000000000016,698756,935187,545021,390166,9047
2018-04-08,239.096,240.77,237.15,3.6200000000000045,2.6500000000000057,240.70600000000002,241.96,239.83,2.1299999999999955,1.9399999999999977,237.384,238.63,236.09,2.539999999999992,2.539999999999992,239.13,239.57,238.51,1.0600000000000023,0.7099999999999795,512806,718063,330558,387505,165373
2018-04-15,241.838,245.45,236.16,9.289999999999992,-5.569999999999993,243.248,247.13,237.19,9.939999999999998,-6.949999999999989,237.75400000000002,242.33,232.5,9.830000000000013,-7.8700000000000045,240.38,245.94,235.57,10.370000000000005,-7.549999999999983,736944,1156690,613938,542752,-6601
2018-04-22,225.336,236.49,214.47,22.02000000000001,-22.02000000000001,227.292,236.49,216.48,20.01000000000002,-20.01000000000002,219.574,225.96,209.47,16.49000000000001,-16.49000000000001,221.762,227.25,209.88,17.370000000000005,-17.370000000000005,1696694,3139891,1032828,2107063,544111
2018-04-29,213.484,216.6,209.75,6.849999999999994,6.849999999999994,217.212,219.39,215.55,3.839999999999975,2.0500000000000114,211.94,214.5,207.79,6.710000000000008,6.710000000000008,215.072,216.36,212.31,4.050000000000011,-0.45000000000001705,902460,1302029,579295,722734,-722734
2018-05-06,213.536,216.11,211.53,4.5800000000000125,-2.2200000000000273,214.74,217.15,213.18,3.969999999999999,-3.2600000000000193,210.396,211.89,209.14,2.75,-2.369999999999976,211.912,213.58,210.38,3.200000000000017,-2.7900000000000205,1038183,1502691,598093,904598,728748
2018-05-13,211.66400000000002,216.99,208.3,8.689999999999998,7.030000000000001,213.934,218.82,210.05,8.769999999999982,8.769999999999982,210.23,215.41,206.74,8.669999999999987,7.539999999999992,212.728,216.15,208.98,7.170000000000016,7.140000000000015,1103302,1838572,794382,1044190,226048
2018-05-20,214.1725,215.72,211.95,3.7700000000000102,-3.7700000000000102,216.125,217.56,215.47,2.0900000000000034,-2.0900000000000034,212.64249999999998,214.7,210.95,3.75,-3.1499999999999773,213.9275,215.09,212.39,2.700000000000017,-1.7299999999999898,662333,799306,436873,362433,18605
2018-05-27,208.228,211.41,204.53,6.8799999999999955,-5.8700000000000045,209.092,212.27,205.71,6.560000000000002,-4.860000000000014,205.426,208.62,203.04,5.5800000000000125,-4.740000000000009,206.888,210.64,204.04,6.599999999999994,-3.799999999999983,827826,1071583,575460,496123,290701
2018-06-03,207.282,210.77,204.84,5.930000000000007,3.8000000000000114,209.064,212.64,205.87,6.769999999999982,4.719999999999999,206.346,210.23,202.75,7.47999999999999,4.609999999999985,208.198,210.96,205.8,5.159999999999997,5.159999999999997,597225,803357,446363,356994,28598
2018-06-10,211.692,214.03,210.0,4.030000000000001,0.20000000000001705,213.714,214.64,212.12,2.519999999999982,-2.079999999999984,210.066,210.84,209.47,1.3700000000000045,-0.9399999999999977,212.166,214.11,209.61,4.5,-3.799999999999983,817595,976009,603571,372438,372438
2018-06-17,210.684,211.87,207.85,4.02000000000001,4.02000000000001,211.924,212.59,210.85,1.740000000000009,1.0200000000000102,208.946,209.87,207.85,2.0200000000000102,1.1500000000000057,211.116,211.87,210.59,1.2800000000000011,0.9099999999999966,765889,973375,571613,401762,-218832
