Date,Guggenheim Invest Defensive Equity_Open_average,Guggenheim Invest Defensive Equity_Open_max,Guggenheim Invest Defensive Equity_Open_min,Guggenheim Invest Defensive Equity_Open_volatility,Guggenheim Invest Defensive Equity_Open_change,Guggenheim Invest Defensive Equity_High_average,Guggenheim Invest Defensive Equity_High_max,Guggenheim Invest Defensive Equity_High_min,Guggenheim Invest Defensive Equity_High_volatility,Guggenheim Invest Defensive Equity_High_change,Guggenheim Invest Defensive Equity_Low_average,Guggenheim Invest Defensive Equity_Low_max,Guggenheim Invest Defensive Equity_Low_min,Guggenheim Invest Defensive Equity_Low_volatility,Guggenheim Invest Defensive Equity_Low_change,Guggenheim Invest Defensive Equity_Close_average,Guggenheim Invest Defensive Equity_Close_max,Guggenheim Invest Defensive Equity_Close_min,Guggenheim Invest Defensive Equity_Close_volatility,Guggenheim Invest Defensive Equity_Close_change
2018-05-27,46.55,46.55,46.55,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2018-06-03,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-06-10,47.14,47.14,47.14,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-06-17,46.51,46.51,46.51,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2018-06-24,46.21,46.21,46.21,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-07-01,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-07-08,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-07-15,47.68,47.68,47.68,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-07-22,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-07-29,48.6,48.6,48.6,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-08-05,48.21,48.21,48.21,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-08-12,49.03,49.03,49.03,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-08-19,49.27,49.27,49.27,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-08-26,49.47,49.47,49.47,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2018-09-02,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-09-09,50.04,50.04,50.04,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-09-16,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2018-09-23,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-09-30,49.54,49.54,49.54,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-10-07,47.17,47.17,47.17,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-10-14,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-10-21,46.6,46.6,46.6,0.0,0.0,46.85,46.85,46.85,0.0,0.0,45.59,45.59,45.59,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-10-28,47.29,47.29,47.29,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2018-11-04,48.81,48.81,48.81,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2018-11-11,48.41,48.41,48.41,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-11-18,47.51,47.51,47.51,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-11-25,49.3,49.3,49.3,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-12-02,46.84,46.84,46.84,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.04,46.04,46.04,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-12-09,46.12,46.12,46.12,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-12-16,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2018-12-23,43.75,43.75,43.75,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.53,43.53,43.53,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-12-30,44.08,44.08,44.08,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-01-06,44.78,44.78,44.78,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-01-13,46.14,46.14,46.14,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-01-20,45.94,45.94,45.94,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-01-27,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-02-03,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-02-10,48.82,48.82,48.82,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-02-17,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-02-24,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2019-03-03,48.87,48.87,48.87,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.79,48.79,48.79,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-03-10,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-03-17,49.01,49.01,49.01,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-03-24,50.02,50.02,50.02,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-03-31,50.63,50.63,50.63,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-04-07,50.99,50.99,50.99,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-04-14,50.35,50.35,50.35,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-04-21,51.28,51.28,51.28,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-04-28,50.74,50.74,50.74,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-05-05,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-05-12,50.54,50.54,50.54,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-05-19,50.77,50.77,50.77,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-05-26,50.12,50.12,50.12,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-06-02,52.43,52.43,52.43,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-06-09,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-06-16,53.08,53.08,53.08,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-06-23,53.26,53.26,53.26,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-06-30,53.7,53.7,53.7,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-07-07,53.97,53.97,53.97,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2019-07-14,53.4,53.4,53.4,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-07-21,54.1,54.1,54.1,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-07-28,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-08-04,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-08-11,53.07,53.07,53.07,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-08-18,52.0,52.0,52.0,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-08-25,53.46,53.46,53.46,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-09-01,54.31,54.31,54.31,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-09-08,53.94,53.94,53.94,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-09-15,54.0,54.0,54.0,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-09-22,54.07,54.07,54.07,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-09-29,53.45,53.45,53.45,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-10-06,53.7,53.7,53.7,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-10-13,54.31,54.31,54.31,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-10-20,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-10-27,54.76,54.76,54.76,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-11-03,54.14,54.14,54.14,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-11-10,54.86,54.86,54.86,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-11-17,55.21,55.21,55.21,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2019-11-24,55.71,55.71,55.71,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2019-12-01,55.77,55.77,55.77,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-12-08,56.0,56.0,56.0,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-12-15,56.31,56.31,56.31,0.0,0.0,56.31,56.31,56.31,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-12-22,55.82,55.82,55.82,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-12-29,55.47,55.47,55.47,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.86,55.86,55.86,0.0,0.0
