Date,ProShares SP MidCap 400 Dividend_Open_average,ProShares SP MidCap 400 Dividend_Open_max,ProShares SP MidCap 400 Dividend_Open_min,ProShares SP MidCap 400 Dividend_Open_volatility,ProShares SP MidCap 400 Dividend_Open_change,ProShares SP MidCap 400 Dividend_High_average,ProShares SP MidCap 400 Dividend_High_max,ProShares SP MidCap 400 Dividend_High_min,ProShares SP MidCap 400 Dividend_High_volatility,ProShares SP MidCap 400 Dividend_High_change,ProShares SP MidCap 400 Dividend_Low_average,ProShares SP MidCap 400 Dividend_Low_max,ProShares SP MidCap 400 Dividend_Low_min,ProShares SP MidCap 400 Dividend_Low_volatility,ProShares SP MidCap 400 Dividend_Low_change,ProShares SP MidCap 400 Dividend_Close_average,ProShares SP MidCap 400 Dividend_Close_max,ProShares SP MidCap 400 Dividend_Close_min,ProShares SP MidCap 400 Dividend_Close_volatility,ProShares SP MidCap 400 Dividend_Close_change
2018-05-27,54.33,54.33,54.33,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-06-03,55.02,55.02,55.02,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-06-10,55.0,55.0,55.0,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2018-06-17,54.94,54.94,54.94,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-06-24,54.21,54.21,54.21,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2018-07-01,55.85,55.85,55.85,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2018-07-08,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2018-07-15,55.42,55.42,55.42,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-07-22,55.44,55.44,55.44,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2018-07-29,56.36,56.36,56.36,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2018-08-05,56.43,56.43,56.43,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2018-08-12,57.75,57.75,57.75,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2018-08-19,57.79,57.79,57.79,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2018-08-26,57.42,57.42,57.42,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-09-02,57.79,57.79,57.79,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-09-09,58.31,58.31,58.31,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2018-09-16,58.25,58.25,58.25,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2018-09-23,57.14,57.14,57.14,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2018-09-30,56.13,56.13,56.13,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2018-10-07,53.56,53.56,53.56,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.56,53.56,53.56,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-10-14,54.47,54.47,54.47,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2018-10-21,53.69,53.69,53.69,0.0,0.0,54.07,54.07,54.07,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-10-28,55.12,55.12,55.12,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-11-04,55.76,55.76,55.76,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2018-11-11,56.27,56.27,56.27,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-11-18,55.82,55.82,55.82,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2018-11-25,56.92,56.92,56.92,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2018-12-02,54.4,54.4,54.4,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.61,53.61,53.61,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-12-09,53.73,53.73,53.73,0.0,0.0,54.01,54.01,54.01,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-12-16,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-12-23,51.47,51.47,51.47,0.0,0.0,51.74,51.74,51.74,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2018-12-30,51.59,51.59,51.59,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.59,51.59,51.59,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2019-01-06,52.91,52.91,52.91,0.0,0.0,53.34,53.34,53.34,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-01-13,54.92,54.92,54.92,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.68,54.68,54.68,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-01-20,54.66,54.66,54.66,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-01-27,55.2,55.2,55.2,0.0,0.0,55.56,55.56,55.56,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-02-03,55.83,55.83,55.83,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2019-02-10,56.71,56.71,56.71,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2019-02-17,57.92,57.92,57.92,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-02-24,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0,56.69,56.69,56.69,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-03-03,56.14,56.14,56.14,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-03-10,56.57,56.57,56.57,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2019-03-17,55.07,55.07,55.07,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-03-24,56.76,56.76,56.76,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-03-31,57.53,57.53,57.53,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2019-04-07,58.09,58.09,58.09,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2019-04-14,57.77,57.77,57.77,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-04-21,58.75,58.75,58.75,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-04-28,58.92,58.92,58.92,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-05-05,57.63,57.63,57.63,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-05-12,57.25,57.25,57.25,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-05-19,56.98,56.98,56.98,0.0,0.0,57.16,57.16,57.16,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-05-26,55.45,55.45,55.45,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-06-02,57.79,57.79,57.79,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-06-09,58.21,58.21,58.21,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2019-06-16,58.61,58.61,58.61,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2019-06-23,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2019-06-30,58.83,58.83,58.83,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2019-07-07,59.14,59.14,59.14,0.0,0.0,59.14,59.14,59.14,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2019-07-14,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2019-07-21,59.39,59.39,59.39,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-07-28,57.13,57.13,57.13,0.0,0.0,57.13,57.13,57.13,0.0,0.0,55.83,55.83,55.83,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-08-04,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-08-11,57.31,57.31,57.31,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2019-08-18,56.22,56.22,56.22,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2019-08-25,57.13,57.13,57.13,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-09-01,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2019-09-08,58.92,58.92,58.92,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-09-15,58.29,58.29,58.29,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2019-09-22,57.92,57.92,57.92,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-09-29,56.95,56.95,56.95,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-10-06,57.51,57.51,57.51,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2019-10-13,58.64,58.64,58.64,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-10-20,59.27,59.27,59.27,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-10-27,59.7,59.7,59.7,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-11-03,59.1,59.1,59.1,0.0,0.0,59.28,59.28,59.28,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-11-10,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-11-17,59.04,59.04,59.04,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-11-24,59.43,59.43,59.43,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-12-01,59.65,59.65,59.65,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-12-08,60.27,60.27,60.27,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-12-15,60.94,60.94,60.94,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2019-12-22,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-12-29,59.54,59.54,59.54,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.87,59.87,59.87,0.0,0.0
