Date,PureFunds Drone Economy Strategy_etf_Open_average,PureFunds Drone Economy Strategy_etf_Open_max,PureFunds Drone Economy Strategy_etf_Open_min,PureFunds Drone Economy Strategy_etf_Open_volatility,PureFunds Drone Economy Strategy_etf_Open_change,PureFunds Drone Economy Strategy_etf_High_average,PureFunds Drone Economy Strategy_etf_High_max,PureFunds Drone Economy Strategy_etf_High_min,PureFunds Drone Economy Strategy_etf_High_volatility,PureFunds Drone Economy Strategy_etf_High_change,PureFunds Drone Economy Strategy_etf_Low_average,PureFunds Drone Economy Strategy_etf_Low_max,PureFunds Drone Economy Strategy_etf_Low_min,PureFunds Drone Economy Strategy_etf_Low_volatility,PureFunds Drone Economy Strategy_etf_Low_change,PureFunds Drone Economy Strategy_etf_Close_average,PureFunds Drone Economy Strategy_etf_Close_max,PureFunds Drone Economy Strategy_etf_Close_min,PureFunds Drone Economy Strategy_etf_Close_volatility,PureFunds Drone Economy Strategy_etf_Close_change
2018-03-25,34.6,34.6,34.6,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-04-01,34.4,34.4,34.4,0.0,0.0,34.66,34.66,34.66,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-04-08,35.75,35.75,35.75,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-04-15,36.03,36.03,36.03,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-04-22,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2018-04-29,34.34,34.34,34.34,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-05-06,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-05-13,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-05-20,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-05-27,35.07,35.07,35.07,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-06-03,35.72,35.72,35.72,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-06-10,35.68,35.68,35.68,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-06-17,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2018-06-24,35.16,35.16,35.16,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-07-01,35.27,35.27,35.27,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-07-08,35.33,35.33,35.33,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2018-07-15,35.78,35.78,35.78,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-07-22,35.73,35.73,35.73,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-07-29,35.83,35.83,35.83,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-08-05,35.32,35.32,35.32,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-08-12,35.75,35.75,35.75,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-08-19,36.62,36.62,36.62,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-08-26,36.72,36.72,36.72,0.0,0.0,36.9,36.9,36.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-09-02,37.38,37.38,37.38,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-09-09,38.97,38.97,38.97,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-09-16,38.95,38.95,38.95,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-09-23,38.95,38.95,38.95,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2018-09-30,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2018-10-07,35.34,35.34,35.34,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-10-14,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-10-21,33.0,33.0,33.0,0.0,0.0,33.74,33.74,33.74,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-10-28,34.91,34.91,34.91,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-11-04,35.33,35.33,35.33,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-11-11,34.17,34.17,34.17,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-11-18,31.3,31.3,31.3,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-11-25,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-12-02,30.97,30.97,30.97,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-12-09,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-12-16,29.21,29.21,29.21,0.0,0.0,29.42,29.42,29.42,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-12-23,29.4,29.4,29.4,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-12-30,28.53,28.53,28.53,0.0,0.0,29.83,29.83,29.83,0.0,0.0,28.06,28.06,28.06,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-01-06,30.79,30.79,30.79,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.79,30.79,30.79,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-01-13,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-01-20,31.99,31.99,31.99,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-01-27,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-02-03,32.68,32.68,32.68,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-02-10,33.99,33.99,33.99,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-02-17,34.7,34.7,34.7,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-02-24,34.73,34.73,34.73,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-03-03,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-03-10,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-03-17,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-03-24,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-03-31,34.46,34.46,34.46,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-04-07,34.4,34.4,34.4,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-04-14,34.8,34.8,34.8,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2019-04-21,35.03,35.03,35.03,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-04-28,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-05-05,33.8,33.8,33.8,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.7,33.7,33.7,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-05-12,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-05-19,33.15,33.15,33.15,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-05-26,32.69,32.69,32.69,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-06-02,34.01,34.01,34.01,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-06-09,34.02,34.02,34.02,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-06-16,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-06-23,34.73,34.73,34.73,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-06-30,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-07-07,34.68,34.68,34.68,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-07-14,34.54,34.54,34.54,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-07-21,35.32,35.32,35.32,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-07-28,34.33,34.33,34.33,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-08-04,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-08-11,33.37,33.37,33.37,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-08-18,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-08-25,34.63,34.63,34.63,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-09-01,35.71,35.71,35.71,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-09-08,36.82,36.82,36.82,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-09-15,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-09-22,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-09-29,34.7,34.7,34.7,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-10-06,34.81,34.81,34.81,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-10-13,35.4,35.4,35.4,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-10-20,35.42,35.42,35.42,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-10-27,35.81,35.81,35.81,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-11-03,36.62,36.62,36.62,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-11-10,36.61,36.61,36.61,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2019-11-17,36.12,36.12,36.12,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-11-24,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-12-01,36.36,36.36,36.36,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-12-08,36.6,36.6,36.6,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-12-15,37.14,37.14,37.14,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-12-22,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-12-29,37.71,37.71,37.71,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.89,37.89,37.89,0.0,0.0
