Date,iShares MSCI All Country Asia ex Japan_Open_average,iShares MSCI All Country Asia ex Japan_Open_max,iShares MSCI All Country Asia ex Japan_Open_min,iShares MSCI All Country Asia ex Japan_Open_volatility,iShares MSCI All Country Asia ex Japan_Open_change,iShares MSCI All Country Asia ex Japan_High_average,iShares MSCI All Country Asia ex Japan_High_max,iShares MSCI All Country Asia ex Japan_High_min,iShares MSCI All Country Asia ex Japan_High_volatility,iShares MSCI All Country Asia ex Japan_High_change,iShares MSCI All Country Asia ex Japan_Low_average,iShares MSCI All Country Asia ex Japan_Low_max,iShares MSCI All Country Asia ex Japan_Low_min,iShares MSCI All Country Asia ex Japan_Low_volatility,iShares MSCI All Country Asia ex Japan_Low_change,iShares MSCI All Country Asia ex Japan_Close_average,iShares MSCI All Country Asia ex Japan_Close_max,iShares MSCI All Country Asia ex Japan_Close_min,iShares MSCI All Country Asia ex Japan_Close_volatility,iShares MSCI All Country Asia ex Japan_Close_change
2018-04-22,77.04,77.04,77.04,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.25,76.25,76.25,0.0,0.0,76.25,76.25,76.25,0.0,0.0
2018-04-29,75.17,75.17,75.17,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.04,75.04,75.04,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2018-05-06,77.85,77.85,77.85,0.0,0.0,78.14,78.14,78.14,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.7,77.7,77.7,0.0,0.0
2018-05-13,76.74,76.74,76.74,0.0,0.0,76.92,76.92,76.92,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2018-05-20,76.44,76.44,76.44,0.0,0.0,76.93,76.93,76.93,0.0,0.0,76.43,76.43,76.43,0.0,0.0,76.89,76.89,76.89,0.0,0.0
2018-05-27,77.25,77.25,77.25,0.0,0.0,77.71,77.71,77.71,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.61,77.61,77.61,0.0,0.0
2018-06-03,77.7,77.7,77.7,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.52,77.52,77.52,0.0,0.0,77.71,77.71,77.71,0.0,0.0
2018-06-10,74.76,74.76,74.76,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.35,74.35,74.35,0.0,0.0,74.84,74.84,74.84,0.0,0.0
2018-06-17,72.4,72.4,72.4,0.0,0.0,72.42,72.42,72.42,0.0,0.0,71.39,71.39,71.39,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2018-06-24,70.41,70.41,70.41,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.78,70.78,70.78,0.0,0.0
2018-07-01,72.02,72.02,72.02,0.0,0.0,72.45,72.45,72.45,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.43,72.43,72.43,0.0,0.0
2018-07-08,71.61,71.61,71.61,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.59,71.59,71.59,0.0,0.0
2018-07-15,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2018-07-22,72.93,72.93,72.93,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2018-07-29,71.29,71.29,71.29,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.29,71.29,71.29,0.0,0.0
2018-08-05,70.73,70.73,70.73,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.18,70.18,70.18,0.0,0.0
2018-08-12,69.97,69.97,69.97,0.0,0.0,70.18,70.18,70.18,0.0,0.0,69.81,69.81,69.81,0.0,0.0,70.16,70.16,70.16,0.0,0.0
2018-08-19,72.03,72.03,72.03,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2018-08-26,71.02,71.02,71.02,0.0,0.0,71.67,71.67,71.67,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2018-09-02,68.55,68.55,68.55,0.0,0.0,68.57,68.57,68.57,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2018-09-09,68.96,68.96,68.96,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.71,68.71,68.71,0.0,0.0
2018-09-16,70.3,70.3,70.3,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2018-09-23,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2018-09-30,65.68,65.68,65.68,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.58,65.58,65.58,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2018-10-07,64.33,64.33,64.33,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2018-10-14,65.01,65.01,65.01,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2018-10-21,62.41,62.41,62.41,0.0,0.0,62.47,62.47,62.47,0.0,0.0,60.48,60.48,60.48,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2018-10-28,65.31,65.31,65.31,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2018-11-04,63.9,63.9,63.9,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-11-11,65.6,65.6,65.6,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2018-11-18,65.67,65.67,65.67,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2018-11-25,68.43,68.43,68.43,0.0,0.0,68.6,68.6,68.6,0.0,0.0,67.87,67.87,67.87,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2018-12-02,64.33,64.33,64.33,0.0,0.0,64.58,64.58,64.58,0.0,0.0,63.49,63.49,63.49,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2018-12-09,65.08,65.08,65.08,0.0,0.0,65.31,65.31,65.31,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2018-12-16,62.6,62.6,62.6,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-12-23,64.21,64.21,64.21,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2018-12-30,63.62,63.62,63.62,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.5,63.5,63.5,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-01-06,64.63,64.63,64.63,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2019-01-13,66.73,66.73,66.73,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-01-20,66.98,66.98,66.98,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.74,66.74,66.74,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-01-27,68.4,68.4,68.4,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-02-03,68.49,68.49,68.49,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2019-02-10,68.33,68.33,68.33,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2019-02-17,70.77,70.77,70.77,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2019-02-24,69.89,69.89,69.89,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.07,69.07,69.07,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-03-03,68.73,68.73,68.73,0.0,0.0,69.43,69.43,69.43,0.0,0.0,68.7,68.7,68.7,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-03-10,70.77,70.77,70.77,0.0,0.0,70.98,70.98,70.98,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2019-03-17,69.38,69.38,69.38,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2019-03-24,71.5,71.5,71.5,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2019-03-31,72.66,72.66,72.66,0.0,0.0,73.02,73.02,73.02,0.0,0.0,72.56,72.56,72.56,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-04-07,72.93,72.93,72.93,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2019-04-14,72.41,72.41,72.41,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2019-04-21,72.37,72.37,72.37,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2019-04-28,70.62,70.62,70.62,0.0,0.0,71.49,71.49,71.49,0.0,0.0,70.56,70.56,70.56,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-05-05,66.75,66.75,66.75,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2019-05-12,66.04,66.04,66.04,0.0,0.0,66.16,66.16,66.16,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2019-05-19,65.78,65.78,65.78,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.35,65.35,65.35,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2019-05-26,66.39,66.39,66.39,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2019-06-02,67.31,67.31,67.31,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2019-06-09,66.16,66.16,66.16,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-06-16,69.37,69.37,69.37,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.32,69.32,69.32,0.0,0.0
2019-06-23,71.05,71.05,71.05,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2019-06-30,69.13,69.13,69.13,0.0,0.0,69.24,69.24,69.24,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.13,69.13,69.13,0.0,0.0
2019-07-07,69.72,69.72,69.72,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-07-14,69.75,69.75,69.75,0.0,0.0,69.84,69.84,69.84,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2019-07-21,69.15,69.15,69.15,0.0,0.0,69.22,69.22,69.22,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2019-07-28,63.91,63.91,63.91,0.0,0.0,63.94,63.94,63.94,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2019-08-04,63.62,63.62,63.62,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2019-08-11,65.54,65.54,65.54,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2019-08-18,64.32,64.32,64.32,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-08-25,65.42,65.42,65.42,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-09-01,67.31,67.31,67.31,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2019-09-08,68.16,68.16,68.16,0.0,0.0,68.34,68.34,68.34,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2019-09-15,67.41,67.41,67.41,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-09-22,66.49,66.49,66.49,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2019-09-29,66.01,66.01,66.01,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-10-06,67.75,67.75,67.75,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-10-13,68.51,68.51,68.51,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2019-10-20,69.43,69.43,69.43,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2019-10-27,71.25,71.25,71.25,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.06,71.06,71.06,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2019-11-03,70.52,70.52,70.52,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2019-11-10,70.31,70.31,70.31,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2019-11-17,70.48,70.48,70.48,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2019-11-24,69.72,69.72,69.72,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.44,69.44,69.44,0.0,0.0
2019-12-01,70.06,70.06,70.06,0.0,0.0,70.24,70.24,70.24,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-12-08,72.01,72.01,72.01,0.0,0.0,72.18,72.18,72.18,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2019-12-15,72.96,72.96,72.96,0.0,0.0,73.03,73.03,73.03,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2019-12-22,73.86,73.86,73.86,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.17,73.17,73.17,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2019-12-29,73.81,73.81,73.81,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.62,73.62,73.62,0.0,0.0,73.72,73.72,73.72,0.0,0.0
