Date,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Open_average,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Open_max,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Open_min,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Open_volatility,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Open_change,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_High_average,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_High_max,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_High_min,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_High_volatility,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_High_change,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Low_average,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Low_max,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Low_min,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Low_volatility,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Low_change,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Close_average,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Close_max,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Close_min,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Close_volatility,Credit Suisse X-Links Monthly Pay 2xLeveraged AlerEtf_Close_change
2018-01-14,21.8,21.8,21.8,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.8,21.8,21.8,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-01-21,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-01-28,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-02-04,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-02-11,17.58,17.58,17.58,0.0,0.0,19.54,19.54,19.54,0.0,0.0,17.58,17.58,17.58,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2018-02-18,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2018-02-25,16.6,16.6,16.6,0.0,0.0,17.31,17.31,17.31,0.0,0.0,16.59,16.59,16.59,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-03-04,17.2,17.2,17.2,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2018-03-11,15.85,15.85,15.85,0.0,0.0,16.15,16.15,16.15,0.0,0.0,15.85,15.85,15.85,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-03-18,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2018-03-25,13.95,13.95,13.95,0.0,0.0,14.45,14.45,14.45,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.09,14.09,14.09,0.0,0.0
2018-04-01,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.75,13.75,13.75,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2018-04-08,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2018-04-15,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-04-22,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-04-29,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2018-05-06,17.01,17.01,17.01,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2018-05-13,18.11,18.11,18.11,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
