Date,AFL_stock_Open_average,AFL_stock_Open_max,AFL_stock_Open_min,AFL_stock_Open_volatility,AFL_stock_Open_change,AFL_stock_High_average,AFL_stock_High_max,AFL_stock_High_min,AFL_stock_High_volatility,AFL_stock_High_change,AFL_stock_Low_average,AFL_stock_Low_max,AFL_stock_Low_min,AFL_stock_Low_volatility,AFL_stock_Low_change,AFL_stock_Close_average,AFL_stock_Close_max,AFL_stock_Close_min,AFL_stock_Close_volatility,AFL_stock_Close_change,AFL_stock_Volume_average,AFL_stock_Volume_max,AFL_stock_Volume_min,AFL_stock_Volume_volatility,AFL_stock_Volume_change
2018-01-14,43.28,43.91,42.49,1.4199999999999946,0.7100000000000009,43.8875,44.17,43.55,0.6200000000000045,0.15000000000000568,42.99,43.27,42.46,0.8100000000000023,0.6999999999999957,43.435,43.91,43.2,0.7099999999999937,0.20999999999999375,6818237,10066210,3745242,6320968,-6320968
2018-01-21,44.202,44.7,43.66,1.0400000000000063,0.7000000000000028,44.614,45.52,44.1,1.4200000000000017,1.4200000000000017,44.04,44.7,43.63,1.0700000000000003,1.0400000000000063,44.46,45.49,43.84,1.6499999999999986,1.6499999999999986,4707971,5099502,4072254,1027248,-715534
2018-01-28,44.672,45.39,44.29,1.1000000000000014,-0.5900000000000034,45.038000000000004,45.51,44.45,1.0599999999999952,-0.22999999999999687,44.292,44.73,43.89,0.8399999999999963,-0.3200000000000003,44.494,44.84,44.1,0.740000000000002,-0.29000000000000625,5186699,7420580,4216084,3204496,480990
2018-02-04,42.896,44.33,42.15,2.1799999999999997,-2.1799999999999997,43.354,44.55,42.62,1.9299999999999997,-1.9299999999999997,42.074,43.02,41.41,1.6100000000000065,-1.6100000000000065,42.542,43.1,41.62,1.480000000000004,-0.7199999999999989,5563110,7481866,4643682,2838184,355374
2018-02-11,43.278,44.09,42.45,1.6400000000000006,1.490000000000002,43.878,45.02,42.91,2.1100000000000065,2.1100000000000065,43.102,44.04,42.12,1.9200000000000017,1.9200000000000017,43.692,44.83,42.56,2.269999999999996,2.269999999999996,3903359,4493478,3425338,1068140,505858
2018-02-18,44.445,44.6,44.38,0.21999999999999886,0.01999999999999602,44.9825,45.34,44.78,0.5600000000000023,-0.12999999999999545,44.3,44.4,44.16,0.240000000000002,0.0899999999999963,44.4875,44.78,44.27,0.509999999999998,0.3200000000000003,4117023,4555060,3153436,1401624,-1401624
2018-02-25,44.72,45.3,43.7,1.5999999999999943,-1.2299999999999969,45.054,45.63,43.89,1.740000000000002,-1.509999999999998,44.12,44.92,43.16,1.7600000000000051,-1.5,44.48,45.38,43.76,1.6200000000000045,-1.6200000000000045,4423605,5099308,3636302,1463006,1463006
2018-03-04,44.262,45.04,43.55,1.490000000000002,1.490000000000002,44.852000000000004,45.85,44.45,1.3999999999999986,1.3900000000000006,44.106,45.0,43.48,1.5200000000000031,1.5200000000000031,44.744,45.84,44.12,1.720000000000006,1.720000000000006,4058064,6128742,3276116,2852626,-367456
2018-03-11,45.426,45.76,45.12,0.6400000000000006,-0.6400000000000006,45.578,45.88,45.35,0.5300000000000011,-0.4200000000000017,45.084,45.27,44.93,0.3400000000000034,-0.3400000000000034,45.228,45.41,45.01,0.3999999999999986,-0.1699999999999946,4830454,8094278,3445940,4648338,4648338
2018-03-18,45.054,45.5,44.48,1.0200000000000031,-0.9500000000000028,45.348,45.74,44.72,1.0200000000000031,-0.8000000000000043,44.39,45.24,43.23,2.010000000000005,-1.0800000000000054,44.644,45.43,43.35,2.0799999999999983,-1.3500000000000014,4880986,5500499,4228190,1272309,-770686
2018-03-25,43.755,43.92,43.52,0.3999999999999986,-0.14999999999999858,44.055,44.23,43.93,0.29999999999999716,-0.19999999999999574,43.394999999999996,43.66,43.16,0.5,0.09999999999999432,43.72,44.09,43.48,0.6100000000000065,-0.3300000000000054,4794644,8107149,2898807,5208342,-551519
2018-04-01,43.662,44.49,43.14,1.3500000000000014,-0.35999999999999943,44.152,44.49,43.77,0.7199999999999989,0.03999999999999915,43.083999999999996,43.66,42.42,1.2399999999999949,0.6400000000000006,43.594,44.24,42.97,1.2700000000000031,0.3999999999999986,4550413,7055766,3210854,3844912,359935
