Date,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Open_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Open_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Open_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Open_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_High_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_High_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_High_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_High_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_High_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Low_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Low_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Low_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Low_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Close_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Close_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Close_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_etf_Close_change
2018-01-14,134.09,134.09,134.09,0.0,0.0,135.22,135.22,135.22,0.0,0.0,134.09,134.09,134.09,0.0,0.0,135.14,135.14,135.14,0.0,0.0
2018-01-21,136.58,136.58,136.58,0.0,0.0,137.35,137.35,137.35,0.0,0.0,136.35,136.35,136.35,0.0,0.0,137.26,137.26,137.26,0.0,0.0
2018-01-28,134.85,134.85,134.85,0.0,0.0,134.85,134.85,134.85,0.0,0.0,132.07,132.07,132.07,0.0,0.0,132.08,132.08,132.08,0.0,0.0
2018-02-04,128.01,128.01,128.01,0.0,0.0,128.67,128.67,128.67,0.0,0.0,125.46,125.46,125.46,0.0,0.0,128.08,128.08,128.08,0.0,0.0
2018-02-11,131.97,131.97,131.97,0.0,0.0,133.03,133.03,133.03,0.0,0.0,131.6,131.6,131.6,0.0,0.0,132.84,132.84,132.84,0.0,0.0
2018-02-18,129.14,129.14,129.14,0.0,0.0,129.94,129.94,129.94,0.0,0.0,128.61,128.61,128.61,0.0,0.0,129.85,129.85,129.85,0.0,0.0
2018-02-25,126.88,126.88,126.88,0.0,0.0,128.93,128.93,128.93,0.0,0.0,126.88,126.88,126.88,0.0,0.0,128.82,128.82,128.82,0.0,0.0
2018-03-04,130.15,130.15,130.15,0.0,0.0,130.6,130.6,130.6,0.0,0.0,129.94,129.94,129.94,0.0,0.0,130.2,130.2,130.2,0.0,0.0
2018-03-11,127.56,127.56,127.56,0.0,0.0,128.21,128.21,128.21,0.0,0.0,127.41,127.41,127.41,0.0,0.0,127.94,127.94,127.94,0.0,0.0
2018-03-18,124.0,124.0,124.0,0.0,0.0,124.58,124.58,124.58,0.0,0.0,122.23,122.23,122.23,0.0,0.0,122.33,122.33,122.33,0.0,0.0
2018-03-25,125.87,125.87,125.87,0.0,0.0,126.88,126.88,126.88,0.0,0.0,125.87,125.87,125.87,0.0,0.0,126.62,126.62,126.62,0.0,0.0
2018-04-01,126.36,126.36,126.36,0.0,0.0,127.69,127.69,127.69,0.0,0.0,125.15,125.15,125.15,0.0,0.0,125.84,125.84,125.84,0.0,0.0
2018-04-08,125.81,125.81,125.81,0.0,0.0,125.84,125.84,125.84,0.0,0.0,125.15,125.15,125.15,0.0,0.0,125.39,125.39,125.39,0.0,0.0
2018-04-15,124.04,124.04,124.04,0.0,0.0,124.27,124.27,124.27,0.0,0.0,121.64,121.64,121.64,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2018-04-22,122.58,122.58,122.58,0.0,0.0,124.28,124.28,124.28,0.0,0.0,122.58,122.58,122.58,0.0,0.0,123.99,123.99,123.99,0.0,0.0
2018-04-29,118.49,118.49,118.49,0.0,0.0,120.81,120.81,120.81,0.0,0.0,118.49,118.49,118.49,0.0,0.0,120.28,120.28,120.28,0.0,0.0
2018-05-06,120.87,120.87,120.87,0.0,0.0,121.1,121.1,121.1,0.0,0.0,120.16,120.16,120.16,0.0,0.0,120.42,120.42,120.42,0.0,0.0
2018-05-13,120.05,120.05,120.05,0.0,0.0,120.23,120.23,120.23,0.0,0.0,118.9,118.9,118.9,0.0,0.0,119.58,119.58,119.58,0.0,0.0
2018-05-20,120.06,120.06,120.06,0.0,0.0,121.37,121.37,121.37,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.61,120.61,120.61,0.0,0.0
2018-05-27,119.91,119.91,119.91,0.0,0.0,120.09,120.09,120.09,0.0,0.0,119.44,119.44,119.44,0.0,0.0,119.53,119.53,119.53,0.0,0.0
2018-06-03,120.42,120.42,120.42,0.0,0.0,122.06,122.06,122.06,0.0,0.0,120.42,120.42,120.42,0.0,0.0,122.06,122.06,122.06,0.0,0.0
2018-06-10,122.95,122.95,122.95,0.0,0.0,124.65,124.65,124.65,0.0,0.0,122.75,122.75,122.75,0.0,0.0,124.65,124.65,124.65,0.0,0.0
2018-06-17,124.16,124.16,124.16,0.0,0.0,125.31,125.31,125.31,0.0,0.0,124.16,124.16,124.16,0.0,0.0,125.28,125.28,125.28,0.0,0.0
2018-06-24,124.96,124.96,124.96,0.0,0.0,125.6,125.6,125.6,0.0,0.0,124.44,124.44,124.44,0.0,0.0,125.0,125.0,125.0,0.0,0.0
2018-07-01,126.39,126.39,126.39,0.0,0.0,127.41,127.41,127.41,0.0,0.0,126.26,126.26,126.26,0.0,0.0,126.99,126.99,126.99,0.0,0.0
2018-07-08,126.68,126.68,126.68,0.0,0.0,127.78,127.78,127.78,0.0,0.0,126.68,126.68,126.68,0.0,0.0,127.55,127.55,127.55,0.0,0.0
2018-07-15,126.2,126.2,126.2,0.0,0.0,126.78,126.78,126.78,0.0,0.0,125.95,125.95,125.95,0.0,0.0,126.58,126.58,126.58,0.0,0.0
2018-07-22,127.75,127.75,127.75,0.0,0.0,128.26,128.26,128.26,0.0,0.0,127.53,127.53,127.53,0.0,0.0,127.68,127.68,127.68,0.0,0.0
