Date,MATW_stock_Open_average,MATW_stock_Open_max,MATW_stock_Open_min,MATW_stock_Open_volatility,MATW_stock_Open_change,MATW_stock_High_average,MATW_stock_High_max,MATW_stock_High_min,MATW_stock_High_volatility,MATW_stock_High_change,MATW_stock_Low_average,MATW_stock_Low_max,MATW_stock_Low_min,MATW_stock_Low_volatility,MATW_stock_Low_change,MATW_stock_Close_average,MATW_stock_Close_max,MATW_stock_Close_min,MATW_stock_Close_volatility,MATW_stock_Close_change,MATW_stock_Volume_average,MATW_stock_Volume_max,MATW_stock_Volume_min,MATW_stock_Volume_volatility,MATW_stock_Volume_change
2018-01-14,52.4375,52.85,51.65,1.2000000000000028,1.1499999999999986,53.0875,53.65,52.7,0.9499999999999957,0.9499999999999957,52.0625,52.75,51.45,1.2999999999999972,1.2999999999999972,52.8825,53.5,52.2,1.2999999999999972,1.2999999999999972,112601,121093,96331,24762,-24762
2018-01-21,54.04,56.35,53.0,3.3500000000000014,2.950000000000003,55.374,59.85,53.42,6.43,6.25,53.76,56.3,52.75,3.549999999999997,3.3499999999999943,54.82,58.2,52.95,5.25,4.850000000000001,206782,294344,79973,214371,170084
2018-01-28,56.19,58.05,55.15,2.8999999999999986,-2.8999999999999986,56.53,58.3,55.15,3.1499999999999986,-3.1499999999999986,55.06,56.0,53.75,2.25,-2.25,55.53,56.05,54.4,1.6499999999999986,-1.6499999999999986,181110,224280,157373,66907,56157
2018-02-04,52.69,53.9,51.25,2.6499999999999986,-1.3999999999999986,53.72,54.4,53.1,1.2999999999999972,-0.5499999999999972,51.83,52.45,50.95,1.5,0.20000000000000284,52.63,53.55,51.85,1.6999999999999957,1.6999999999999957,227171,384112,124476,259636,55859
2018-02-11,53.1,53.7,52.35,1.3500000000000014,-0.6000000000000014,53.74,54.25,53.1,1.1499999999999986,-0.29999999999999716,52.43,52.9,52.0,0.8999999999999986,0.14999999999999858,53.11,53.75,52.45,1.2999999999999972,-0.20000000000000284,154022,198863,113664,85199,-42465
2018-02-18,52.7375,53.4,52.35,1.0499999999999972,-0.75,53.3,53.85,52.85,1.0,-0.6000000000000014,52.125,52.3,52.0,0.29999999999999716,-0.29999999999999716,52.4,52.75,52.2,0.5499999999999972,0.3999999999999986,124951,201400,70198,131202,-115487
2018-02-25,52.199999999999996,52.9,51.2,1.6999999999999957,-1.25,53.456,53.75,52.95,0.7999999999999972,0.22999999999999687,51.45,52.45,50.4,2.0500000000000043,-1.5500000000000043,52.42,53.4,51.25,2.1499999999999986,0.10000000000000142,128054,200187,74883,125304,79599
2018-03-04,54.11,55.05,53.3,1.75,0.9000000000000057,54.784,55.4,54.15,1.25,0.6499999999999986,53.199999999999996,53.8,52.4,1.3999999999999986,1.2000000000000028,54.33,54.9,53.8,1.1000000000000014,0.8999999999999986,128863,144220,119900,24320,2840
2018-03-11,53.97,55.0,52.5,2.5,-2.5,54.41,55.3,53.15,2.1499999999999986,-2.1499999999999986,53.28,54.3,52.4,1.8999999999999986,-1.8499999999999943,53.42,54.35,52.45,1.8999999999999986,-1.4500000000000028,192645,437512,103735,333777,333777
2018-03-18,51.86,52.5,51.35,1.1499999999999986,-1.1499999999999986,52.374,53.35,51.5,1.8500000000000014,-1.8500000000000014,51.22,51.75,50.05,1.7000000000000028,-1.7000000000000028,51.38,51.95,50.1,1.8500000000000014,-1.8500000000000014,202279,307668,121507,186161,186161
