Date,EVOL_Open_average,EVOL_Open_max,EVOL_Open_min,EVOL_Open_volatility,EVOL_Open_change,EVOL_High_average,EVOL_High_max,EVOL_High_min,EVOL_High_volatility,EVOL_High_change,EVOL_Low_average,EVOL_Low_max,EVOL_Low_min,EVOL_Low_volatility,EVOL_Low_change,EVOL_Close_average,EVOL_Close_max,EVOL_Close_min,EVOL_Close_volatility,EVOL_Close_change,EVOL_Volume_average,EVOL_Volume_max,EVOL_Volume_min,EVOL_Volume_volatility,EVOL_Volume_change
2018-01-14,5.3180000000000005,5.45,5.2,0.25,0.15000000000000036,5.422,5.5,5.3,0.20000000000000018,0.0699999999999994,5.242,5.4,5.15,0.25,0.15000000000000036,5.352,5.44,5.25,0.1900000000000004,0.019999999999999574,18834,20853,13629,7224,-763
2018-01-21,5.6,5.75,5.45,0.2999999999999998,0.04999999999999982,5.768,5.85,5.6,0.25,-0.09999999999999964,5.5,5.65,5.4,0.25,0.09999999999999964,5.61,5.8,5.5,0.2999999999999998,-0.2999999999999998,16416,43496,4662,38834,-38834
2018-01-28,5.38,5.5,5.25,0.25,-0.25,5.494,5.55,5.42,0.1299999999999999,0.04999999999999982,5.318,5.4,5.25,0.15000000000000036,-0.05999999999999961,5.44,5.5,5.4,0.09999999999999964,0.09999999999999964,21612,36359,6347,30012,17448
2018-02-04,5.5,5.55,5.45,0.09999999999999964,0.04999999999999982,5.58,5.6,5.55,0.04999999999999982,0.009999999999999787,5.432,5.5,5.4,0.09999999999999964,0.09999999999999964,5.506,5.55,5.45,0.09999999999999964,0.0,14088,23399,7176,16223,5592
2018-02-11,5.5175,5.57,5.45,0.1200000000000001,0.07000000000000028,5.585,5.6,5.55,0.04999999999999982,0.009999999999999787,5.49,5.51,5.45,0.05999999999999961,0.0,5.5275,5.56,5.5,0.05999999999999961,0.04999999999999982,7453,11801,2498,9303,-6070
2018-02-18,5.566,5.6,5.5,0.09999999999999964,0.04999999999999982,5.6,5.65,5.55,0.10000000000000053,-0.04999999999999982,5.518,5.55,5.5,0.04999999999999982,0.04999999999999982,5.58,5.65,5.5,0.15000000000000036,0.04999999999999982,3762,9491,589,8902,-8902
2018-02-25,5.39,5.5,5.05,0.4500000000000002,0.0,5.556,5.6,5.53,0.0699999999999994,0.0699999999999994,5.344,5.5,4.95,0.5499999999999998,-0.04999999999999982,5.5,5.55,5.45,0.09999999999999964,0.0,13254,20890,4907,15983,11028
2018-03-04,5.47,5.55,5.35,0.20000000000000018,-0.15000000000000036,5.518,5.55,5.45,0.09999999999999964,-0.09999999999999964,5.38,5.5,5.25,0.25,-0.15000000000000036,5.436,5.5,5.38,0.1200000000000001,-0.1200000000000001,6107,12464,2992,9472,3202
2018-03-11,5.348,5.45,5.29,0.16000000000000014,-0.11000000000000032,5.38,5.5,5.3,0.20000000000000018,-0.05000000000000071,5.27,5.35,5.2,0.14999999999999947,-0.09999999999999964,5.308,5.4,5.2,0.20000000000000018,-0.1899999999999995,10457,20853,1862,18991,-7655
2018-03-18,5.34,5.5,5.25,0.25,0.10000000000000053,5.416,5.53,5.3,0.23000000000000043,0.10000000000000053,5.196,5.25,5.08,0.16999999999999993,0.0,5.32,5.5,5.2,0.2999999999999998,0.09999999999999964,7822,15460,1831,13629,10826
2018-03-25,4.9875,5.25,4.85,0.40000000000000036,-0.2999999999999998,5.0375,5.25,4.95,0.2999999999999998,-0.2999999999999998,4.8075,4.9,4.68,0.22000000000000064,-0.16999999999999993,4.8875,4.99,4.81,0.1800000000000006,-0.14000000000000057,22062,39901,3164,36737,1079
2018-04-01,4.31,4.65,4.1,0.5500000000000007,-0.5500000000000007,4.37,4.65,4.2,0.4500000000000002,-0.4500000000000002,4.05,4.1,3.95,0.14999999999999947,0.09999999999999964,4.17,4.25,4.1,0.15000000000000036,-0.15000000000000036,25901,58520,8056,50464,-46674
2018-04-08,4.05,4.15,4.0,0.15000000000000036,-0.15000000000000036,4.13,4.2,4.05,0.15000000000000036,-0.05000000000000071,3.97,4.05,3.85,0.19999999999999973,-0.09999999999999964,4.02,4.05,3.95,0.09999999999999964,-0.09999999999999964,12975,32395,3224,29171,22715
2018-04-15,3.9,4.0,3.85,0.1499999999999999,-0.1499999999999999,3.92,4.0,3.85,0.1499999999999999,-0.1499999999999999,3.792,3.9,3.7,0.19999999999999973,-0.19999999999999973,3.836,3.98,3.75,0.22999999999999998,-0.22999999999999998,10082,18171,5002,13169,-13169
2018-04-22,3.694,3.75,3.65,0.10000000000000009,0.0,3.77,3.8,3.75,0.04999999999999982,0.0,3.628,3.68,3.6,0.08000000000000007,0.08000000000000007,3.7319999999999998,3.8,3.65,0.1499999999999999,0.08999999999999986,12047,27799,6715,21084,-4353
2018-04-29,3.604,3.7,3.43,0.27,-0.27,3.638,3.8,3.5,0.2999999999999998,-0.2999999999999998,3.532,3.7,3.35,0.3500000000000001,-0.26000000000000023,3.55,3.75,3.35,0.3999999999999999,-0.3500000000000001,6325,13727,409,13318,-6684
2018-05-06,3.358,3.4,3.34,0.06000000000000005,-0.04999999999999982,3.364,3.43,3.34,0.0900000000000003,-0.08000000000000007,3.252,3.3,3.21,0.08999999999999986,0.040000000000000036,3.33,3.4,3.3,0.10000000000000009,-0.10000000000000009,13932,17790,10400,7390,-1943
2018-05-13,3.464,3.6,3.25,0.3500000000000001,0.25,3.504,3.6,3.4,0.20000000000000018,0.10000000000000009,3.382,3.45,3.25,0.20000000000000018,0.1499999999999999,3.41,3.5,3.3,0.20000000000000018,0.10000000000000009,26640,64709,1741,62968,-19837
2018-05-20,3.3075,3.4,3.2,0.19999999999999973,-0.10000000000000009,3.3449999999999998,3.4,3.3,0.10000000000000009,-0.04999999999999982,3.215,3.3,3.15,0.1499999999999999,0.1499999999999999,3.2775,3.35,3.21,0.14000000000000012,0.10000000000000009,5269,7008,1880,5128,-5128
2018-05-27,3.32,3.35,3.3,0.050000000000000266,0.0,3.38,3.4,3.35,0.04999999999999982,-0.04999999999999982,3.302,3.31,3.3,0.010000000000000231,-0.010000000000000231,3.32,3.35,3.3,0.050000000000000266,-0.050000000000000266,4108,6366,1069,5297,2810
2018-06-03,3.268,3.3,3.25,0.04999999999999982,-0.009999999999999787,3.338,3.4,3.29,0.10999999999999988,-0.06000000000000005,3.246,3.3,3.2,0.09999999999999964,-0.09999999999999964,3.28,3.35,3.2,0.1499999999999999,-0.1499999999999999,7800,14974,3946,11028,-8765
2018-06-10,3.3,3.4,3.2,0.19999999999999973,0.10000000000000009,3.346,3.4,3.3,0.10000000000000009,0.040000000000000036,3.222,3.3,3.15,0.1499999999999999,0.05999999999999961,3.31,3.35,3.2,0.1499999999999999,0.1499999999999999,19840,58401,3855,54546,1367
2018-06-17,3.182,3.31,2.95,0.3599999999999999,-0.3599999999999999,3.254,3.35,3.17,0.18000000000000016,-0.18000000000000016,3.1,3.25,2.9,0.3500000000000001,-0.2999999999999998,3.106,3.25,2.9,0.3500000000000001,-0.2999999999999998,24648,58499,3637,54862,31489
2018-06-24,2.882,2.9,2.85,0.04999999999999982,0.0,2.914,3.0,2.85,0.1499999999999999,-0.10000000000000009,2.83,2.9,2.8,0.10000000000000009,-0.10000000000000009,2.86,2.9,2.8,0.10000000000000009,-0.04999999999999982,13660,25411,2642,22769,-17573
2018-07-01,2.8625,2.9,2.85,0.04999999999999982,0.04999999999999982,2.9050000000000002,3.0,2.85,0.1499999999999999,0.1499999999999999,2.8175,2.85,2.8,0.050000000000000266,0.050000000000000266,2.8375,2.9,2.8,0.10000000000000009,0.050000000000000266,9998,20761,1733,19028,19028
2018-07-08,2.85,2.92,2.8,0.1200000000000001,0.020000000000000018,2.888,2.95,2.83,0.1200000000000001,0.03000000000000025,2.76,2.85,2.65,0.20000000000000018,-0.20000000000000018,2.798,2.9,2.65,0.25,-0.25,10241,18813,5130,13683,7909
2018-07-15,2.662,2.7,2.6,0.10000000000000009,-0.040000000000000036,2.746,2.8,2.7,0.09999999999999964,-0.029999999999999805,2.614,2.65,2.55,0.10000000000000009,0.010000000000000231,2.696,2.75,2.65,0.10000000000000009,0.020000000000000018,12741,24499,4806,19693,6725
2018-07-22,2.618,2.7,2.5,0.20000000000000018,-0.10000000000000009,2.72,2.75,2.7,0.04999999999999982,-0.04999999999999982,2.6,2.65,2.5,0.1499999999999999,-0.04999999999999982,2.65,2.7,2.6,0.10000000000000009,0.0,7815,12591,808,11783,-6330
2018-07-29,2.552,2.6,2.45,0.1499999999999999,-0.1499999999999999,2.63,2.7,2.55,0.15000000000000036,0.0,2.49,2.6,2.4,0.20000000000000018,-0.20000000000000018,2.54,2.6,2.45,0.1499999999999999,-0.050000000000000266,22618,38992,6048,32944,18911
2018-08-05,2.558,2.65,2.45,0.19999999999999973,0.050000000000000266,2.62,2.65,2.55,0.10000000000000009,0.10000000000000009,2.428,2.45,2.39,0.06000000000000005,0.009999999999999787,2.55,2.65,2.45,0.19999999999999973,0.09999999999999964,15384,26339,5888,20451,-7672
2018-08-12,2.374,2.5,2.24,0.2599999999999998,-0.16999999999999993,2.474,2.57,2.4,0.16999999999999993,-0.16999999999999993,2.262,2.4,2.05,0.3500000000000001,-0.06999999999999984,2.34,2.45,2.2,0.25,-0.10000000000000009,26070,71519,4141,67378,-13480
2018-08-19,2.37,2.4,2.3,0.10000000000000009,0.0,2.44,2.45,2.4,0.050000000000000266,-0.050000000000000266,2.33,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.35,2.4,2.3,0.10000000000000009,-0.050000000000000266,8335,15524,5219,10305,-8850
