Date,GHC_Open_average,GHC_Open_max,GHC_Open_min,GHC_Open_volatility,GHC_Open_change,GHC_High_average,GHC_High_max,GHC_High_min,GHC_High_volatility,GHC_High_change,GHC_Low_average,GHC_Low_max,GHC_Low_min,GHC_Low_volatility,GHC_Low_change,GHC_Close_average,GHC_Close_max,GHC_Close_min,GHC_Close_volatility,GHC_Close_change,GHC_Volume_average,GHC_Volume_max,GHC_Volume_min,GHC_Volume_volatility,GHC_Volume_change
2018-01-14,582.41,584.75,579.1,5.649999999999977,2.699999999999932,584.866,586.83,582.6,4.230000000000018,4.230000000000018,579.0,580.9,578.25,2.6499999999999773,-0.049999999999954525,582.42,584.3,580.85,3.449999999999932,2.599999999999909,9531,10592,7505,3087,259
2018-01-21,592.12,602.25,584.0,18.25,6.75,597.8,602.25,592.9,9.350000000000023,3.9500000000000455,587.62,590.0,582.55,7.4500000000000455,4.9500000000000455,593.51,600.75,591.15,9.600000000000023,0.6000000000000227,23025,26069,19990,6079,-3075
2018-01-28,591.71,597.55,588.85,8.699999999999932,0.049999999999954525,596.7239999999999,601.6,592.05,9.550000000000068,2.8500000000000227,587.086,591.3,579.25,12.049999999999955,-6.830000000000041,591.42,601.15,580.25,20.899999999999977,-9.850000000000023,22019,29249,12898,16351,11845
2018-02-04,578.49,583.65,571.9,11.75,7.550000000000068,584.33,585.75,580.85,4.899999999999977,-0.6499999999999773,574.12,577.4,571.1,6.2999999999999545,5.25,579.23,583.2,577.0,6.2000000000000455,0.25,26327,49300,12220,37080,20814
2018-02-11,592.875,608.0,578.9,29.100000000000023,22.950000000000045,603.6025,615.23,587.8,27.430000000000064,16.180000000000064,587.7125,600.65,575.1,25.549999999999955,24.5,598.15,603.95,584.9,19.050000000000068,14.950000000000045,18816,31597,13781,17816,-1463
2018-02-18,593.63,599.5,586.95,12.549999999999955,-3.5,599.42,608.0,590.55,17.450000000000045,-9.850000000000023,586.718,593.0,579.74,13.259999999999991,-4.0,592.54,601.45,585.65,15.800000000000068,-4.2999999999999545,24884,43219,9841,33378,19168
2018-02-25,579.27,588.3,566.0,22.299999999999955,-15.199999999999932,584.78,593.75,576.35,17.399999999999977,-9.899999999999977,571.756,582.33,559.75,22.58000000000004,-9.230000000000018,578.3100000000001,584.85,568.85,16.0,-3.0,28583,61561,12598,48963,-41032
2018-03-04,593.64,600.5,583.6,16.899999999999977,16.149999999999977,601.076,606.45,586.3,20.15000000000009,19.700000000000045,588.806,598.8,576.0,22.799999999999955,22.799999999999955,597.5799999999999,605.35,586.3,19.050000000000068,19.050000000000068,31561,43753,19243,24510,14948
2018-03-11,598.36,605.0,592.45,12.549999999999955,-9.850000000000023,602.34,605.0,600.4,4.600000000000023,-4.0,589.99,595.7,586.9,8.800000000000068,2.4500000000000455,595.62,600.0,589.1,10.899999999999977,5.399999999999977,30187,45661,18168,27493,20660
2018-03-18,592.822,595.85,586.95,8.899999999999977,-3.659999999999968,600.87,604.0,595.8,8.200000000000045,-1.6499999999999773,588.126,594.0,578.2,15.799999999999955,-5.960000000000036,594.34,600.3,582.9,17.399999999999977,4.899999999999977,29600,46090,10789,35301,18223
2018-03-25,598.4,601.05,591.05,10.0,-0.39999999999997726,602.775,606.35,600.65,5.7000000000000455,-1.3999999999999773,589.6375,599.0,581.0,18.0,-6.5,595.1125,602.25,587.65,14.600000000000023,-3.1000000000000227,29357,32140,25989,6151,6151
2018-04-01,599.09,605.45,590.7,14.75,10.25,606.804,612.38,603.3,9.080000000000041,5.840000000000032,595.5600000000001,603.25,590.2,13.049999999999955,9.699999999999932,601.72,604.45,599.1,5.350000000000023,-0.35000000000002274,34497,59863,19125,40738,-9343
2018-04-08,609.23,611.5,605.65,5.850000000000023,1.9500000000000455,612.006,615.88,609.85,6.029999999999973,6.029999999999973,605.9399999999999,608.4,601.65,6.75,3.6000000000000227,609.93,613.05,607.0,6.0499999999999545,4.149999999999977,19702,31793,10934,20859,1719
2018-04-15,615.89,625.45,611.75,13.700000000000045,-5.100000000000023,619.5,625.45,613.3,12.150000000000091,-7.150000000000091,611.22,615.85,609.1,6.75,-6.649999999999977,615.35,624.6,610.0,14.600000000000023,-7.550000000000068,14586,22290,6431,15859,-13082
2018-04-22,611.77,618.2,609.1,9.100000000000023,-9.100000000000023,613.0600000000001,618.2,610.55,7.650000000000091,-7.650000000000091,607.14,609.15,602.65,6.5,-6.5,608.13,610.55,603.05,7.5,-7.5,25870,72291,8963,63328,603
2018-04-29,600.17,607.25,589.25,18.0,0.4500000000000455,605.52,613.55,600.05,13.5,-6.199999999999932,592.72,599.5,586.05,13.450000000000045,-1.0499999999999545,600.03,607.65,589.85,17.799999999999955,-7.399999999999977,23872,35658,15904,19754,19754
2018-05-06,597.88,602.65,593.65,9.0,4.600000000000023,601.46,604.2,598.35,5.850000000000023,1.6000000000000227,594.76,598.65,590.55,8.100000000000023,1.8500000000000227,597.39,601.6,590.55,11.050000000000068,1.3000000000000682,27838,53482,12950,40532,-40532
2018-05-13,602.26,607.7,597.1,10.600000000000023,0.6999999999999318,607.42,609.7,601.3,8.400000000000091,-7.3700000000000045,596.67,602.75,588.6,14.149999999999977,-8.5,600.25,606.75,592.2,14.549999999999955,-14.549999999999955,18093,23027,13253,9774,-1720
2018-05-20,592.2875,597.55,586.5,11.049999999999955,5.449999999999932,597.6625,602.15,593.0,9.149999999999977,5.2000000000000455,589.17,597.05,584.25,12.799999999999955,7.149999999999977,595.075,598.3,588.7,9.599999999999909,3.1000000000000227,17001,34098,7319,26779,-4791
2018-05-27,588.97,595.5,583.1,12.399999999999977,-12.399999999999977,590.1899999999999,597.0,584.35,12.649999999999977,-11.100000000000023,581.776,587.05,576.0,11.049999999999955,-7.840000000000032,584.52,591.15,579.5,11.649999999999977,-11.649999999999977,23351,30081,15945,14136,10699
2018-06-03,587.4,599.6,580.1,19.5,19.5,593.21,602.6,586.1,16.5,16.5,584.09,596.2,576.55,19.65000000000009,19.65000000000009,591.42,600.55,583.15,17.399999999999977,17.399999999999977,27059,39340,16444,22896,-11693
