Date,BRKa_Open_average,BRKa_Open_max,BRKa_Open_min,BRKa_Open_volatility,BRKa_Open_change,BRKa_High_average,BRKa_High_max,BRKa_High_min,BRKa_High_volatility,BRKa_High_change,BRKa_Low_average,BRKa_Low_max,BRKa_Low_min,BRKa_Low_volatility,BRKa_Low_change,BRKa_Close_average,BRKa_Close_max,BRKa_Close_min,BRKa_Close_volatility,BRKa_Close_change,BRKa_Volume_average,BRKa_Volume_max,BRKa_Volume_min,BRKa_Volume_volatility,BRKa_Volume_change
2018-01-14,320530.0,324300.0,317800.0,6500.0,510.0,322810.8,324300.0,321000.0,3300.0,3004.0,317487.4,320085.0,313980.0,6105.0,6105.0,320206.4,324064.0,315261.0,8803.0,8803.0,451,617,292,325,-168
2018-01-21,324280.2,325650.0,323100.0,2550.0,1150.0,325342.8,326350.0,324600.0,1750.0,1731.0,321784.4,323100.0,319392.0,3708.0,3518.0,323726.0,325915.0,322850.0,3065.0,615.0,288,380,164,216,-185
2018-01-28,320126.2,324351.0,308500.0,15851.0,-13980.0,322150.8,326110.0,311850.0,14260.0,-13064.0,314439.0,322155.0,295000.0,27155.0,-27155.0,316443.0,325900.0,295600.0,30300.0,-27400.0,713,1023,452,571,161
2018-02-04,298099.8,304200.0,293150.0,11050.0,4950.0,301729.4,306710.0,296296.0,10414.0,-2411.0,291558.0,301000.0,285250.0,15750.0,6460.0,297016.0,303000.0,288000.0,15000.0,-4060.0,736,1177,428,749,-749
2018-02-11,300147.5,304650.0,295960.0,8690.0,8250.0,303819.25,309590.0,298508.0,11082.0,11082.0,298677.0,304650.0,294458.0,10192.0,10150.0,302626.0,306000.0,297500.0,8500.0,8500.0,278,367,183,184,59
2018-02-18,305094.0,311240.0,301860.0,9380.0,5840.0,308503.0,316520.0,305020.0,11500.0,9715.0,303025.0,308455.0,300345.0,8110.0,4795.0,305596.8,316126.0,301404.0,14722.0,11222.0,401,839,230,609,607
2018-02-25,309646.0,318150.0,300980.0,17170.0,-16150.0,312020.4,319500.0,303693.0,15807.0,-13001.0,305120.0,314345.0,299360.0,14985.0,-14105.0,307028.2,314345.0,302946.0,11399.0,-9845.0,361,574,210,364,-364
2018-03-04,309632.0,319320.0,303900.0,15420.0,12320.0,313166.6,320000.0,307499.0,12501.0,12501.0,307911.0,317130.0,303430.0,13700.0,12730.0,311761.4,319600.0,306756.0,12844.0,10741.0,304,530,182,348,161
2018-03-11,313949.2,318020.0,310400.0,7620.0,-7620.0,314629.6,319860.0,310513.0,9347.0,-9347.0,308962.0,313395.0,304100.0,9295.0,-9295.0,310581.0,314039.0,305980.0,8059.0,-8059.0,298,429,236,193,-158
2018-03-18,302824.2,308950.0,295500.0,13450.0,-12001.0,304394.8,310720.0,298389.0,12331.0,-8285.0,297937.0,306020.0,288450.0,17570.0,-12355.0,299980.8,307600.0,288755.0,18845.0,-7600.0,406,641,180,461,246
2018-03-25,298140.0,301000.0,296400.0,4600.0,-2380.0,300338.25,302590.0,298145.0,4445.0,-3490.0,292325.0,296540.0,288740.0,7800.0,-3640.0,295550.25,299100.0,293410.0,5690.0,-1240.0,338,463,281,182,162
2018-04-01,296590.0,301410.0,291100.0,10310.0,670.0,300035.0,304200.0,297325.0,6875.0,675.0,293407.0,300500.0,290990.0,9510.0,675.0,297024.2,301750.0,292671.0,9079.0,-4179.0,317,427,176,251,85
2018-04-08,296895.8,299200.0,295250.0,3950.0,1189.0,298844.4,299960.0,295500.0,4460.0,392.0,294978.0,296600.0,292690.0,3910.0,300.0,295979.6,297181.0,293249.0,3932.0,625.0,243,309,209,100,-68
2018-04-15,300469.4,301680.0,299499.0,2181.0,1499.0,301470.0,302000.0,300950.0,1050.0,470.0,298632.0,299130.0,298000.0,1130.0,-590.0,299433.4,300300.0,298701.0,1599.0,120.0,161,209,135,74,-26
2018-04-22,296752.0,299600.0,294660.0,4940.0,-2700.0,297443.0,300750.0,296010.0,4740.0,-3510.0,292805.0,294400.0,290650.0,3750.0,-2350.0,294685.4,295995.0,290650.0,5345.0,-5084.0,218,319,115,204,38
2018-04-29,291018.2,294720.0,288200.0,6520.0,3570.0,293230.0,297500.0,289171.0,8329.0,4770.0,287579.6,293700.0,280428.0,13272.0,4530.0,291686.2,295600.0,287051.0,8549.0,2870.0,424,673,253,420,-140
2018-05-06,298200.0,300300.0,295000.0,5300.0,4440.0,300332.0,303530.0,295770.0,7760.0,4960.0,296457.0,298635.0,292240.0,6395.0,5860.0,298858.2,301630.0,295700.0,5930.0,2500.0,236,281,166,115,-102
2018-05-13,296529.0,297555.0,295700.0,1855.0,-1355.0,297358.0,298155.0,296440.0,1715.0,-380.0,294826.0,295745.0,293965.0,1780.0,1325.0,295988.0,296620.0,294380.0,2240.0,420.0,168,218,111,107,7
2018-05-20,294845.0,297300.0,291600.0,5700.0,-5700.0,295340.0,298300.0,292370.0,5930.0,-5930.0,292493.75,296006.0,290100.0,5906.0,-5906.0,293531.75,296991.0,290886.0,6105.0,-6105.0,218,284,171,113,54
2018-05-27,289875.0,291000.0,288500.0,2500.0,395.0,291319.2,293116.0,289700.0,3416.0,1380.0,287114.0,288470.0,283600.0,4870.0,4400.0,288480.0,292000.0,286000.0,6000.0,2000.0,452,883,173,710,-710
2018-06-03,290896.0,294600.0,287680.0,6920.0,6600.0,292640.6,295302.0,288100.0,7202.0,7202.0,289881.0,292770.0,286200.0,6570.0,6570.0,291429.4,294055.0,286700.0,7355.0,6070.0,242,315,154,161,-70
2018-06-10,291010.0,293450.0,286100.0,7350.0,-7350.0,291692.0,294190.0,287850.0,6340.0,-6340.0,289014.6,292370.0,285700.0,6670.0,-6670.0,290134.0,293005.0,287600.0,5405.0,-5405.0,224,337,166,171,-2
2018-06-17,285886.0,286780.0,285000.0,1780.0,-1450.0,286551.8,287310.0,285705.0,1605.0,-1459.0,284260.2,285401.0,282500.0,2901.0,-2300.0,285576.2,286700.0,284640.0,2060.0,-2060.0,394,546,253,293,82
2018-06-24,283880.0,286700.0,282050.0,4650.0,-1150.0,286181.2,288080.0,284501.0,3579.0,-2499.0,282010.0,282400.0,281600.0,800.0,-350.0,283372.0,284920.0,281600.0,3320.0,-700.0,441,602,130,472,-375
2018-07-01,283860.0,285000.0,282400.0,2600.0,100.0,285332.25,286720.0,284203.0,2517.0,1720.0,282773.75,284515.0,281600.0,2915.0,2915.0,284013.75,286720.0,282000.0,4720.0,4720.0,122,172,83,89,-1
2018-07-08,287669.8,288800.0,285500.0,3300.0,1301.0,289618.0,290920.0,287770.0,3150.0,3150.0,286652.4,288800.0,285010.0,3790.0,2730.0,288373.2,290000.0,286385.0,3615.0,2615.0,387,594,150,444,163
2018-07-15,296879.0,303210.0,289220.0,13990.0,9680.0,299677.8,304100.0,289800.0,14300.0,11760.0,295533.0,298835.0,287560.0,11275.0,11275.0,298064.0,303210.0,288500.0,14710.0,11730.0,448,1048,205,843,256
2018-07-22,300538.0,301240.0,300000.0,1240.0,590.0,302609.8,304400.0,300500.0,3900.0,1000.0,300065.6,301240.0,297888.0,3352.0,840.0,301229.8,303432.0,299816.0,3616.0,3032.0,280,378,226,152,152
2018-07-29,303550.0,309000.0,300550.0,8450.0,5600.0,305896.0,315015.0,302175.0,12840.0,11615.0,302234.0,308600.0,299000.0,9600.0,7520.0,304077.4,311806.0,301160.0,10646.0,10256.0,376,653,230,423,162
2018-08-05,313979.8,315550.0,311200.0,4350.0,-2750.0,315364.6,317100.0,312750.0,4350.0,-4350.0,312769.6,315000.0,309982.0,5018.0,-3968.0,313646.0,315600.0,310230.0,5370.0,-5370.0,250,469,148,321,-287
2018-08-12,311461.0,313465.0,310000.0,3465.0,2720.0,313285.6,315535.0,311300.0,4235.0,3427.0,310785.0,313465.0,308000.0,5465.0,3215.0,312078.0,314060.0,309050.0,5010.0,3245.0,142,174,108,66,29
2018-08-19,313380.0,314950.0,312150.0,2800.0,-700.0,314584.0,317500.0,312930.0,4570.0,1900.0,312759.0,314250.0,311710.0,2540.0,525.0,313431.4,316200.0,311982.0,4218.0,2475.0,170,234,115,119,13
2018-08-26,317112.5,317850.0,316700.0,1150.0,200.0,317482.5,317850.0,316900.0,950.0,-830.0,315827.5,316320.0,315000.0,1320.0,-1110.0,316857.25,317505.0,315800.0,1705.0,-1324.0,313,451,160,291,174
2018-09-02,318600.0,322200.0,315800.0,6400.0,6400.0,321222.6,324995.0,317250.0,7745.0,7745.0,318345.6,322105.0,315000.0,7105.0,7105.0,320293.0,322560.0,317250.0,5310.0,5310.0,264,388,169,219,87
2018-09-09,322934.0,325040.0,321200.0,3840.0,3840.0,324392.0,325666.0,323420.0,2246.0,1246.0,322101.4,323836.0,320070.0,3766.0,3766.0,323346.2,324999.0,321575.0,3424.0,1333.0,225,281,188,93,38
2018-09-16,329556.0,333780.0,325000.0,8780.0,5300.0,331846.0,334560.0,327820.0,6740.0,3170.0,328320.0,332300.0,324945.0,7355.0,1995.0,330405.4,333415.0,327436.0,5979.0,404.0,433,597,279,318,-259
2018-09-23,325653.4,328101.0,323165.0,4936.0,-4936.0,326340.0,328500.0,324100.0,4400.0,-4400.0,322917.6,326280.0,320000.0,6280.0,-5370.0,323889.4,328500.0,320000.0,8500.0,-6570.0,337,494,187,307,307
2018-09-30,325326.0,329150.0,321280.0,7870.0,7870.0,328487.2,334070.0,323330.0,10740.0,10740.0,325198.0,329150.0,321150.0,8000.0,8000.0,327503.0,333337.0,322900.0,10437.0,10437.0,249,359,172,187,-6
2018-10-07,321568.0,334830.0,310000.0,24830.0,-22700.0,322784.2,335900.0,310000.0,25900.0,-25900.0,313896.0,331800.0,305000.0,26800.0,-24595.0,316146.0,335630.0,308000.0,27630.0,-27630.0,490,826,279,547,-201
2018-10-14,313940.0,316100.0,310750.0,5350.0,4400.0,316343.8,317500.0,315150.0,2350.0,-850.0,310678.0,312264.0,309080.0,3184.0,-670.0,313341.4,315200.0,309080.0,6120.0,-5670.0,304,393,215,178,0
2018-10-21,302879.2,305002.0,299995.0,5007.0,-2399.0,305286.8,307915.0,300605.0,7310.0,-1051.0,299134.8,302861.0,296002.0,6859.0,-5861.0,300826.2,305100.0,296805.0,8295.0,-5100.0,434,640,371,269,14
2018-10-28,309703.4,318880.0,300300.0,18580.0,18580.0,313170.0,326047.0,305579.0,20468.0,20468.0,307140.2,318880.0,298480.0,20400.0,20400.0,310799.2,323935.0,305579.0,18356.0,18356.0,338,561,177,384,168
2018-11-04,329623.0,331840.0,325945.0,5895.0,2985.0,331187.2,335109.0,327600.0,7509.0,1465.0,326591.0,330980.0,322980.0,8000.0,-1905.0,328869.2,333200.0,323040.0,10160.0,-4010.0,260,354,139,215,-146
2018-11-11,325591.0,329080.0,322770.0,6310.0,3895.0,328541.8,330526.0,326300.0,4226.0,-1383.0,321797.0,323800.0,318120.0,5680.0,-145.0,326351.2,328350.0,323700.0,4650.0,6.0,240,345,173,172,-172
2018-11-18,316927.5,322710.0,313700.0,9010.0,-9010.0,318709.0,323010.0,315000.0,8010.0,-6580.0,313774.5,316000.0,310340.0,5660.0,-2488.0,314662.75,316301.0,310340.0,5961.0,70.0,207,374,108,266,-157
2018-11-25,323189.0,331500.0,315420.0,16080.0,16080.0,327608.2,335041.0,319100.0,15941.0,15941.0,322414.0,328580.0,315420.0,13160.0,13160.0,325419.6,330921.0,318696.0,12225.0,12225.0,339,452,240,212,143
2018-12-02,315050.0,330200.0,306200.0,24000.0,-24000.0,316405.0,330200.0,306990.0,23210.0,-23210.0,305845.0,314929.0,298101.0,16828.0,-16828.0,309818.5,315000.0,304600.0,10400.0,-10400.0,490,616,272,344,-53
2018-12-09,304374.6,309499.0,299120.0,10379.0,-10379.0,305896.0,310697.0,302406.0,8291.0,-7547.0,300476.8,303400.0,296000.0,7400.0,-5234.0,301579.2,303750.0,297000.0,6750.0,-6226.0,471,831,254,577,262
2018-12-16,292491.0,299030.0,288000.0,11030.0,-11030.0,295723.0,301000.0,288000.0,13000.0,-12540.0,287887.2,292524.0,281000.0,11524.0,-11524.0,289656.0,294500.0,282640.0,11860.0,-11860.0,583,775,449,326,-326
2018-12-23,295563.75,306000.0,283250.0,22750.0,22750.0,302731.0,307479.0,296745.0,10734.0,10734.0,292258.25,301618.0,279410.0,22208.0,22208.0,300487.5,306000.0,294850.0,11150.0,11150.0,468,571,270,301,-220
2018-12-30,297303.75,302000.0,292715.0,9285.0,-7500.0,299707.25,306255.0,295404.0,10851.0,-9085.0,293063.75,301880.0,286650.0,15230.0,-8910.0,294739.25,304057.0,287000.0,17057.0,-8657.0,611,839,354,485,208
2019-01-06,294830.0,299060.0,291750.0,7310.0,-7310.0,296193.2,299060.0,294300.0,4760.0,-4429.0,292248.8,292815.0,291650.0,1165.0,-529.0,294074.2,295160.0,292371.0,2789.0,-1929.0,385,509,268,241,156
2019-01-13,297219.5,301398.0,294180.0,7218.0,7218.0,300245.0,306725.0,295880.0,10845.0,10845.0,296098.5,300603.0,293010.0,7593.0,7593.0,298714.5,306500.0,295000.0,11500.0,11500.0,442,726,200,526,-61
2019-01-20,302444.2,305000.0,300035.0,4965.0,-3100.0,304089.0,307305.0,301850.0,5455.0,-5065.0,299929.8,303265.0,298000.0,5265.0,1056.0,301715.4,303531.0,300531.0,3000.0,469.0,260,376,186,190,123
2019-01-27,307595.0,313650.0,300880.0,12770.0,12770.0,310731.8,313960.0,303014.0,10946.0,10636.0,306435.0,310470.0,300745.0,9725.0,9725.0,309911.0,313875.0,303000.0,10875.0,9000.0,339,477,216,261,94
2019-02-03,306585.0,312550.0,301000.0,11550.0,-10175.0,307383.8,313000.0,301390.0,11610.0,-8070.0,303753.2,310155.0,297381.0,12774.0,-7805.0,305595.4,310700.0,300771.0,9929.0,-5816.0,226,364,118,246,-195
2019-02-10,307861.25,309650.0,306895.0,2755.0,-900.0,309338.75,312140.0,306895.0,5245.0,-1680.0,306028.75,308025.0,302585.0,5440.0,-1805.0,307402.25,309260.0,303890.0,5370.0,-1121.0,271,427,207,220,24
2019-02-17,306734.2,308992.0,303050.0,5942.0,-4770.0,308316.8,309800.0,305434.0,4366.0,-1850.0,304666.0,307500.0,300000.0,7500.0,-5295.0,306008.0,309500.0,302000.0,7500.0,-4015.0,243,405,95,310,105
2019-02-24,303885.0,304900.0,302500.0,2400.0,1000.0,304968.8,307315.0,303503.0,3812.0,3415.0,302060.0,303000.0,301200.0,1800.0,-800.0,303192.0,304860.0,302200.0,2660.0,900.0,235,293,183,110,110
2019-03-03,300585.0,302825.0,297000.0,5825.0,-2825.0,302052.0,303548.0,299161.0,4387.0,351.0,299180.0,301300.0,295900.0,5400.0,-1300.0,301060.8,303279.0,299000.0,4279.0,679.0,206,269,141,128,24
2019-03-10,305728.0,308140.0,304200.0,3940.0,3940.0,307937.2,310394.0,305540.0,4854.0,4854.0,305304.0,308140.0,303725.0,4415.0,4415.0,306626.2,309996.0,304235.0,5761.0,5761.0,266,357,144,213,13
