Date,ProShares Ultra Financials_Open_average,ProShares Ultra Financials_Open_max,ProShares Ultra Financials_Open_min,ProShares Ultra Financials_Open_volatility,ProShares Ultra Financials_Open_change,ProShares Ultra Financials_High_average,ProShares Ultra Financials_High_max,ProShares Ultra Financials_High_min,ProShares Ultra Financials_High_volatility,ProShares Ultra Financials_High_change,ProShares Ultra Financials_Low_average,ProShares Ultra Financials_Low_max,ProShares Ultra Financials_Low_min,ProShares Ultra Financials_Low_volatility,ProShares Ultra Financials_Low_change,ProShares Ultra Financials_Close_average,ProShares Ultra Financials_Close_max,ProShares Ultra Financials_Close_min,ProShares Ultra Financials_Close_volatility,ProShares Ultra Financials_Close_change
2018-07-08,41.89,41.89,41.89,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-07-15,42.97,42.97,42.97,0.0,0.0,43.68,43.68,43.68,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-07-22,43.79,43.79,43.79,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-07-29,44.33,44.33,44.33,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-08-05,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2018-08-12,44.58,44.58,44.58,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-08-19,45.13,45.13,45.13,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2018-08-26,45.0,45.0,45.0,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-09-02,44.91,44.91,44.91,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-09-09,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-09-16,45.94,45.94,45.94,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2018-09-23,43.79,43.79,43.79,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-09-30,43.13,43.13,43.13,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-10-07,38.93,38.93,38.93,0.0,0.0,39.43,39.43,39.43,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-10-14,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-10-21,37.17,37.17,37.17,0.0,0.0,38.12,38.12,38.12,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-10-28,39.01,39.01,39.01,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-11-04,41.06,41.06,41.06,0.0,0.0,41.35,41.35,41.35,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-11-11,40.3,40.3,40.3,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-11-18,38.51,38.51,38.51,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.51,38.51,38.51,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-11-25,42.29,42.29,42.29,0.0,0.0,42.29,42.29,42.29,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2018-12-02,36.55,36.55,36.55,0.0,0.0,36.62,36.62,36.62,0.0,0.0,34.87,34.87,34.87,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-12-09,34.36,34.36,34.36,0.0,0.0,34.92,34.92,34.92,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-12-16,29.83,29.83,29.83,0.0,0.0,30.34,30.34,30.34,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-12-23,32.42,32.42,32.42,0.0,0.0,32.7,32.7,32.7,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2018-12-30,33.31,33.31,33.31,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-01-06,34.2,34.2,34.2,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.2,34.2,34.2,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-01-13,37.63,37.63,37.63,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.22,37.22,37.22,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-01-20,37.63,37.63,37.63,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.59,37.59,37.59,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-01-27,39.14,39.14,39.14,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.7,38.7,38.7,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-02-03,38.79,38.79,38.79,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.74,38.74,38.74,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-02-10,39.88,39.88,39.88,0.0,0.0,40.62,40.62,40.62,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-02-17,41.18,41.18,41.18,0.0,0.0,41.53,41.53,41.53,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-02-24,41.41,41.41,41.41,0.0,0.0,41.64,41.64,41.64,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2019-03-03,39.65,39.65,39.65,0.0,0.0,40.34,40.34,40.34,0.0,0.0,39.65,39.65,39.65,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-03-10,41.89,41.89,41.89,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.65,41.65,41.65,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-03-17,38.71,38.71,38.71,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-03-24,40.43,40.43,40.43,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.35,40.35,40.35,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2019-03-31,41.79,41.79,41.79,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.74,41.74,41.74,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-04-07,43.31,43.31,43.31,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2019-04-14,43.0,43.0,43.0,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-04-21,44.48,44.48,44.48,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-04-28,44.0,44.0,44.0,0.0,0.0,45.33,45.33,45.33,0.0,0.0,44.0,44.0,44.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-05-05,42.37,42.37,42.37,0.0,0.0,42.57,42.57,42.57,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-05-12,42.61,42.61,42.61,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-05-19,42.52,42.52,42.52,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-05-26,40.7,40.7,40.7,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-06-02,44.44,44.44,44.44,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-06-09,43.88,43.88,43.88,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-06-16,44.7,44.7,44.7,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-06-23,45.81,45.81,45.81,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-06-30,46.42,46.42,46.42,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2019-07-07,47.49,47.49,47.49,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2019-07-14,45.83,45.83,45.83,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.78,45.78,45.78,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-07-21,47.88,47.88,47.88,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2019-07-28,43.72,43.72,43.72,0.0,0.0,43.88,43.88,43.88,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-08-04,44.02,44.02,44.02,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-08-11,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-08-18,42.87,42.87,42.87,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.36,42.36,42.36,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-08-25,44.7,44.7,44.7,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-09-01,46.6,46.6,46.6,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2019-09-08,46.94,46.94,46.94,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-09-15,46.67,46.67,46.67,0.0,0.0,47.68,47.68,47.68,0.0,0.0,46.67,46.67,46.67,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-09-22,47.15,47.15,47.15,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-09-29,45.21,45.21,45.21,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-10-06,45.71,45.71,45.71,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-10-13,47.5,47.5,47.5,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.48,47.48,47.48,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-10-20,48.5,48.5,48.5,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2019-10-27,50.0,50.0,50.0,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-11-03,49.98,49.98,49.98,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-11-10,50.51,50.51,50.51,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-11-17,50.84,50.84,50.84,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-11-24,51.93,51.93,51.93,0.0,0.0,51.93,51.93,51.93,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-12-01,51.96,51.96,51.96,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-12-08,53.01,53.01,53.01,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2019-12-15,53.63,53.63,53.63,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2019-12-22,53.71,53.71,53.71,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-12-29,52.85,52.85,52.85,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.46,53.46,53.46,0.0,0.0
