Date,iShares MSCI World_Open_average,iShares MSCI World_Open_max,iShares MSCI World_Open_min,iShares MSCI World_Open_volatility,iShares MSCI World_Open_change,iShares MSCI World_High_average,iShares MSCI World_High_max,iShares MSCI World_High_min,iShares MSCI World_High_volatility,iShares MSCI World_High_change,iShares MSCI World_Low_average,iShares MSCI World_Low_max,iShares MSCI World_Low_min,iShares MSCI World_Low_volatility,iShares MSCI World_Low_change,iShares MSCI World_Close_average,iShares MSCI World_Close_max,iShares MSCI World_Close_min,iShares MSCI World_Close_volatility,iShares MSCI World_Close_change
2018-04-29,86.8,86.8,86.8,0.0,0.0,88.31,88.31,88.31,0.0,0.0,86.8,86.8,86.8,0.0,0.0,88.08,88.08,88.08,0.0,0.0
2018-05-06,89.89,89.89,89.89,0.0,0.0,90.05,90.05,90.05,0.0,0.0,89.78,89.78,89.78,0.0,0.0,89.86,89.86,89.86,0.0,0.0
2018-05-13,89.64,89.64,89.64,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.41,89.41,89.41,0.0,0.0,89.47,89.47,89.47,0.0,0.0
2018-05-20,89.1,89.1,89.1,0.0,0.0,89.14,89.14,89.14,0.0,0.0,88.95,88.95,88.95,0.0,0.0,89.13,89.13,89.13,0.0,0.0
2018-05-27,89.08,89.08,89.08,0.0,0.0,89.38,89.38,89.38,0.0,0.0,88.89,88.89,88.89,0.0,0.0,89.32,89.32,89.32,0.0,0.0
2018-06-03,90.18,90.18,90.18,0.0,0.0,90.49,90.49,90.49,0.0,0.0,89.98,89.98,89.98,0.0,0.0,90.49,90.49,90.49,0.0,0.0
2018-06-10,90.29,90.29,90.29,0.0,0.0,90.47,90.47,90.47,0.0,0.0,89.87,89.87,89.87,0.0,0.0,90.37,90.37,90.37,0.0,0.0
2018-06-17,88.71,88.71,88.71,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.35,88.35,88.35,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2018-06-24,87.57,87.57,87.57,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.46,87.46,87.46,0.0,0.0
2018-07-01,87.91,87.91,87.91,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.91,87.91,87.91,0.0,0.0,88.55,88.55,88.55,0.0,0.0
2018-07-08,89.24,89.24,89.24,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.12,89.12,89.12,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2018-07-15,89.43,89.43,89.43,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.43,89.43,89.43,0.0,0.0,89.56,89.56,89.56,0.0,0.0
2018-07-22,90.75,90.75,90.75,0.0,0.0,90.75,90.75,90.75,0.0,0.0,89.96,89.96,89.96,0.0,0.0,90.07,90.07,90.07,0.0,0.0
2018-07-29,89.83,89.83,89.83,0.0,0.0,90.3,90.3,90.3,0.0,0.0,89.83,89.83,89.83,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2018-08-05,89.62,89.62,89.62,0.0,0.0,89.75,89.75,89.75,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.44,89.44,89.44,0.0,0.0
2018-08-12,89.24,89.24,89.24,0.0,0.0,89.86,89.86,89.86,0.0,0.0,89.2,89.2,89.2,0.0,0.0,89.6,89.6,89.6,0.0,0.0
2018-08-19,90.36,90.36,90.36,0.0,0.0,90.75,90.75,90.75,0.0,0.0,90.36,90.36,90.36,0.0,0.0,90.71,90.71,90.71,0.0,0.0
2018-08-26,91.26,91.26,91.26,0.0,0.0,91.45,91.45,91.45,0.0,0.0,90.94,90.94,90.94,0.0,0.0,91.12,91.12,91.12,0.0,0.0
2018-09-02,89.64,89.64,89.64,0.0,0.0,90.04,90.04,90.04,0.0,0.0,89.5,89.5,89.5,0.0,0.0,89.68,89.68,89.68,0.0,0.0
2018-09-09,91.16,91.16,91.16,0.0,0.0,91.19,91.19,91.19,0.0,0.0,90.85,90.85,90.85,0.0,0.0,91.11,91.11,91.11,0.0,0.0
2018-09-16,92.66,92.66,92.66,0.0,0.0,92.67,92.67,92.67,0.0,0.0,92.37,92.37,92.37,0.0,0.0,92.5,92.5,92.5,0.0,0.0
2018-09-23,91.76,91.76,91.76,0.0,0.0,92.09,92.09,92.09,0.0,0.0,91.61,91.61,91.61,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2018-09-30,90.81,90.81,90.81,0.0,0.0,90.99,90.99,90.99,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.51,90.51,90.51,0.0,0.0
2018-10-07,87.09,87.09,87.09,0.0,0.0,87.09,87.09,87.09,0.0,0.0,85.76,85.76,85.76,0.0,0.0,86.84,86.84,86.84,0.0,0.0
2018-10-14,86.98,86.98,86.98,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.67,86.67,86.67,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2018-10-21,83.3,83.3,83.3,0.0,0.0,84.35,84.35,84.35,0.0,0.0,82.62,82.62,82.62,0.0,0.0,83.45,83.45,83.45,0.0,0.0
2018-10-28,86.59,86.59,86.59,0.0,0.0,86.82,86.82,86.82,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.78,85.78,85.78,0.0,0.0
2018-11-04,87.26,87.26,87.26,0.0,0.0,87.26,87.26,87.26,0.0,0.0,86.53,86.53,86.53,0.0,0.0,87.08,87.08,87.08,0.0,0.0
2018-11-11,85.22,85.22,85.22,0.0,0.0,86.22,86.22,86.22,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.86,85.86,85.86,0.0,0.0
2018-11-18,83.16,83.16,83.16,0.0,0.0,83.72,83.72,83.72,0.0,0.0,83.16,83.16,83.16,0.0,0.0,83.28,83.28,83.28,0.0,0.0
2018-11-25,85.86,85.86,85.86,0.0,0.0,86.31,86.31,86.31,0.0,0.0,85.76,85.76,85.76,0.0,0.0,86.21,86.21,86.21,0.0,0.0
2018-12-02,84.46,84.46,84.46,0.0,0.0,84.85,84.85,84.85,0.0,0.0,82.83,82.83,82.83,0.0,0.0,82.91,82.91,82.91,0.0,0.0
2018-12-09,82.54,82.54,82.54,0.0,0.0,82.84,82.84,82.84,0.0,0.0,81.92,81.92,81.92,0.0,0.0,81.94,81.94,81.94,0.0,0.0
2018-12-16,77.8,77.8,77.8,0.0,0.0,78.63,78.63,78.63,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2018-12-23,78.83,78.83,78.83,0.0,0.0,79.34,79.34,79.34,0.0,0.0,78.03,78.03,78.03,0.0,0.0,78.33,78.33,78.33,0.0,0.0
2018-12-30,78.74,78.74,78.74,0.0,0.0,80.06,80.06,80.06,0.0,0.0,78.67,78.67,78.67,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2019-01-06,81.49,81.49,81.49,0.0,0.0,81.86,81.86,81.86,0.0,0.0,81.45,81.45,81.45,0.0,0.0,81.77,81.77,81.77,0.0,0.0
2019-01-13,83.59,83.59,83.59,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.79,83.79,83.79,0.0,0.0
2019-01-20,83.64,83.64,83.64,0.0,0.0,84.86,84.86,84.86,0.0,0.0,83.58,83.58,83.58,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2019-01-27,84.91,84.91,84.91,0.0,0.0,85.19,85.19,85.19,0.0,0.0,84.74,84.74,84.74,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2019-02-03,84.39,84.39,84.39,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.03,84.03,84.03,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2019-02-10,86.57,86.57,86.57,0.0,0.0,86.94,86.94,86.94,0.0,0.0,86.55,86.55,86.55,0.0,0.0,86.94,86.94,86.94,0.0,0.0
2019-02-17,87.31,87.31,87.31,0.0,0.0,87.7,87.7,87.7,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.63,87.63,87.63,0.0,0.0
2019-02-24,88.13,88.13,88.13,0.0,0.0,88.15,88.15,88.15,0.0,0.0,87.64,87.64,87.64,0.0,0.0,88.07,88.07,88.07,0.0,0.0
2019-03-03,85.72,85.72,85.72,0.0,0.0,86.25,86.25,86.25,0.0,0.0,85.63,85.63,85.63,0.0,0.0,86.24,86.24,86.24,0.0,0.0
2019-03-10,88.48,88.48,88.48,0.0,0.0,88.89,88.89,88.89,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2019-03-17,88.96,88.96,88.96,0.0,0.0,89.1,89.1,89.1,0.0,0.0,87.82,87.82,87.82,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2019-03-24,88.81,88.81,88.81,0.0,0.0,88.82,88.82,88.82,0.0,0.0,88.49,88.49,88.49,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-03-31,90.47,90.47,90.47,0.0,0.0,90.64,90.64,90.64,0.0,0.0,90.39,90.39,90.39,0.0,0.0,90.62,90.62,90.62,0.0,0.0
2019-04-07,91.1,91.1,91.1,0.0,0.0,91.14,91.14,91.14,0.0,0.0,90.91,90.91,90.91,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2019-04-14,91.27,91.27,91.27,0.0,0.0,91.27,91.27,91.27,0.0,0.0,90.86,90.86,90.86,0.0,0.0,91.21,91.21,91.21,0.0,0.0
2019-04-21,91.29,91.29,91.29,0.0,0.0,91.73,91.73,91.73,0.0,0.0,91.16,91.16,91.16,0.0,0.0,91.73,91.73,91.73,0.0,0.0
2019-04-28,91.56,91.56,91.56,0.0,0.0,92.13,92.13,92.13,0.0,0.0,91.56,91.56,91.56,0.0,0.0,92.13,92.13,92.13,0.0,0.0
2019-05-05,89.31,89.31,89.31,0.0,0.0,90.04,90.04,90.04,0.0,0.0,88.59,88.59,88.59,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2019-05-12,89.25,89.25,89.25,0.0,0.0,90.04,90.04,90.04,0.0,0.0,89.25,89.25,89.25,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2019-05-19,89.01,89.01,89.01,0.0,0.0,89.05,89.05,89.05,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.77,88.77,88.77,0.0,0.0
2019-05-26,86.67,86.67,86.67,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.4,86.4,86.4,0.0,0.0,86.76,86.76,86.76,0.0,0.0
2019-06-02,89.76,89.76,89.76,0.0,0.0,90.54,90.54,90.54,0.0,0.0,89.76,89.76,89.76,0.0,0.0,90.22,90.22,90.22,0.0,0.0
2019-06-09,90.19,90.19,90.19,0.0,0.0,90.32,90.32,90.32,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2019-06-16,91.13,91.13,91.13,0.0,0.0,91.35,91.35,91.35,0.0,0.0,90.97,90.97,90.97,0.0,0.0,91.0,91.0,91.0,0.0,0.0
2019-06-23,90.95,90.95,90.95,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.81,90.81,90.81,0.0,0.0,91.02,91.02,91.02,0.0,0.0
2019-06-30,92.19,92.19,92.19,0.0,0.0,92.35,92.35,92.35,0.0,0.0,91.75,91.75,91.75,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2019-07-07,92.45,92.45,92.45,0.0,0.0,92.77,92.77,92.77,0.0,0.0,92.4,92.4,92.4,0.0,0.0,92.73,92.73,92.73,0.0,0.0
2019-07-14,92.61,92.61,92.61,0.0,0.0,92.61,92.61,92.61,0.0,0.0,91.87,91.87,91.87,0.0,0.0,91.87,91.87,91.87,0.0,0.0
2019-07-21,92.71,92.71,92.71,0.0,0.0,93.15,93.15,93.15,0.0,0.0,92.66,92.66,92.66,0.0,0.0,93.05,93.05,93.05,0.0,0.0
2019-07-28,90.7,90.7,90.7,0.0,0.0,90.71,90.71,90.71,0.0,0.0,89.81,89.81,89.81,0.0,0.0,90.12,90.12,90.12,0.0,0.0
2019-08-04,90.08,90.08,90.08,0.0,0.0,90.16,90.16,90.16,0.0,0.0,89.21,89.21,89.21,0.0,0.0,89.83,89.83,89.83,0.0,0.0
2019-08-11,88.12,88.12,88.12,0.0,0.0,88.81,88.81,88.81,0.0,0.0,88.05,88.05,88.05,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2019-08-18,89.23,89.23,89.23,0.0,0.0,89.61,89.61,89.61,0.0,0.0,87.29,87.29,87.29,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2019-08-25,90.03,90.03,90.03,0.0,0.0,90.06,90.06,90.06,0.0,0.0,89.51,89.51,89.51,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-09-01,91.57,91.57,91.57,0.0,0.0,91.79,91.79,91.79,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.52,91.52,91.52,0.0,0.0
2019-09-08,92.8,92.8,92.8,0.0,0.0,92.89,92.89,92.89,0.0,0.0,92.55,92.55,92.55,0.0,0.0,92.55,92.55,92.55,0.0,0.0
2019-09-15,92.72,92.72,92.72,0.0,0.0,93.04,93.04,93.04,0.0,0.0,92.37,92.37,92.37,0.0,0.0,92.38,92.38,92.38,0.0,0.0
2019-09-22,92.07,92.07,92.07,0.0,0.0,92.11,92.11,92.11,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.58,91.58,91.58,0.0,0.0
2019-09-29,90.21,90.21,90.21,0.0,0.0,90.94,90.94,90.94,0.0,0.0,90.07,90.07,90.07,0.0,0.0,90.79,90.79,90.79,0.0,0.0
2019-10-06,91.76,91.76,91.76,0.0,0.0,92.49,92.49,92.49,0.0,0.0,91.44,91.44,91.44,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2019-10-13,92.81,92.81,92.81,0.0,0.0,92.85,92.85,92.85,0.0,0.0,92.32,92.32,92.32,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2019-10-20,93.3,93.3,93.3,0.0,0.0,93.79,93.79,93.79,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2019-10-27,94.86,94.86,94.86,0.0,0.0,95.11,95.11,95.11,0.0,0.0,94.71,94.71,94.71,0.0,0.0,95.11,95.11,95.11,0.0,0.0
2019-11-03,95.63,95.63,95.63,0.0,0.0,95.81,95.81,95.81,0.0,0.0,95.42,95.42,95.42,0.0,0.0,95.76,95.76,95.76,0.0,0.0
2019-11-10,96.2,96.2,96.2,0.0,0.0,96.48,96.48,96.48,0.0,0.0,96.03,96.03,96.03,0.0,0.0,96.48,96.48,96.48,0.0,0.0
2019-11-17,96.06,96.06,96.06,0.0,0.0,96.11,96.11,96.11,0.0,0.0,95.82,95.82,95.82,0.0,0.0,95.97,95.97,95.97,0.0,0.0
2019-11-24,96.94,96.94,96.94,0.0,0.0,97.1,97.1,97.1,0.0,0.0,96.76,96.76,96.76,0.0,0.0,96.76,96.76,96.76,0.0,0.0
2019-12-01,97.09,97.09,97.09,0.0,0.0,97.27,97.27,97.27,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.1,97.1,97.1,0.0,0.0
2019-12-08,98.07,98.07,98.07,0.0,0.0,98.5,98.5,98.5,0.0,0.0,97.77,97.77,97.77,0.0,0.0,98.19,98.19,98.19,0.0,0.0
2019-12-15,98.47,98.47,98.47,0.0,0.0,98.64,98.64,98.64,0.0,0.0,98.28,98.28,98.28,0.0,0.0,98.51,98.51,98.51,0.0,0.0
2019-12-22,99.29,99.29,99.29,0.0,0.0,99.31,99.31,99.31,0.0,0.0,98.91,98.91,98.91,0.0,0.0,99.07,99.07,99.07,0.0,0.0
2019-12-29,98.39,98.39,98.39,0.0,0.0,99.15,99.15,99.15,0.0,0.0,98.39,98.39,98.39,0.0,0.0,98.69,98.69,98.69,0.0,0.0
