Date,Direxion Daily Small Cap Bull 3X Shares_Open_average,Direxion Daily Small Cap Bull 3X Shares_Open_max,Direxion Daily Small Cap Bull 3X Shares_Open_min,Direxion Daily Small Cap Bull 3X Shares_Open_volatility,Direxion Daily Small Cap Bull 3X Shares_Open_change,Direxion Daily Small Cap Bull 3X Shares_High_average,Direxion Daily Small Cap Bull 3X Shares_High_max,Direxion Daily Small Cap Bull 3X Shares_High_min,Direxion Daily Small Cap Bull 3X Shares_High_volatility,Direxion Daily Small Cap Bull 3X Shares_High_change,Direxion Daily Small Cap Bull 3X Shares_Low_average,Direxion Daily Small Cap Bull 3X Shares_Low_max,Direxion Daily Small Cap Bull 3X Shares_Low_min,Direxion Daily Small Cap Bull 3X Shares_Low_volatility,Direxion Daily Small Cap Bull 3X Shares_Low_change,Direxion Daily Small Cap Bull 3X Shares_Close_average,Direxion Daily Small Cap Bull 3X Shares_Close_max,Direxion Daily Small Cap Bull 3X Shares_Close_min,Direxion Daily Small Cap Bull 3X Shares_Close_volatility,Direxion Daily Small Cap Bull 3X Shares_Close_change
2018-11-11,63.11,63.11,63.11,0.0,0.0,63.5,63.5,63.5,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-11-18,59.95,59.95,59.95,0.0,0.0,61.19,61.19,61.19,0.0,0.0,59.23,59.23,59.23,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2018-11-25,65.96,65.96,65.96,0.0,0.0,66.05,66.05,66.05,0.0,0.0,63.03,63.03,63.03,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2018-12-02,53.24,53.24,53.24,0.0,0.0,53.83,53.83,53.83,0.0,0.0,50.22,50.22,50.22,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2018-12-09,48.76,48.76,48.76,0.0,0.0,50.03,50.03,50.03,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2018-12-16,37.02,37.02,37.02,0.0,0.0,37.66,37.66,37.66,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-12-23,41.96,41.96,41.96,0.0,0.0,42.25,42.25,42.25,0.0,0.0,40.16,40.16,40.16,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2018-12-30,45.09,45.09,45.09,0.0,0.0,48.12,48.12,48.12,0.0,0.0,44.57,44.57,44.57,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-01-06,50.66,50.66,50.66,0.0,0.0,51.28,51.28,51.28,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-01-13,54.61,54.61,54.61,0.0,0.0,56.1,56.1,56.1,0.0,0.0,54.0,54.0,54.0,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-01-20,53.76,53.76,53.76,0.0,0.0,54.84,54.84,54.84,0.0,0.0,53.11,53.11,53.11,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-01-27,57.54,57.54,57.54,0.0,0.0,59.31,59.31,59.31,0.0,0.0,56.95,56.95,56.95,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-02-03,58.49,58.49,58.49,0.0,0.0,59.44,59.44,59.44,0.0,0.0,57.71,57.71,57.71,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2019-02-10,63.71,63.71,63.71,0.0,0.0,65.5,65.5,65.5,0.0,0.0,63.13,63.13,63.13,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-02-17,69.07,69.07,69.07,0.0,0.0,69.62,69.62,69.62,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.92,67.92,67.92,0.0,0.0
2019-02-24,68.28,68.28,68.28,0.0,0.0,68.55,68.55,68.55,0.0,0.0,64.48,64.48,64.48,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-03-03,60.08,60.08,60.08,0.0,0.0,62.67,62.67,62.67,0.0,0.0,59.85,59.85,59.85,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2019-03-10,63.55,63.55,63.55,0.0,0.0,65.23,65.23,65.23,0.0,0.0,62.85,62.85,62.85,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-03-17,57.05,57.05,57.05,0.0,0.0,59.1,59.1,59.1,0.0,0.0,55.78,55.78,55.78,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-03-24,62.56,62.56,62.56,0.0,0.0,63.27,63.27,63.27,0.0,0.0,61.86,61.86,61.86,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2019-03-31,65.63,65.63,65.63,0.0,0.0,66.09,66.09,66.09,0.0,0.0,64.64,64.64,64.64,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2019-04-07,66.82,66.82,66.82,0.0,0.0,67.0,67.0,67.0,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2019-04-14,63.46,63.46,63.46,0.0,0.0,64.04,64.04,64.04,0.0,0.0,62.5,62.5,62.5,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-04-21,67.43,67.43,67.43,0.0,0.0,68.68,68.68,68.68,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2019-04-28,66.59,66.59,66.59,0.0,0.0,70.44,70.44,70.44,0.0,0.0,66.41,66.41,66.41,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2019-05-05,60.99,60.99,60.99,0.0,0.0,61.36,61.36,61.36,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2019-05-12,58.56,58.56,58.56,0.0,0.0,59.63,59.63,59.63,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-05-19,56.63,56.63,56.63,0.0,0.0,57.42,57.42,57.42,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-05-26,51.81,51.81,51.81,0.0,0.0,52.97,52.97,52.97,0.0,0.0,51.0,51.0,51.0,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2019-06-02,57.54,57.54,57.54,0.0,0.0,59.4,59.4,59.4,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-06-09,58.46,58.46,58.46,0.0,0.0,59.63,59.63,59.63,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2019-06-16,61.25,61.25,61.25,0.0,0.0,61.31,61.31,61.31,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-06-23,64.69,64.69,64.69,0.0,0.0,65.29,65.29,65.29,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2019-06-30,63.02,63.02,63.02,0.0,0.0,63.33,63.33,63.33,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-07-07,63.32,63.32,63.32,0.0,0.0,63.35,63.35,63.35,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-07-14,60.45,60.45,60.45,0.0,0.0,60.99,60.99,60.99,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-07-21,63.79,63.79,63.79,0.0,0.0,64.04,64.04,64.04,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2019-07-28,55.03,55.03,55.03,0.0,0.0,55.14,55.14,55.14,0.0,0.0,50.95,50.95,50.95,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-08-04,54.71,54.71,54.71,0.0,0.0,55.06,55.06,55.06,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-08-11,54.94,54.94,54.94,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-08-18,50.96,50.96,50.96,0.0,0.0,51.17,51.17,51.17,0.0,0.0,49.8,49.8,49.8,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-08-25,54.0,54.0,54.0,0.0,0.0,54.11,54.11,54.11,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-09-01,54.63,54.63,54.63,0.0,0.0,56.4,56.4,56.4,0.0,0.0,54.08,54.08,54.08,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2019-09-08,61.7,61.7,61.7,0.0,0.0,63.77,63.77,63.77,0.0,0.0,61.34,61.34,61.34,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-09-15,59.14,59.14,59.14,0.0,0.0,60.39,60.39,60.39,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2019-09-22,55.63,55.63,55.63,0.0,0.0,56.62,56.62,56.62,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2019-09-29,52.69,52.69,52.69,0.0,0.0,54.06,54.06,54.06,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-10-06,53.74,53.74,53.74,0.0,0.0,54.02,54.02,54.02,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-10-13,58.32,58.32,58.32,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2019-10-20,60.0,60.0,60.0,0.0,0.0,61.47,61.47,61.47,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-10-27,64.23,64.23,64.23,0.0,0.0,64.54,64.54,64.54,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2019-11-03,62.56,62.56,62.56,0.0,0.0,63.57,63.57,63.57,0.0,0.0,62.35,62.35,62.35,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-11-10,63.24,63.24,63.24,0.0,0.0,63.27,63.27,63.27,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2019-11-17,63.5,63.5,63.5,0.0,0.0,66.86,66.86,66.86,0.0,0.0,63.34,63.34,63.34,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2019-11-24,67.25,67.25,67.25,0.0,0.0,67.29,67.29,67.29,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-12-01,67.87,67.87,67.87,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.53,67.53,67.53,0.0,0.0
2019-12-08,70.19,70.19,70.19,0.0,0.0,71.17,71.17,71.17,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2019-12-15,72.8,72.8,72.8,0.0,0.0,72.92,72.92,72.92,0.0,0.0,71.66,71.66,71.66,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2019-12-22,72.37,72.37,72.37,0.0,0.0,72.63,72.63,72.63,0.0,0.0,70.52,70.52,70.52,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2019-12-29,69.47,69.47,69.47,0.0,0.0,71.61,71.61,71.61,0.0,0.0,69.36,69.36,69.36,0.0,0.0,71.14,71.14,71.14,0.0,0.0
