Date,First Trust SMID Cap Rising Dividend Achievers_Open_average,First Trust SMID Cap Rising Dividend Achievers_Open_max,First Trust SMID Cap Rising Dividend Achievers_Open_min,First Trust SMID Cap Rising Dividend Achievers_Open_volatility,First Trust SMID Cap Rising Dividend Achievers_Open_change,First Trust SMID Cap Rising Dividend Achievers_High_average,First Trust SMID Cap Rising Dividend Achievers_High_max,First Trust SMID Cap Rising Dividend Achievers_High_min,First Trust SMID Cap Rising Dividend Achievers_High_volatility,First Trust SMID Cap Rising Dividend Achievers_High_change,First Trust SMID Cap Rising Dividend Achievers_Low_average,First Trust SMID Cap Rising Dividend Achievers_Low_max,First Trust SMID Cap Rising Dividend Achievers_Low_min,First Trust SMID Cap Rising Dividend Achievers_Low_volatility,First Trust SMID Cap Rising Dividend Achievers_Low_change,First Trust SMID Cap Rising Dividend Achievers_Close_average,First Trust SMID Cap Rising Dividend Achievers_Close_max,First Trust SMID Cap Rising Dividend Achievers_Close_min,First Trust SMID Cap Rising Dividend Achievers_Close_volatility,First Trust SMID Cap Rising Dividend Achievers_Close_change
2018-03-25,20.69,20.69,20.69,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-04-01,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-04-08,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-04-15,20.88,20.88,20.88,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-04-22,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-04-29,20.33,20.33,20.33,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-05-06,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2018-05-13,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-05-20,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-05-27,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-06-03,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-06-10,21.46,21.46,21.46,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-06-17,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-06-24,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-07-01,21.09,21.09,21.09,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-07-08,20.94,20.94,20.94,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-07-15,21.33,21.33,21.33,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-07-22,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-07-29,21.24,21.24,21.24,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-08-05,21.46,21.46,21.46,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-08-12,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-08-19,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2018-08-26,21.59,21.59,21.59,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2018-09-02,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2018-09-09,21.64,21.64,21.64,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-09-16,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2018-09-23,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-09-30,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-10-07,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-10-14,20.08,20.08,20.08,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-10-21,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-10-28,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-11-04,20.15,20.15,20.15,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-11-11,19.79,19.79,19.79,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2018-11-18,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2018-11-25,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2018-12-02,18.74,18.74,18.74,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-12-09,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2018-12-16,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2018-12-23,17.63,17.63,17.63,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2018-12-30,17.87,17.87,17.87,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2019-01-06,18.87,18.87,18.87,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-01-13,19.45,19.45,19.45,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-01-20,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-01-27,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-02-03,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-02-10,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-02-17,20.75,20.75,20.75,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-02-24,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-03-03,19.87,19.87,19.87,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-03-10,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-03-17,19.92,19.92,19.92,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-03-24,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-03-31,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-04-07,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-04-14,20.83,20.83,20.83,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2019-04-21,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-04-28,20.66,20.66,20.66,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-05-05,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2019-05-12,20.3,20.3,20.3,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-05-19,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-05-26,19.01,19.01,19.01,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-06-02,19.76,19.76,19.76,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-06-09,19.76,19.76,19.76,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-06-16,20.1,20.1,20.1,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-06-23,20.41,20.41,20.41,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-06-30,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-07-07,20.43,20.43,20.43,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-07-14,20.49,20.49,20.49,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-07-21,20.86,20.86,20.86,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-07-28,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-08-04,19.52,19.52,19.52,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-08-11,18.84,18.84,18.84,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.84,18.84,18.84,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-08-18,19.31,19.31,19.31,0.0,0.0,19.31,19.31,19.31,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-08-25,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-09-01,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-09-08,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-09-15,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-09-22,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-09-29,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-10-06,20.09,20.09,20.09,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-10-13,20.46,20.46,20.46,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-10-20,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2019-10-27,20.74,20.74,20.74,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-11-03,21.52,21.52,21.52,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-11-10,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-11-17,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-11-24,21.5,21.5,21.5,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-12-01,21.48,21.48,21.48,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2019-12-08,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-12-15,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-12-22,21.74,21.74,21.74,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-12-29,21.59,21.59,21.59,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.66,21.66,21.66,0.0,0.0
