Date,SPDR S&P TransportationEtf_Open_average,SPDR S&P TransportationEtf_Open_max,SPDR S&P TransportationEtf_Open_min,SPDR S&P TransportationEtf_Open_volatility,SPDR S&P TransportationEtf_Open_change,SPDR S&P TransportationEtf_High_average,SPDR S&P TransportationEtf_High_max,SPDR S&P TransportationEtf_High_min,SPDR S&P TransportationEtf_High_volatility,SPDR S&P TransportationEtf_High_change,SPDR S&P TransportationEtf_Low_average,SPDR S&P TransportationEtf_Low_max,SPDR S&P TransportationEtf_Low_min,SPDR S&P TransportationEtf_Low_volatility,SPDR S&P TransportationEtf_Low_change,SPDR S&P TransportationEtf_Close_average,SPDR S&P TransportationEtf_Close_max,SPDR S&P TransportationEtf_Close_min,SPDR S&P TransportationEtf_Close_volatility,SPDR S&P TransportationEtf_Close_change
2018-05-27,64.86,64.86,64.86,0.0,0.0,65.37,65.37,65.37,0.0,0.0,64.86,64.86,64.86,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2018-06-03,65.21,65.21,65.21,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-06-10,66.45,66.45,66.45,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.45,66.45,66.45,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2018-06-17,67.19,67.19,67.19,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2018-06-24,63.21,63.21,63.21,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2018-07-01,63.69,63.69,63.69,0.0,0.0,64.34,64.34,64.34,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2018-07-08,64.01,64.01,64.01,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2018-07-15,64.95,64.95,64.95,0.0,0.0,65.12,65.12,65.12,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.11,65.11,65.11,0.0,0.0
2018-07-22,64.63,64.63,64.63,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2018-07-29,66.0,66.0,66.0,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-08-05,66.17,66.17,66.17,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2018-08-12,66.65,66.65,66.65,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.63,66.63,66.63,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2018-08-19,67.53,67.53,67.53,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2018-08-26,67.55,67.55,67.55,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2018-09-02,67.89,67.89,67.89,0.0,0.0,68.23,68.23,68.23,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2018-09-09,68.34,68.34,68.34,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2018-09-16,68.67,68.67,68.67,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2018-09-23,67.02,67.02,67.02,0.0,0.0,67.26,67.26,67.26,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2018-09-30,65.69,65.69,65.69,0.0,0.0,65.69,65.69,65.69,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2018-10-07,61.34,61.34,61.34,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-10-14,60.45,60.45,60.45,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2018-10-21,57.82,57.82,57.82,0.0,0.0,58.2,58.2,58.2,0.0,0.0,56.72,56.72,56.72,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2018-10-28,60.99,60.99,60.99,0.0,0.0,61.69,61.69,61.69,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-11-04,62.48,62.48,62.48,0.0,0.0,62.6,62.6,62.6,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2018-11-11,61.56,61.56,61.56,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2018-11-18,60.18,60.18,60.18,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2018-11-25,63.24,63.24,63.24,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2018-12-02,60.48,60.48,60.48,0.0,0.0,60.53,60.53,60.53,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2018-12-09,55.62,55.62,55.62,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-12-16,52.92,52.92,52.92,0.0,0.0,53.51,53.51,53.51,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2018-12-23,53.52,53.52,53.52,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2018-12-30,53.07,53.07,53.07,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.07,53.07,53.07,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-01-06,57.14,57.14,57.14,0.0,0.0,57.62,57.62,57.62,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-01-13,58.99,58.99,58.99,0.0,0.0,59.95,59.95,59.95,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2019-01-20,58.68,58.68,58.68,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.68,58.68,58.68,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-01-27,60.17,60.17,60.17,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-02-03,60.56,60.56,60.56,0.0,0.0,60.95,60.95,60.95,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-02-10,63.18,63.18,63.18,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2019-02-17,63.52,63.52,63.52,0.0,0.0,63.52,63.52,63.52,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2019-02-24,62.2,62.2,62.2,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2019-03-03,58.58,58.58,58.58,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2019-03-10,60.54,60.54,60.54,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-03-17,59.51,59.51,59.51,0.0,0.0,59.51,59.51,59.51,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2019-03-24,60.38,60.38,60.38,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2019-03-31,62.75,62.75,62.75,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2019-04-07,63.5,63.5,63.5,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-04-14,63.92,63.92,63.92,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2019-04-21,62.89,62.89,62.89,0.0,0.0,63.56,63.56,63.56,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-04-28,63.19,63.19,63.19,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2019-05-05,61.26,61.26,61.26,0.0,0.0,61.46,61.46,61.46,0.0,0.0,60.29,60.29,60.29,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-05-12,60.81,60.81,60.81,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2019-05-19,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-05-26,56.66,56.66,56.66,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2019-06-02,58.91,58.91,58.91,0.0,0.0,59.36,59.36,59.36,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-06-09,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-06-16,60.67,60.67,60.67,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2019-06-23,60.27,60.27,60.27,0.0,0.0,61.37,61.37,61.37,0.0,0.0,60.27,60.27,60.27,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-06-30,61.11,61.11,61.11,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2019-07-07,60.37,60.37,60.37,0.0,0.0,61.89,61.89,61.89,0.0,0.0,60.37,60.37,60.37,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2019-07-14,61.99,61.99,61.99,0.0,0.0,62.43,62.43,62.43,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-07-21,62.8,62.8,62.8,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.8,62.8,62.8,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-07-28,61.0,61.0,61.0,0.0,0.0,61.29,61.29,61.29,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-08-04,60.52,60.52,60.52,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2019-08-11,57.28,57.28,57.28,0.0,0.0,58.31,58.31,58.31,0.0,0.0,57.28,57.28,57.28,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-08-18,58.4,58.4,58.4,0.0,0.0,58.4,58.4,58.4,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-08-25,59.03,59.03,59.03,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-09-01,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2019-09-08,63.75,63.75,63.75,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-09-15,62.15,62.15,62.15,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-09-22,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-09-29,58.62,58.62,58.62,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.54,58.54,58.54,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-10-06,60.12,60.12,60.12,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2019-10-13,62.12,62.12,62.12,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2019-10-20,63.02,63.02,63.02,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.02,63.02,63.02,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-10-27,62.32,62.32,62.32,0.0,0.0,63.38,63.38,63.38,0.0,0.0,62.32,62.32,62.32,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2019-11-03,65.56,65.56,65.56,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2019-11-10,64.8,64.8,64.8,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2019-11-17,63.6,63.6,63.6,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-11-24,65.13,65.13,65.13,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-12-01,63.95,63.95,63.95,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-12-08,64.23,64.23,64.23,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-12-15,64.47,64.47,64.47,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.47,64.47,64.47,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-12-22,65.2,65.2,65.2,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2019-12-29,63.89,63.89,63.89,0.0,0.0,64.46,64.46,64.46,0.0,0.0,63.61,63.61,63.61,0.0,0.0,64.46,64.46,64.46,0.0,0.0
