Date,ProShares Russell 2000 Dividend Gro_etf_Open_average,ProShares Russell 2000 Dividend Gro_etf_Open_max,ProShares Russell 2000 Dividend Gro_etf_Open_min,ProShares Russell 2000 Dividend Gro_etf_Open_volatility,ProShares Russell 2000 Dividend Gro_etf_Open_change,ProShares Russell 2000 Dividend Gro_etf_High_average,ProShares Russell 2000 Dividend Gro_etf_High_max,ProShares Russell 2000 Dividend Gro_etf_High_min,ProShares Russell 2000 Dividend Gro_etf_High_volatility,ProShares Russell 2000 Dividend Gro_etf_High_change,ProShares Russell 2000 Dividend Gro_etf_Low_average,ProShares Russell 2000 Dividend Gro_etf_Low_max,ProShares Russell 2000 Dividend Gro_etf_Low_min,ProShares Russell 2000 Dividend Gro_etf_Low_volatility,ProShares Russell 2000 Dividend Gro_etf_Low_change,ProShares Russell 2000 Dividend Gro_etf_Close_average,ProShares Russell 2000 Dividend Gro_etf_Close_max,ProShares Russell 2000 Dividend Gro_etf_Close_min,ProShares Russell 2000 Dividend Gro_etf_Close_volatility,ProShares Russell 2000 Dividend Gro_etf_Close_change
2018-07-22,58.65,58.65,58.65,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2018-07-29,58.74,58.74,58.74,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2018-08-05,58.23,58.23,58.23,0.0,0.0,58.41,58.41,58.41,0.0,0.0,57.84,57.84,57.84,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-08-12,59.14,59.14,59.14,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2018-08-19,59.45,59.45,59.45,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2018-08-26,59.11,59.11,59.11,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2018-09-02,59.22,59.22,59.22,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-09-09,59.74,59.74,59.74,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2018-09-16,60.18,60.18,60.18,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2018-09-23,58.26,58.26,58.26,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2018-09-30,58.07,58.07,58.07,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.8,57.8,57.8,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2018-10-07,57.02,57.02,57.02,0.0,0.0,57.26,57.26,57.26,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2018-10-14,57.04,57.04,57.04,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2018-10-21,55.37,55.37,55.37,0.0,0.0,55.64,55.64,55.64,0.0,0.0,54.49,54.49,54.49,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2018-10-28,56.72,56.72,56.72,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-11-04,58.56,58.56,58.56,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-11-11,58.39,58.39,58.39,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2018-11-18,57.53,57.53,57.53,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.53,57.53,57.53,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2018-11-25,58.19,58.19,58.19,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2018-12-02,57.18,57.18,57.18,0.0,0.0,57.51,57.51,57.51,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2018-12-09,56.9,56.9,56.9,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2018-12-16,54.08,54.08,54.08,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2018-12-23,53.39,53.39,53.39,0.0,0.0,53.97,53.97,53.97,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2018-12-30,53.69,53.69,53.69,0.0,0.0,54.56,54.56,54.56,0.0,0.0,53.48,53.48,53.48,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-01-06,55.75,55.75,55.75,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2019-01-13,57.03,57.03,57.03,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-01-20,57.09,57.09,57.09,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-01-27,57.71,57.71,57.71,0.0,0.0,57.71,57.71,57.71,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-02-03,57.54,57.54,57.54,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-02-10,58.63,58.63,58.63,0.0,0.0,59.42,59.42,59.42,0.0,0.0,58.63,58.63,58.63,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-02-17,60.45,60.45,60.45,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-02-24,59.8,59.8,59.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2019-03-03,57.85,57.85,57.85,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.79,57.79,57.79,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-03-10,58.69,58.69,58.69,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-03-17,58.39,58.39,58.39,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-03-24,58.62,58.62,58.62,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-03-31,58.84,58.84,58.84,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.7,58.7,58.7,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2019-04-07,59.23,59.23,59.23,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2019-04-14,58.8,58.8,58.8,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2019-04-21,58.81,58.81,58.81,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.74,58.74,58.74,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-04-28,59.39,59.39,59.39,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.39,59.39,59.39,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2019-05-05,59.12,59.12,59.12,0.0,0.0,59.63,59.63,59.63,0.0,0.0,58.6,58.6,58.6,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-05-12,59.15,59.15,59.15,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2019-05-19,58.48,58.48,58.48,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-05-26,57.09,57.09,57.09,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2019-06-02,58.95,58.95,58.95,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-06-09,59.72,59.72,59.72,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2019-06-16,59.75,59.75,59.75,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-06-23,58.93,58.93,58.93,0.0,0.0,59.51,59.51,59.51,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-06-30,59.25,59.25,59.25,0.0,0.0,59.59,59.59,59.59,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-07-07,59.0,59.0,59.0,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.74,58.74,58.74,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-07-14,59.12,59.12,59.12,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-07-21,59.23,59.23,59.23,0.0,0.0,59.86,59.86,59.86,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2019-07-28,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2019-08-04,58.61,58.61,58.61,0.0,0.0,58.64,58.64,58.64,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-08-11,57.25,57.25,57.25,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2019-08-18,57.58,57.58,57.58,0.0,0.0,57.65,57.65,57.65,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2019-08-25,57.58,57.58,57.58,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2019-09-01,58.19,58.19,58.19,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.91,57.91,57.91,0.0,0.0
2019-09-08,60.78,60.78,60.78,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2019-09-15,60.04,60.04,60.04,0.0,0.0,60.18,60.18,60.18,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-09-22,59.44,59.44,59.44,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-09-29,57.87,57.87,57.87,0.0,0.0,58.31,58.31,58.31,0.0,0.0,57.64,57.64,57.64,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2019-10-06,58.39,58.39,58.39,0.0,0.0,59.48,59.48,59.48,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-10-13,59.39,59.39,59.39,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-10-20,60.39,60.39,60.39,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2019-10-27,61.48,61.48,61.48,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2019-11-03,60.71,60.71,60.71,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-11-10,60.39,60.39,60.39,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-11-17,60.05,60.05,60.05,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-11-24,61.1,61.1,61.1,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-12-01,61.24,61.24,61.24,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-12-08,61.56,61.56,61.56,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2019-12-15,62.51,62.51,62.51,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-12-22,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-12-29,60.97,60.97,60.97,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.94,60.94,60.94,0.0,0.0,61.44,61.44,61.44,0.0,0.0
