Date,FRME_Open_average,FRME_Open_max,FRME_Open_min,FRME_Open_volatility,FRME_Open_change,FRME_High_average,FRME_High_max,FRME_High_min,FRME_High_volatility,FRME_High_change,FRME_Low_average,FRME_Low_max,FRME_Low_min,FRME_Low_volatility,FRME_Low_change,FRME_Close_average,FRME_Close_max,FRME_Close_min,FRME_Close_volatility,FRME_Close_change,FRME_Volume_average,FRME_Volume_max,FRME_Volume_min,FRME_Volume_volatility,FRME_Volume_change
2018-01-14,44.192,44.48,43.62,0.8599999999999994,-0.22999999999999687,44.454,44.93,44.23,0.7000000000000028,-0.6799999999999997,43.61,44.13,43.01,1.1200000000000045,-0.490000000000002,44.094,44.36,43.66,0.7000000000000028,-0.2600000000000051,148688,221673,93131,128542,-128542
2018-01-21,44.134,44.84,43.7,1.1400000000000006,0.22999999999999687,44.322,44.84,44.07,0.7700000000000031,0.030000000000001137,43.084,43.5,41.77,1.7299999999999969,0.07000000000000028,43.628,43.93,43.38,0.5499999999999972,-0.39000000000000057,137010,199893,102680,97213,-3566
2018-01-28,43.22,43.67,42.75,0.9200000000000017,-0.45000000000000284,43.684,44.0,43.41,0.5900000000000034,-0.0800000000000054,42.726,43.15,41.44,1.7100000000000009,-1.5200000000000031,42.99,43.88,41.47,2.4100000000000037,-1.75,156429,191765,116055,75710,75710
2018-02-04,41.4,42.01,40.49,1.519999999999996,1.1699999999999946,41.980000000000004,42.24,41.74,0.5,-0.35999999999999943,40.72,41.43,40.12,1.3100000000000023,0.6700000000000017,41.452,41.77,40.82,0.9500000000000028,-0.19000000000000483,150899,213397,122518,90879,-83368
2018-02-11,41.8825,42.78,41.22,1.5600000000000023,0.9899999999999949,42.43,43.0,41.54,1.4600000000000009,1.4600000000000009,41.67,42.26,40.99,1.269999999999996,1.269999999999996,42.205,42.61,41.37,1.240000000000002,1.240000000000002,97290,120578,83432,37146,3505
2018-02-18,42.48,42.93,42.1,0.8299999999999983,0.22999999999999687,42.92,43.3,42.6,0.6999999999999957,-0.030000000000001137,41.754,42.12,41.01,1.1099999999999994,0.1699999999999946,42.416,42.81,42.04,0.7700000000000031,0.7700000000000031,122136,136427,106278,30149,-5145
2018-02-25,41.944,42.94,41.13,1.8099999999999952,-1.0499999999999972,42.54,43.4,41.79,1.6099999999999994,-0.7199999999999989,41.214,42.22,40.73,1.490000000000002,-1.2100000000000009,41.9,42.42,41.33,1.0900000000000034,0.19000000000000483,130577,186958,92879,94079,-39215
2018-03-04,43.354,44.41,42.61,1.7999999999999972,1.7999999999999972,43.858,44.47,43.2,1.269999999999996,1.269999999999996,42.844,43.71,42.01,1.7000000000000028,1.7000000000000028,43.626,44.25,43.07,1.1799999999999997,1.1799999999999997,128526,157340,72245,85095,5279
2018-03-11,43.972,44.5,43.54,0.9600000000000009,-0.5,44.188,44.5,43.84,0.6599999999999966,-0.39000000000000057,43.43,43.74,43.18,0.5600000000000023,-0.5300000000000011,43.82,44.02,43.52,0.5,0.05999999999999517,164427,315225,108746,206479,6225
2018-03-18,42.91,44.1,41.23,2.8700000000000045,-2.8700000000000045,43.246,44.27,41.99,2.280000000000001,-2.280000000000001,42.089999999999996,43.44,40.53,2.9099999999999966,-2.289999999999999,42.39,43.61,40.53,3.0799999999999983,-1.6499999999999986,125908,180462,80990,99472,56872
2018-03-25,41.79,42.05,41.38,0.6699999999999946,-0.2700000000000031,42.215,42.35,42.09,0.259999999999998,0.02999999999999403,41.0725,41.7,40.67,1.0300000000000011,-0.44999999999999574,41.542500000000004,41.93,41.25,0.6799999999999997,-0.03999999999999915,206290,301635,140174,161461,39313
2018-04-01,41.862,42.58,41.32,1.259999999999998,0.36999999999999744,42.41,42.75,42.04,0.7100000000000009,0.10999999999999943,41.324,42.01,40.99,1.019999999999996,-0.01999999999999602,41.886,42.64,41.2,1.4399999999999977,-0.6999999999999957,120652,153071,83860,69211,-41390
2018-04-08,42.066,42.77,41.69,1.0800000000000054,0.4100000000000037,42.404,42.77,41.85,0.9200000000000017,0.6400000000000006,41.528,42.02,41.12,0.9000000000000057,0.7900000000000063,42.088,42.54,41.65,0.8900000000000006,0.740000000000002,159474,283020,76728,206292,-198295
2018-04-15,42.518,43.02,42.1,0.9200000000000017,0.3400000000000034,42.928,43.52,42.51,1.0100000000000051,0.8400000000000034,42.252,42.86,41.82,1.0399999999999991,1.0399999999999991,42.666000000000004,43.46,42.09,1.3699999999999974,1.3200000000000003,117133,225015,69421,155594,-14223
2018-04-22,43.78,44.17,43.5,0.6700000000000017,0.6700000000000017,44.144,44.47,43.91,0.5600000000000023,0.22999999999999687,43.309999999999995,43.72,42.98,0.740000000000002,-0.25,43.56,43.95,43.08,0.8700000000000045,-0.6300000000000026,124719,137339,107199,30140,-4
2018-04-29,43.33,43.78,42.94,0.8400000000000034,0.6600000000000037,43.842,44.14,43.47,0.6700000000000017,0.490000000000002,42.896,43.41,42.6,0.8099999999999952,0.8099999999999952,43.534,43.83,43.12,0.7100000000000009,0.28000000000000114,98555,138019,60943,77076,-77076
2018-05-06,44.474,44.79,43.82,0.9699999999999989,0.8299999999999983,44.818,44.98,44.39,0.5899999999999963,0.46000000000000085,44.16,44.38,43.82,0.5600000000000023,0.21999999999999886,44.486,44.7,44.12,0.5800000000000054,-0.240000000000002,89464,118766,69194,49572,-30983
2018-05-13,44.808,45.47,44.06,1.4099999999999966,1.3099999999999952,45.316,46.18,44.68,1.5,1.5,44.632,45.37,44.06,1.3099999999999952,1.3099999999999952,45.158,46.12,44.45,1.6699999999999946,1.6699999999999946,111504,157715,80448,77267,77267
2018-05-20,45.945,46.19,45.62,0.5700000000000003,-0.5200000000000031,46.455,47.15,45.94,1.2100000000000009,-0.8000000000000043,45.504999999999995,45.8,44.99,0.8099999999999952,-0.13000000000000256,45.935,46.19,45.8,0.39000000000000057,-0.3499999999999943,101598,114837,80081,34756,-34756
2018-05-27,45.79,46.62,45.46,1.1599999999999966,1.1599999999999966,46.348,47.17,45.79,1.3800000000000026,1.3800000000000026,45.532,46.39,44.78,1.6099999999999994,1.6099999999999994,46.032,47.05,45.16,1.8900000000000006,1.8900000000000006,120801,134200,102006,32194,-18374
2018-06-03,47.492,47.98,46.85,1.1299999999999955,0.9699999999999989,48.024,49.19,47.26,1.9299999999999997,0.5900000000000034,47.132,47.5,46.7,0.7999999999999972,0.23999999999999488,47.472,47.84,47.11,0.730000000000004,0.09000000000000341,120711,157301,98787,58514,43675
2018-06-10,47.002,47.25,46.64,0.6099999999999994,-0.5600000000000023,47.312000000000005,47.39,47.27,0.11999999999999744,0.0799999999999983,46.562,46.69,46.36,0.3299999999999983,-0.18999999999999773,47.046,47.3,46.83,0.46999999999999886,0.46999999999999886,211809,471821,106775,365046,58688
2018-06-17,47.628,48.16,47.05,1.1099999999999994,0.04000000000000625,47.982,48.4,47.31,1.0899999999999963,-0.7100000000000009,47.205999999999996,47.79,46.7,1.0899999999999963,-0.3499999999999943,47.57,48.17,46.84,1.3299999999999983,-0.9899999999999949,388567,1116321,177828,938493,19267
2018-06-24,46.778,47.06,46.13,0.9299999999999997,-0.8699999999999974,47.028,47.23,46.81,0.4199999999999946,-0.22999999999999687,46.39,46.64,46.13,0.509999999999998,-0.28999999999999915,46.722,46.99,46.4,0.5900000000000034,-0.17999999999999972,206889,279024,175186,103838,-4872
2018-07-01,47.445,48.0,46.92,1.0799999999999983,1.0799999999999983,47.87,48.52,47.19,1.3300000000000054,1.3300000000000054,47.192499999999995,47.96,46.73,1.230000000000004,1.230000000000004,47.724999999999994,48.43,46.98,1.4500000000000028,1.4500000000000028,151130,253756,77550,176206,69416
2018-07-08,47.508,48.58,46.6,1.9799999999999969,-1.9799999999999969,47.704,48.66,46.98,1.6799999999999997,-1.6799999999999997,46.894,47.39,46.5,0.8900000000000006,-0.8100000000000023,47.186,47.76,46.6,1.1599999999999966,-0.7999999999999972,96302,118033,69120,48913,12380
2018-07-15,46.676,47.15,46.36,0.7899999999999991,0.28000000000000114,47.26,48.31,46.62,1.6900000000000048,1.0900000000000034,46.5,47.09,46.2,0.8900000000000006,0.5600000000000023,47.016,48.19,46.49,1.6999999999999957,1.6099999999999994,211189,270723,152287,118436,17124
2018-07-22,48.326,49.32,47.67,1.6499999999999986,-0.7299999999999969,49.05,50.44,47.88,2.559999999999995,-0.0899999999999963,47.544,48.49,46.14,2.3500000000000014,0.19000000000000483,47.96,49.21,46.25,2.960000000000001,0.1600000000000037,269251,449362,120384,328978,209719
