Date,Vanguard Global ex-US Real Estate_Open_average,Vanguard Global ex-US Real Estate_Open_max,Vanguard Global ex-US Real Estate_Open_min,Vanguard Global ex-US Real Estate_Open_volatility,Vanguard Global ex-US Real Estate_Open_change,Vanguard Global ex-US Real Estate_High_average,Vanguard Global ex-US Real Estate_High_max,Vanguard Global ex-US Real Estate_High_min,Vanguard Global ex-US Real Estate_High_volatility,Vanguard Global ex-US Real Estate_High_change,Vanguard Global ex-US Real Estate_Low_average,Vanguard Global ex-US Real Estate_Low_max,Vanguard Global ex-US Real Estate_Low_min,Vanguard Global ex-US Real Estate_Low_volatility,Vanguard Global ex-US Real Estate_Low_change,Vanguard Global ex-US Real Estate_Close_average,Vanguard Global ex-US Real Estate_Close_max,Vanguard Global ex-US Real Estate_Close_min,Vanguard Global ex-US Real Estate_Close_volatility,Vanguard Global ex-US Real Estate_Close_change
2018-05-13,60.97,60.97,60.97,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2018-05-20,60.61,60.61,60.61,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2018-05-27,61.09,61.09,61.09,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2018-06-03,61.42,61.42,61.42,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2018-06-10,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2018-06-17,59.3,59.3,59.3,0.0,0.0,59.33,59.33,59.33,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-06-24,57.42,57.42,57.42,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2018-07-01,58.75,58.75,58.75,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2018-07-08,58.01,58.01,58.01,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2018-07-15,58.0,58.0,58.0,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2018-07-22,58.77,58.77,58.77,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2018-07-29,57.62,57.62,57.62,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2018-08-05,57.12,57.12,57.12,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-08-12,57.04,57.04,57.04,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-08-19,58.07,58.07,58.07,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-08-26,57.7,57.7,57.7,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-09-02,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-09-09,56.72,56.72,56.72,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2018-09-16,57.25,57.25,57.25,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2018-09-23,56.19,56.19,56.19,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2018-09-30,53.69,53.69,53.69,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-10-07,52.75,52.75,52.75,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2018-10-14,54.05,54.05,54.05,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-10-21,53.28,53.28,53.28,0.0,0.0,53.37,53.37,53.37,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-10-28,53.83,53.83,53.83,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-11-04,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2018-11-11,54.72,54.72,54.72,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-11-18,54.74,54.74,54.74,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-11-25,55.37,55.37,55.37,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2018-12-02,54.22,54.22,54.22,0.0,0.0,54.38,54.38,54.38,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2018-12-09,54.71,54.71,54.71,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2018-12-16,51.86,51.86,51.86,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-12-23,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-12-30,53.42,53.42,53.42,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-01-06,54.36,54.36,54.36,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-01-13,55.29,55.29,55.29,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-01-20,55.93,55.93,55.93,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2019-01-27,57.11,57.11,57.11,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2019-02-03,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-02-10,56.49,56.49,56.49,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-02-17,57.48,57.48,57.48,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-02-24,57.17,57.17,57.17,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.79,56.79,56.79,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-03-03,57.03,57.03,57.03,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2019-03-10,58.56,58.56,58.56,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-03-17,58.61,58.61,58.61,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-03-24,59.86,59.86,59.86,0.0,0.0,60.08,60.08,60.08,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2019-03-31,59.53,59.53,59.53,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-04-07,59.19,59.19,59.19,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2019-04-14,58.51,58.51,58.51,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-04-21,58.55,58.55,58.55,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-04-28,57.84,57.84,57.84,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-05-05,57.32,57.32,57.32,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-05-12,57.84,57.84,57.84,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-05-19,58.04,58.04,58.04,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2019-05-26,57.71,57.71,57.71,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-06-02,58.77,58.77,58.77,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-06-09,58.12,58.12,58.12,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-06-16,59.27,59.27,59.27,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-06-23,59.6,59.6,59.6,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-06-30,59.77,59.77,59.77,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-07-07,60.09,60.09,60.09,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-07-14,59.52,59.52,59.52,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2019-07-21,58.92,58.92,58.92,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-07-28,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2019-08-04,56.65,56.65,56.65,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-08-11,57.78,57.78,57.78,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-08-18,57.68,57.68,57.68,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2019-08-25,57.88,57.88,57.88,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2019-09-01,58.63,58.63,58.63,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2019-09-08,58.5,58.5,58.5,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-09-15,58.46,58.46,58.46,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2019-09-22,58.46,58.46,58.46,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-09-29,58.93,58.93,58.93,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-10-06,59.6,59.6,59.6,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2019-10-13,60.95,60.95,60.95,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-10-20,60.47,60.47,60.47,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2019-10-27,61.66,61.66,61.66,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-11-03,60.07,60.07,60.07,0.0,0.0,60.23,60.23,60.23,0.0,0.0,59.83,59.83,59.83,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2019-11-10,60.03,60.03,60.03,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-11-17,60.4,60.4,60.4,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-11-24,60.58,60.58,60.58,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-12-01,60.9,60.9,60.9,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-12-08,61.43,61.43,61.43,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-12-15,58.11,58.11,58.11,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-12-22,59.0,59.0,59.0,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-12-29,58.99,58.99,58.99,0.0,0.0,59.28,59.28,59.28,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.18,59.18,59.18,0.0,0.0
