Date,SPDR S&P Software & ServicesEtf_Open_average,SPDR S&P Software & ServicesEtf_Open_max,SPDR S&P Software & ServicesEtf_Open_min,SPDR S&P Software & ServicesEtf_Open_volatility,SPDR S&P Software & ServicesEtf_Open_change,SPDR S&P Software & ServicesEtf_High_average,SPDR S&P Software & ServicesEtf_High_max,SPDR S&P Software & ServicesEtf_High_min,SPDR S&P Software & ServicesEtf_High_volatility,SPDR S&P Software & ServicesEtf_High_change,SPDR S&P Software & ServicesEtf_Low_average,SPDR S&P Software & ServicesEtf_Low_max,SPDR S&P Software & ServicesEtf_Low_min,SPDR S&P Software & ServicesEtf_Low_volatility,SPDR S&P Software & ServicesEtf_Low_change,SPDR S&P Software & ServicesEtf_Close_average,SPDR S&P Software & ServicesEtf_Close_max,SPDR S&P Software & ServicesEtf_Close_min,SPDR S&P Software & ServicesEtf_Close_volatility,SPDR S&P Software & ServicesEtf_Close_change
2018-09-02,90.35,90.35,90.35,0.0,0.0,90.99,90.99,90.99,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.34,90.34,90.34,0.0,0.0
2018-09-09,92.44,92.44,92.44,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.27,92.27,92.27,0.0,0.0,92.64,92.64,92.64,0.0,0.0
2018-09-16,91.3,91.3,91.3,0.0,0.0,91.3,91.3,91.3,0.0,0.0,90.41,90.41,90.41,0.0,0.0,90.6,90.6,90.6,0.0,0.0
2018-09-23,90.64,90.64,90.64,0.0,0.0,91.09,91.09,91.09,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.69,90.69,90.69,0.0,0.0
2018-09-30,87.56,87.56,87.56,0.0,0.0,87.84,87.84,87.84,0.0,0.0,85.94,85.94,85.94,0.0,0.0,86.96,86.96,86.96,0.0,0.0
2018-10-07,81.52,81.52,81.52,0.0,0.0,82.14,82.14,82.14,0.0,0.0,80.4,80.4,80.4,0.0,0.0,81.28,81.28,81.28,0.0,0.0
2018-10-14,82.85,82.85,82.85,0.0,0.0,83.02,83.02,83.02,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2018-10-21,77.78,77.78,77.78,0.0,0.0,79.29,79.29,79.29,0.0,0.0,77.02,77.02,77.02,0.0,0.0,78.34,78.34,78.34,0.0,0.0
2018-10-28,81.6,81.6,81.6,0.0,0.0,82.16,82.16,82.16,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.9,80.9,80.9,0.0,0.0
2018-11-04,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0,80.63,80.63,80.63,0.0,0.0,81.27,81.27,81.27,0.0,0.0
2018-11-11,79.89,79.89,79.89,0.0,0.0,80.14,80.14,80.14,0.0,0.0,79.39,79.39,79.39,0.0,0.0,80.06,80.06,80.06,0.0,0.0
2018-11-18,75.7,75.7,75.7,0.0,0.0,76.77,76.77,76.77,0.0,0.0,75.7,75.7,75.7,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2018-11-25,80.31,80.31,80.31,0.0,0.0,81.08,81.08,81.08,0.0,0.0,80.31,80.31,80.31,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2018-12-02,79.61,79.61,79.61,0.0,0.0,79.9,79.9,79.9,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2018-12-09,77.94,77.94,77.94,0.0,0.0,79.08,79.08,79.08,0.0,0.0,77.49,77.49,77.49,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2018-12-16,73.85,73.85,73.85,0.0,0.0,73.85,73.85,73.85,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2018-12-23,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,73.53,73.53,73.53,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2018-12-30,73.57,73.57,73.57,0.0,0.0,76.12,76.12,76.12,0.0,0.0,73.57,73.57,73.57,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2019-01-06,79.18,79.18,79.18,0.0,0.0,79.72,79.72,79.72,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2019-01-13,81.85,81.85,81.85,0.0,0.0,82.87,82.87,82.87,0.0,0.0,81.72,81.72,81.72,0.0,0.0,82.48,82.48,82.48,0.0,0.0
2019-01-20,82.75,82.75,82.75,0.0,0.0,83.85,83.85,83.85,0.0,0.0,82.75,82.75,82.75,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2019-01-27,85.2,85.2,85.2,0.0,0.0,85.88,85.88,85.88,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.76,85.76,85.76,0.0,0.0
2019-02-03,86.68,86.68,86.68,0.0,0.0,88.45,88.45,88.45,0.0,0.0,86.68,86.68,86.68,0.0,0.0,88.45,88.45,88.45,0.0,0.0
2019-02-10,91.1,91.1,91.1,0.0,0.0,91.27,91.27,91.27,0.0,0.0,90.78,90.78,90.78,0.0,0.0,91.27,91.27,91.27,0.0,0.0
2019-02-17,91.6,91.6,91.6,0.0,0.0,92.4,92.4,92.4,0.0,0.0,91.55,91.55,91.55,0.0,0.0,92.4,92.4,92.4,0.0,0.0
2019-02-24,93.3,93.3,93.3,0.0,0.0,93.4,93.4,93.4,0.0,0.0,92.45,92.45,92.45,0.0,0.0,93.24,93.24,93.24,0.0,0.0
2019-03-03,89.05,89.05,89.05,0.0,0.0,90.35,90.35,90.35,0.0,0.0,88.75,88.75,88.75,0.0,0.0,90.22,90.22,90.22,0.0,0.0
2019-03-10,93.43,93.43,93.43,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.05,93.05,93.05,0.0,0.0,93.54,93.54,93.54,0.0,0.0
2019-03-17,95.38,95.38,95.38,0.0,0.0,95.38,95.38,95.38,0.0,0.0,92.35,92.35,92.35,0.0,0.0,92.38,92.38,92.38,0.0,0.0
2019-03-24,94.25,94.25,94.25,0.0,0.0,94.5,94.5,94.5,0.0,0.0,93.8,93.8,93.8,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2019-03-31,94.27,94.27,94.27,0.0,0.0,94.9,94.9,94.9,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.66,94.66,94.66,0.0,0.0
2019-04-07,96.2,96.2,96.2,0.0,0.0,96.2,96.2,96.2,0.0,0.0,95.49,95.49,95.49,0.0,0.0,95.88,95.88,95.88,0.0,0.0
2019-04-14,94.41,94.41,94.41,0.0,0.0,94.41,94.41,94.41,0.0,0.0,93.22,93.22,93.22,0.0,0.0,94.17,94.17,94.17,0.0,0.0
2019-04-21,97.12,97.12,97.12,0.0,0.0,98.08,98.08,98.08,0.0,0.0,96.65,96.65,96.65,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2019-04-28,97.34,97.34,97.34,0.0,0.0,97.9,97.9,97.9,0.0,0.0,96.84,96.84,96.84,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2019-05-05,94.25,94.25,94.25,0.0,0.0,95.46,95.46,95.46,0.0,0.0,93.05,93.05,93.05,0.0,0.0,95.1,95.1,95.1,0.0,0.0
2019-05-12,95.26,95.26,95.26,0.0,0.0,96.08,96.08,96.08,0.0,0.0,94.7,94.7,94.7,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2019-05-19,93.62,93.62,93.62,0.0,0.0,93.98,93.98,93.98,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.66,93.66,93.66,0.0,0.0
2019-05-26,92.29,92.29,92.29,0.0,0.0,92.85,92.85,92.85,0.0,0.0,91.98,91.98,91.98,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2019-06-02,93.45,93.45,93.45,0.0,0.0,94.53,94.53,94.53,0.0,0.0,93.45,93.45,93.45,0.0,0.0,94.05,94.05,94.05,0.0,0.0
2019-06-09,94.82,94.82,94.82,0.0,0.0,94.82,94.82,94.82,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.28,94.28,94.28,0.0,0.0
2019-06-16,97.45,97.45,97.45,0.0,0.0,97.56,97.56,97.56,0.0,0.0,96.78,96.78,96.78,0.0,0.0,96.9,96.9,96.9,0.0,0.0
2019-06-23,95.5,95.5,95.5,0.0,0.0,96.25,96.25,96.25,0.0,0.0,95.23,95.23,95.23,0.0,0.0,96.24,96.24,96.24,0.0,0.0
2019-06-30,97.78,97.78,97.78,0.0,0.0,98.32,98.32,98.32,0.0,0.0,96.94,96.94,96.94,0.0,0.0,98.26,98.26,98.26,0.0,0.0
2019-07-07,99.53,99.53,99.53,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.25,99.25,99.25,0.0,0.0,100.05,100.05,100.05,0.0,0.0
2019-07-14,100.25,100.25,100.25,0.0,0.0,100.47,100.47,100.47,0.0,0.0,98.97,98.97,98.97,0.0,0.0,98.97,98.97,98.97,0.0,0.0
2019-07-21,100.44,100.44,100.44,0.0,0.0,101.98,101.98,101.98,0.0,0.0,100.44,100.44,100.44,0.0,0.0,101.79,101.79,101.79,0.0,0.0
2019-07-28,98.61,98.61,98.61,0.0,0.0,98.61,98.61,98.61,0.0,0.0,96.63,96.63,96.63,0.0,0.0,97.43,97.43,97.43,0.0,0.0
2019-08-04,97.34,97.34,97.34,0.0,0.0,97.34,97.34,97.34,0.0,0.0,95.88,95.88,95.88,0.0,0.0,96.28,96.28,96.28,0.0,0.0
2019-08-11,94.51,94.51,94.51,0.0,0.0,95.5,95.5,95.5,0.0,0.0,94.51,94.51,94.51,0.0,0.0,95.22,95.22,95.22,0.0,0.0
2019-08-18,96.67,96.67,96.67,0.0,0.0,97.95,97.95,97.95,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.95,94.95,94.95,0.0,0.0
2019-08-25,96.98,96.98,96.98,0.0,0.0,97.08,97.08,97.08,0.0,0.0,95.49,95.49,95.49,0.0,0.0,96.3,96.3,96.3,0.0,0.0
2019-09-01,97.79,97.79,97.79,0.0,0.0,98.29,98.29,98.29,0.0,0.0,97.32,97.32,97.32,0.0,0.0,97.32,97.32,97.32,0.0,0.0
2019-09-08,96.62,96.62,96.62,0.0,0.0,96.62,96.62,96.62,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.92,95.92,95.92,0.0,0.0
2019-09-15,96.82,96.82,96.82,0.0,0.0,96.99,96.99,96.99,0.0,0.0,95.69,95.69,95.69,0.0,0.0,95.87,95.87,95.87,0.0,0.0
2019-09-22,94.62,94.62,94.62,0.0,0.0,94.62,94.62,94.62,0.0,0.0,91.58,91.58,91.58,0.0,0.0,92.29,92.29,92.29,0.0,0.0
2019-09-29,92.88,92.88,92.88,0.0,0.0,93.96,93.96,93.96,0.0,0.0,92.79,92.79,92.79,0.0,0.0,93.95,93.95,93.95,0.0,0.0
2019-10-06,93.95,93.95,93.95,0.0,0.0,95.38,95.38,95.38,0.0,0.0,93.95,93.95,93.95,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2019-10-13,93.89,93.89,93.89,0.0,0.0,93.89,93.89,93.89,0.0,0.0,91.4,91.4,91.4,0.0,0.0,92.26,92.26,92.26,0.0,0.0
2019-10-20,93.45,93.45,93.45,0.0,0.0,94.27,94.27,94.27,0.0,0.0,93.06,93.06,93.06,0.0,0.0,94.14,94.14,94.14,0.0,0.0
2019-10-27,95.88,95.88,95.88,0.0,0.0,96.98,96.98,96.98,0.0,0.0,95.88,95.88,95.88,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2019-11-03,96.41,96.41,96.41,0.0,0.0,97.23,97.23,97.23,0.0,0.0,96.05,96.05,96.05,0.0,0.0,97.2,97.2,97.2,0.0,0.0
2019-11-10,98.72,98.72,98.72,0.0,0.0,99.33,99.33,99.33,0.0,0.0,98.29,98.29,98.29,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2019-11-17,100.17,100.17,100.17,0.0,0.0,100.43,100.43,100.43,0.0,0.0,99.61,99.61,99.61,0.0,0.0,100.1,100.1,100.1,0.0,0.0
2019-11-24,102.81,102.81,102.81,0.0,0.0,103.17,103.17,103.17,0.0,0.0,102.66,102.66,102.66,0.0,0.0,102.79,102.79,102.79,0.0,0.0
2019-12-01,100.62,100.62,100.62,0.0,0.0,100.81,100.81,100.81,0.0,0.0,100.35,100.35,100.35,0.0,0.0,100.48,100.48,100.48,0.0,0.0
2019-12-08,99.0,99.0,99.0,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2019-12-15,102.01,102.01,102.01,0.0,0.0,102.39,102.39,102.39,0.0,0.0,101.97,101.97,101.97,0.0,0.0,102.26,102.26,102.26,0.0,0.0
2019-12-22,102.46,102.46,102.46,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.02,102.02,102.02,0.0,0.0,102.09,102.09,102.09,0.0,0.0
2019-12-29,101.87,101.87,101.87,0.0,0.0,102.81,102.81,102.81,0.0,0.0,101.87,101.87,101.87,0.0,0.0,102.71,102.71,102.71,0.0,0.0
