Date,ARCAY_Open_average,ARCAY_Open_max,ARCAY_Open_min,ARCAY_Open_volatility,ARCAY_Open_change,ARCAY_High_average,ARCAY_High_max,ARCAY_High_min,ARCAY_High_volatility,ARCAY_High_change,ARCAY_Low_average,ARCAY_Low_max,ARCAY_Low_min,ARCAY_Low_volatility,ARCAY_Low_change,ARCAY_Close_average,ARCAY_Close_max,ARCAY_Close_min,ARCAY_Close_volatility,ARCAY_Close_change,ARCAY_Volume_average,ARCAY_Volume_max,ARCAY_Volume_min,ARCAY_Volume_volatility,ARCAY_Volume_change
2018-01-14,23.595000000000002,24.6,23.26,1.3399999999999999,1.3399999999999999,23.595000000000002,24.6,23.26,1.3399999999999999,1.3399999999999999,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,187,749,0,749,749
2018-01-21,24.23,24.6,23.5,1.1000000000000014,-1.0899999999999999,24.23,24.6,23.5,1.1000000000000014,-1.0899999999999999,24.23,24.6,23.5,1.1000000000000014,-1.0899999999999999,24.23,24.6,23.5,1.1000000000000014,-1.0899999999999999,0,0,0,0,0
2018-01-28,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,0,0,0,0,0
2018-02-04,20.384999999999998,20.45,20.32,0.129999999999999,0.129999999999999,20.384999999999998,20.45,20.32,0.129999999999999,0.129999999999999,20.384999999999998,20.45,20.32,0.129999999999999,0.129999999999999,20.384999999999998,20.45,20.32,0.129999999999999,0.129999999999999,0,0,0,0,0
2018-02-11,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0
2018-02-18,23.3975,24.25,22.34,1.9100000000000001,1.9100000000000001,23.5625,24.25,23.0,1.25,1.25,23.3975,24.25,22.34,1.9100000000000001,1.9100000000000001,23.5625,24.25,23.0,1.25,1.25,1132,4531,0,4531,-4531
2018-02-25,23.476666666666667,23.93,23.0,0.9299999999999997,-0.5,23.476666666666667,23.93,23.0,0.9299999999999997,-0.5,23.473333333333333,23.92,23.0,0.9200000000000017,-0.5,23.473333333333333,23.92,23.0,0.9200000000000017,-0.5,622,1868,0,1868,0
2018-03-04,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,0,0,0,0,0
2018-03-11,21.75,22.0,21.25,0.75,-0.75,21.75,22.0,21.25,0.75,-0.75,21.593333333333334,22.0,21.25,0.75,-0.75,21.593333333333334,22.0,21.25,0.75,-0.75,100,301,0,301,0
2018-03-18,19.98,21.02,18.94,2.0799999999999983,-2.0799999999999983,19.98,21.02,18.94,2.0799999999999983,-2.0799999999999983,19.98,21.02,18.94,2.0799999999999983,-2.0799999999999983,19.98,21.02,18.94,2.0799999999999983,-2.0799999999999983,0,0,0,0,0
