Date,KEGStock_Open_average,KEGStock_Open_max,KEGStock_Open_min,KEGStock_Open_volatility,KEGStock_Open_change,KEGStock_High_average,KEGStock_High_max,KEGStock_High_min,KEGStock_High_volatility,KEGStock_High_change,KEGStock_Low_average,KEGStock_Low_max,KEGStock_Low_min,KEGStock_Low_volatility,KEGStock_Low_change,KEGStock_Close_average,KEGStock_Close_max,KEGStock_Close_min,KEGStock_Close_volatility,KEGStock_Close_change,KEGStock_Volume_average,KEGStock_Volume_max,KEGStock_Volume_min,KEGStock_Volume_volatility,KEGStock_Volume_change
2018-01-14,16.53,17.48,16.08,1.4000000000000021,-1.4000000000000021,17.2,17.66,16.86,0.8000000000000007,-0.4499999999999993,15.930975,16.04,15.72,0.3199999999999985,-0.06369999999999898,16.3875,16.98,16.09,0.8900000000000006,0.8900000000000006,141307,159310,101004,58306,58306
2018-01-21,16.994,17.19,16.75,0.4400000000000013,-0.23000000000000043,17.262,17.8,16.79,1.0100000000000016,-1.0100000000000016,16.437,16.79,15.845,0.9449999999999985,-0.9449999999999985,16.75,17.03,16.01,1.0199999999999996,-0.9799999999999969,135878,163124,105316,57808,-8759
2018-01-28,15.37,16.0,14.77,1.2300000000000004,-1.1199999999999992,15.768,16.24,14.88,1.3599999999999977,-1.3599999999999977,14.666,15.6,13.8,1.799999999999999,-1.799999999999999,15.056,15.79,13.84,1.9499999999999993,-1.9499999999999993,148101,290442,69337,221105,9016
2018-02-04,13.342,13.59,12.87,0.7200000000000006,-0.7200000000000006,13.674999999999999,14.075,13.03,1.045,-1.045,12.882,13.3,12.3,1.0,-1.0,13.144,13.59,12.53,1.0600000000000005,-0.5199999999999996,120669,173589,83088,90501,31665
2018-02-11,12.56,13.0,11.96,1.0399999999999991,-0.3000000000000007,12.834,13.13,12.54,0.5900000000000016,0.120000000000001,12.036,12.52,11.54,0.9800000000000004,-0.33999999999999986,12.596,12.91,12.11,0.8000000000000007,0.1999999999999993,76954,148920,46618,102302,7619
2018-02-18,13.115,13.47,12.85,0.620000000000001,0.620000000000001,13.60315,13.9276,13.32,0.6075999999999997,0.49760000000000026,12.8191,13.1,12.56,0.5399999999999991,0.29999999999999893,13.3125,13.79,13.01,0.7799999999999994,0.7799999999999994,71811,98879,53500,45379,-45379
2018-02-25,13.565999999999999,13.93,13.2,0.7300000000000004,-0.3000000000000007,14.22674,14.48,13.86,0.620000000000001,-0.16870000000000118,13.192,13.25,13.14,0.10999999999999943,-0.03999999999999915,13.686,13.83,13.41,0.41999999999999993,0.17999999999999972,155489,246986,83325,163661,134152
2018-03-04,14.382,14.81,13.83,0.9800000000000004,0.6899999999999995,14.825,15.1,14.67,0.4299999999999997,-0.4299999999999997,14.13,14.3,13.81,0.4900000000000002,0.4900000000000002,14.506,14.74,14.36,0.3800000000000008,-0.2400000000000002,113952,158799,45214,113585,16402
2018-03-11,14.672,15.17,13.94,1.2300000000000004,-0.7300000000000004,14.892,15.37,13.94,1.4299999999999997,-1.4299999999999997,14.05974,14.67,12.94,1.7300000000000004,-1.7300000000000004,14.414,15.15,13.52,1.6300000000000008,-1.6300000000000008,132769,202712,103393,99319,62023
2018-03-18,12.812,13.44,12.57,0.8699999999999992,-0.8699999999999992,13.27,13.76,12.9,0.8599999999999994,-0.75,12.349,12.585,12.02,0.5650000000000013,0.2599999999999998,12.636,12.93,12.51,0.41999999999999993,-0.13000000000000078,98650,139262,60293,78969,-18382
2018-03-25,12.0825,12.77,11.41,1.3599999999999994,-1.3599999999999994,12.23475,12.77,11.83,0.9399999999999995,-0.9399999999999995,11.52,11.91,11.34,0.5700000000000003,-0.5,11.805,12.39,11.41,0.9800000000000004,-0.6699999999999999,76417,119347,40960,78387,-78387
2018-04-01,11.776,12.39,11.32,1.0700000000000003,0.7000000000000011,12.195,12.89,11.69,1.200000000000001,0.9600000000000009,11.378,12.05,10.88,1.17,0.8199999999999985,11.862,12.56,11.28,1.2800000000000011,0.6100000000000012,53018,67570,38386,29184,-17767
2018-04-08,13.038,13.91,12.14,1.7699999999999996,1.7699999999999996,13.66614,14.67,12.32,2.3499999999999996,2.3499999999999996,12.89,13.9,11.67,2.2300000000000004,2.2300000000000004,13.474,14.61,12.0,2.6099999999999994,2.6099999999999994,91936,189196,47300,141896,-140228
2018-04-15,15.092,15.57,14.65,0.9199999999999999,0.6899999999999995,15.386000000000001,15.96,14.9,1.0600000000000005,0.4399999999999995,14.68402,15.29,14.08,1.209999999999999,0.7400000000000002,15.126,15.52,14.77,0.75,0.20000000000000107,81231,159885,49060,110825,110825
2018-04-22,15.15,15.72,14.63,1.0899999999999999,0.7200000000000006,15.394,15.8,15.1,0.7000000000000011,0.7000000000000011,14.7662,15.19,14.37,0.8200000000000003,0.4510000000000005,15.174,15.66,14.57,1.0899999999999999,0.7599999999999998,117210,297376,39301,258075,-22975
2018-04-29,16.22,16.94,15.9,1.040000000000001,0.22000000000000064,16.74304,17.1252,16.32,0.8051999999999992,-0.2699999999999996,15.78338,16.19,15.4569,0.7331000000000021,-0.2931000000000008,16.358,16.99,16.03,0.9599999999999973,0.18999999999999773,84103,172503,42541,129962,-123070
2018-05-06,16.642,17.09,15.91,1.1799999999999997,1.0799999999999983,17.26,17.69,16.62,1.0700000000000003,0.8500000000000014,16.06022,16.66,15.700999999999999,0.9590000000000014,0.499900000000002,16.84,17.17,16.46,0.7100000000000009,0.5900000000000034,92696,145652,56669,88983,27580
2018-05-13,17.126,17.53,16.79,0.740000000000002,0.3200000000000003,17.648,17.99,17.15,0.8399999999999999,-0.2099999999999973,16.74678,16.97,16.3136,0.6563999999999979,0.28999999999999915,17.102,17.44,16.78,0.6600000000000001,0.5199999999999996,190524,239264,136651,102613,-102613
2018-05-20,17.498,17.77,17.09,0.6799999999999997,-0.39000000000000057,17.919999999999998,18.4,17.34,1.0599999999999987,-0.5,17.147199999999998,17.64,16.605,1.0350000000000001,-0.3949999999999996,17.55,17.84,17.22,0.620000000000001,-0.40000000000000213,144764,159160,117431,41729,-3579
