Date,CEVA_stock_Open_average,CEVA_stock_Open_max,CEVA_stock_Open_min,CEVA_stock_Open_volatility,CEVA_stock_Open_change,CEVA_stock_High_average,CEVA_stock_High_max,CEVA_stock_High_min,CEVA_stock_High_volatility,CEVA_stock_High_change,CEVA_stock_Low_average,CEVA_stock_Low_max,CEVA_stock_Low_min,CEVA_stock_Low_volatility,CEVA_stock_Low_change,CEVA_stock_Close_average,CEVA_stock_Close_max,CEVA_stock_Close_min,CEVA_stock_Close_volatility,CEVA_stock_Close_change,CEVA_stock_Volume_average,CEVA_stock_Volume_max,CEVA_stock_Volume_min,CEVA_stock_Volume_volatility,CEVA_stock_Volume_change
2018-01-14,46.8625,47.6,46.3,1.3000000000000043,0.9500000000000028,47.832499999999996,48.83,47.05,1.7800000000000011,1.6299999999999955,46.625,47.6,45.7,1.8999999999999986,1.8999999999999986,47.175,48.45,45.95,2.5,2.5,224559,491095,130532,360563,4430
2018-01-21,46.22,48.25,43.3,4.950000000000003,-4.950000000000003,46.606,48.85,44.03,4.82,-4.269999999999996,44.674,47.85,42.4,5.450000000000003,-5.029999999999994,45.494,48.35,42.9,5.450000000000003,-4.549999999999997,364852,691305,113412,577893,358387
2018-01-28,43.56,44.15,42.15,2.0,-1.7000000000000028,44.21,45.3,42.45,2.8499999999999943,-2.5,42.83,43.75,41.2,2.549999999999997,-2.3499999999999943,43.300000000000004,44.7,41.25,3.450000000000003,-3.450000000000003,205081,257788,106765,151023,-29984
2018-02-04,38.06,40.75,35.95,4.799999999999997,-4.799999999999997,39.09,41.5,36.52,4.979999999999997,-4.670000000000002,36.61,39.45,34.6,4.850000000000001,-4.450000000000003,37.514,40.35,35.0,5.350000000000001,-3.9299999999999997,382119,546751,252982,293769,-96184
2018-02-11,35.9,36.85,35.3,1.5500000000000043,-0.9500000000000028,36.38,37.0,35.9,1.1000000000000014,-0.75,35.236,35.35,34.95,0.3999999999999986,0.3999999999999986,35.72,36.1,35.45,0.6499999999999986,-0.3499999999999943,139919,177481,100966,76515,-76515
2018-02-18,36.075,36.4,35.25,1.1499999999999986,1.1499999999999986,36.875,37.2,36.65,0.5500000000000043,0.5500000000000043,35.8125,36.25,35.2,1.0499999999999972,0.7999999999999972,36.4625,37.1,36.05,1.0500000000000043,0.7000000000000028,122458,198009,76487,121522,-90776
2018-02-25,37.01,37.5,36.15,1.3500000000000014,-1.0,37.54,38.0,36.9,1.1000000000000014,-0.19999999999999574,36.61,37.1,36.1,1.0,-0.8000000000000043,37.04,37.45,36.4,1.0500000000000043,-0.10000000000000142,124977,169353,86230,83123,65012
2018-03-04,38.660000000000004,39.95,37.3,2.6500000000000057,2.6500000000000057,39.52,40.95,38.25,2.700000000000003,2.700000000000003,38.45,39.7,37.0,2.700000000000003,2.700000000000003,39.32,40.9,38.0,2.8999999999999986,2.8999999999999986,136696,174625,119312,55313,15335
2018-03-11,39.67,41.35,38.25,3.1000000000000014,-2.3999999999999986,40.04,41.5,38.95,2.549999999999997,-2.5,38.65,40.9,37.8,3.1000000000000014,-2.6499999999999986,39.160000000000004,41.2,38.1,3.1000000000000014,-2.25,182684,284424,107359,177065,160603
2018-03-18,37.84,38.65,37.35,1.2999999999999972,-1.2999999999999972,38.275999999999996,38.82,37.6,1.2199999999999989,-1.0499999999999972,37.002,37.4,36.05,1.3500000000000014,-0.9000000000000057,37.46,38.45,36.05,2.4000000000000057,-1.5500000000000043,112175,138270,93481,44789,-10255
2018-03-25,36.4625,37.65,35.35,2.299999999999997,-1.3999999999999986,37.0625,37.65,36.4,1.25,-0.7999999999999972,35.675,36.45,35.1,1.3500000000000014,-1.3500000000000014,36.2625,37.5,35.2,2.299999999999997,-1.2999999999999972,144412,200785,105707,95078,94948
2018-04-01,36.24,37.15,35.45,1.6999999999999957,0.10000000000000142,36.89,37.3,36.45,0.8499999999999943,0.3499999999999943,35.64,36.3,35.1,1.1999999999999957,-0.5,36.13,36.85,35.2,1.6499999999999986,-0.6999999999999957,140571,182925,99401,83524,-3128
2018-04-08,36.2,36.75,35.65,1.1000000000000014,1.1000000000000014,36.55,36.95,36.05,0.9000000000000057,0.75,35.57,36.2,35.1,1.1000000000000014,1.1000000000000014,36.160000000000004,36.55,35.2,1.3499999999999943,1.25,136942,158573,113086,45487,-8105
2018-04-15,36.52,37.2,35.5,1.7000000000000028,-1.1000000000000014,36.879999999999995,37.65,35.8,1.8500000000000014,-1.0,35.910000000000004,36.7,34.7,2.0,-1.5499999999999972,36.25,37.2,35.0,2.200000000000003,-1.3500000000000014,132843,221738,81929,139809,25554
2018-04-22,34.26,35.2,33.4,1.8000000000000043,-1.8000000000000043,34.5,35.3,33.4,1.8999999999999986,-1.8999999999999986,33.49,34.4,32.35,2.049999999999997,-2.049999999999997,33.67,34.6,32.75,1.8500000000000014,-1.8500000000000014,199238,254249,103690,150559,109123
2018-04-29,33.12,33.8,32.6,1.1999999999999957,1.0,33.89,34.6,32.95,1.6499999999999986,1.6499999999999986,32.88,33.7,32.3,1.4000000000000057,1.3000000000000043,33.47,34.25,32.6,1.6499999999999986,1.6499999999999986,195135,248895,149328,99567,-67041
2018-05-06,32.07,34.45,29.7,4.7500000000000036,-4.0,32.734,34.95,30.77,4.180000000000003,-3.950000000000003,30.98,34.1,27.35,6.75,-4.0,31.97,34.5,30.05,4.449999999999999,-3.6999999999999993,330773,702190,94937,607253,164585
2018-05-13,32.51,33.45,31.35,2.1000000000000014,0.8500000000000014,33.08,34.0,32.45,1.5499999999999972,1.3999999999999986,32.08,33.15,31.05,2.099999999999998,2.099999999999998,32.71,33.75,31.6,2.1499999999999986,2.1499999999999986,210018,292484,140916,151568,-57029
2018-05-20,33.98,34.25,33.75,0.5,-0.10000000000000142,34.42,34.75,34.25,0.5,0.20000000000000284,33.519999999999996,33.75,33.15,0.6000000000000014,0.5,34.01,34.3,33.75,0.5499999999999972,0.5,173546,214950,105050,109900,-80607
2018-05-27,34.1375,34.3,34.0,0.29999999999999716,-0.14999999999999858,34.3125,34.45,34.2,0.25,-0.25,33.7175,33.85,33.65,0.20000000000000284,-0.14999999999999858,33.95,34.15,33.7,0.44999999999999574,-0.19999999999999574,100168,109765,85427,24338,18058
2018-06-03,34.28,34.9,33.9,1.0,0.3999999999999986,34.51,34.9,34.2,0.6999999999999957,-0.25,33.77,33.95,33.65,0.30000000000000426,-0.25,34.15,34.4,33.85,0.5499999999999972,-0.3500000000000014,137443,212841,85648,127193,-59674
2018-06-10,34.26,34.8,33.9,0.8999999999999986,0.8999999999999986,34.636,35.0,34.25,0.75,0.6499999999999986,34.004,34.5,33.52,0.9799999999999969,0.9799999999999969,34.42,35.0,33.85,1.1499999999999986,0.8500000000000014,105467,183599,61178,122421,122421
2018-06-17,32.42,34.5,31.45,3.0500000000000007,-3.0500000000000007,32.61,34.9,31.45,3.4499999999999993,-3.4499999999999993,31.42,32.75,30.8,1.9499999999999993,-1.9499999999999993,31.8,32.95,31.3,1.6500000000000021,-1.6500000000000021,182528,239055,109572,129483,-47515
2018-06-24,30.71,31.05,30.2,0.8500000000000014,-0.6500000000000021,30.93,31.4,30.45,0.9499999999999993,-0.6500000000000021,30.28,30.8,30.0,0.8000000000000007,-0.3999999999999986,30.55,31.1,30.2,0.9000000000000021,-0.6999999999999993,107324,138934,91403,47531,-10526
2018-07-01,30.35,31.0,30.0,1.0,0.8999999999999986,31.525,32.7,30.65,2.0500000000000043,-0.9500000000000028,30.0,30.55,29.5,1.0500000000000007,1.0500000000000007,30.7,31.6,29.95,1.6500000000000021,1.3000000000000007,125521,226468,38095,188373,-146670
2018-07-08,31.71,31.85,31.6,0.25,0.10000000000000142,31.9,32.1,31.75,0.3500000000000014,0.14999999999999858,31.344,31.55,31.0,0.5500000000000007,0.5199999999999996,31.67,31.8,31.55,0.25,0.0,66894,92881,43725,49156,-34522
