Date,EquityCompass Equity Risk Manager_Open_average,EquityCompass Equity Risk Manager_Open_max,EquityCompass Equity Risk Manager_Open_min,EquityCompass Equity Risk Manager_Open_volatility,EquityCompass Equity Risk Manager_Open_change,EquityCompass Equity Risk Manager_High_average,EquityCompass Equity Risk Manager_High_max,EquityCompass Equity Risk Manager_High_min,EquityCompass Equity Risk Manager_High_volatility,EquityCompass Equity Risk Manager_High_change,EquityCompass Equity Risk Manager_Low_average,EquityCompass Equity Risk Manager_Low_max,EquityCompass Equity Risk Manager_Low_min,EquityCompass Equity Risk Manager_Low_volatility,EquityCompass Equity Risk Manager_Low_change,EquityCompass Equity Risk Manager_Close_average,EquityCompass Equity Risk Manager_Close_max,EquityCompass Equity Risk Manager_Close_min,EquityCompass Equity Risk Manager_Close_volatility,EquityCompass Equity Risk Manager_Close_change
2018-05-20,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-05-27,22.21,22.21,22.21,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-06-03,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-06-10,22.44,22.44,22.44,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-06-17,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-06-24,22.01,22.01,22.01,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-07-01,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2018-07-08,22.62,22.62,22.62,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-07-15,22.52,22.52,22.52,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-07-22,22.78,22.78,22.78,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-07-29,23.06,23.06,23.06,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-08-05,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-08-12,23.07,23.07,23.07,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-08-19,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-08-26,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-09-02,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-09-09,23.33,23.33,23.33,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-09-16,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-09-23,23.58,23.58,23.58,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-09-30,23.27,23.27,23.27,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-10-07,22.29,22.29,22.29,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-10-14,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-10-21,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-10-28,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-11-04,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-11-11,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-11-18,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-11-25,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2018-12-02,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2018-12-09,21.06,21.06,21.06,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2018-12-16,19.13,19.13,19.13,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2018-12-23,19.94,19.94,19.94,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-12-30,19.77,19.77,19.77,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-01-06,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-01-13,19.95,19.95,19.95,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-01-20,19.8,19.8,19.8,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-01-27,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-02-03,19.93,19.93,19.93,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-02-10,20.23,20.23,20.23,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-02-17,20.29,20.29,20.29,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-02-24,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-03-03,20.12,20.12,20.12,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-03-10,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-03-17,20.1,20.1,20.1,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-03-24,20.39,20.39,20.39,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-03-31,20.52,20.52,20.52,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-04-07,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-04-14,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-04-21,20.69,20.69,20.69,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-04-28,20.51,20.51,20.51,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-05-05,19.76,19.76,19.76,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-05-12,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-05-19,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-05-26,19.12,19.12,19.12,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-06-02,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-06-09,19.92,19.92,19.92,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-06-16,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-06-23,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-06-30,20.52,20.52,20.52,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-07-07,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-07-14,20.54,20.54,20.54,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-07-21,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-07-28,19.49,19.49,19.49,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-08-04,19.67,19.67,19.67,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2019-08-11,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-08-18,19.25,19.25,19.25,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-08-25,19.7,19.7,19.7,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-09-01,20.27,20.27,20.27,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-09-08,20.64,20.64,20.64,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-09-15,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-09-22,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-09-29,19.92,19.92,19.92,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-10-06,20.06,20.06,20.06,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-10-13,20.41,20.41,20.41,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-10-20,20.78,20.78,20.78,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-10-27,21.17,21.17,21.17,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-11-03,21.28,21.28,21.28,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2019-11-10,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-11-17,21.41,21.41,21.41,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-11-24,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-12-01,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-12-08,21.63,21.63,21.63,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-12-15,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-12-22,21.77,21.77,21.77,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2019-12-29,21.72,21.72,21.72,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.78,21.78,21.78,0.0,0.0
