Date,CTBI_stock_Open_average,CTBI_stock_Open_max,CTBI_stock_Open_min,CTBI_stock_Open_volatility,CTBI_stock_Open_change,CTBI_stock_High_average,CTBI_stock_High_max,CTBI_stock_High_min,CTBI_stock_High_volatility,CTBI_stock_High_change,CTBI_stock_Low_average,CTBI_stock_Low_max,CTBI_stock_Low_min,CTBI_stock_Low_volatility,CTBI_stock_Low_change,CTBI_stock_Close_average,CTBI_stock_Close_max,CTBI_stock_Close_min,CTBI_stock_Close_volatility,CTBI_stock_Close_change,CTBI_stock_Volume_average,CTBI_stock_Volume_max,CTBI_stock_Volume_min,CTBI_stock_Volume_volatility,CTBI_stock_Volume_change
2018-01-14,49.542500000000004,50.1,48.85,1.25,-1.25,49.9375,50.7,49.45,1.25,-0.8700000000000045,48.45,49.0,48.0,1.0,-0.6000000000000014,49.15,49.35,48.9,0.45000000000000284,0.05000000000000426,41742,61258,30293,30965,30965
2018-01-21,48.55,49.55,46.75,2.799999999999997,-1.0500000000000043,49.31,49.7,48.5,1.2000000000000028,-1.2000000000000028,47.97,48.9,46.75,2.1499999999999986,-1.25,48.67,49.3,48.05,1.25,-1.0499999999999972,23708,44209,12415,31794,-9894
2018-01-28,47.53,48.1,47.0,1.1000000000000014,-0.3500000000000014,48.04,48.4,47.85,0.5499999999999972,-0.3500000000000014,47.2,47.65,46.95,0.6999999999999957,-0.5,47.53,47.8,47.3,0.5,-0.3999999999999986,26126,33047,19174,13873,-5853
2018-02-04,45.28,47.0,44.25,2.75,-2.1000000000000014,46.22,47.5,45.45,2.049999999999997,-2.049999999999997,44.13,44.9,43.0,1.8999999999999986,-1.25,44.88,45.5,44.25,1.25,-0.8500000000000014,53064,82923,31144,51779,48151
2018-02-11,44.47,45.05,44.0,1.0499999999999972,0.5499999999999972,45.386,45.88,44.95,0.9299999999999997,0.6999999999999957,43.94,44.55,43.25,1.2999999999999972,0.5499999999999972,44.660000000000004,45.1,44.2,0.8999999999999986,0.8500000000000014,83711,117870,51406,66464,-35706
2018-02-18,44.7625,45.0,44.5,0.5,-0.14999999999999858,45.35,45.6,45.15,0.45000000000000284,-0.25,44.349999999999994,44.55,44.25,0.29999999999999716,0.29999999999999716,44.725,45.15,44.4,0.75,0.75,52007,72912,41802,31110,-5702
2018-02-25,44.4,45.25,43.3,1.9500000000000028,-1.9500000000000028,44.98,45.65,44.05,1.6000000000000014,-0.5499999999999972,43.69,44.4,43.05,1.3500000000000014,-1.3500000000000014,44.23,45.05,43.5,1.5499999999999972,-0.75,57271,89806,40861,48945,48945
2018-03-04,45.11,46.3,44.1,2.1999999999999957,2.1999999999999957,46.160000000000004,47.75,44.85,2.8999999999999986,2.8999999999999986,44.774,46.3,43.52,2.779999999999994,2.779999999999994,45.79,47.6,44.55,3.0500000000000043,3.0500000000000043,66965,101130,49487,51643,-47293
2018-03-11,47.32,48.0,46.4,1.6000000000000014,-0.5,47.62,48.0,47.0,1.0,-0.3999999999999986,46.664,47.1,46.2,0.8999999999999986,-0.12000000000000455,47.13,47.6,46.45,1.1499999999999986,-0.3999999999999986,61635,119034,41935,77099,72469
2018-03-18,46.68,47.2,45.6,1.6000000000000014,-1.6000000000000014,46.884,47.4,45.67,1.7299999999999969,-1.7299999999999969,45.876,46.65,44.25,2.3999999999999986,-2.1499999999999986,46.2,47.2,44.25,2.950000000000003,-2.950000000000003,39259,58750,24821,33929,33929
