Date,Schwab amental Intl Large CompanyEtf_Open_average,Schwab amental Intl Large CompanyEtf_Open_max,Schwab amental Intl Large CompanyEtf_Open_min,Schwab amental Intl Large CompanyEtf_Open_volatility,Schwab amental Intl Large CompanyEtf_Open_change,Schwab amental Intl Large CompanyEtf_High_average,Schwab amental Intl Large CompanyEtf_High_max,Schwab amental Intl Large CompanyEtf_High_min,Schwab amental Intl Large CompanyEtf_High_volatility,Schwab amental Intl Large CompanyEtf_High_change,Schwab amental Intl Large CompanyEtf_Low_average,Schwab amental Intl Large CompanyEtf_Low_max,Schwab amental Intl Large CompanyEtf_Low_min,Schwab amental Intl Large CompanyEtf_Low_volatility,Schwab amental Intl Large CompanyEtf_Low_change,Schwab amental Intl Large CompanyEtf_Close_average,Schwab amental Intl Large CompanyEtf_Close_max,Schwab amental Intl Large CompanyEtf_Close_min,Schwab amental Intl Large CompanyEtf_Close_volatility,Schwab amental Intl Large CompanyEtf_Close_change
2018-07-29,29.86,29.86,29.86,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-08-05,29.47,29.47,29.47,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-08-12,29.01,29.01,29.01,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-08-19,29.58,29.58,29.58,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-08-26,29.57,29.57,29.57,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-09-02,28.69,28.69,28.69,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-09-09,29.31,29.31,29.31,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2018-09-16,30.21,30.21,30.21,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-09-23,29.93,29.93,29.93,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-09-30,29.53,29.53,29.53,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-10-07,28.43,28.43,28.43,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-10-14,28.25,28.25,28.25,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2018-10-21,27.03,27.03,27.03,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.86,26.86,26.86,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-10-28,28.14,28.14,28.14,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-11-04,27.98,27.98,27.98,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-11-11,27.6,27.6,27.6,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-11-18,27.16,27.16,27.16,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-25,27.56,27.56,27.56,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2018-12-02,27.02,27.02,27.02,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-12-09,25.75,25.75,25.75,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-12-16,24.97,24.97,24.97,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-12-23,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-12-30,25.47,25.47,25.47,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-01-06,26.32,26.32,26.32,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-01-13,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-01-20,26.81,26.81,26.81,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-01-27,27.0,27.0,27.0,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-02-03,26.54,26.54,26.54,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-02-10,27.11,27.11,27.11,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-02-17,27.5,27.5,27.5,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-02-24,27.67,27.67,27.67,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-03-03,26.91,26.91,26.91,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-03-10,27.69,27.69,27.69,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-03-17,27.7,27.7,27.7,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-03-24,27.59,27.59,27.59,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-03-31,28.17,28.17,28.17,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-04-07,28.36,28.36,28.36,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-04-14,28.5,28.5,28.5,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-04-21,28.15,28.15,28.15,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-04-28,28.17,28.17,28.17,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-05-05,27.29,27.29,27.29,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-05-12,27.11,27.11,27.11,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-05-19,27.04,27.04,27.04,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2019-05-26,26.4,26.4,26.4,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-06-02,27.34,27.34,27.34,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-06-09,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-06-16,27.93,27.93,27.93,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-06-23,27.84,27.84,27.84,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-06-30,27.99,27.99,27.99,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-07-07,27.83,27.83,27.83,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-07-14,27.68,27.68,27.68,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-07-21,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-07-28,26.8,26.8,26.8,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-08-04,26.37,26.37,26.37,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-08-11,25.81,25.81,25.81,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-08-18,26.1,26.1,26.1,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-08-25,26.49,26.49,26.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-09-01,27.03,27.03,27.03,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-09-08,27.9,27.9,27.9,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-15,27.88,27.88,27.88,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-09-22,27.56,27.56,27.56,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-09-29,26.88,26.88,26.88,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.86,26.86,26.86,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-10-06,27.68,27.68,27.68,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-10-13,28.04,28.04,28.04,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-10-20,28.35,28.35,28.35,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-10-27,28.64,28.64,28.64,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-11-03,29.02,29.02,29.02,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-11-10,28.96,28.96,28.96,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-11-17,28.79,28.79,28.79,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-11-24,28.78,28.78,28.78,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-12-01,28.9,28.9,28.9,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-12-08,28.74,28.74,28.74,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-12-15,28.92,28.92,28.92,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-12-22,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-12-29,28.81,28.81,28.81,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.83,28.83,28.83,0.0,0.0
