Date,WisdomTree MidCap Earnings_Open_average,WisdomTree MidCap Earnings_Open_max,WisdomTree MidCap Earnings_Open_min,WisdomTree MidCap Earnings_Open_volatility,WisdomTree MidCap Earnings_Open_change,WisdomTree MidCap Earnings_High_average,WisdomTree MidCap Earnings_High_max,WisdomTree MidCap Earnings_High_min,WisdomTree MidCap Earnings_High_volatility,WisdomTree MidCap Earnings_High_change,WisdomTree MidCap Earnings_Low_average,WisdomTree MidCap Earnings_Low_max,WisdomTree MidCap Earnings_Low_min,WisdomTree MidCap Earnings_Low_volatility,WisdomTree MidCap Earnings_Low_change,WisdomTree MidCap Earnings_Close_average,WisdomTree MidCap Earnings_Close_max,WisdomTree MidCap Earnings_Close_min,WisdomTree MidCap Earnings_Close_volatility,WisdomTree MidCap Earnings_Close_change
2018-04-22,38.92,38.92,38.92,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-04-29,38.89,38.89,38.89,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2018-05-06,39.54,39.54,39.54,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-05-13,40.06,40.06,40.06,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-05-20,39.88,39.88,39.88,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-05-27,40.22,40.22,40.22,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-06-03,41.23,41.23,41.23,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2018-06-10,40.95,40.95,40.95,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2018-06-17,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-06-24,39.88,39.88,39.88,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.76,39.76,39.76,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-07-01,41.11,41.11,41.11,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2018-07-08,41.07,41.07,41.07,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2018-07-15,41.23,41.23,41.23,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2018-07-22,40.78,40.78,40.78,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-07-29,41.21,41.21,41.21,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-08-05,41.31,41.31,41.31,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-08-12,41.85,41.85,41.85,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-08-19,42.37,42.37,42.37,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-08-26,42.08,42.08,42.08,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-09-02,42.04,42.04,42.04,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-09-09,42.22,42.22,42.22,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-09-16,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-09-23,41.46,41.46,41.46,0.0,0.0,42.41,42.41,42.41,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-09-30,40.08,40.08,40.08,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-10-07,38.16,38.16,38.16,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2018-10-14,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-10-21,37.23,37.23,37.23,0.0,0.0,37.55,37.55,37.55,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-10-28,38.39,38.39,38.39,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2018-11-04,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-11-11,38.28,38.28,38.28,0.0,0.0,38.44,38.44,38.44,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-11-18,38.0,38.0,38.0,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-11-25,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-12-02,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-12-09,35.59,35.59,35.59,0.0,0.0,35.78,35.78,35.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2018-12-16,32.85,32.85,32.85,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-12-23,34.16,34.16,34.16,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.74,33.74,33.74,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-12-30,35.12,35.12,35.12,0.0,0.0,35.81,35.81,35.81,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-01-06,36.54,36.54,36.54,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-01-13,37.75,37.75,37.75,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.64,37.64,37.64,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-01-20,37.8,37.8,37.8,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-01-27,38.66,38.66,38.66,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-02-03,38.77,38.77,38.77,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-02-10,39.87,39.87,39.87,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-02-17,40.82,40.82,40.82,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-02-24,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-03-03,39.13,39.13,39.13,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-03-10,39.66,39.66,39.66,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-03-17,38.35,38.35,38.35,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-03-24,39.6,39.6,39.6,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-03-31,40.61,40.61,40.61,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-04-07,41.02,41.02,41.02,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-04-14,40.72,40.72,40.72,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-04-21,41.16,41.16,41.16,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-04-28,40.55,40.55,40.55,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.46,40.46,40.46,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-05-05,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-05-12,38.89,38.89,38.89,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-05-19,38.43,38.43,38.43,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-05-26,37.24,37.24,37.24,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-06-02,39.01,39.01,39.01,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-06-09,39.04,39.04,39.04,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-06-16,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-06-23,40.5,40.5,40.5,0.0,0.0,40.6,40.6,40.6,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2019-06-30,40.08,40.08,40.08,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-07-07,40.15,40.15,40.15,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-07-14,39.69,39.69,39.69,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2019-07-21,40.5,40.5,40.5,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-07-28,38.2,38.2,38.2,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-08-04,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-08-11,38.2,38.2,38.2,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-08-18,37.42,37.42,37.42,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-08-25,38.31,38.31,38.31,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-09-01,38.99,38.99,38.99,0.0,0.0,39.44,39.44,39.44,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-09-08,40.25,40.25,40.25,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-09-15,39.58,39.58,39.58,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2019-09-22,39.27,39.27,39.27,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-09-29,38.56,38.56,38.56,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-10-06,38.89,38.89,38.89,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-10-13,39.82,39.82,39.82,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-10-20,40.53,40.53,40.53,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-10-27,41.09,41.09,41.09,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-11-03,41.1,41.1,41.1,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-11-10,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-11-17,41.02,41.02,41.02,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2019-11-24,41.51,41.51,41.51,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-12-01,41.5,41.5,41.5,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2019-12-08,41.96,41.96,41.96,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-12-15,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-12-22,42.14,42.14,42.14,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-12-29,41.68,41.68,41.68,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.9,41.9,41.9,0.0,0.0
