Date,FOR_stock_Open_average,FOR_stock_Open_max,FOR_stock_Open_min,FOR_stock_Open_volatility,FOR_stock_Open_change,FOR_stock_High_average,FOR_stock_High_max,FOR_stock_High_min,FOR_stock_High_volatility,FOR_stock_High_change,FOR_stock_Low_average,FOR_stock_Low_max,FOR_stock_Low_min,FOR_stock_Low_volatility,FOR_stock_Low_change,FOR_stock_Close_average,FOR_stock_Close_max,FOR_stock_Close_min,FOR_stock_Close_volatility,FOR_stock_Close_change,FOR_stock_Volume_average,FOR_stock_Volume_max,FOR_stock_Volume_min,FOR_stock_Volume_volatility,FOR_stock_Volume_change
2018-01-14,21.5125,21.8,21.0,0.8000000000000007,0.3500000000000014,21.9625,22.0,21.9,0.10000000000000142,0.10000000000000142,21.299999999999997,21.65,20.95,0.6999999999999993,0.6999999999999993,21.662499999999998,21.9,20.95,0.9499999999999993,0.9499999999999993,84024,93365,73090,20275,-18915
2018-01-21,21.88,21.95,21.8,0.14999999999999858,-0.05000000000000071,22.0,22.1,21.95,0.15000000000000213,0.0,21.68,21.75,21.5,0.25,0.0,21.89,21.95,21.85,0.09999999999999787,0.05000000000000071,99962,121617,62793,58824,58824
2018-01-28,23.37,26.1,21.9,4.200000000000003,4.200000000000003,24.398,26.39,22.4,3.990000000000002,3.990000000000002,23.08,25.45,21.8,3.6499999999999986,3.6499999999999986,24.17,26.35,22.15,4.200000000000003,3.450000000000003,334453,695288,175254,520034,-465893
2018-02-04,24.72,25.5,24.4,1.1000000000000014,-0.8999999999999986,25.026,25.6,24.7,0.9000000000000021,-0.45000000000000284,24.306,24.7,23.8,0.8999999999999986,-0.8999999999999986,24.57,24.8,24.25,0.5500000000000007,-0.5500000000000007,192359,280583,117114,163469,-132059
2018-02-11,24.47,24.8,24.25,0.5500000000000007,0.3000000000000007,24.79,25.3,24.35,0.9499999999999993,0.9499999999999993,24.18,24.55,23.85,0.6999999999999993,0.6999999999999993,24.7,25.2,24.35,0.8499999999999979,0.8499999999999979,95018,129784,70965,58819,-56964
2018-02-18,25.2125,25.3,25.1,0.1999999999999993,0.09999999999999787,25.475,25.7,25.2,0.5,-0.15000000000000213,25.0575,25.18,24.95,0.23000000000000043,-0.10000000000000142,25.15,25.3,25.05,0.25,-0.14999999999999858,82931,155690,45144,110546,-31421
2018-02-25,24.89,25.5,24.05,1.4499999999999993,-1.0,25.13,25.85,24.15,1.7000000000000028,-1.5,24.49,25.35,23.7,1.6500000000000021,-1.3000000000000007,24.7,25.5,23.85,1.6499999999999986,-1.6499999999999986,103284,157803,54672,103131,51780
2018-03-04,23.759999999999998,24.1,23.4,0.7000000000000028,0.10000000000000142,24.052,24.38,23.85,0.5299999999999976,-0.4299999999999997,23.48,23.65,23.35,0.29999999999999716,-0.09999999999999787,23.74,24.0,23.55,0.4499999999999993,-0.10000000000000142,145524,195677,96420,99257,54471
2018-03-11,23.45,23.75,22.9,0.8500000000000014,-0.8500000000000014,23.594,23.9,23.05,0.8499999999999979,-0.8499999999999979,23.18,23.55,22.75,0.8000000000000007,-0.8000000000000007,23.26,23.7,22.75,0.9499999999999993,-0.9499999999999993,119589,190874,91019,99855,79305
2018-03-18,22.25,22.75,21.8,0.9499999999999993,-0.9499999999999993,22.67,23.35,22.15,1.2000000000000028,-1.2000000000000028,21.97,22.5,21.45,1.0500000000000007,-1.0500000000000007,22.05,22.5,21.5,1.0,-1.0,111827,176411,75640,100771,-100771
2018-03-25,21.7625,22.0,21.55,0.4499999999999993,-0.09999999999999787,22.08,22.3,21.8,0.5,-0.2699999999999996,21.445,21.7,21.15,0.5500000000000007,-0.3000000000000007,21.625,21.95,21.15,0.8000000000000007,-0.8000000000000007,73960,102836,57230,45606,13710
2018-04-01,21.14,22.35,20.35,2.0,1.2000000000000028,21.816,22.7,20.7,2.0,1.120000000000001,20.68,21.55,19.95,1.6000000000000014,1.4499999999999993,21.28,22.55,20.25,2.3000000000000007,1.3500000000000014,125543,142256,104372,37884,27274
2018-04-08,21.65,21.95,21.3,0.6499999999999986,0.25,21.990000000000002,22.35,21.75,0.6000000000000014,0.6000000000000014,21.49,21.9,21.05,0.8499999999999979,0.8499999999999979,21.68,22.1,21.05,1.0500000000000007,1.0500000000000007,74187,110474,53083,57391,-47184
2018-04-15,22.46,22.6,22.2,0.40000000000000213,0.15000000000000213,22.744,22.8,22.6,0.1999999999999993,0.16999999999999815,22.334,22.45,22.07,0.379999999999999,0.28000000000000114,22.53,22.65,22.4,0.25,0.10000000000000142,72516,93724,48982,44742,20625
2018-04-22,23.03,23.15,22.6,0.5499999999999972,0.5499999999999972,23.284,23.35,23.25,0.10000000000000142,-0.05000000000000071,22.669999999999998,23.05,22.05,1.0,-0.34999999999999787,22.91,23.15,22.25,0.8999999999999986,-0.75,87699,130690,49732,80958,-45158
2018-04-29,22.13,22.25,21.7,0.5500000000000007,0.0,22.49,22.65,22.35,0.29999999999999716,0.1999999999999993,21.96,22.15,21.7,0.4499999999999993,0.3000000000000007,22.24,22.45,21.8,0.6499999999999986,0.6499999999999986,99743,250547,48990,201557,-37544
2018-05-06,22.75,23.05,22.4,0.6500000000000021,0.3000000000000007,22.95,23.1,22.75,0.3500000000000014,0.05000000000000071,22.47,22.65,22.25,0.3999999999999986,-0.14999999999999858,22.73,23.05,22.35,0.6999999999999993,-0.34999999999999787,56239,71765,41626,30139,19673
2018-05-13,22.240000000000002,22.6,21.9,0.7000000000000028,0.25,22.529999999999998,22.75,22.2,0.5500000000000007,0.25,22.024,22.3,21.67,0.629999999999999,0.40000000000000213,22.28,22.6,21.95,0.6500000000000021,0.6500000000000021,116148,284741,56685,228056,256
2018-05-20,23.03,23.15,22.85,0.29999999999999716,0.14999999999999858,23.27,23.35,23.2,0.15000000000000213,0.0,22.942,23.1,22.75,0.3500000000000014,0.23000000000000043,23.16,23.3,23.05,0.25,0.0,65836,92547,32330,60217,-60217
2018-05-27,23.1625,23.5,22.95,0.5500000000000007,0.5500000000000007,23.4625,23.65,23.2,0.4499999999999993,0.4499999999999993,23.025,23.25,22.9,0.3500000000000014,0.3500000000000014,23.25,23.4,23.05,0.34999999999999787,0.34999999999999787,67219,98320,53985,44335,-3807
2018-06-03,23.57,23.9,23.45,0.4499999999999993,0.0,23.8,24.0,23.6,0.3999999999999986,0.20000000000000284,23.37,23.45,23.25,0.1999999999999993,0.05000000000000071,23.61,23.8,23.5,0.3000000000000007,0.1999999999999993,44406,72571,24485,48086,-6661
2018-06-10,23.3,23.75,22.85,0.8999999999999986,-0.8000000000000007,23.49,23.75,23.2,0.5500000000000007,-0.5,22.88,23.4,22.55,0.8499999999999979,-0.8499999999999979,23.09,23.45,22.7,0.75,-0.5999999999999979,70343,145210,30784,114426,30866
2018-06-17,22.32,22.75,22.0,0.75,-0.6999999999999993,22.526,23.1,22.1,1.0,-0.75,21.84,22.1,21.55,0.5500000000000007,-0.20000000000000284,22.07,22.45,21.85,0.5999999999999979,-0.5500000000000007,130409,152546,85700,66846,14888
2018-06-24,21.3,21.9,20.8,1.0999999999999979,-1.0999999999999979,21.37,21.9,21.05,0.8499999999999979,-0.8499999999999979,20.94,21.25,20.75,0.5,-0.5,21.04,21.35,20.75,0.6000000000000014,-0.6000000000000014,81427,122480,38880,83600,29349
2018-07-01,21.0125,22.0,20.65,1.3500000000000014,1.3500000000000014,21.5375,22.35,20.75,1.6000000000000014,1.6000000000000014,20.8625,21.85,20.35,1.5,1.5,21.325000000000003,22.1,20.6,1.5,1.25,67401,109168,42941,66227,-26600
2018-07-08,21.76,21.95,21.35,0.5999999999999979,-0.05000000000000071,21.966,22.0,21.9,0.10000000000000142,0.030000000000001137,21.55,21.85,21.05,0.8000000000000007,0.6499999999999986,21.76,21.95,21.25,0.6999999999999993,0.5500000000000007,46446,107488,16755,90733,-85608
