Date,Victory CEMP US Discovery Enhanced Volatility Weig_Open_average,Victory CEMP US Discovery Enhanced Volatility Weig_Open_max,Victory CEMP US Discovery Enhanced Volatility Weig_Open_min,Victory CEMP US Discovery Enhanced Volatility Weig_Open_volatility,Victory CEMP US Discovery Enhanced Volatility Weig_Open_change,Victory CEMP US Discovery Enhanced Volatility Weig_High_average,Victory CEMP US Discovery Enhanced Volatility Weig_High_max,Victory CEMP US Discovery Enhanced Volatility Weig_High_min,Victory CEMP US Discovery Enhanced Volatility Weig_High_volatility,Victory CEMP US Discovery Enhanced Volatility Weig_High_change,Victory CEMP US Discovery Enhanced Volatility Weig_Low_average,Victory CEMP US Discovery Enhanced Volatility Weig_Low_max,Victory CEMP US Discovery Enhanced Volatility Weig_Low_min,Victory CEMP US Discovery Enhanced Volatility Weig_Low_volatility,Victory CEMP US Discovery Enhanced Volatility Weig_Low_change,Victory CEMP US Discovery Enhanced Volatility Weig_Close_average,Victory CEMP US Discovery Enhanced Volatility Weig_Close_max,Victory CEMP US Discovery Enhanced Volatility Weig_Close_min,Victory CEMP US Discovery Enhanced Volatility Weig_Close_volatility,Victory CEMP US Discovery Enhanced Volatility Weig_Close_change
2018-05-27,47.2,47.2,47.2,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-06-03,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-06-10,47.71,47.71,47.71,0.0,0.0,48.54,48.54,48.54,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-06-17,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-06-24,47.3,47.3,47.3,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-07-01,49.02,49.02,49.02,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2018-07-08,48.22,48.22,48.22,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2018-07-15,48.79,48.79,48.79,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-07-22,48.18,48.18,48.18,0.0,0.0,48.34,48.34,48.34,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2018-07-29,48.62,48.62,48.62,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2018-08-05,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-08-12,49.71,49.71,49.71,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-08-19,50.49,50.49,50.49,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2018-08-26,50.11,50.11,50.11,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-09-02,50.01,50.01,50.01,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-09-09,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-09-16,49.07,49.07,49.07,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2018-09-23,48.48,48.48,48.48,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-09-30,46.98,46.98,46.98,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-10-07,44.25,44.25,44.25,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-10-14,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2018-10-21,43.9,43.9,43.9,0.0,0.0,43.91,43.91,43.91,0.0,0.0,42.71,42.71,42.71,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2018-10-28,44.73,44.73,44.73,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-11-04,44.47,44.47,44.47,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2018-11-11,44.68,44.68,44.68,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2018-11-18,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2018-11-25,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-12-02,41.28,41.28,41.28,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2018-12-09,40.65,40.65,40.65,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-12-16,37.71,37.71,37.71,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-12-23,39.38,39.38,39.38,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-12-30,39.92,39.92,39.92,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-01-06,40.24,40.24,40.24,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-01-13,40.47,40.47,40.47,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-01-20,40.22,40.22,40.22,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-01-27,40.61,40.61,40.61,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-02-03,40.67,40.67,40.67,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-02-10,40.9,40.9,40.9,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2019-02-17,41.26,41.26,41.26,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-02-24,41.16,41.16,41.16,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-03-03,39.59,39.59,39.59,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-03-10,40.22,40.22,40.22,0.0,0.0,40.34,40.34,40.34,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-03-17,38.21,38.21,38.21,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-03-24,39.68,39.68,39.68,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.68,39.68,39.68,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-03-31,40.19,40.19,40.19,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-04-07,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-04-14,40.15,40.15,40.15,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-04-21,40.33,40.33,40.33,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-04-28,40.55,40.55,40.55,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.55,40.55,40.55,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-05-05,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-05-12,38.89,38.89,38.89,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-05-19,38.32,38.32,38.32,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-05-26,36.96,36.96,36.96,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-06-02,37.43,37.43,37.43,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-06-09,37.43,37.43,37.43,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-06-16,37.61,37.61,37.61,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-06-23,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-06-30,37.74,37.74,37.74,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-07-07,37.56,37.56,37.56,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-07-14,37.35,37.35,37.35,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-07-21,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-07-28,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-08-04,36.25,36.25,36.25,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-08-11,36.66,36.66,36.66,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-08-18,35.6,35.6,35.6,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-08-25,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-09-01,36.05,36.05,36.05,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-09-08,36.5,36.5,36.5,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-09-15,36.13,36.13,36.13,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-09-22,36.24,36.24,36.24,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-09-29,35.88,35.88,35.88,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-10-06,35.97,35.97,35.97,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-10-13,37.06,37.06,37.06,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-10-20,38.01,38.01,38.01,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-10-27,38.51,38.51,38.51,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2019-11-03,38.45,38.45,38.45,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-11-10,38.34,38.34,38.34,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-11-17,38.2,38.2,38.2,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-11-24,38.55,38.55,38.55,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-12-01,39.05,39.05,39.05,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-12-08,39.39,39.39,39.39,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-12-15,39.61,39.61,39.61,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-12-22,39.43,39.43,39.43,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-12-29,39.09,39.09,39.09,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.47,39.47,39.47,0.0,0.0
