Date,Hull Tactical US_etf_Open_average,Hull Tactical US_etf_Open_max,Hull Tactical US_etf_Open_min,Hull Tactical US_etf_Open_volatility,Hull Tactical US_etf_Open_change,Hull Tactical US_etf_High_average,Hull Tactical US_etf_High_max,Hull Tactical US_etf_High_min,Hull Tactical US_etf_High_volatility,Hull Tactical US_etf_High_change,Hull Tactical US_etf_Low_average,Hull Tactical US_etf_Low_max,Hull Tactical US_etf_Low_min,Hull Tactical US_etf_Low_volatility,Hull Tactical US_etf_Low_change,Hull Tactical US_etf_Close_average,Hull Tactical US_etf_Close_max,Hull Tactical US_etf_Close_min,Hull Tactical US_etf_Close_volatility,Hull Tactical US_etf_Close_change
2018-07-08,27.43,27.43,27.43,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-07-15,27.5,27.5,27.5,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2018-07-22,27.44,27.44,27.44,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2018-07-29,27.49,27.49,27.49,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2018-08-05,27.56,27.56,27.56,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-08-12,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-08-19,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-08-26,27.49,27.49,27.49,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-09-02,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-09-09,27.66,27.66,27.66,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-09-16,27.76,27.76,27.76,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-09-23,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-09-30,27.58,27.58,27.58,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-10-07,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-10-14,26.91,26.91,26.91,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-10-21,26.06,26.06,26.06,0.0,0.0,26.09,26.09,26.09,0.0,0.0,24.84,24.84,24.84,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-10-28,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-11-04,26.62,26.62,26.62,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-11-11,26.75,26.75,26.75,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-11-18,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-11-25,27.25,27.25,27.25,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-12-02,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-12-09,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-12-16,24.44,24.44,24.44,0.0,0.0,24.96,24.96,24.96,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-12-23,22.5,22.5,22.5,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-12-30,22.77,22.77,22.77,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.77,22.77,22.77,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-01-06,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-01-13,23.76,23.76,23.76,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-01-20,23.71,23.71,23.71,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-01-27,23.96,23.96,23.96,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-02-03,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-02-10,24.06,24.06,24.06,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-02-17,24.17,24.17,24.17,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-02-24,24.12,24.12,24.12,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-03-03,23.86,23.86,23.86,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.86,23.86,23.86,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-03-10,24.2,24.2,24.2,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-03-17,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-03-24,24.36,24.36,24.36,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-03-31,24.62,24.62,24.62,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-04-07,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-04-14,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-04-21,24.54,24.54,24.54,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-04-28,24.56,24.56,24.56,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-05-05,23.96,23.96,23.96,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-05-12,24.06,24.06,24.06,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-05-19,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-05-26,23.27,23.27,23.27,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2019-06-02,24.0,24.0,24.0,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-06-09,24.4,24.4,24.4,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-06-16,24.97,24.97,24.97,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-06-23,24.8,24.8,24.8,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-06-30,25.17,25.17,25.17,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-07-07,25.35,25.35,25.35,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-07-14,25.28,25.28,25.28,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-07-21,25.56,25.56,25.56,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-07-28,24.75,24.75,24.75,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-08-04,24.56,24.56,24.56,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-08-11,24.11,24.11,24.11,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-08-18,24.82,24.82,24.82,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-08-25,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-09-01,25.53,25.53,25.53,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-09-08,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-09-15,25.7,25.7,25.7,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-09-22,25.53,25.53,25.53,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-09-29,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-10-06,25.58,25.58,25.58,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-10-13,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-10-20,25.9,25.9,25.9,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-10-27,26.2,26.2,26.2,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-11-03,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-11-10,26.45,26.45,26.45,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-11-17,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-11-24,26.55,26.55,26.55,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-12-01,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-12-08,26.66,26.66,26.66,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-12-15,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-12-22,26.78,26.78,26.78,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-12-29,26.8,26.8,26.8,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.89,26.89,26.89,0.0,0.0
