Date,CHH_Open_average,CHH_Open_max,CHH_Open_min,CHH_Open_volatility,CHH_Open_change,CHH_High_average,CHH_High_max,CHH_High_min,CHH_High_volatility,CHH_High_change,CHH_Low_average,CHH_Low_max,CHH_Low_min,CHH_Low_volatility,CHH_Low_change,CHH_Close_average,CHH_Close_max,CHH_Close_min,CHH_Close_volatility,CHH_Close_change,CHH_Volume_average,CHH_Volume_max,CHH_Volume_min,CHH_Volume_volatility,CHH_Volume_change
2018-01-14,81.39,82.25,80.5,1.75,1.0499999999999972,81.86,82.25,81.2,1.0499999999999972,1.0499999999999972,80.48,80.85,79.8,1.0499999999999972,0.7000000000000028,81.08,82.15,79.95,2.200000000000003,0.9500000000000028,167952,208557,96636,111921,18424
2018-01-21,81.45,81.95,80.75,1.2000000000000028,0.9500000000000028,82.19,82.55,81.6,0.9500000000000028,0.45000000000000284,80.82,81.6,80.05,1.5499999999999972,0.9499999999999886,81.55,82.25,80.45,1.7999999999999972,0.4000000000000057,183224,229294,139342,89952,-37380
2018-01-28,81.15,82.25,79.0,3.25,-2.450000000000003,81.87,82.85,79.7,3.1499999999999915,-2.8999999999999915,80.04,81.8,77.05,4.75,-3.9000000000000057,80.52,82.15,77.1,5.050000000000011,-5.050000000000011,183295,273577,82083,191494,-3171
2018-02-04,77.81,79.05,76.25,2.799999999999997,2.0,79.03,79.95,78.35,1.6000000000000085,-0.25,76.63,78.4,75.25,3.1500000000000057,2.25,78.05,79.2,76.4,2.799999999999997,-0.4000000000000057,172428,211388,124474,86914,-86914
2018-02-11,79.2875,80.8,77.9,2.8999999999999915,2.299999999999997,80.4,81.25,78.7,2.549999999999997,2.549999999999997,79.0,80.2,77.6,2.6000000000000085,2.6000000000000085,80.0,80.6,78.55,2.049999999999997,1.9500000000000028,395893,848490,161639,686851,203820
2018-02-18,79.45,82.3,75.8,6.5,6.5,81.52,83.65,79.45,4.200000000000003,4.200000000000003,79.08,81.1,75.75,5.349999999999994,5.349999999999994,80.34,81.55,78.2,3.3499999999999943,3.299999999999997,329502,559417,234772,324645,-318840
2018-02-25,79.59,81.75,77.95,3.799999999999997,-2.700000000000003,80.32,81.75,79.7,2.049999999999997,-1.75,78.53399999999999,79.35,77.92,1.4299999999999926,-1.1499999999999915,79.23,79.5,78.7,0.7999999999999972,0.09999999999999432,241438,284342,196235,88107,8194
2018-03-04,81.48,83.65,79.5,4.150000000000006,4.150000000000006,82.78,84.55,80.65,3.8999999999999915,3.8999999999999915,81.24,83.3,79.15,4.1499999999999915,4.1499999999999915,82.49,84.4,80.55,3.8500000000000085,3.8500000000000085,275816,317050,203193,113857,17240
2018-03-11,84.41,84.75,83.8,0.9500000000000028,-0.9500000000000028,84.866,85.35,84.5,0.8499999999999943,-0.25,83.42,83.95,82.45,1.5,-1.0999999999999943,83.92,84.6,83.05,1.5499999999999972,-0.6000000000000085,351377,512972,262147,250825,-210946
2018-03-18,82.53,83.85,81.05,2.799999999999997,-2.1000000000000085,82.99,84.05,81.55,2.5,-2.450000000000003,81.63,83.3,79.85,3.450000000000003,-2.6999999999999886,82.01,83.65,79.95,3.700000000000003,-2.3500000000000085,190875,268153,152575,115578,86866
