Date,First Trust Brazil AlphaDEX_Open_average,First Trust Brazil AlphaDEX_Open_max,First Trust Brazil AlphaDEX_Open_min,First Trust Brazil AlphaDEX_Open_volatility,First Trust Brazil AlphaDEX_Open_change,First Trust Brazil AlphaDEX_High_average,First Trust Brazil AlphaDEX_High_max,First Trust Brazil AlphaDEX_High_min,First Trust Brazil AlphaDEX_High_volatility,First Trust Brazil AlphaDEX_High_change,First Trust Brazil AlphaDEX_Low_average,First Trust Brazil AlphaDEX_Low_max,First Trust Brazil AlphaDEX_Low_min,First Trust Brazil AlphaDEX_Low_volatility,First Trust Brazil AlphaDEX_Low_change,First Trust Brazil AlphaDEX_Close_average,First Trust Brazil AlphaDEX_Close_max,First Trust Brazil AlphaDEX_Close_min,First Trust Brazil AlphaDEX_Close_volatility,First Trust Brazil AlphaDEX_Close_change
2018-01-14,16.53,16.53,16.53,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2018-01-21,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.22,17.22,17.22,0.0,0.0
2018-01-28,16.61,16.61,16.61,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.6,16.6,16.6,0.0,0.0
2018-02-04,16.29,16.29,16.29,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2018-02-11,16.65,16.65,16.65,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2018-02-18,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2018-02-25,17.05,17.05,17.05,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2018-03-04,17.24,17.24,17.24,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2018-03-11,16.8,16.8,16.8,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-03-18,16.7,16.7,16.7,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2018-03-25,16.66,16.66,16.66,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-04-01,16.05,16.05,16.05,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2018-04-08,15.8,15.8,15.8,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2018-04-15,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.12,16.12,16.12,0.0,0.0
2018-04-22,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2018-04-29,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2018-05-06,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2018-05-13,14.33,14.33,14.33,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.23,14.23,14.23,0.0,0.0
2018-05-20,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2018-05-27,13.84,13.84,13.84,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.84,13.84,13.84,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-06-03,13.28,13.28,13.28,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2018-06-10,12.54,12.54,12.54,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2018-06-17,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2018-06-24,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2018-07-01,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-07-08,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2018-07-15,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2018-07-22,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2018-07-29,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-08-05,11.66,11.66,11.66,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2018-08-12,11.77,11.77,11.77,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2018-08-19,11.42,11.42,11.42,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2018-08-26,11.09,11.09,11.09,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2018-09-02,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2018-09-09,10.57,10.57,10.57,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2018-09-16,11.43,11.43,11.43,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-09-23,11.44,11.44,11.44,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2018-09-30,13.0,13.0,13.0,0.0,0.0,13.23,13.23,13.23,0.0,0.0,12.87,12.87,12.87,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2018-10-07,12.77,12.77,12.77,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-10-14,13.35,13.35,13.35,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2018-10-21,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2018-10-28,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2018-11-04,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2018-11-11,13.76,13.76,13.76,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2018-11-18,13.18,13.18,13.18,0.0,0.0,13.38,13.38,13.38,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2018-11-25,13.91,13.91,13.91,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2018-12-02,13.15,13.15,13.15,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2018-12-09,13.39,13.39,13.39,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.18,13.18,13.18,0.0,0.0
