Date,MTRN_Open_average,MTRN_Open_max,MTRN_Open_min,MTRN_Open_volatility,MTRN_Open_change,MTRN_High_average,MTRN_High_max,MTRN_High_min,MTRN_High_volatility,MTRN_High_change,MTRN_Low_average,MTRN_Low_max,MTRN_Low_min,MTRN_Low_volatility,MTRN_Low_change,MTRN_Close_average,MTRN_Close_max,MTRN_Close_min,MTRN_Close_volatility,MTRN_Close_change,MTRN_Volume_average,MTRN_Volume_max,MTRN_Volume_min,MTRN_Volume_volatility,MTRN_Volume_change
2018-01-14,53.02,53.65,52.5,1.1499999999999986,1.1499999999999986,53.616,53.92,53.41,0.5100000000000051,0.240000000000002,52.484,53.02,52.0,1.0200000000000031,1.0200000000000031,53.21,53.7,52.75,0.9500000000000028,0.6499999999999986,105944,185601,54175,131426,-75538
2018-01-21,51.67,53.2,50.6,2.6000000000000014,-2.6000000000000014,51.97,53.21,50.73,2.480000000000004,-1.8599999999999994,50.62,52.15,49.8,2.3500000000000014,-1.8999999999999986,51.0,52.35,50.35,2.0,-1.5500000000000043,125049,217706,72670,145036,6573
2018-01-28,49.64,50.55,48.15,2.3999999999999986,-2.3999999999999986,50.089999999999996,51.05,49.3,1.75,-1.75,48.87,49.65,47.75,1.8999999999999986,-1.6499999999999986,49.14,50.2,47.9,2.3000000000000043,-2.3000000000000043,129070,168708,82308,86400,-27269
2018-02-04,47.19,48.3,45.95,2.3499999999999943,-2.049999999999997,47.59,48.85,46.4,2.450000000000003,-2.1000000000000014,46.01,47.2,44.95,2.25,-1.1499999999999986,46.74,48.55,45.55,3.0,-2.25,112033,142358,82111,60247,-25986
2018-02-11,48.1375,51.1,45.65,5.450000000000003,4.950000000000003,49.325,51.95,46.25,5.700000000000003,5.649999999999999,47.5825,49.95,45.65,4.300000000000004,4.100000000000001,48.75,51.9,46.1,5.799999999999997,3.8500000000000014,131451,202640,64667,137973,71127
2018-02-18,51.31,52.2,49.85,2.3500000000000014,2.3500000000000014,52.38,52.9,51.3,1.6000000000000014,1.4500000000000028,50.92,51.65,49.75,1.8999999999999986,1.8999999999999986,51.74,52.7,50.8,1.9000000000000057,1.9000000000000057,89450,133455,59772,73683,-73683
2018-02-25,51.019999999999996,52.55,49.9,2.6499999999999986,-2.1499999999999986,51.62,52.65,50.9,1.75,-1.1499999999999986,50.22,51.55,49.2,2.3499999999999943,-1.4499999999999957,50.87,51.65,50.35,1.2999999999999972,-0.3999999999999986,88359,99889,72983,26906,-15411
2018-03-04,52.65,53.7,51.25,2.450000000000003,2.450000000000003,53.629999999999995,54.3,52.3,2.0,2.0,52.114000000000004,53.25,50.95,2.299999999999997,2.25,53.06,53.7,51.8,1.9000000000000057,1.4500000000000028,107826,139308,64531,74777,52055
2018-03-11,53.57,54.1,53.15,0.9500000000000028,0.6000000000000014,54.55,55.35,53.7,1.6499999999999986,0.0,53.03,53.45,52.45,1.0,0.25,53.65,54.25,53.0,1.25,0.75,173192,355413,106328,249085,-27
2018-03-18,52.74,54.25,51.7,2.549999999999997,-2.549999999999997,53.354,54.27,52.35,1.9200000000000017,-1.9200000000000017,51.769999999999996,52.95,51.0,1.9500000000000028,-1.9500000000000028,52.269999999999996,53.3,51.15,2.1499999999999986,-0.8000000000000043,127868,171001,80356,90645,40693
