Date,BK_Open_average,BK_Open_max,BK_Open_min,BK_Open_volatility,BK_Open_change,BK_High_average,BK_High_max,BK_High_min,BK_High_volatility,BK_High_change,BK_Low_average,BK_Low_max,BK_Low_min,BK_Low_volatility,BK_Low_change,BK_Close_average,BK_Close_max,BK_Close_min,BK_Close_volatility,BK_Close_change,BK_Volume_average,BK_Volume_max,BK_Volume_min,BK_Volume_volatility,BK_Volume_change
2018-01-14,56.8625,58.68,55.41,3.270000000000003,-3.1199999999999974,57.505,58.99,55.84,3.1499999999999986,-1.990000000000002,56.1475,57.36,54.67,2.6899999999999977,-1.9099999999999966,56.8475,57.89,55.35,2.539999999999999,-0.9299999999999997,7546755,11105334,4253093,6852241,3100406
2018-01-21,57.31,57.86,56.6,1.259999999999998,0.259999999999998,57.954,58.33,57.78,0.5499999999999972,-0.030000000000001137,56.88,57.37,56.47,0.8999999999999986,0.20000000000000284,57.568,57.78,56.85,0.9299999999999997,0.060000000000002274,4593846,5563104,3832688,1730416,-508110
2018-01-28,57.007999999999996,57.39,56.68,0.7100000000000009,-0.2700000000000031,57.606,57.94,57.16,0.7800000000000011,-0.1699999999999946,56.588,57.26,56.22,1.0399999999999991,-1.0399999999999991,56.95,57.52,56.33,1.1900000000000048,-1.1900000000000048,3907160,4401256,3232280,1168976,302366
2018-02-04,54.716,55.76,53.32,2.4399999999999977,-1.7800000000000011,55.734,56.72,54.46,2.259999999999998,-2.259999999999998,53.502,55.21,52.11,3.1000000000000014,-2.1600000000000037,54.516,55.49,53.29,2.200000000000003,-0.30000000000000426,7464754,10571958,6123722,4448236,-1096515
2018-02-11,55.176,56.5,54.36,2.1400000000000006,1.4699999999999989,55.9,56.68,55.0,1.6799999999999997,1.4299999999999997,54.824,55.9,53.9,2.0,2.0,55.562,56.25,54.61,1.6400000000000006,1.6400000000000006,3725406,4857374,3100285,1757089,-1479772
2018-02-18,56.4,56.74,56.19,0.5500000000000043,-0.010000000000005116,57.1325,57.41,56.83,0.5799999999999983,0.10000000000000142,56.07,56.29,55.8,0.490000000000002,0.09000000000000341,56.417500000000004,56.9,55.9,1.0,0.4799999999999969,3588925,4275917,2980830,1295087,227259
2018-02-25,57.142,58.2,55.19,3.010000000000005,-2.030000000000001,57.57,58.67,55.47,3.200000000000003,-2.75,56.214,57.97,54.11,3.8599999999999994,-2.770000000000003,56.816,58.18,55.37,2.8100000000000023,-2.8100000000000023,5132702,6691126,3922225,2768901,1476818
2018-03-04,56.308,57.4,54.98,2.4200000000000017,0.9600000000000009,57.19,57.56,56.68,0.8800000000000026,0.7700000000000031,55.608,56.3,54.8,1.5,0.9299999999999997,56.62,57.23,55.69,1.5399999999999991,0.8200000000000003,6209701,8016414,4397289,3619125,2176274
2018-03-11,56.044,57.26,55.01,2.25,-2.25,56.217999999999996,57.41,55.09,2.319999999999993,-1.9099999999999966,55.208,56.31,54.51,1.8000000000000043,-1.4400000000000048,55.424,56.44,54.85,1.5899999999999963,-1.4399999999999977,6119383,10584998,4448612,6136386,5790782
2018-03-18,54.022,55.02,52.12,2.9000000000000057,-2.9000000000000057,54.374,55.37,52.41,2.960000000000001,-2.8500000000000014,52.966,54.41,50.61,3.799999999999997,-3.1600000000000037,53.226,54.61,50.73,3.8800000000000026,-3.6100000000000065,5585133,7548214,3676163,3872051,2420590
