Date,ZBH_stock_Open_average,ZBH_stock_Open_max,ZBH_stock_Open_min,ZBH_stock_Open_volatility,ZBH_stock_Open_change,ZBH_stock_High_average,ZBH_stock_High_max,ZBH_stock_High_min,ZBH_stock_High_volatility,ZBH_stock_High_change,ZBH_stock_Low_average,ZBH_stock_Low_max,ZBH_stock_Low_min,ZBH_stock_Low_volatility,ZBH_stock_Low_change,ZBH_stock_Close_average,ZBH_stock_Close_max,ZBH_stock_Close_min,ZBH_stock_Close_volatility,ZBH_stock_Close_change,ZBH_stock_Volume_average,ZBH_stock_Volume_max,ZBH_stock_Volume_min,ZBH_stock_Volume_volatility,ZBH_stock_Volume_change
2018-01-14,122.3025,122.42,122.23,0.18999999999999773,-0.0899999999999892,123.3325,124.69,122.76,1.9299999999999926,1.6400000000000006,121.645,122.23,121.09,1.1400000000000006,1.1400000000000006,122.46000000000001,123.48,121.68,1.7999999999999972,1.7999999999999972,1361738,1804547,1077740,726807,407961
2018-01-21,124.95400000000001,125.81,123.5,2.3100000000000023,1.2600000000000051,126.074,126.52,125.81,0.7099999999999937,0.25,123.872,124.27,122.89,1.3799999999999955,1.1400000000000006,125.34,126.23,124.51,1.7199999999999989,0.030000000000001137,1214474,1390852,1038145,352707,26771
2018-01-28,125.874,127.05,123.05,4.0,0.7599999999999909,128.69400000000002,129.34,127.2,2.1400000000000006,-2.1400000000000006,124.852,126.25,121.52,4.730000000000004,-0.6400000000000006,126.886,128.19,125.79,2.3999999999999915,-1.5999999999999943,2101821,2882961,1392663,1490298,-1145320
2018-02-04,120.798,124.79,116.05,8.740000000000009,-8.740000000000009,122.384,127.42,117.41,10.010000000000005,-10.010000000000005,118.216,122.37,112.97,9.400000000000006,-9.400000000000006,119.636,123.18,115.53,7.650000000000006,-6.790000000000006,1843043,2166000,1145267,1020733,47098
2018-02-11,117.174,119.7,115.23,4.469999999999999,2.740000000000009,118.638,121.66,116.18,5.47999999999999,4.170000000000002,116.376,118.93,114.87,4.060000000000002,3.8800000000000097,118.084,120.48,115.93,4.549999999999997,3.960000000000008,1054428,1467568,696599,770969,-770969
2018-02-18,119.19,119.8,118.38,1.4200000000000017,-1.4200000000000017,120.09,120.72,118.94,1.7800000000000011,-1.7800000000000011,118.03,118.66,117.34,1.3199999999999932,-0.8799999999999955,118.4575,118.85,117.58,1.269999999999996,0.12999999999999545,793478,988644,633298,355346,-30435
2018-02-25,117.24000000000001,119.92,113.23,6.689999999999998,-5.670000000000002,118.638,120.2,116.59,3.6099999999999994,-2.5900000000000034,115.654,118.4,112.52,5.88000000000001,-5.390000000000001,116.974,119.88,113.55,6.329999999999998,-2.8299999999999983,907948,1181906,638580,543326,543326
2018-03-04,118.958,121.7,116.64,5.060000000000002,4.099999999999994,120.402,121.7,118.55,3.1500000000000057,2.780000000000001,118.074,120.14,116.26,3.8799999999999955,3.8799999999999955,119.658,121.0,118.09,2.9099999999999966,2.730000000000004,1129513,1345883,874600,471283,-173905
2018-03-11,118.234,120.91,116.2,4.709999999999994,-4.709999999999994,118.818,121.12,117.48,3.6400000000000006,-3.6400000000000006,116.538,117.82,115.37,2.4499999999999886,-1.6199999999999903,117.034,118.26,115.92,2.3400000000000034,-1.4300000000000068,1456651,2030422,1199792,830630,-781577
2018-03-18,113.924,116.73,109.58,7.150000000000006,-7.150000000000006,114.336,116.74,110.22,6.519999999999996,-6.519999999999996,112.014,113.9,107.32,6.5800000000000125,-6.5800000000000125,112.47,114.75,107.44,7.310000000000002,-7.310000000000002,1296194,2511942,891132,1620810,1620810
