Date,CLLDY_stock_Open_average,CLLDY_stock_Open_max,CLLDY_stock_Open_min,CLLDY_stock_Open_volatility,CLLDY_stock_Open_change,CLLDY_stock_High_average,CLLDY_stock_High_max,CLLDY_stock_High_min,CLLDY_stock_High_volatility,CLLDY_stock_High_change,CLLDY_stock_Low_average,CLLDY_stock_Low_max,CLLDY_stock_Low_min,CLLDY_stock_Low_volatility,CLLDY_stock_Low_change,CLLDY_stock_Close_average,CLLDY_stock_Close_max,CLLDY_stock_Close_min,CLLDY_stock_Close_volatility,CLLDY_stock_Close_change,CLLDY_stock_Volume_average,CLLDY_stock_Volume_max,CLLDY_stock_Volume_min,CLLDY_stock_Volume_volatility,CLLDY_stock_Volume_change
2018-01-14,5.786666666666667,5.86,5.75,0.11000000000000032,0.11000000000000032,5.803333333333334,5.86,5.75,0.11000000000000032,0.11000000000000032,5.746666666666667,5.75,5.74,0.009999999999999787,-0.009999999999999787,5.773333333333333,5.8,5.75,0.04999999999999982,0.019999999999999574,2737,4599,0,4599,4599
2018-01-21,5.818,5.85,5.79,0.05999999999999961,0.03000000000000025,5.848,5.93,5.79,0.13999999999999968,0.13999999999999968,5.8112,5.85,5.79,0.05999999999999961,0.03000000000000025,5.8416,5.93,5.79,0.13999999999999968,0.13999999999999968,1007,3145,0,3145,1069
2018-01-28,5.84,5.89,5.79,0.09999999999999964,0.09999999999999964,5.84,5.89,5.79,0.09999999999999964,0.09999999999999964,5.805,5.82,5.79,0.03000000000000025,0.03000000000000025,5.805,5.82,5.79,0.03000000000000025,0.03000000000000025,1850,3700,0,3700,3700
2018-02-04,5.407,5.57,5.13,0.4400000000000004,-0.4400000000000004,5.4305,5.57,5.224,0.3460000000000001,-0.3460000000000001,5.3025,5.41,5.13,0.28000000000000025,-0.28000000000000025,5.3525,5.44,5.22,0.22000000000000064,-0.1900000000000004,4350,9849,1288,8561,-5710
2018-02-11,5.395,5.45,5.34,0.11000000000000032,0.11000000000000032,5.45,5.45,5.45,0.0,0.0,5.335,5.34,5.33,0.009999999999999787,-0.009999999999999787,5.390000000000001,5.45,5.33,0.1200000000000001,-0.1200000000000001,1516,2604,429,2175,2175
2018-02-18,5.3933333333333335,5.41,5.38,0.03000000000000025,-0.009999999999999787,5.413333333333333,5.47,5.38,0.08999999999999986,-0.009999999999999787,5.38,5.39,5.37,0.019999999999999574,-0.009999999999999787,5.413333333333333,5.47,5.38,0.08999999999999986,-0.009999999999999787,1799,5398,0,5398,0
2018-02-25,5.4425,5.5,5.37,0.1299999999999999,-0.040000000000000036,5.4425,5.5,5.37,0.1299999999999999,-0.040000000000000036,5.4425,5.5,5.37,0.1299999999999999,-0.040000000000000036,5.4425,5.5,5.37,0.1299999999999999,-0.040000000000000036,0,0,0,0,0
2018-03-04,5.558,5.586,5.53,0.05600000000000005,0.05600000000000005,5.558,5.586,5.53,0.05600000000000005,0.05600000000000005,5.558,5.586,5.53,0.05600000000000005,0.05600000000000005,5.558,5.586,5.53,0.05600000000000005,0.05600000000000005,0,0,0,0,0
2018-03-11,5.595000000000001,5.61,5.58,0.03000000000000025,0.03000000000000025,5.595000000000001,5.61,5.58,0.03000000000000025,0.03000000000000025,5.595000000000001,5.61,5.58,0.03000000000000025,0.03000000000000025,5.595000000000001,5.61,5.58,0.03000000000000025,0.03000000000000025,0,0,0,0,0
2018-03-18,5.47,5.47,5.47,0.0,0.0,5.5425,5.615,5.47,0.14500000000000046,-0.14500000000000046,5.47,5.47,5.47,0.0,0.0,5.5425,5.615,5.47,0.14500000000000046,-0.14500000000000046,345,691,0,691,-691
2018-03-25,5.495333333333334,5.57,5.426,0.14400000000000013,-0.06400000000000006,5.54,5.57,5.49,0.08000000000000007,0.0699999999999994,5.495333333333334,5.57,5.426,0.14400000000000013,-0.06400000000000006,5.5,5.57,5.44,0.1299999999999999,-0.04999999999999982,871,2614,0,2614,2614
2018-04-01,5.49125,5.55,5.43,0.1200000000000001,-0.0649999999999995,5.49125,5.55,5.43,0.1200000000000001,-0.0649999999999995,5.48,5.55,5.43,0.1200000000000001,-0.10999999999999943,5.48,5.55,5.43,0.1200000000000001,-0.10999999999999943,319,1276,0,1276,1276
2018-04-08,5.54,5.59,5.44,0.14999999999999947,0.11999999999999922,5.6125,5.68,5.59,0.08999999999999986,0.08999999999999986,5.5365,5.59,5.44,0.14999999999999947,0.11999999999999922,5.6125,5.68,5.59,0.08999999999999986,0.08999999999999986,721,1624,0,1624,-518
2018-04-15,5.596666666666667,5.71,5.52,0.1900000000000004,0.040000000000000036,5.596666666666667,5.71,5.52,0.1900000000000004,0.040000000000000036,5.596666666666667,5.71,5.52,0.1900000000000004,0.040000000000000036,5.596666666666667,5.71,5.52,0.1900000000000004,0.040000000000000036,0,0,0,0,0
2018-04-22,5.666666666666667,5.76,5.61,0.14999999999999947,0.1299999999999999,5.666666666666667,5.76,5.61,0.14999999999999947,0.1299999999999999,5.666666666666667,5.76,5.61,0.14999999999999947,0.1299999999999999,5.666666666666667,5.76,5.61,0.14999999999999947,0.1299999999999999,0,0,0,0,0
2018-04-29,5.706333333333333,5.73,5.68,0.05000000000000071,-0.05000000000000071,5.706333333333333,5.73,5.68,0.05000000000000071,-0.05000000000000071,5.65,5.73,5.54,0.1900000000000004,-0.05000000000000071,5.65,5.73,5.54,0.1900000000000004,-0.05000000000000071,577,1733,0,1733,0
2018-05-06,5.523333333333333,5.57,5.48,0.08999999999999986,-0.05000000000000071,5.523333333333333,5.57,5.48,0.08999999999999986,-0.05000000000000071,5.473333333333334,5.57,5.33,0.2400000000000002,-0.05000000000000071,5.473333333333334,5.57,5.33,0.2400000000000002,-0.05000000000000071,112,338,0,338,0
2018-05-13,5.27,5.27,5.27,0.0,0.0,5.34,5.41,5.27,0.14000000000000057,0.14000000000000057,5.27,5.27,5.27,0.0,0.0,5.34,5.41,5.27,0.14000000000000057,0.14000000000000057,200,400,0,400,400
2018-05-20,5.2925,5.34,5.23,0.10999999999999943,0.019999999999999574,5.2925,5.34,5.23,0.10999999999999943,0.019999999999999574,5.29,5.34,5.23,0.10999999999999943,0.019999999999999574,5.29,5.34,5.23,0.10999999999999943,0.019999999999999574,140,563,0,563,0
2018-05-27,5.233333333333333,5.37,5.1,0.27000000000000046,0.13999999999999968,5.25,5.37,5.15,0.21999999999999975,0.13999999999999968,5.18,5.23,5.1,0.13000000000000078,-0.020000000000000462,5.193333333333333,5.23,5.14,0.09000000000000075,-0.020000000000000462,3297,8375,0,8375,1517
2018-06-03,5.31,5.34,5.27,0.07000000000000028,0.07000000000000028,5.336666666666667,5.35,5.32,0.02999999999999936,-0.009999999999999787,5.31,5.34,5.27,0.07000000000000028,0.07000000000000028,5.336666666666667,5.35,5.32,0.02999999999999936,-0.009999999999999787,192,577,0,577,-577
2018-06-10,5.1125,5.32,4.97,0.35000000000000053,-0.33000000000000007,5.1125,5.32,4.97,0.35000000000000053,-0.33000000000000007,5.0375,5.17,4.87,0.2999999999999998,-0.2699999999999996,5.0725,5.28,4.87,0.41000000000000014,-0.41000000000000014,448,1201,0,1201,608
2018-06-17,4.846,5.0,4.67,0.33000000000000007,-0.33000000000000007,4.846,5.0,4.67,0.33000000000000007,-0.33000000000000007,4.828,5.0,4.67,0.33000000000000007,-0.33000000000000007,4.828,5.0,4.67,0.33000000000000007,-0.33000000000000007,250,1251,0,1251,0
2018-06-24,4.656,4.76,4.52,0.2400000000000002,-0.08000000000000007,4.676,4.76,4.61,0.14999999999999947,-0.0699999999999994,4.576,4.68,4.51,0.16999999999999993,0.1299999999999999,4.626,4.69,4.56,0.13000000000000078,0.13000000000000078,3944,8510,1525,6985,-2701
2018-07-01,4.52,4.68,4.35,0.33000000000000007,-0.15000000000000036,4.5225,4.68,4.36,0.3199999999999994,-0.13999999999999968,4.49,4.58,4.35,0.23000000000000043,-0.13000000000000078,4.4925,4.58,4.36,0.21999999999999975,-0.1200000000000001,3208,11073,0,11073,-9818
2018-07-08,4.47775,4.5169999999999995,4.414,0.10299999999999976,-0.07600000000000051,4.500249999999999,4.54,4.414,0.12600000000000033,-0.11600000000000055,4.44475,4.49,4.414,0.07600000000000051,-0.07600000000000051,4.468500000000001,4.53,4.414,0.11600000000000055,-0.11600000000000055,29074,108786,0,108786,-4242
2018-07-15,4.59,4.77,4.43,0.33999999999999986,0.33999999999999986,4.65,4.77,4.48,0.28999999999999915,0.28999999999999915,4.576,4.73,4.43,0.3000000000000007,0.3000000000000007,4.642,4.75,4.48,0.2699999999999996,0.25,23395,108354,0,108354,445
2018-07-22,4.785,4.86,4.67,0.1900000000000004,0.1900000000000004,4.8425,4.9,4.79,0.11000000000000032,0.08000000000000007,4.74,4.86,4.64,0.22000000000000064,0.1900000000000004,4.7775,4.88,4.64,0.2400000000000002,0.08000000000000007,17190,38637,1138,37499,24555
2018-07-29,4.705,4.87,4.6,0.27000000000000046,-0.27000000000000046,4.755,4.87,4.67,0.20000000000000018,-0.20000000000000018,4.705,4.87,4.6,0.27000000000000046,-0.27000000000000046,4.745,4.87,4.67,0.20000000000000018,-0.20000000000000018,3088,6760,0,6760,2875
2018-08-05,4.80875,4.89,4.595,0.29499999999999993,0.28500000000000014,4.80875,4.89,4.595,0.29499999999999993,0.28500000000000014,4.76875,4.87,4.595,0.27500000000000036,0.21499999999999986,4.78625,4.87,4.595,0.27500000000000036,0.21499999999999986,388,1213,0,1213,340
2018-08-12,4.833,4.92,4.715,0.20500000000000007,0.15500000000000025,4.844,4.92,4.77,0.15000000000000036,0.10000000000000053,4.822,4.92,4.7,0.21999999999999975,0.1299999999999999,4.829,4.92,4.735,0.1849999999999996,0.09499999999999975,1447,6184,0,6184,-5130
2018-08-19,4.926,4.98,4.86,0.1200000000000001,0.1200000000000001,4.954,5.0,4.91,0.08999999999999986,0.07000000000000028,4.912,4.98,4.86,0.1200000000000001,0.1200000000000001,4.946,5.0,4.91,0.08999999999999986,0.07000000000000028,3676,14339,0,14339,-628
2018-08-26,5.133333333333333,5.18,5.1,0.08000000000000007,-0.08000000000000007,5.133333333333333,5.18,5.1,0.08000000000000007,-0.08000000000000007,5.0729999999999995,5.082,5.06,0.02200000000000024,0.004999999999999893,5.086333333333333,5.1,5.077,0.022999999999999687,0.004999999999999893,40554,118708,841,117867,-1273
