Date,ProShares Ultra Russell2000_Open_average,ProShares Ultra Russell2000_Open_max,ProShares Ultra Russell2000_Open_min,ProShares Ultra Russell2000_Open_volatility,ProShares Ultra Russell2000_Open_change,ProShares Ultra Russell2000_High_average,ProShares Ultra Russell2000_High_max,ProShares Ultra Russell2000_High_min,ProShares Ultra Russell2000_High_volatility,ProShares Ultra Russell2000_High_change,ProShares Ultra Russell2000_Low_average,ProShares Ultra Russell2000_Low_max,ProShares Ultra Russell2000_Low_min,ProShares Ultra Russell2000_Low_volatility,ProShares Ultra Russell2000_Low_change,ProShares Ultra Russell2000_Close_average,ProShares Ultra Russell2000_Close_max,ProShares Ultra Russell2000_Close_min,ProShares Ultra Russell2000_Close_volatility,ProShares Ultra Russell2000_Close_change
2018-09-23,85.2,85.2,85.2,0.0,0.0,85.2,85.2,85.2,0.0,0.0,81.78,81.78,81.78,0.0,0.0,82.19,82.19,82.19,0.0,0.0
2018-09-30,77.8,77.8,77.8,0.0,0.0,78.31,78.31,78.31,0.0,0.0,76.61,76.61,76.61,0.0,0.0,77.88,77.88,77.88,0.0,0.0
2018-10-07,69.83,69.83,69.83,0.0,0.0,71.5,71.5,71.5,0.0,0.0,69.04,69.04,69.04,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2018-10-14,70.04,70.04,70.04,0.0,0.0,70.56,70.56,70.56,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2018-10-21,65.68,65.68,65.68,0.0,0.0,66.93,66.93,66.93,0.0,0.0,62.12,62.12,62.12,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2018-10-28,69.96,69.96,69.96,0.0,0.0,70.39,70.39,70.39,0.0,0.0,68.45,68.45,68.45,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2018-11-04,69.86,69.86,69.86,0.0,0.0,69.98,69.98,69.98,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2018-11-11,67.64,67.64,67.64,0.0,0.0,67.89,67.89,67.89,0.0,0.0,64.67,64.67,64.67,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2018-11-18,65.45,65.45,65.45,0.0,0.0,66.38,66.38,66.38,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-11-25,69.9,69.9,69.9,0.0,0.0,69.9,69.9,69.9,0.0,0.0,67.76,67.76,67.76,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2018-12-02,60.74,60.74,60.74,0.0,0.0,61.12,61.12,61.12,0.0,0.0,58.4,58.4,58.4,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2018-12-09,57.27,57.27,57.27,0.0,0.0,58.26,58.26,58.26,0.0,0.0,54.45,54.45,54.45,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2018-12-16,47.73,47.73,47.73,0.0,0.0,48.2,48.2,48.2,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-12-23,52.06,52.06,52.06,0.0,0.0,52.21,52.21,52.21,0.0,0.0,50.54,50.54,50.54,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2018-12-30,54.68,54.68,54.68,0.0,0.0,57.1,57.1,57.1,0.0,0.0,54.4,54.4,54.4,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-01-06,59.2,59.2,59.2,0.0,0.0,59.59,59.59,59.59,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-01-13,62.22,62.22,62.22,0.0,0.0,63.32,63.32,63.32,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2019-01-20,61.6,61.6,61.6,0.0,0.0,62.37,62.37,62.37,0.0,0.0,61.12,61.12,61.12,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-01-27,64.53,64.53,64.53,0.0,0.0,65.81,65.81,65.81,0.0,0.0,64.08,64.08,64.08,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2019-02-03,65.19,65.19,65.19,0.0,0.0,65.87,65.87,65.87,0.0,0.0,64.67,64.67,64.67,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2019-02-10,69.04,69.04,69.04,0.0,0.0,70.36,70.36,70.36,0.0,0.0,68.97,68.97,68.97,0.0,0.0,70.33,70.33,70.33,0.0,0.0
2019-02-17,72.95,72.95,72.95,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.04,72.04,72.04,0.0,0.0,72.08,72.08,72.08,0.0,0.0
2019-02-24,72.36,72.36,72.36,0.0,0.0,72.5,72.5,72.5,0.0,0.0,69.68,69.68,69.68,0.0,0.0,70.81,70.81,70.81,0.0,0.0
2019-03-03,66.52,66.52,66.52,0.0,0.0,68.41,68.41,68.41,0.0,0.0,66.4,66.4,66.4,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2019-03-10,69.05,69.05,69.05,0.0,0.0,70.28,70.28,70.28,0.0,0.0,68.56,68.56,68.56,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2019-03-17,64.35,64.35,64.35,0.0,0.0,65.9,65.9,65.9,0.0,0.0,63.42,63.42,63.42,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-03-24,68.45,68.45,68.45,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-03-31,70.72,70.72,70.72,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2019-04-07,71.61,71.61,71.61,0.0,0.0,71.72,71.72,71.72,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2019-04-14,69.18,69.18,69.18,0.0,0.0,69.63,69.63,69.63,0.0,0.0,68.5,68.5,68.5,0.0,0.0,69.09,69.09,69.09,0.0,0.0
2019-04-21,72.05,72.05,72.05,0.0,0.0,72.98,72.98,72.98,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2019-04-28,71.57,71.57,71.57,0.0,0.0,74.26,74.26,74.26,0.0,0.0,71.44,71.44,71.44,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2019-05-05,67.51,67.51,67.51,0.0,0.0,67.77,67.77,67.77,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-05-12,65.84,65.84,65.84,0.0,0.0,66.6,66.6,66.6,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2019-05-19,64.46,64.46,64.46,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2019-05-26,60.76,60.76,60.76,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-06-02,65.18,65.18,65.18,0.0,0.0,66.62,66.62,66.62,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2019-06-09,65.93,65.93,65.93,0.0,0.0,66.8,66.8,66.8,0.0,0.0,65.85,65.85,65.85,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2019-06-16,68.02,68.02,68.02,0.0,0.0,68.07,68.07,68.07,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2019-06-23,70.62,70.62,70.62,0.0,0.0,71.01,71.01,71.01,0.0,0.0,68.64,68.64,68.64,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2019-06-30,69.46,69.46,69.46,0.0,0.0,69.62,69.62,69.62,0.0,0.0,68.25,68.25,68.25,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2019-07-07,69.45,69.45,69.45,0.0,0.0,69.62,69.62,69.62,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2019-07-14,67.58,67.58,67.58,0.0,0.0,67.97,67.97,67.97,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2019-07-21,70.07,70.07,70.07,0.0,0.0,70.22,70.22,70.22,0.0,0.0,68.7,68.7,68.7,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2019-07-28,63.53,63.53,63.53,0.0,0.0,63.63,63.63,63.63,0.0,0.0,60.53,60.53,60.53,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-08-04,63.44,63.44,63.44,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-08-11,63.71,63.71,63.71,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-08-18,60.67,60.67,60.67,0.0,0.0,60.88,60.88,60.88,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2019-08-25,63.17,63.17,63.17,0.0,0.0,63.2,63.2,63.2,0.0,0.0,61.65,61.65,61.65,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2019-09-01,63.69,63.69,63.69,0.0,0.0,65.07,65.07,65.07,0.0,0.0,63.3,63.3,63.3,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-09-08,69.15,69.15,69.15,0.0,0.0,70.65,70.65,70.65,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.92,69.92,69.92,0.0,0.0
2019-09-15,67.21,67.21,67.21,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-09-22,64.47,64.47,64.47,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-09-29,62.23,62.23,62.23,0.0,0.0,63.32,63.32,63.32,0.0,0.0,61.73,61.73,61.73,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2019-10-06,63.16,63.16,63.16,0.0,0.0,63.33,63.33,63.33,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2019-10-13,66.72,66.72,66.72,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2019-10-20,68.0,68.0,68.0,0.0,0.0,69.12,69.12,69.12,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2019-10-27,71.22,71.22,71.22,0.0,0.0,71.39,71.39,71.39,0.0,0.0,70.37,70.37,70.37,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-11-03,69.99,69.99,69.99,0.0,0.0,70.72,70.72,70.72,0.0,0.0,69.8,69.8,69.8,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-11-10,70.5,70.5,70.5,0.0,0.0,70.54,70.54,70.54,0.0,0.0,69.87,69.87,69.87,0.0,0.0,70.33,70.33,70.33,0.0,0.0
2019-11-17,70.73,70.73,70.73,0.0,0.0,73.2,73.2,73.2,0.0,0.0,70.68,70.68,70.68,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2019-11-24,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2019-12-01,74.01,74.01,74.01,0.0,0.0,74.35,74.35,74.35,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2019-12-08,75.75,75.75,75.75,0.0,0.0,76.36,76.36,76.36,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2019-12-15,77.68,77.68,77.68,0.0,0.0,77.76,77.76,77.76,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2019-12-22,77.24,77.24,77.24,0.0,0.0,77.4,77.4,77.4,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.78,76.78,76.78,0.0,0.0
2019-12-29,75.16,75.16,75.16,0.0,0.0,76.67,76.67,76.67,0.0,0.0,75.16,75.16,75.16,0.0,0.0,76.43,76.43,76.43,0.0,0.0
