Date,Oppenheimer Fin Revenue_Open_average,Oppenheimer Fin Revenue_Open_max,Oppenheimer Fin Revenue_Open_min,Oppenheimer Fin Revenue_Open_volatility,Oppenheimer Fin Revenue_Open_change,Oppenheimer Fin Revenue_High_average,Oppenheimer Fin Revenue_High_max,Oppenheimer Fin Revenue_High_min,Oppenheimer Fin Revenue_High_volatility,Oppenheimer Fin Revenue_High_change,Oppenheimer Fin Revenue_Low_average,Oppenheimer Fin Revenue_Low_max,Oppenheimer Fin Revenue_Low_min,Oppenheimer Fin Revenue_Low_volatility,Oppenheimer Fin Revenue_Low_change,Oppenheimer Fin Revenue_Close_average,Oppenheimer Fin Revenue_Close_max,Oppenheimer Fin Revenue_Close_min,Oppenheimer Fin Revenue_Close_volatility,Oppenheimer Fin Revenue_Close_change
2018-11-25,65.92,65.92,65.92,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2018-12-02,60.21,60.21,60.21,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2018-12-09,57.97,57.97,57.97,0.0,0.0,58.78,58.78,58.78,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2018-12-16,55.04,55.04,55.04,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-12-23,57.18,57.18,57.18,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-12-30,59.0,59.0,59.0,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-01-06,60.3,60.3,60.3,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-01-13,62.66,62.66,62.66,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.66,62.66,62.66,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-01-20,62.63,62.63,62.63,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-01-27,63.24,63.24,63.24,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2019-02-03,62.64,62.64,62.64,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2019-02-10,64.06,64.06,64.06,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2019-02-17,65.22,65.22,65.22,0.0,0.0,65.29,65.29,65.29,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-02-24,64.71,64.71,64.71,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-03-03,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2019-03-10,65.86,65.86,65.86,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2019-03-17,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-03-24,64.0,64.0,64.0,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-03-31,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-04-07,65.96,65.96,65.96,0.0,0.0,66.21,66.21,66.21,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-04-14,66.61,66.61,66.61,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2019-04-21,68.0,68.0,68.0,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2019-04-28,67.75,67.75,67.75,0.0,0.0,68.26,68.26,68.26,0.0,0.0,67.69,67.69,67.69,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2019-05-05,65.69,65.69,65.69,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-05-12,66.09,66.09,66.09,0.0,0.0,66.13,66.13,66.13,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-05-19,65.44,65.44,65.44,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2019-05-26,63.84,63.84,63.84,0.0,0.0,64.14,64.14,64.14,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2019-06-02,66.7,66.7,66.7,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2019-06-09,66.85,66.85,66.85,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2019-06-16,66.98,66.98,66.98,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2019-06-23,68.69,68.69,68.69,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.63,68.63,68.63,0.0,0.0
2019-06-30,68.68,68.68,68.68,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2019-07-07,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0
2019-07-14,68.01,68.01,68.01,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.97,67.97,67.97,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2019-07-21,70.21,70.21,70.21,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2019-07-28,65.51,65.51,65.51,0.0,0.0,65.51,65.51,65.51,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-08-04,64.64,64.64,64.64,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2019-08-11,65.05,65.05,65.05,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-08-18,63.65,63.65,63.65,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2019-08-25,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2019-09-01,67.17,67.17,67.17,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2019-09-08,68.83,68.83,68.83,0.0,0.0,69.14,69.14,69.14,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2019-09-15,68.06,68.06,68.06,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.06,68.06,68.06,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-09-22,69.47,69.47,69.47,0.0,0.0,69.47,69.47,69.47,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2019-09-29,69.01,69.01,69.01,0.0,0.0,69.01,69.01,69.01,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.4,66.4,66.4,0.0,0.0
2019-10-06,66.74,66.74,66.74,0.0,0.0,67.26,67.26,67.26,0.0,0.0,66.74,66.74,66.74,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2019-10-13,68.86,68.86,68.86,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.74,68.74,68.74,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2019-10-20,70.02,70.02,70.02,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2019-10-27,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-11-03,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-11-10,72.32,72.32,72.32,0.0,0.0,72.32,72.32,72.32,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-11-17,72.5,72.5,72.5,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2019-11-24,72.72,72.72,72.72,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2019-12-01,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0
2019-12-08,74.64,74.64,74.64,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.26,74.26,74.26,0.0,0.0,74.26,74.26,74.26,0.0,0.0
2019-12-15,73.85,73.85,73.85,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2019-12-22,74.2,74.2,74.2,0.0,0.0,74.2,74.2,74.2,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-12-29,74.08,74.08,74.08,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.08,74.08,74.08,0.0,0.0
