Date,United States Oil_etf_Open_average,United States Oil_etf_Open_max,United States Oil_etf_Open_min,United States Oil_etf_Open_volatility,United States Oil_etf_Open_change,United States Oil_etf_High_average,United States Oil_etf_High_max,United States Oil_etf_High_min,United States Oil_etf_High_volatility,United States Oil_etf_High_change,United States Oil_etf_Low_average,United States Oil_etf_Low_max,United States Oil_etf_Low_min,United States Oil_etf_Low_volatility,United States Oil_etf_Low_change,United States Oil_etf_Close_average,United States Oil_etf_Close_max,United States Oil_etf_Close_min,United States Oil_etf_Close_volatility,United States Oil_etf_Close_change
2018-05-20,111.44,111.44,111.44,0.0,0.0,111.44,111.44,111.44,0.0,0.0,109.2,109.2,109.2,0.0,0.0,109.44,109.44,109.44,0.0,0.0
2018-05-27,107.28,107.28,107.28,0.0,0.0,108.12,108.12,108.12,0.0,0.0,106.0,106.0,106.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0
2018-06-03,106.48,106.48,106.48,0.0,0.0,107.15,107.15,107.15,0.0,0.0,105.44,105.44,105.44,0.0,0.0,106.16,106.16,106.16,0.0,0.0
2018-06-10,107.52,107.52,107.52,0.0,0.0,107.52,107.52,107.52,0.0,0.0,104.32,104.32,104.32,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2018-06-17,109.68,109.68,109.68,0.0,0.0,112.24,112.24,112.24,0.0,0.0,108.73,108.73,108.73,0.0,0.0,112.16,112.16,112.16,0.0,0.0
2018-06-24,119.44,119.44,119.44,0.0,0.0,120.64,120.64,120.64,0.0,0.0,119.36,119.36,119.36,0.0,0.0,120.48,120.48,120.48,0.0,0.0
2018-07-01,117.36,117.36,117.36,0.0,0.0,119.84,119.84,119.84,0.0,0.0,117.28,117.28,117.28,0.0,0.0,119.68,119.68,119.68,0.0,0.0
2018-07-08,115.36,115.36,115.36,0.0,0.0,117.28,117.28,117.28,0.0,0.0,115.16,115.16,115.16,0.0,0.0,115.76,115.76,115.76,0.0,0.0
2018-07-15,113.44,113.44,113.44,0.0,0.0,113.8,113.8,113.8,0.0,0.0,112.56,112.56,112.56,0.0,0.0,113.2,113.2,113.2,0.0,0.0
2018-07-22,115.6,115.6,115.6,0.0,0.0,116.0,116.0,116.0,0.0,0.0,113.54,113.54,113.54,0.0,0.0,114.56,114.56,114.56,0.0,0.0
2018-07-29,114.48,114.48,114.48,0.0,0.0,114.8,114.8,114.8,0.0,0.0,112.91,112.91,112.91,0.0,0.0,114.16,114.16,114.16,0.0,0.0
2018-08-05,112.08,112.08,112.08,0.0,0.0,112.96,112.96,112.96,0.0,0.0,111.95,111.95,111.95,0.0,0.0,112.64,112.64,112.64,0.0,0.0
2018-08-12,110.48,110.48,110.48,0.0,0.0,110.56,110.56,110.56,0.0,0.0,108.88,108.88,108.88,0.0,0.0,109.52,109.52,109.52,0.0,0.0
2018-08-19,116.0,116.0,116.0,0.0,0.0,116.64,116.64,116.64,0.0,0.0,114.88,114.88,114.88,0.0,0.0,115.44,115.44,115.44,0.0,0.0
2018-08-26,117.84,117.84,117.84,0.0,0.0,118.24,118.24,118.24,0.0,0.0,117.2,117.2,117.2,0.0,0.0,117.68,117.68,117.68,0.0,0.0
2018-09-02,113.04,113.04,113.04,0.0,0.0,114.32,114.32,114.32,0.0,0.0,112.57,112.57,112.57,0.0,0.0,114.24,114.24,114.24,0.0,0.0
2018-09-09,115.84,115.84,115.84,0.0,0.0,117.68,117.68,117.68,0.0,0.0,114.48,114.48,114.48,0.0,0.0,116.0,116.0,116.0,0.0,0.0
2018-09-16,119.92,119.92,119.92,0.0,0.0,121.21,121.21,121.21,0.0,0.0,118.24,118.24,118.24,0.0,0.0,119.68,119.68,119.68,0.0,0.0
2018-09-23,121.92,121.92,121.92,0.0,0.0,124.56,124.56,124.56,0.0,0.0,121.84,121.84,121.84,0.0,0.0,124.16,124.16,124.16,0.0,0.0
2018-09-30,125.76,125.76,125.76,0.0,0.0,127.04,127.04,127.04,0.0,0.0,124.8,124.8,124.8,0.0,0.0,125.52,125.52,125.52,0.0,0.0
2018-10-07,121.12,121.12,121.12,0.0,0.0,121.28,121.28,121.28,0.0,0.0,119.36,119.36,119.36,0.0,0.0,120.96,120.96,120.96,0.0,0.0
2018-10-14,117.44,117.44,117.44,0.0,0.0,118.4,118.4,118.4,0.0,0.0,117.04,117.04,117.04,0.0,0.0,117.76,117.76,117.76,0.0,0.0
2018-10-21,112.96,112.96,112.96,0.0,0.0,115.0,115.0,115.0,0.0,0.0,112.48,112.48,112.48,0.0,0.0,114.64,114.64,114.64,0.0,0.0
2018-10-28,107.36,107.36,107.36,0.0,0.0,108.12,108.12,108.12,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.48,106.48,106.48,0.0,0.0
2018-11-04,101.2,101.2,101.2,0.0,0.0,102.72,102.72,102.72,0.0,0.0,100.56,100.56,100.56,0.0,0.0,101.6,101.6,101.6,0.0,0.0
2018-11-11,97.6,97.6,97.6,0.0,0.0,98.4,98.4,98.4,0.0,0.0,94.96,94.96,94.96,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2018-11-18,87.04,87.04,87.04,0.0,0.0,87.52,87.52,87.52,0.0,0.0,85.52,85.52,85.52,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2018-11-25,85.04,85.04,85.04,0.0,0.0,87.4,87.4,87.4,0.0,0.0,84.08,84.08,84.08,0.0,0.0,85.84,85.84,85.84,0.0,0.0
2018-12-02,90.96,90.96,90.96,0.0,0.0,91.8,91.8,91.8,0.0,0.0,88.6,88.6,88.6,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2018-12-09,88.72,88.72,88.72,0.0,0.0,88.79,88.79,88.79,0.0,0.0,86.24,86.24,86.24,0.0,0.0,86.56,86.56,86.56,0.0,0.0
2018-12-16,76.96,76.96,76.96,0.0,0.0,78.24,78.24,78.24,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.56,76.56,76.56,0.0,0.0
2018-12-23,76.32,76.32,76.32,0.0,0.0,77.2,77.2,77.2,0.0,0.0,75.04,75.04,75.04,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2018-12-30,81.36,81.36,81.36,0.0,0.0,83.12,83.12,83.12,0.0,0.0,80.48,80.48,80.48,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2019-01-06,87.84,87.84,87.84,0.0,0.0,88.4,88.4,88.4,0.0,0.0,86.44,86.44,86.44,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2019-01-13,88.96,88.96,88.96,0.0,0.0,90.96,90.96,90.96,0.0,0.0,88.35,88.35,88.35,0.0,0.0,90.48,90.48,90.48,0.0,0.0
2019-01-20,89.6,89.6,89.6,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.28,89.28,89.28,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2019-01-27,91.2,91.2,91.2,0.0,0.0,93.52,93.52,93.52,0.0,0.0,91.12,91.12,91.12,0.0,0.0,93.04,93.04,93.04,0.0,0.0
2019-02-03,88.8,88.8,88.8,0.0,0.0,89.04,89.04,89.04,0.0,0.0,87.76,87.76,87.76,0.0,0.0,88.64,88.64,88.64,0.0,0.0
2019-02-10,92.88,92.88,92.88,0.0,0.0,93.84,93.84,93.84,0.0,0.0,92.58,92.58,92.58,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-02-17,96.0,96.0,96.0,0.0,0.0,96.48,96.48,96.48,0.0,0.0,95.44,95.44,95.44,0.0,0.0,95.6,95.6,95.6,0.0,0.0
2019-02-24,95.6,95.6,95.6,0.0,0.0,96.24,96.24,96.24,0.0,0.0,92.88,92.88,92.88,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-03-03,92.08,92.08,92.08,0.0,0.0,93.92,93.92,93.92,0.0,0.0,91.12,91.12,91.12,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2019-03-10,96.64,96.64,96.64,0.0,0.0,97.92,97.92,97.92,0.0,0.0,96.48,96.48,96.48,0.0,0.0,97.6,97.6,97.6,0.0,0.0
2019-03-17,98.4,98.4,98.4,0.0,0.0,98.56,98.56,98.56,0.0,0.0,96.88,96.88,96.88,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2019-03-24,100.48,100.48,100.48,0.0,0.0,100.48,100.48,100.48,0.0,0.0,99.36,99.36,99.36,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2019-03-31,103.84,103.84,103.84,0.0,0.0,105.36,105.36,105.36,0.0,0.0,103.76,103.76,103.76,0.0,0.0,105.2,105.2,105.2,0.0,0.0
2019-04-07,106.88,106.88,106.88,0.0,0.0,107.16,107.16,107.16,0.0,0.0,106.24,106.24,106.24,0.0,0.0,106.4,106.4,106.4,0.0,0.0
2019-04-14,106.4,106.4,106.4,0.0,0.0,106.72,106.72,106.72,0.0,0.0,105.84,105.84,105.84,0.0,0.0,106.56,106.56,106.56,0.0,0.0
2019-04-21,107.04,107.04,107.04,0.0,0.0,107.12,107.12,107.12,0.0,0.0,103.68,103.68,103.68,0.0,0.0,104.72,104.72,104.72,0.0,0.0
2019-04-28,102.96,102.96,102.96,0.0,0.0,104.08,104.08,104.08,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.96,102.96,102.96,0.0,0.0
2019-05-05,102.4,102.4,102.4,0.0,0.0,103.41,103.41,103.41,0.0,0.0,102.3,102.3,102.3,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2019-05-12,105.28,105.28,105.28,0.0,0.0,106.04,106.04,106.04,0.0,0.0,104.25,104.25,104.25,0.0,0.0,104.64,104.64,104.64,0.0,0.0
2019-05-19,97.76,97.76,97.76,0.0,0.0,97.92,97.92,97.92,0.0,0.0,95.63,95.63,95.63,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2019-05-26,91.6,91.6,91.6,0.0,0.0,92.28,92.28,92.28,0.0,0.0,88.32,88.32,88.32,0.0,0.0,88.8,88.8,88.8,0.0,0.0
2019-06-02,87.76,87.76,87.76,0.0,0.0,90.4,90.4,90.4,0.0,0.0,87.6,87.6,87.6,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-06-09,87.36,87.36,87.36,0.0,0.0,88.32,88.32,88.32,0.0,0.0,86.88,86.88,86.88,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2019-06-16,94.88,94.88,94.88,0.0,0.0,95.84,95.84,95.84,0.0,0.0,94.8,94.8,94.8,0.0,0.0,95.76,95.76,95.76,0.0,0.0
2019-06-23,98.64,98.64,98.64,0.0,0.0,98.8,98.8,98.8,0.0,0.0,95.85,95.85,95.85,0.0,0.0,96.32,96.32,96.32,0.0,0.0
2019-06-30,94.88,94.88,94.88,0.0,0.0,95.92,95.92,95.92,0.0,0.0,94.56,94.56,94.56,0.0,0.0,95.6,95.6,95.6,0.0,0.0
2019-07-07,100.08,100.08,100.08,0.0,0.0,100.64,100.64,100.64,0.0,0.0,99.52,99.52,99.52,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-07-14,92.56,92.56,92.56,0.0,0.0,93.52,93.52,93.52,0.0,0.0,91.44,91.44,91.44,0.0,0.0,93.36,93.36,93.36,0.0,0.0
2019-07-21,93.12,93.12,93.12,0.0,0.0,93.68,93.68,93.68,0.0,0.0,92.4,92.4,92.4,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2019-07-28,92.68,92.68,92.68,0.0,0.0,92.83,92.83,92.83,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2019-08-04,89.76,89.76,89.76,0.0,0.0,91.04,91.04,91.04,0.0,0.0,89.6,89.6,89.6,0.0,0.0,90.24,90.24,90.24,0.0,0.0
2019-08-11,91.04,91.04,91.04,0.0,0.0,91.52,91.52,91.52,0.0,0.0,90.24,90.24,90.24,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2019-08-18,89.84,89.84,89.84,0.0,0.0,91.12,91.12,91.12,0.0,0.0,88.6,88.6,88.6,0.0,0.0,89.52,89.52,89.52,0.0,0.0
2019-08-25,93.92,93.92,93.92,0.0,0.0,94.08,94.08,94.08,0.0,0.0,90.8,90.8,90.8,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2019-09-01,91.68,91.68,91.68,0.0,0.0,94.8,94.8,94.8,0.0,0.0,91.28,91.28,91.28,0.0,0.0,94.16,94.16,94.16,0.0,0.0
2019-09-08,91.92,91.92,91.92,0.0,0.0,92.2,92.2,92.2,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.52,91.52,91.52,0.0,0.0
2019-09-15,97.84,97.84,97.84,0.0,0.0,98.52,98.52,98.52,0.0,0.0,96.64,96.64,96.64,0.0,0.0,97.6,97.6,97.6,0.0,0.0
2019-09-22,92.56,92.56,92.56,0.0,0.0,94.72,94.72,94.72,0.0,0.0,92.4,92.4,92.4,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-09-29,88.56,88.56,88.56,0.0,0.0,89.12,89.12,89.12,0.0,0.0,86.88,86.88,86.88,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-10-06,89.92,89.92,89.92,0.0,0.0,91.68,91.68,91.68,0.0,0.0,89.92,89.92,89.92,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2019-10-13,90.72,90.72,90.72,0.0,0.0,91.08,91.08,91.08,0.0,0.0,89.2,89.2,89.2,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2019-10-20,93.68,93.68,93.68,0.0,0.0,94.72,94.72,94.72,0.0,0.0,92.85,92.85,92.85,0.0,0.0,94.64,94.64,94.64,0.0,0.0
2019-10-27,91.6,91.6,91.6,0.0,0.0,94.08,94.08,94.08,0.0,0.0,91.52,91.52,91.52,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2019-11-03,93.84,93.84,93.84,0.0,0.0,96.0,96.0,96.0,0.0,0.0,93.12,93.12,93.12,0.0,0.0,95.92,95.92,95.92,0.0,0.0
2019-11-10,94.96,94.96,94.96,0.0,0.0,97.04,97.04,97.04,0.0,0.0,94.96,94.96,94.96,0.0,0.0,96.64,96.64,96.64,0.0,0.0
2019-11-17,97.6,97.6,97.6,0.0,0.0,97.68,97.68,97.68,0.0,0.0,96.08,96.08,96.08,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2019-11-24,95.44,95.44,95.44,0.0,0.0,95.52,95.52,95.52,0.0,0.0,92.34,92.34,92.34,0.0,0.0,92.96,92.96,92.96,0.0,0.0
2019-12-01,97.04,97.04,97.04,0.0,0.0,99.96,99.96,99.96,0.0,0.0,96.96,96.96,96.96,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2019-12-08,99.28,99.28,99.28,0.0,0.0,101.04,101.04,101.04,0.0,0.0,99.12,99.12,99.12,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2019-12-15,101.76,101.76,101.76,0.0,0.0,101.76,101.76,101.76,0.0,0.0,100.48,100.48,100.48,0.0,0.0,101.04,101.04,101.04,0.0,0.0
2019-12-22,103.36,103.36,103.36,0.0,0.0,103.68,103.68,103.68,0.0,0.0,102.56,102.56,102.56,0.0,0.0,103.28,103.28,103.28,0.0,0.0
2019-12-29,106.16,106.16,106.16,0.0,0.0,106.53,106.53,106.53,0.0,0.0,104.24,104.24,104.24,0.0,0.0,105.44,105.44,105.44,0.0,0.0
