Date,MOSY_Open_average,MOSY_Open_max,MOSY_Open_min,MOSY_Open_volatility,MOSY_Open_change,MOSY_High_average,MOSY_High_max,MOSY_High_min,MOSY_High_volatility,MOSY_High_change,MOSY_Low_average,MOSY_Low_max,MOSY_Low_min,MOSY_Low_volatility,MOSY_Low_change,MOSY_Close_average,MOSY_Close_max,MOSY_Close_min,MOSY_Close_volatility,MOSY_Close_change,MOSY_Volume_average,MOSY_Volume_max,MOSY_Volume_min,MOSY_Volume_volatility,MOSY_Volume_change
2018-01-14,29.28,30.4,26.8,3.599999999999998,3.1999999999999993,31.16,34.6,30.0,4.600000000000001,0.0,28.1812,29.0,26.506,2.4939999999999998,2.4939999999999998,29.618,30.8,29.2,1.6000000000000014,0.1999999999999993,48597,145341,6660,138681,-51688
2018-01-21,27.64,29.2,26.8,2.3999999999999986,-2.3999999999999986,28.02,29.3,27.2,2.1000000000000014,-1.9000000000000021,26.16,27.4,25.2,2.1999999999999993,-1.1999999999999993,27.2,28.4,26.2,2.1999999999999993,-2.1999999999999993,8461,11567,4484,7083,-5641
2018-01-28,23.88,26.2,22.0,4.199999999999999,-4.199999999999999,24.5196,26.2,23.2,3.0,-3.0,22.88,23.8,22.0,1.8000000000000007,-1.6000000000000014,23.36,24.6,22.0,2.6000000000000014,-2.0,9377,13127,4872,8255,-4318
2018-02-04,23.08,25.0,21.4,3.6000000000000014,1.8000000000000007,24.1908,25.6,22.8,2.8000000000000007,1.3999999999999986,22.12,22.6,20.6,2.0,2.0,23.5316,24.266,22.8,1.4659999999999975,0.8000000000000007,13042,29504,4918,24586,-3157
2018-02-11,24.65,26.8,23.6,3.1999999999999993,3.0,26.795,30.78,23.8,6.98,6.98,24.405,26.62,23.2,3.4200000000000017,3.4200000000000017,26.25,29.4,23.8,5.599999999999998,5.599999999999998,27066,47540,5235,42305,39761
2018-02-18,32.68,38.4,30.0,8.399999999999999,7.599999999999998,34.838,41.6,31.0,10.600000000000001,10.600000000000001,30.9196,33.6,29.2,4.400000000000002,4.201999999999998,33.4396,38.8,30.0,8.799999999999997,8.799999999999997,56579,122754,10152,112602,102930
2018-02-25,30.88,34.6,28.0,6.600000000000001,-4.600000000000001,32.2,36.8,30.6,6.199999999999996,-5.9999999999999964,28.84,30.4,28.0,2.3999999999999986,-1.1999999999999993,29.96,31.6,28.4,3.200000000000003,-2.0,28655,77317,4794,72523,-72523
2018-03-04,31.04,32.6,29.8,2.8000000000000007,1.0,31.88,33.0,30.2,2.8000000000000007,0.8000000000000007,29.8008,30.6,29.2,1.4000000000000021,0.1999999999999993,31.2,32.6,30.2,2.400000000000002,0.6000000000000014,15990,30787,4323,26464,6541
2018-03-11,28.16,31.0,25.8,5.199999999999999,-3.6000000000000014,28.6756,31.0,27.38,3.620000000000001,-3.6000000000000014,26.36,28.2,25.0,3.1999999999999993,-2.1999999999999993,27.12,29.8,25.4,4.400000000000002,-3.8000000000000007,10296,18802,4429,14373,-7994
2018-03-18,27.16,27.8,26.6,1.1999999999999993,0.0,28.16,28.998,27.401999999999997,1.5960000000000036,-0.5980000000000025,25.64,26.4,23.6,2.799999999999997,-2.599999999999998,26.7148,27.574,25.0,2.5740000000000016,-2.1999999999999993,20852,38314,13721,24593,3003
2018-03-25,23.9,25.0,23.2,1.8000000000000007,-1.1999999999999993,24.5415,25.6,24.18,1.4200000000000017,-1.4000000000000021,23.0005,23.6,22.601999999999997,0.9980000000000047,-0.8000000000000007,23.6475,23.99,23.2,0.7899999999999991,0.389999999999997,8453,10461,6157,4304,3547
2018-04-01,23.76,23.8,23.6,0.1999999999999993,0.0,24.4592,25.58,23.96,1.6199999999999974,-1.6199999999999974,23.1736,23.6,23.0,0.6000000000000014,-0.532,23.76,24.4,23.2,1.1999999999999993,-0.7999999999999972,8257,20929,3400,17529,-17529
2018-04-08,24.88,26.2,23.8,2.3999999999999986,2.3999999999999986,26.178,28.4,25.2,3.1999999999999993,3.099999999999998,24.4796,26.2,23.5,2.6999999999999993,2.6999999999999993,25.400000000000002,26.6,24.6,2.0,1.4000000000000021,8273,16081,3498,12583,5102
2018-04-15,25.88,26.8,25.0,1.8000000000000007,-1.4000000000000021,26.396,27.0,25.6,1.3999999999999986,-0.6000000000000014,25.4,26.0,25.0,1.0,-0.20000000000000284,25.72,26.2,25.0,1.1999999999999993,-0.1999999999999993,5224,10259,1148,9111,4430
2018-04-22,26.64,27.8,25.8,2.0,1.3999999999999986,27.4704,28.4,26.58,1.8200000000000003,0.6240000000000023,25.96,27.0,25.2,1.8000000000000007,0.8000000000000007,26.404,27.4,25.4,2.0,0.8000000000000007,10375,15926,6176,9750,-1681
2018-04-29,28.48,32.0,26.0,6.0,6.0,30.917199999999998,34.8,27.586,7.213999999999999,7.213999999999999,28.4,31.6,26.0,5.600000000000001,5.600000000000001,29.834,33.4,27.4,6.0,6.0,22348,34852,2942,31910,31910
2018-05-06,34.9272,43.636,29.2,14.436000000000003,3.799999999999997,36.626400000000004,44.6,30.388,14.212,8.253999999999998,30.8444,36.4,28.0,8.399999999999999,4.998000000000001,33.36,40.8,29.0,11.799999999999997,11.599999999999998,125793,376476,14013,362463,73337
2018-05-13,39.2,40.2,38.4,1.8000000000000043,0.3999999999999986,40.4,41.8,39.6,2.1999999999999957,-1.0,37.964,38.82,37.2,1.6199999999999974,0.6199999999999974,39.1472,39.8,38.4,1.3999999999999986,-0.46399999999999864,22818,44329,9859,34470,-28429
2018-05-20,38.2,40.0,35.0,5.0,-5.0,38.4,40.0,35.0,5.0,-5.0,36.3,38.4,33.4,5.0,-5.0,37.85,40.0,34.4,5.600000000000001,-5.600000000000001,21418,33481,14525,18956,14922
2018-05-27,35.6,37.4,34.0,3.3999999999999986,1.7999999999999972,36.7596,37.798,36.0,1.7980000000000018,-1.7980000000000018,34.2404,35.402,33.2,2.201999999999998,0.20000000000000284,35.8,37.0,34.8,2.200000000000003,-1.2000000000000028,11866,18700,6227,12473,-7329
2018-06-03,34.56,35.8,33.6,2.1999999999999957,-1.7999999999999972,35.0304,36.4,34.0,2.3999999999999986,-2.3999999999999986,33.68,34.6,32.6,2.0,-2.0,34.0,35.0,32.6,2.3999999999999986,-2.3999999999999986,8390,13501,5580,7921,7921
2018-06-10,33.64,34.4,32.2,2.1999999999999957,2.1999999999999957,34.6,35.0,33.6,1.3999999999999986,1.1999999999999957,33.0,33.6,32.2,1.3999999999999986,1.1999999999999957,34.1208,34.8,33.2,1.5999999999999943,0.5999999999999943,4520,8777,2101,6676,-3820
2018-06-17,34.440000000000005,36.0,33.2,2.799999999999997,2.0,35.364000000000004,36.2,34.6,1.6000000000000014,0.4000000000000057,33.7328,34.6,33.2,1.3999999999999986,0.5999999999999943,34.6096,35.8,33.4,2.3999999999999986,1.3999999999999986,6390,15357,1798,13559,1476
2018-06-24,34.28,34.8,33.8,1.0,0.19999999999999574,35.0664,35.504,34.828,0.6759999999999948,0.0,33.5704,34.0,33.02,0.9799999999999969,0.5799999999999983,34.3352,35.0,33.876,1.1240000000000023,0.6000000000000014,2929,3991,1342,2649,-443
2018-07-01,35.55,37.0,34.4,2.6000000000000014,2.6000000000000014,36.427,37.8,34.708,3.0919999999999987,2.4920000000000044,34.923,36.0,33.62,2.3800000000000026,2.3800000000000026,35.85,36.6,34.2,2.3999999999999986,2.3999999999999986,6877,11488,1649,9839,5780
2018-07-08,38.160000000000004,38.6,37.0,1.6000000000000014,1.6000000000000014,38.6784,38.8,38.6,0.19999999999999574,-0.19200000000000017,37.5136,38.0,36.6,1.3999999999999986,1.3999999999999986,38.1552,38.6,37.84,0.759999999999998,0.20000000000000284,11431,20914,3976,16938,-10632
2018-07-15,38.12,38.8,37.6,1.1999999999999957,-0.6000000000000014,38.744,39.0,38.4,0.6000000000000014,-0.12000000000000455,37.184,38.0,36.0,2.0,1.0,38.196,38.6,37.6,1.0,0.20000000000000284,7499,13228,3569,9659,5832
2018-07-22,30.32,38.0,24.4,13.600000000000001,-13.399999999999999,31.8444,43.4,24.6,18.799999999999997,-14.221999999999994,28.204,38.0,20.0,18.0,-17.42,29.96,42.8,20.6,22.199999999999996,-17.799999999999997,81551,174399,6342,168057,70065
2018-07-29,21.0,21.6,20.2,1.4000000000000021,1.0,21.973200000000002,22.8,21.598000000000003,1.2019999999999982,-0.3999999999999986,19.968,20.8,19.04,1.7600000000000016,0.1999999999999993,20.804,21.8,19.6,2.1999999999999993,-0.17999999999999972,33049,61248,15851,45397,-8079
2018-08-05,20.16,21.0,19.0,2.0,-2.0,20.28,21.2,19.0,2.1999999999999993,-2.1999999999999993,19.014400000000002,20.2,16.272000000000002,3.9279999999999973,-3.9279999999999973,19.3524,20.4,17.4,3.0,-3.0,12863,32753,5090,27663,24987
2018-08-12,16.4804,17.4,15.602,1.7979999999999983,-1.1999999999999993,18.248,22.0,16.84,5.16,-0.7600000000000016,15.8844,16.8,15.142000000000001,1.6579999999999995,0.120000000000001,16.8844,17.42,16.202,1.218,0.597999999999999,69186,260123,8055,252068,-18169
2018-08-19,17.3308,18.276,16.8,1.475999999999999,1.475999999999999,18.038800000000002,18.998,17.0,1.998000000000001,1.596,16.78,17.4,16.2,1.1999999999999993,1.1000000000000014,17.137999999999998,18.0,16.4,1.6000000000000014,0.7899999999999991,15136,27149,3758,23391,13535
2018-08-26,17.058,17.4,16.6,0.7999999999999972,-0.4480000000000004,17.4565,17.912,17.0,0.911999999999999,-0.911999999999999,16.674,17.002,16.494,0.5079999999999991,-0.5079999999999991,17.097,17.41,16.898,0.5120000000000005,-0.5120000000000005,6174,8311,5105,3206,-362
