Date,JMPStock_Open_average,JMPStock_Open_max,JMPStock_Open_min,JMPStock_Open_volatility,JMPStock_Open_change,JMPStock_High_average,JMPStock_High_max,JMPStock_High_min,JMPStock_High_volatility,JMPStock_High_change,JMPStock_Low_average,JMPStock_Low_max,JMPStock_Low_min,JMPStock_Low_volatility,JMPStock_Low_change,JMPStock_Close_average,JMPStock_Close_max,JMPStock_Close_min,JMPStock_Close_volatility,JMPStock_Close_change,JMPStock_Volume_average,JMPStock_Volume_max,JMPStock_Volume_min,JMPStock_Volume_volatility,JMPStock_Volume_change
2018-01-14,5.4875,5.51,5.46,0.04999999999999982,0.009999999999999787,5.53,5.56,5.49,0.0699999999999994,0.02999999999999936,5.4375,5.45,5.42,0.03000000000000025,-0.03000000000000025,5.4725,5.5,5.44,0.05999999999999961,0.0,23320,38330,13347,24983,24983
2018-01-21,5.518,5.56,5.48,0.07999999999999918,-0.07999999999999918,5.534,5.56,5.5,0.05999999999999961,-0.05999999999999961,5.458,5.48,5.42,0.0600000000000005,0.010000000000000675,5.502,5.51,5.49,0.019999999999999574,-0.019999999999999574,19347,33602,5155,28447,-11860
2018-01-28,5.414,5.46,5.38,0.08000000000000007,-0.04999999999999982,5.436,5.52,5.38,0.13999999999999968,-0.13999999999999968,5.362,5.41,5.31,0.10000000000000053,-0.10000000000000053,5.402,5.47,5.35,0.1200000000000001,-0.1200000000000001,30263,71262,10958,60304,15450
2018-02-04,5.248,5.31,5.2,0.10999999999999943,0.0,5.366,5.6,5.24,0.35999999999999943,0.29000000000000004,5.194,5.26,5.13,0.1299999999999999,0.02999999999999936,5.28,5.6,5.18,0.41999999999999993,0.3699999999999992,54257,88662,39243,49419,49419
2018-02-11,5.5200000000000005,5.65,5.41,0.2400000000000002,-0.13999999999999968,5.586,5.65,5.54,0.11000000000000032,-0.04999999999999982,5.44,5.5,5.4,0.09999999999999964,-0.09999999999999964,5.4879999999999995,5.52,5.45,0.0699999999999994,-0.04999999999999982,46105,107797,17532,90265,62238
2018-02-18,5.3025,5.36,5.25,0.11000000000000032,-0.09000000000000075,5.375,5.41,5.31,0.10000000000000053,-0.10000000000000053,5.26,5.27,5.25,0.019999999999999574,0.009999999999999787,5.2875,5.33,5.26,0.07000000000000028,0.040000000000000036,28835,47557,10143,37414,-37414
2018-02-25,5.356,5.46,5.31,0.15000000000000036,-0.15000000000000036,5.382000000000001,5.48,5.33,0.15000000000000036,-0.11000000000000032,5.278,5.3,5.25,0.04999999999999982,-0.04999999999999982,5.32,5.4,5.26,0.14000000000000057,-0.09000000000000075,34887,58164,20379,37785,16812
2018-03-04,5.33,5.37,5.3,0.07000000000000028,0.0,5.372,5.4,5.34,0.0600000000000005,0.0,5.294,5.34,5.26,0.08000000000000007,0.009999999999999787,5.334,5.36,5.3,0.0600000000000005,0.05000000000000071,54225,105721,30990,74731,-53159
2018-03-11,5.36,5.4,5.31,0.09000000000000075,-0.05000000000000071,5.378,5.44,5.31,0.13000000000000078,-0.13000000000000078,5.294,5.34,5.23,0.10999999999999943,-0.10999999999999943,5.32,5.38,5.25,0.1299999999999999,-0.1299999999999999,39991,109220,13994,95226,-88081
2018-03-18,5.178,5.29,5.1,0.1900000000000004,-0.1900000000000004,5.222,5.29,5.18,0.11000000000000032,-0.11000000000000032,5.096,5.14,5.06,0.08000000000000007,-0.040000000000000036,5.148,5.2,5.09,0.11000000000000032,0.009999999999999787,25515,35361,13990,21371,-243
